Date,TXN
2022-02-28,169.99000549316406
2022-03-01,167.2899932861328
2022-03-02,170.10000610351562
2022-03-03,171.0
2022-03-04,169.97999572753906
2022-03-07,164.88999938964844
2022-03-08,167.33999633789062
2022-03-09,172.4600067138672
2022-03-10,172.75
2022-03-11,170.36000061035156
2022-03-14,166.72000122070312
2022-03-15,172.32000732421875
2022-03-16,176.3300018310547
2022-03-17,178.47000122070312
2022-03-18,180.10000610351562
2022-03-21,180.4600067138672
2022-03-22,182.35000610351562
2022-03-23,179.0800018310547
2022-03-24,184.2100067138672
2022-03-25,184.89999389648438
2022-03-28,185.67999267578125
2022-03-29,191.00999450683594
2022-03-30,187.4499969482422
2022-03-31,183.47999572753906
2022-04-01,182.0800018310547
2022-04-04,182.7100067138672
2022-04-05,177.17999267578125
2022-04-06,177.25
2022-04-07,177.60000610351562
2022-04-08,174.11000061035156
2022-04-11,171.94000244140625
2022-04-12,173.0
2022-04-13,175.11000061035156
2022-04-14,173.66000366210938
2022-04-18,176.55999755859375
2022-04-19,179.05999755859375
2022-04-20,179.4199981689453
2022-04-21,177.22999572753906
2022-04-22,173.30999755859375
2022-04-25,173.91000366210938
2022-04-26,168.44000244140625
2022-04-27,169.38999938964844
2022-04-28,175.85000610351562
2022-04-29,170.25
2022-05-02,174.0
2022-05-03,172.5399932861328
2022-05-04,176.22999572753906
2022-05-05,170.27999877929688
2022-05-06,167.4499969482422
2022-05-09,164.94000244140625
2022-05-10,168.24000549316406
2022-05-11,164.69000244140625
2022-05-12,165.89999389648438
2022-05-13,169.74000549316406
2022-05-16,168.5
2022-05-17,174.97999572753906
2022-05-18,170.3000030517578
2022-05-19,167.6199951171875
2022-05-20,169.80999755859375
2022-05-23,169.92999267578125
2022-05-24,167.86000061035156
2022-05-25,170.00999450683594
2022-05-26,174.1300048828125
2022-05-27,177.97000122070312
2022-05-31,176.75999450683594
2022-06-01,174.4199981689453
2022-06-02,176.72000122070312
2022-06-03,172.3300018310547
2022-06-06,167.75999450683594
2022-06-07,169.85000610351562
2022-06-08,165.3699951171875
2022-06-09,161.5800018310547
2022-06-10,157.77999877929688
2022-06-13,153.52999877929688
2022-06-14,154.0800018310547
2022-06-15,155.9199981689453
2022-06-16,151.3699951171875
2022-06-17,150.1999969482422
2022-06-21,153.4600067138672
2022-06-22,152.60000610351562
2022-06-23,151.13999938964844
2022-06-24,155.9499969482422
2022-06-27,155.6199951171875
2022-06-28,154.16000366210938
2022-06-29,152.77999877929688
2022-06-30,153.64999389648438
2022-07-01,148.5399932861328
2022-07-05,149.10000610351562
2022-07-06,150.80999755859375
2022-07-07,154.69000244140625
2022-07-08,155.52999877929688
2022-07-11,153.55999755859375
2022-07-12,154.4600067138672
2022-07-13,154.2899932861328
2022-07-14,157.85000610351562
2022-07-15,160.5399932861328
2022-07-18,159.6699981689453
2022-07-19,164.63999938964844
2022-07-20,165.3300018310547
2022-07-21,166.5399932861328
2022-07-22,163.89999389648438
2022-07-25,163.1999969482422
2022-07-26,160.83999633789062
2022-07-27,171.5399932861328
2022-07-28,175.75
2022-07-29,178.88999938964844
2022-08-01,178.8000030517578
2022-08-02,177.22000122070312
2022-08-03,183.47000122070312
2022-08-04,184.91000366210938
2022-08-05,184.3000030517578
2022-08-08,182.8000030517578
2022-08-09,177.7100067138672
2022-08-10,183.1199951171875
2022-08-11,182.05999755859375
2022-08-12,185.3800048828125
2022-08-15,185.39999389648438
2022-08-16,183.36000061035156
2022-08-17,176.7100067138672
2022-08-18,178.4600067138672
2022-08-19,176.4499969482422
2022-08-22,171.44000244140625
2022-08-23,172.52000427246094
2022-08-24,172.19000244140625
2022-08-25,177.30999755859375
2022-08-26,169.49000549316406
2022-08-29,167.94000244140625
2022-08-30,166.74000549316406
2022-08-31,165.2100067138672
2022-09-01,166.16000366210938
2022-09-02,163.0
2022-09-06,163.10000610351562
2022-09-07,165.82000732421875
2022-09-08,168.41000366210938
2022-09-09,170.74000549316406
2022-09-12,170.5800018310547
2022-09-13,162.64999389648438
2022-09-14,165.25999450683594
2022-09-15,162.6699981689453
2022-09-16,165.25999450683594
2022-09-19,166.25
2022-09-20,166.05999755859375
2022-09-21,163.3000030517578
2022-09-22,162.6199951171875
2022-09-23,161.2899932861328
2022-09-26,160.4600067138672
2022-09-27,160.7100067138672
2022-09-28,162.8000030517578
2022-09-29,158.4499969482422
2022-09-30,154.77999877929688
2022-10-03,159.83999633789062
2022-10-04,165.14999389648438
2022-10-05,167.8000030517578
2022-10-06,166.5399932861328
2022-10-07,159.27999877929688
2022-10-10,156.7899932861328
2022-10-11,153.4499969482422
2022-10-12,151.5500030517578
2022-10-13,154.33999633789062
2022-10-14,148.33999633789062
2022-10-17,150.99000549316406
2022-10-18,151.50999450683594
2022-10-19,152.64999389648438
2022-10-20,153.72000122070312
2022-10-21,159.72000122070312
2022-10-24,161.64999389648438
2022-10-25,162.16000366210938
2022-10-26,157.8699951171875
2022-10-27,156.75999450683594
2022-10-28,161.36000061035156
2022-10-31,160.6300048828125
2022-11-01,162.89999389648438
2022-11-02,158.49000549316406
2022-11-03,156.52000427246094
2022-11-04,162.64999389648438
2022-11-07,165.69000244140625
2022-11-08,168.11000061035156
2022-11-09,164.99000549316406
2022-11-10,174.69000244140625
2022-11-11,179.49000549316406
2022-11-14,177.44000244140625
2022-11-15,177.57000732421875
2022-11-16,173.4600067138672
2022-11-17,175.36000061035156
2022-11-18,175.17999267578125
2022-11-21,172.39999389648438
2022-11-22,177.22000122070312
2022-11-23,178.97999572753906
2022-11-25,177.07000732421875
2022-11-28,173.0
2022-11-29,172.97999572753906
2022-11-30,180.4600067138672
2022-12-01,177.5
2022-12-02,177.66000366210938
2022-12-05,177.38999938964844
2022-12-06,174.33999633789062
2022-12-07,173.75
2022-12-08,176.36000061035156
2022-12-09,174.25999450683594
2022-12-12,177.47999572753906
2022-12-13,177.5
2022-12-14,175.82000732421875
2022-12-15,170.00999450683594
2022-12-16,169.5500030517578
2022-12-19,167.61000061035156
2022-12-20,166.08999633789062
2022-12-21,168.72999572753906
2022-12-22,164.6999969482422
2022-12-23,164.3800048828125
2022-12-27,163.77999877929688
2022-12-28,161.19000244140625
2022-12-29,165.02000427246094
2022-12-30,165.22000122070312
2023-01-03,163.2100067138672
2023-01-04,169.1699981689453
2023-01-05,166.92999267578125
2023-01-06,175.16000366210938
2023-01-09,176.67999267578125
2023-01-10,178.39999389648438
2023-01-11,178.8699951171875
2023-01-12,178.1300048828125
2023-01-13,179.00999450683594
2023-01-17,175.39999389648438
2023-01-18,173.75999450683594
2023-01-19,170.92999267578125
2023-01-20,173.0
2023-01-23,178.1699981689453
2023-01-24,177.0399932861328
2023-01-25,175.0399932861328
2023-01-26,174.10000610351562
2023-01-27,175.24000549316406
2023-01-30,173.1300048828125
2023-01-31,177.2100067138672
2023-02-01,182.10000610351562
2023-02-02,184.72000122070312
2023-02-03,182.2899932861328
2023-02-06,181.0
2023-02-07,183.49000549316406
2023-02-08,176.5
2023-02-09,174.99000549316406
2023-02-10,175.7899932861328
2023-02-13,176.7100067138672
2023-02-14,176.33999633789062
2023-02-15,178.5
2023-02-16,176.0800018310547
2023-02-17,175.32000732421875
2023-02-21,170.75999450683594
2023-02-22,169.8000030517578
2023-02-23,171.82000732421875
2023-02-24,169.13999938964844
2023-02-27,170.74000549316406
2023-02-28,171.4499969482422
2023-03-01,172.1699981689453
2023-03-02,174.0800018310547
2023-03-03,175.67999267578125
2023-03-06,173.0500030517578
2023-03-07,172.05999755859375
2023-03-08,176.22000122070312
2023-03-09,173.44000244140625
2023-03-10,171.63999938964844
2023-03-13,173.88999938964844
2023-03-14,175.72999572753906
2023-03-15,174.38999938964844
2023-03-16,177.1300048828125
2023-03-17,175.7100067138672
2023-03-20,179.16000366210938
2023-03-21,178.41000366210938
2023-03-22,176.32000732421875
2023-03-23,180.27999877929688
2023-03-24,179.50999450683594
2023-03-27,177.0500030517578
2023-03-28,177.49000549316406
2023-03-29,181.0399932861328
2023-03-30,184.24000549316406
2023-03-31,186.00999450683594
2023-04-03,184.16000366210938
2023-04-04,180.39999389648438
2023-04-05,177.1999969482422
2023-04-06,178.1199951171875
2023-04-10,179.4199981689453
2023-04-11,179.8699951171875
2023-04-12,177.5500030517578
2023-04-13,179.11000061035156
2023-04-14,178.97999572753906
2023-04-17,180.0500030517578
2023-04-18,180.32000732421875
2023-04-19,177.0800018310547
2023-04-20,176.6199951171875
2023-04-21,177.02000427246094
2023-04-24,175.89999389648438
2023-04-25,169.38999938964844
2023-04-26,164.4600067138672
2023-04-27,165.27000427246094
2023-04-28,167.1999969482422
2023-05-01,166.67999267578125
2023-05-02,163.94000244140625
2023-05-03,163.35000610351562
2023-05-04,162.3000030517578
2023-05-05,165.82000732421875
2023-05-08,164.22000122070312
2023-05-09,163.0
2023-05-10,163.0500030517578
2023-05-11,161.1699981689453
2023-05-12,161.8800048828125
2023-05-15,165.25999450683594
2023-05-16,163.3800048828125
2023-05-17,165.33999633789062
2023-05-18,169.80999755859375
2023-05-19,170.11000061035156
2023-05-22,170.86000061035156
2023-05-23,169.74000549316406
2023-05-24,167.07000732421875
2023-05-25,169.6199951171875
2023-05-26,176.2899932861328
2023-05-30,176.5500030517578
2023-05-31,173.8800048828125
2023-06-01,175.80999755859375
2023-06-02,175.22999572753906
2023-06-05,170.25999450683594
2023-06-06,170.36000061035156
2023-06-07,172.0
2023-06-08,172.22999572753906
2023-06-09,170.58999633789062
2023-06-12,174.0399932861328
2023-06-13,177.41000366210938
2023-06-14,177.1199951171875
2023-06-15,178.08999633789062
2023-06-16,176.75999450683594
2023-06-20,174.36000061035156
2023-06-21,170.47999572753906
2023-06-22,172.6300048828125
2023-06-23,167.67999267578125
2023-06-26,168.75
2023-06-27,176.30999755859375
2023-06-28,174.9600067138672
2023-06-29,176.7899932861328
2023-06-30,180.02000427246094
2023-07-03,179.75999450683594
2023-07-05,176.52999877929688
2023-07-06,174.82000732421875
2023-07-07,173.6999969482422
2023-07-10,179.44000244140625
2023-07-11,178.82000732421875
2023-07-12,182.3699951171875
2023-07-13,183.1199951171875
2023-07-14,180.85000610351562
2023-07-17,183.39999389648438
2023-07-18,183.67999267578125
2023-07-19,183.6699981689453
2023-07-20,179.9199981689453
2023-07-21,184.32000732421875
2023-07-24,183.88999938964844
2023-07-25,186.0800018310547
2023-07-26,176.0
2023-07-27,177.72000122070312
2023-07-28,178.3699951171875
2023-07-31,180.0
2023-08-01,178.3699951171875
2023-08-02,172.44000244140625
2023-08-03,171.8000030517578
2023-08-04,168.44000244140625
2023-08-07,168.9600067138672
2023-08-08,166.72999572753906
2023-08-09,167.27000427246094
2023-08-10,167.55999755859375
2023-08-11,166.1999969482422
2023-08-14,170.47999572753906
2023-08-15,168.16000366210938
2023-08-16,165.72000122070312
