Date,TXN
2023-08-17,165.75999450683594
2023-08-18,166.49000549316406
2023-08-21,167.9499969482422
2023-08-22,167.11000061035156
2023-08-23,169.8300018310547
2023-08-24,165.58999633789062
2023-08-25,167.80999755859375
2023-08-28,168.6999969482422
2023-08-29,170.69000244140625
2023-08-30,169.22999572753906
2023-08-31,168.05999755859375
2023-09-01,169.8300018310547
2023-09-05,169.74000549316406
2023-09-06,168.0500030517578
2023-09-07,164.7100067138672
2023-09-08,164.66000366210938
2023-09-11,165.83999633789062
2023-09-12,163.49000549316406
2023-09-13,164.36000061035156
2023-09-14,166.0500030517578
2023-09-15,162.6199951171875
2023-09-18,162.8300018310547
2023-09-19,163.13999938964844
2023-09-20,162.10000610351562
2023-09-21,160.39999389648438
2023-09-22,160.30999755859375
2023-09-25,160.89999389648438
2023-09-26,157.9600067138672
2023-09-27,158.13999938964844
2023-09-28,159.08999633789062
2023-09-29,159.00999450683594
2023-10-02,159.9499969482422
2023-10-03,157.25
2023-10-04,157.97000122070312
2023-10-05,155.11000061035156
2023-10-06,157.0
2023-10-09,156.72000122070312
2023-10-10,157.66000366210938
2023-10-11,157.3300018310547
2023-10-12,155.0
2023-10-13,152.75
2023-10-16,154.3000030517578
2023-10-17,154.25999450683594
2023-10-18,151.82000732421875
2023-10-19,150.94000244140625
2023-10-20,147.80999755859375
2023-10-23,146.32000732421875
2023-10-24,146.9199981689453
2023-10-25,141.7899932861328
2023-10-26,144.00999450683594
2023-10-27,143.1199951171875
2023-10-30,140.5
2023-10-31,142.00999450683594
2023-11-01,143.1699981689453
2023-11-02,147.30999755859375
2023-11-03,150.22999572753906
2023-11-06,147.5
2023-11-07,146.58999633789062
2023-11-08,145.22000122070312
2023-11-09,143.27000427246094
2023-11-10,147.19000244140625
2023-11-13,145.8699951171875
2023-11-14,149.92999267578125
2023-11-15,151.8699951171875
2023-11-16,151.88999938964844
2023-11-17,154.6199951171875
2023-11-20,155.5399932861328
2023-11-21,153.42999267578125
2023-11-22,153.92999267578125
2023-11-24,153.58999633789062
2023-11-27,152.60000610351562
2023-11-28,152.89999389648438
2023-11-29,153.1999969482422
2023-11-30,152.7100067138672
2023-12-01,155.2100067138672
2023-12-04,157.4199981689453
2023-12-05,157.25
2023-12-06,156.0500030517578
2023-12-07,157.67999267578125
2023-12-08,157.02999877929688
2023-12-11,159.97000122070312
2023-12-12,157.9199981689453
2023-12-13,161.80999755859375
2023-12-14,168.77999877929688
2023-12-15,168.63999938964844
2023-12-18,167.4199981689453
2023-12-19,168.5
2023-12-20,165.17999267578125
2023-12-21,166.80999755859375
2023-12-22,168.24000549316406
2023-12-26,170.80999755859375
2023-12-27,171.22999572753906
2023-12-28,171.72000122070312
2023-12-29,170.4600067138672
2024-01-02,169.25999450683594
2024-01-03,166.74000549316406
2024-01-04,164.47000122070312
2024-01-05,165.10000610351562
2024-01-08,168.5399932861328
2024-01-09,168.6300048828125
2024-01-10,167.25
2024-01-11,165.60000610351562
2024-01-12,164.8699951171875
2024-01-16,163.8800048828125
2024-01-17,162.4199981689453
2024-01-18,166.91000366210938
2024-01-19,173.64999389648438
2024-01-22,174.8300018310547
2024-01-23,174.33999633789062
2024-01-24,170.07000732421875
2024-01-25,167.4199981689453
2024-01-26,164.08999633789062
2024-01-29,166.0399932861328
2024-01-30,162.0500030517578
2024-01-31,160.1199951171875
2024-02-01,159.69000244140625
2024-02-02,159.1999969482422
2024-02-05,158.89999389648438
2024-02-06,158.3699951171875
2024-02-07,158.77000427246094
2024-02-08,160.2100067138672
2024-02-09,162.39999389648438
2024-02-12,161.0800018310547
2024-02-13,156.85000610351562
2024-02-14,157.8699951171875
2024-02-15,160.7100067138672
2024-02-16,160.3800048828125
2024-02-20,162.74000549316406
2024-02-21,164.0800018310547
2024-02-22,165.42999267578125
2024-02-23,163.69000244140625
2024-02-26,164.3000030517578
2024-02-27,164.94000244140625
2024-02-28,163.0399932861328
2024-02-29,167.3300018310547
2024-03-01,171.0500030517578
2024-03-04,172.44000244140625
2024-03-05,170.63999938964844
2024-03-06,171.8699951171875
2024-03-07,175.27000427246094
2024-03-08,172.3000030517578
2024-03-11,174.19000244140625
2024-03-12,174.8000030517578
2024-03-13,172.67999267578125
2024-03-14,171.13999938964844
2024-03-15,172.52000427246094
2024-03-18,169.2100067138672
2024-03-19,166.75999450683594
2024-03-20,169.97999572753906
2024-03-21,172.58999633789062
2024-03-22,172.47999572753906
2024-03-25,170.85000610351562
2024-03-26,167.91000366210938
2024-03-27,172.8699951171875
2024-03-28,174.2100067138672
2024-04-01,173.1699981689453
2024-04-02,170.36000061035156
2024-04-03,170.33999633789062
2024-04-04,168.52999877929688
2024-04-05,167.5
2024-04-08,169.4600067138672
2024-04-09,173.4600067138672
2024-04-10,168.9199981689453
2024-04-11,171.1999969482422
2024-04-12,166.3300018310547
2024-04-15,166.35000610351562
2024-04-16,167.58999633789062
2024-04-17,165.6999969482422
2024-04-18,163.6699981689453
2024-04-19,159.67999267578125
2024-04-22,163.42999267578125
2024-04-23,165.47000122070312
2024-04-24,174.80999755859375
2024-04-25,175.25
2024-04-26,177.47999572753906
2024-04-29,179.2899932861328
2024-04-30,176.4199981689453
2024-05-01,175.1999969482422
2024-05-02,175.8000030517578
2024-05-03,178.91000366210938
2024-05-06,181.6699981689453
2024-05-07,182.6699981689453
2024-05-08,183.9499969482422
2024-05-09,185.32000732421875
2024-05-10,187.0500030517578
2024-05-13,187.82000732421875
2024-05-14,191.1300048828125
2024-05-15,195.52999877929688
2024-05-16,194.97000122070312
2024-05-17,195.02000427246094
2024-05-20,199.1999969482422
2024-05-21,199.00999450683594
2024-05-22,202.5399932861328
2024-05-23,197.2899932861328
2024-05-24,199.17999267578125
2024-05-28,199.60000610351562
2024-05-29,194.91000366210938
2024-05-30,195.67999267578125
2024-05-31,195.00999450683594
2024-06-03,193.72000122070312
2024-06-04,193.3000030517578
2024-06-05,196.0800018310547
2024-06-06,196.24000549316406
2024-06-07,195.61000061035156
2024-06-10,197.6199951171875
2024-06-11,197.44000244140625
2024-06-12,198.97999572753906
2024-06-13,196.27999877929688
2024-06-14,193.89999389648438
2024-06-17,194.89999389648438
2024-06-18,196.25
2024-06-20,192.75999450683594
2024-06-21,195.52999877929688
2024-06-24,193.91000366210938
2024-06-25,194.47000122070312
2024-06-26,193.10000610351562
2024-06-27,193.42999267578125
2024-06-28,194.52999877929688
2024-07-01,194.60000610351562
2024-07-02,198.4199981689453
2024-07-03,198.94000244140625
2024-07-05,198.7899932861328
2024-07-08,201.47000122070312
2024-07-09,200.16000366210938
2024-07-10,203.6199951171875
2024-07-11,199.99000549316406
2024-07-12,201.8699951171875
2024-07-15,201.75999450683594
2024-07-16,206.6199951171875
2024-07-17,204.25999450683594
2024-07-18,205.8699951171875
2024-07-19,199.10000610351562
2024-07-22,205.8800048828125
2024-07-23,198.2899932861328
2024-07-24,198.27999877929688
2024-07-25,197.14999389648438
2024-07-26,201.99000549316406
2024-07-29,201.8800048828125
2024-07-30,200.99000549316406
2024-07-31,203.80999755859375
2024-08-01,193.3300018310547
2024-08-02,187.4600067138672
2024-08-05,181.19000244140625
2024-08-06,186.9499969482422
2024-08-07,184.07000732421875
2024-08-08,193.3000030517578
2024-08-09,192.2100067138672
2024-08-12,192.05999755859375
2024-08-13,197.25
2024-08-14,195.61000061035156
2024-08-15,201.92999267578125
2024-08-16,200.52999877929688
2024-08-19,200.66000366210938
2024-08-20,202.5399932861328
2024-08-21,208.3699951171875
2024-08-22,203.77000427246094
2024-08-23,209.8800048828125
2024-08-26,208.25
2024-08-27,210.69000244140625
2024-08-28,207.74000549316406
2024-08-29,211.08999633789062
2024-08-30,214.33999633789062
2024-09-03,201.8300018310547
2024-09-04,204.0
2024-09-05,201.5500030517578
2024-09-06,197.4499969482422
2024-09-09,201.1699981689453
2024-09-10,199.8000030517578
2024-09-11,202.41000366210938
2024-09-12,195.97999572753906
2024-09-13,199.92999267578125
2024-09-16,198.47000122070312
2024-09-17,201.38999938964844
2024-09-18,200.7100067138672
2024-09-19,207.60000610351562
2024-09-20,203.3000030517578
2024-09-23,203.85000610351562
2024-09-24,204.94000244140625
2024-09-25,205.05999755859375
2024-09-26,209.25999450683594
2024-09-27,209.13999938964844
2024-09-30,206.57000732421875
2024-10-01,201.60000610351562
2024-10-02,203.42999267578125
2024-10-03,201.6699981689453
2024-10-04,202.7100067138672
2024-10-07,201.27000427246094
2024-10-08,202.2100067138672
2024-10-09,204.97000122070312
2024-10-10,202.47000122070312
2024-10-11,205.11000061035156
2024-10-14,208.66000366210938
2024-10-15,199.83999633789062
2024-10-16,200.69000244140625
2024-10-17,198.3000030517578
2024-10-18,198.47000122070312
2024-10-21,195.77000427246094
2024-10-22,193.97000122070312
2024-10-23,201.74000549316406
2024-10-24,206.61000061035156
2024-10-25,206.92999267578125
2024-10-28,205.8300018310547
2024-10-29,211.35000610351562
2024-10-30,207.92999267578125
2024-10-31,203.16000366210938
2024-11-01,204.9199981689453
2024-11-04,203.66000366210938
2024-11-05,202.4600067138672
2024-11-06,214.97000122070312
2024-11-07,217.5399932861328
2024-11-08,220.2899932861328
2024-11-11,215.8699951171875
2024-11-12,212.77999877929688
2024-11-13,205.72000122070312
2024-11-14,206.0
2024-11-15,201.1199951171875
2024-11-18,207.17999267578125
2024-11-19,201.07000732421875
2024-11-20,198.19000244140625
2024-11-21,198.1999969482422
