Date,LBTYK
2022-02-28,25.8700008392334
2022-03-01,25.290000915527344
2022-03-02,26.280000686645508
2022-03-03,25.3700008392334
2022-03-04,24.450000762939453
2022-03-07,23.670000076293945
2022-03-08,24.059999465942383
2022-03-09,24.969999313354492
2022-03-10,24.610000610351562
2022-03-11,24.600000381469727
2022-03-14,24.84000015258789
2022-03-15,25.290000915527344
2022-03-16,25.950000762939453
2022-03-17,25.940000534057617
2022-03-18,26.040000915527344
2022-03-21,25.860000610351562
2022-03-22,26.3799991607666
2022-03-23,25.950000762939453
2022-03-24,26.3700008392334
2022-03-25,26.40999984741211
2022-03-28,26.440000534057617
2022-03-29,26.899999618530273
2022-03-30,26.34000015258789
2022-03-31,25.90999984741211
2022-04-01,26.389999389648438
2022-04-04,26.360000610351562
2022-04-05,25.860000610351562
2022-04-06,25.459999084472656
2022-04-07,25.31999969482422
2022-04-08,25.90999984741211
2022-04-11,25.959999084472656
2022-04-12,25.520000457763672
2022-04-13,26.0
2022-04-14,25.860000610351562
2022-04-18,25.690000534057617
2022-04-19,26.290000915527344
2022-04-20,25.93000030517578
2022-04-21,25.200000762939453
2022-04-22,25.020000457763672
2022-04-25,24.979999542236328
2022-04-26,24.440000534057617
2022-04-27,24.469999313354492
2022-04-28,24.56999969482422
2022-04-29,23.700000762939453
2022-05-02,23.809999465942383
2022-05-03,24.25
2022-05-04,24.8799991607666
2022-05-05,24.43000030517578
2022-05-06,23.540000915527344
2022-05-09,22.760000228881836
2022-05-10,22.850000381469727
2022-05-11,22.899999618530273
2022-05-12,22.8799991607666
2022-05-13,24.06999969482422
2022-05-16,24.06999969482422
2022-05-17,24.3700008392334
2022-05-18,23.75
2022-05-19,23.700000762939453
2022-05-20,23.780000686645508
2022-05-23,24.149999618530273
2022-05-24,24.350000381469727
2022-05-25,25.239999771118164
2022-05-26,25.579999923706055
2022-05-27,26.079999923706055
2022-05-31,25.40999984741211
2022-06-01,25.15999984741211
2022-06-02,25.3799991607666
2022-06-03,25.239999771118164
2022-06-06,25.18000030517578
2022-06-07,25.309999465942383
2022-06-08,24.829999923706055
2022-06-09,24.1299991607666
2022-06-10,23.469999313354492
2022-06-13,22.3799991607666
2022-06-14,22.510000228881836
2022-06-15,23.209999084472656
2022-06-16,22.100000381469727
2022-06-17,22.59000015258789
2022-06-21,22.93000030517578
2022-06-22,23.049999237060547
2022-06-23,22.979999542236328
2022-06-24,23.170000076293945
2022-06-27,23.469999313354492
2022-06-28,23.049999237060547
2022-06-29,23.260000228881836
2022-06-30,22.09000015258789
2022-07-01,22.6299991607666
2022-07-05,22.329999923706055
2022-07-06,21.940000534057617
2022-07-07,22.110000610351562
2022-07-08,22.170000076293945
2022-07-11,21.420000076293945
2022-07-12,21.739999771118164
2022-07-13,21.700000762939453
2022-07-14,21.510000228881836
2022-07-15,21.8700008392334
2022-07-18,22.09000015258789
2022-07-19,22.209999084472656
2022-07-20,22.510000228881836
2022-07-21,22.600000381469727
2022-07-22,22.68000030517578
2022-07-25,22.399999618530273
2022-07-26,21.950000762939453
2022-07-27,22.469999313354492
2022-07-28,22.010000228881836
2022-07-29,22.889999389648438
2022-08-01,23.190000534057617
2022-08-02,22.719999313354492
2022-08-03,22.709999084472656
2022-08-04,22.770000457763672
2022-08-05,22.690000534057617
2022-08-08,22.670000076293945
2022-08-09,22.350000381469727
2022-08-10,22.860000610351562
2022-08-11,22.989999771118164
2022-08-12,23.290000915527344
2022-08-15,23.239999771118164
2022-08-16,23.360000610351562
2022-08-17,22.549999237060547
2022-08-18,22.56999969482422
2022-08-19,22.190000534057617
2022-08-22,21.780000686645508
2022-08-23,21.719999313354492
2022-08-24,21.780000686645508
2022-08-25,22.200000762939453
2022-08-26,21.399999618530273
2022-08-29,21.399999618530273
2022-08-30,21.649999618530273
2022-08-31,21.309999465942383
2022-09-01,20.860000610351562
2022-09-02,20.959999084472656
2022-09-06,20.06999969482422
2022-09-07,20.440000534057617
2022-09-08,20.079999923706055
2022-09-09,20.690000534057617
2022-09-12,20.969999313354492
2022-09-13,20.1200008392334
2022-09-14,19.90999984741211
2022-09-15,19.639999389648438
2022-09-16,19.25
2022-09-19,19.479999542236328
2022-09-20,18.56999969482422
2022-09-21,18.020000457763672
2022-09-22,17.950000762939453
2022-09-23,17.459999084472656
2022-09-26,16.850000381469727
2022-09-27,16.809999465942383
2022-09-28,17.18000030517578
2022-09-29,16.739999771118164
2022-09-30,16.5
2022-10-03,17.469999313354492
2022-10-04,17.84000015258789
2022-10-05,17.31999969482422
2022-10-06,17.299999237060547
2022-10-07,16.90999984741211
2022-10-10,16.770000457763672
2022-10-11,16.809999465942383
2022-10-12,16.540000915527344
2022-10-13,17.09000015258789
2022-10-14,16.780000686645508
2022-10-17,17.3799991607666
2022-10-18,17.610000610351562
2022-10-19,17.450000762939453
2022-10-20,17.3799991607666
2022-10-21,17.510000228881836
2022-10-24,17.6200008392334
2022-10-25,17.829999923706055
2022-10-26,17.690000534057617
2022-10-27,17.540000915527344
2022-10-28,17.780000686645508
2022-10-31,17.65999984741211
2022-11-01,17.850000381469727
2022-11-02,18.639999389648438
2022-11-03,18.1200008392334
2022-11-04,18.389999389648438
2022-11-07,19.209999084472656
2022-11-08,19.219999313354492
2022-11-09,19.079999923706055
2022-11-10,19.989999771118164
2022-11-11,21.139999389648438
2022-11-14,20.809999465942383
2022-11-15,20.84000015258789
2022-11-16,20.43000030517578
2022-11-17,20.280000686645508
2022-11-18,20.020000457763672
2022-11-21,19.979999542236328
2022-11-22,20.360000610351562
2022-11-23,20.559999465942383
2022-11-25,20.760000228881836
2022-11-28,20.149999618530273
2022-11-29,20.459999084472656
2022-11-30,20.68000030517578
2022-12-01,20.579999923706055
2022-12-02,20.450000762939453
2022-12-05,20.18000030517578
2022-12-06,19.770000457763672
2022-12-07,19.639999389648438
2022-12-08,19.559999465942383
2022-12-09,19.670000076293945
2022-12-12,19.84000015258789
2022-12-13,20.1299991607666
2022-12-14,19.5
2022-12-15,19.1200008392334
2022-12-16,19.010000228881836
2022-12-19,18.75
2022-12-20,18.860000610351562
2022-12-21,19.450000762939453
2022-12-22,19.31999969482422
2022-12-23,19.350000381469727
2022-12-27,19.18000030517578
2022-12-28,19.059999465942383
2022-12-29,19.559999465942383
2022-12-30,19.43000030517578
2023-01-03,20.440000534057617
2023-01-04,20.950000762939453
2023-01-05,21.139999389648438
2023-01-06,21.559999465942383
2023-01-09,21.489999771118164
2023-01-10,21.520000457763672
2023-01-11,22.079999923706055
2023-01-12,22.030000686645508
2023-01-13,22.040000915527344
2023-01-17,21.790000915527344
2023-01-18,21.59000015258789
2023-01-19,21.579999923706055
2023-01-20,22.389999389648438
2023-01-23,22.190000534057617
2023-01-24,21.959999084472656
2023-01-25,22.149999618530273
2023-01-26,22.100000381469727
2023-01-27,22.139999389648438
2023-01-30,22.030000686645508
2023-01-31,22.350000381469727
2023-02-01,22.329999923706055
2023-02-02,22.649999618530273
2023-02-03,21.860000610351562
2023-02-06,21.40999984741211
2023-02-07,21.6299991607666
2023-02-08,21.969999313354492
2023-02-09,21.709999084472656
2023-02-10,21.829999923706055
2023-02-13,21.649999618530273
2023-02-14,21.729999542236328
2023-02-15,21.75
2023-02-16,21.260000228881836
2023-02-17,21.43000030517578
2023-02-21,21.059999465942383
2023-02-22,21.31999969482422
2023-02-23,21.989999771118164
2023-02-24,21.229999542236328
2023-02-27,21.6200008392334
2023-02-28,21.25
2023-03-01,21.1200008392334
2023-03-02,21.190000534057617
2023-03-03,21.200000762939453
2023-03-06,20.889999389648438
2023-03-07,20.100000381469727
2023-03-08,19.90999984741211
2023-03-09,19.700000762939453
2023-03-10,19.389999389648438
2023-03-13,19.1299991607666
2023-03-14,19.18000030517578
2023-03-15,19.34000015258789
2023-03-16,19.739999771118164
2023-03-17,19.549999237060547
2023-03-20,20.079999923706055
2023-03-21,20.1299991607666
2023-03-22,19.31999969482422
2023-03-23,19.5
2023-03-24,19.3799991607666
2023-03-27,19.540000915527344
2023-03-28,19.670000076293945
2023-03-29,19.850000381469727
2023-03-30,20.100000381469727
2023-03-31,20.3799991607666
2023-04-03,20.770000457763672
2023-04-04,20.350000381469727
2023-04-05,20.610000610351562
2023-04-06,20.559999465942383
2023-04-10,20.549999237060547
2023-04-11,20.559999465942383
2023-04-12,20.190000534057617
2023-04-13,20.170000076293945
2023-04-14,19.989999771118164
2023-04-17,20.209999084472656
2023-04-18,19.90999984741211
2023-04-19,19.709999084472656
2023-04-20,19.59000015258789
2023-04-21,19.670000076293945
2023-04-24,19.479999542236328
2023-04-25,18.950000762939453
2023-04-26,19.31999969482422
2023-04-27,20.149999618530273
2023-04-28,20.34000015258789
2023-05-01,20.040000915527344
2023-05-02,19.510000228881836
2023-05-03,19.479999542236328
2023-05-04,19.399999618530273
2023-05-05,19.790000915527344
2023-05-08,19.799999237060547
2023-05-09,19.540000915527344
2023-05-10,18.450000762939453
2023-05-11,18.149999618530273
2023-05-12,18.010000228881836
2023-05-15,18.31999969482422
2023-05-16,18.0
2023-05-17,18.100000381469727
2023-05-18,18.15999984741211
2023-05-19,17.809999465942383
