Date,MEDP
2022-07-06,152.47000122070312
2022-07-07,158.0
2022-07-08,156.72000122070312
2022-07-11,152.19000244140625
2022-07-12,151.8699951171875
2022-07-13,148.6699981689453
2022-07-14,147.97999572753906
2022-07-15,150.7100067138672
2022-07-18,145.60000610351562
2022-07-19,154.75999450683594
2022-07-20,157.27999877929688
2022-07-21,163.6999969482422
2022-07-22,161.39999389648438
2022-07-25,167.02999877929688
2022-07-26,156.63999938964844
2022-07-27,161.8800048828125
2022-07-28,165.89999389648438
2022-07-29,169.52999877929688
2022-08-01,167.8300018310547
2022-08-02,162.58999633789062
2022-08-03,162.89999389648438
2022-08-04,165.1999969482422
2022-08-05,165.66000366210938
2022-08-08,168.69000244140625
2022-08-09,169.16000366210938
2022-08-10,176.6699981689453
2022-08-11,178.60000610351562
2022-08-12,182.3000030517578
2022-08-15,182.49000549316406
2022-08-16,181.32000732421875
2022-08-17,176.8300018310547
2022-08-18,174.44000244140625
2022-08-19,171.38999938964844
2022-08-22,166.75
2022-08-23,163.6199951171875
2022-08-24,167.58999633789062
2022-08-25,169.19000244140625
2022-08-26,158.9600067138672
2022-08-29,155.05999755859375
2022-08-30,150.92999267578125
2022-08-31,147.61000061035156
2022-09-01,147.52999877929688
2022-09-02,145.5500030517578
2022-09-06,145.1300048828125
2022-09-07,153.33999633789062
2022-09-08,157.89999389648438
2022-09-09,163.08999633789062
2022-09-12,168.1300048828125
2022-09-13,152.89999389648438
2022-09-14,149.52000427246094
2022-09-15,151.47000122070312
2022-09-16,150.8699951171875
2022-09-19,155.1199951171875
2022-09-20,155.6699981689453
2022-09-21,155.77999877929688
2022-09-22,154.8300018310547
2022-09-23,145.3800048828125
2022-09-26,147.7100067138672
2022-09-27,148.52999877929688
2022-09-28,156.41000366210938
2022-09-29,156.13999938964844
2022-09-30,157.1699981689453
2022-10-03,160.8000030517578
2022-10-04,165.35000610351562
2022-10-05,167.39999389648438
2022-10-06,168.25999450683594
2022-10-07,160.3300018310547
2022-10-10,158.60000610351562
2022-10-11,158.94000244140625
2022-10-12,156.1300048828125
2022-10-13,157.30999755859375
2022-10-14,153.05999755859375
2022-10-17,159.97000122070312
2022-10-18,161.4199981689453
2022-10-19,157.08999633789062
2022-10-20,156.6300048828125
2022-10-21,157.13999938964844
2022-10-24,158.63999938964844
2022-10-25,218.4600067138672
2022-10-26,221.5
2022-10-27,216.1999969482422
2022-10-28,222.32000732421875
2022-10-31,221.97999572753906
2022-11-01,222.30999755859375
2022-11-02,210.1199951171875
2022-11-03,219.44000244140625
2022-11-04,206.89999389648438
2022-11-07,210.3699951171875
2022-11-08,209.35000610351562
2022-11-09,205.47999572753906
2022-11-10,216.63999938964844
2022-11-11,221.11000061035156
2022-11-14,221.1300048828125
2022-11-15,226.57000732421875
2022-11-16,225.27000427246094
2022-11-17,217.67999267578125
2022-11-18,220.6999969482422
2022-11-21,218.89999389648438
2022-11-22,221.74000549316406
2022-11-23,218.80999755859375
2022-11-25,217.80999755859375
2022-11-28,212.64999389648438
2022-11-29,207.24000549316406
2022-11-30,209.88999938964844
2022-12-01,215.5399932861328
2022-12-02,209.0
2022-12-05,205.5
2022-12-06,203.72000122070312
2022-12-07,206.6699981689453
2022-12-08,209.86000061035156
2022-12-09,205.77000427246094
2022-12-12,211.3000030517578
2022-12-13,214.69000244140625
2022-12-14,210.60000610351562
2022-12-15,205.80999755859375
2022-12-16,206.0
2022-12-19,201.13999938964844
2022-12-20,203.72999572753906
2022-12-21,210.58999633789062
2022-12-22,211.33999633789062
2022-12-23,212.72999572753906
2022-12-27,208.47999572753906
2022-12-28,208.47000122070312
2022-12-29,215.6199951171875
2022-12-30,212.41000366210938
2023-01-03,208.27999877929688
2023-01-04,209.14999389648438
2023-01-05,208.32000732421875
2023-01-06,210.2899932861328
2023-01-09,210.82000732421875
2023-01-10,223.2899932861328
2023-01-11,226.67999267578125
2023-01-12,225.9199981689453
2023-01-13,228.55999755859375
2023-01-17,228.6199951171875
2023-01-18,232.25999450683594
2023-01-19,228.83999633789062
2023-01-20,229.13999938964844
2023-01-23,239.52000427246094
2023-01-24,233.13999938964844
2023-01-25,228.32000732421875
2023-01-26,227.74000549316406
2023-01-27,223.67999267578125
2023-01-30,214.83999633789062
2023-01-31,221.07000732421875
2023-02-01,227.57000732421875
2023-02-02,238.4499969482422
2023-02-03,236.0800018310547
2023-02-06,231.6699981689453
2023-02-07,234.72999572753906
2023-02-08,233.60000610351562
2023-02-09,225.55999755859375
2023-02-10,223.52999877929688
2023-02-13,228.85000610351562
2023-02-14,217.1300048828125
2023-02-15,208.0
2023-02-16,205.9600067138672
2023-02-17,206.4600067138672
2023-02-21,198.89999389648438
2023-02-22,195.9199981689453
2023-02-23,195.39999389648438
2023-02-24,192.91000366210938
2023-02-27,195.0
2023-02-28,193.8800048828125
2023-03-01,196.25999450683594
2023-03-02,200.63999938964844
2023-03-03,199.7899932861328
2023-03-06,200.57000732421875
2023-03-07,199.30999755859375
2023-03-08,197.8000030517578
2023-03-09,187.99000549316406
2023-03-10,175.42999267578125
2023-03-13,174.30999755859375
2023-03-14,181.4499969482422
2023-03-15,177.94000244140625
2023-03-16,182.25999450683594
2023-03-17,175.64999389648438
2023-03-20,179.72999572753906
2023-03-21,184.5500030517578
2023-03-22,178.77999877929688
2023-03-23,180.52000427246094
2023-03-24,181.94000244140625
2023-03-27,183.25999450683594
2023-03-28,181.52000427246094
2023-03-29,184.1300048828125
2023-03-30,182.97999572753906
2023-03-31,188.0500030517578
2023-04-03,190.13999938964844
2023-04-04,191.72000122070312
2023-04-05,189.25999450683594
2023-04-06,190.92999267578125
2023-04-10,190.75
2023-04-11,191.5500030517578
2023-04-12,189.5800018310547
2023-04-13,194.8699951171875
2023-04-14,192.13999938964844
2023-04-17,195.52000427246094
2023-04-18,191.67999267578125
2023-04-19,193.27999877929688
2023-04-20,188.27000427246094
2023-04-21,189.00999450683594
2023-04-24,187.25999450683594
2023-04-25,208.27000427246094
2023-04-26,203.92999267578125
2023-04-27,197.5399932861328
2023-04-28,200.13999938964844
2023-05-01,206.49000549316406
2023-05-02,200.27999877929688
2023-05-03,205.47999572753906
2023-05-04,205.19000244140625
2023-05-05,206.7899932861328
2023-05-08,209.52000427246094
2023-05-09,204.92999267578125
2023-05-10,210.16000366210938
2023-05-11,209.50999450683594
2023-05-12,208.9499969482422
2023-05-15,210.8800048828125
2023-05-16,206.86000061035156
2023-05-17,209.1999969482422
2023-05-18,209.13999938964844
2023-05-19,210.8800048828125
2023-05-22,209.55999755859375
2023-05-23,205.69000244140625
2023-05-24,202.63999938964844
2023-05-25,202.16000366210938
2023-05-26,203.5500030517578
2023-05-30,207.19000244140625
2023-05-31,206.97000122070312
2023-06-01,206.88999938964844
2023-06-02,212.05999755859375
2023-06-05,216.52999877929688
2023-06-06,219.66000366210938
2023-06-07,222.25
2023-06-08,221.69000244140625
2023-06-09,207.86000061035156
2023-06-12,218.02000427246094
2023-06-13,218.99000549316406
2023-06-14,218.3000030517578
2023-06-15,220.61000061035156
2023-06-16,221.82000732421875
2023-06-20,225.2899932861328
2023-06-21,220.44000244140625
2023-06-22,224.60000610351562
2023-06-23,223.38999938964844
2023-06-26,225.11000061035156
2023-06-27,223.00999450683594
2023-06-28,229.08999633789062
2023-06-29,234.94000244140625
2023-06-30,240.1699981689453
2023-07-03,239.0399932861328
2023-07-05,236.89999389648438
2023-07-06,233.97999572753906
2023-07-07,235.52999877929688
2023-07-10,241.7899932861328
2023-07-11,238.57000732421875
2023-07-12,241.82000732421875
2023-07-13,240.4199981689453
2023-07-14,243.2100067138672
2023-07-17,247.36000061035156
2023-07-18,249.47000122070312
2023-07-19,248.42999267578125
2023-07-20,246.89999389648438
2023-07-21,245.27999877929688
2023-07-24,246.94000244140625
2023-07-25,256.6000061035156
2023-07-26,256.5199890136719
2023-07-27,248.8800048828125
2023-07-28,254.80999755859375
2023-07-31,253.1699981689453
2023-08-01,255.63999938964844
2023-08-02,255.2899932861328
2023-08-03,258.0400085449219
2023-08-04,258.75
2023-08-07,260.3900146484375
2023-08-08,263.1600036621094
2023-08-09,265.4700012207031
2023-08-10,267.6499938964844
2023-08-11,266.8900146484375
2023-08-14,265.6199951171875
2023-08-15,265.260009765625
2023-08-16,255.57000732421875
2023-08-17,253.58999633789062
2023-08-18,249.67999267578125
2023-08-21,245.97999572753906
2023-08-22,248.1999969482422
2023-08-23,249.77000427246094
2023-08-24,252.82000732421875
2023-08-25,259.82000732421875
2023-08-28,261.6499938964844
2023-08-29,266.8900146484375
2023-08-30,271.0199890136719
2023-08-31,270.2699890136719
2023-09-01,273.5
2023-09-05,265.1000061035156
2023-09-06,267.8500061035156
2023-09-07,271.69000244140625
2023-09-08,271.1099853515625
2023-09-11,279.3500061035156
2023-09-12,279.5400085449219
2023-09-13,281.6700134277344
2023-09-14,280.0299987792969
2023-09-15,279.9800109863281
2023-09-18,273.1000061035156
2023-09-19,255.72999572753906
2023-09-20,254.6999969482422
2023-09-21,240.80999755859375
2023-09-22,242.69000244140625
2023-09-25,244.6999969482422
2023-09-26,242.14999389648438
2023-09-27,248.0
2023-09-28,246.3699951171875
2023-09-29,242.1300048828125
2023-10-02,242.55999755859375
2023-10-03,239.9199981689453
2023-10-04,241.67999267578125
2023-10-05,244.07000732421875
2023-10-06,246.0800018310547
2023-10-09,247.9499969482422
2023-10-10,246.47999572753906
2023-10-11,245.42999267578125
2023-10-12,238.05999755859375
2023-10-13,239.10000610351562
2023-10-16,237.27000427246094
2023-10-17,241.25
2023-10-18,231.02000427246094
2023-10-19,229.55999755859375
2023-10-20,229.25
2023-10-23,227.52000427246094
2023-10-24,272.2749938964844
2023-10-25,258.5199890136719
2023-10-26,255.8800048828125
2023-10-27,250.27999877929688
2023-10-30,241.8000030517578
2023-10-31,242.6699981689453
2023-11-01,251.61000061035156
2023-11-02,264.6400146484375
2023-11-03,274.2099914550781
2023-11-06,269.3699951171875
2023-11-07,274.5
2023-11-08,275.3699951171875
2023-11-09,269.7300109863281
2023-11-10,275.3599853515625
2023-11-13,275.8699951171875
2023-11-14,282.1600036621094
2023-11-15,282.3599853515625
2023-11-16,281.4700012207031
2023-11-17,274.010009765625
2023-11-20,275.9700012207031
2023-11-21,276.2699890136719
2023-11-22,276.8699951171875
2023-11-24,277.0199890136719
2023-11-27,275.9200134277344
2023-11-28,270.5799865722656
2023-11-29,271.9800109863281
2023-11-30,270.7200012207031
2023-12-01,275.4100036621094
2023-12-04,279.5199890136719
2023-12-05,276.80999755859375
2023-12-06,278.3599853515625
2023-12-07,281.45001220703125
2023-12-08,283.19000244140625
2023-12-11,281.8599853515625
2023-12-12,285.5799865722656
2023-12-13,297.1199951171875
2023-12-14,298.0799865722656
2023-12-15,299.6000061035156
2023-12-18,301.3399963378906
2023-12-19,306.57000732421875
2023-12-20,303.1400146484375
2023-12-21,309.3900146484375
2023-12-22,311.8299865722656
2023-12-26,312.67999267578125
2023-12-27,311.9800109863281
2023-12-28,310.6400146484375
2023-12-29,306.5299987792969
2024-01-02,305.5899963378906
2024-01-03,296.1199951171875
2024-01-04,292.8500061035156
2024-01-05,294.9700012207031
2024-01-08,304.19000244140625
2024-01-09,300.19000244140625
2024-01-10,286.95001220703125
2024-01-11,285.29998779296875
2024-01-12,286.7300109863281
2024-01-16,286.6700134277344
2024-01-17,284.8699951171875
2024-01-18,291.5199890136719
2024-01-19,295.70001220703125
2024-01-22,299.7900085449219
2024-01-23,299.0
2024-01-24,296.54998779296875
2024-01-25,297.45001220703125
2024-01-26,298.1600036621094
2024-01-29,301.3500061035156
2024-01-30,302.0
2024-01-31,291.5799865722656
2024-02-01,295.1600036621094
2024-02-02,295.6300048828125
2024-02-05,295.2900085449219
2024-02-06,302.5899963378906
2024-02-07,308.760009765625
2024-02-08,318.42999267578125
2024-02-09,326.3900146484375
2024-02-12,324.2099914550781
2024-02-13,364.1000061035156
2024-02-14,389.79998779296875
2024-02-15,394.3399963378906
2024-02-16,391.6400146484375
2024-02-20,384.1400146484375
2024-02-21,386.3500061035156
2024-02-22,393.69000244140625
2024-02-23,401.6700134277344
2024-02-26,403.260009765625
2024-02-27,403.5899963378906
2024-02-28,403.1400146484375
2024-02-29,397.5199890136719
2024-03-01,404.239990234375
2024-03-04,402.3500061035156
2024-03-05,403.1400146484375
2024-03-06,410.1499938964844
2024-03-07,409.6300048828125
2024-03-08,405.6499938964844
2024-03-11,403.3399963378906
2024-03-12,407.5400085449219
2024-03-13,407.8800048828125
2024-03-14,404.6099853515625
2024-03-15,396.760009765625
2024-03-18,390.9200134277344
2024-03-19,390.0
2024-03-20,399.04998779296875
2024-03-21,413.30999755859375
2024-03-22,408.7900085449219
2024-03-25,402.2699890136719
2024-03-26,402.75
2024-03-27,403.2699890136719
2024-03-28,404.1499938964844
2024-04-01,397.989990234375
2024-04-02,392.510009765625
2024-04-03,396.1199951171875
2024-04-04,389.20001220703125
2024-04-05,400.75
2024-04-08,408.7099914550781
2024-04-09,404.7699890136719
2024-04-10,397.7200012207031
2024-04-11,402.29998779296875
2024-04-12,395.0
2024-04-15,387.1400146484375
2024-04-16,385.04998779296875
2024-04-17,382.44000244140625
2024-04-18,374.32000732421875
2024-04-19,372.0
2024-04-22,376.260009765625
2024-04-23,407.1499938964844
2024-04-24,397.55999755859375
2024-04-25,389.7699890136719
2024-04-26,395.92999267578125
2024-04-29,400.2099914550781
2024-04-30,388.3500061035156
2024-05-01,397.8599853515625
2024-05-02,391.07000732421875
2024-05-03,392.57000732421875
2024-05-06,400.739990234375
2024-05-07,402.1000061035156
2024-05-08,387.6099853515625
2024-05-09,399.20001220703125
2024-05-10,390.19000244140625
2024-05-13,389.2699890136719
2024-05-14,398.5199890136719
2024-05-15,405.8800048828125
2024-05-16,393.2799987792969
2024-05-17,393.29998779296875
2024-05-20,397.25
2024-05-21,396.6499938964844
2024-05-22,389.82000732421875
2024-05-23,390.5799865722656
2024-05-24,390.54998779296875
2024-05-28,390.80999755859375
2024-05-29,387.989990234375
2024-05-30,385.70001220703125
2024-05-31,386.3399963378906
2024-06-03,389.4100036621094
2024-06-04,393.67999267578125
2024-06-05,407.7699890136719
2024-06-06,403.0899963378906
2024-06-07,401.19000244140625
2024-06-10,405.67999267578125
2024-06-11,397.1700134277344
2024-06-12,403.739990234375
2024-06-13,394.1000061035156
2024-06-14,393.9100036621094
2024-06-17,395.95001220703125
2024-06-18,402.989990234375
2024-06-20,400.6300048828125
2024-06-21,404.0299987792969
2024-06-24,408.0799865722656
2024-06-25,407.4700012207031
2024-06-26,405.3299865722656
2024-06-27,424.3399963378906
2024-06-28,411.8500061035156
2024-07-01,407.239990234375
2024-07-02,404.4200134277344
2024-07-03,403.07000732421875
2024-07-05,402.3999938964844
2024-07-08,405.6400146484375
2024-07-09,410.95001220703125
2024-07-10,419.04998779296875
2024-07-11,434.989990234375
2024-07-12,443.0
2024-07-15,444.4800109863281
2024-07-16,457.2900085449219
2024-07-17,436.989990234375
2024-07-18,423.9599914550781
2024-07-19,421.30999755859375
2024-07-22,437.17999267578125
2024-07-23,357.29998779296875
2024-07-24,381.8800048828125
2024-07-25,380.5
2024-07-26,381.4700012207031
2024-07-29,385.20001220703125
2024-07-30,378.260009765625
2024-07-31,382.5199890136719
2024-08-01,385.1600036621094
2024-08-02,377.0
2024-08-05,377.0
2024-08-06,380.0
2024-08-07,367.9200134277344
2024-08-08,382.4700012207031
2024-08-09,386.6499938964844
2024-08-12,375.82000732421875
2024-08-13,384.17999267578125
2024-08-14,385.20001220703125
2024-08-15,384.30999755859375
2024-08-16,387.1199951171875
2024-08-19,392.010009765625
2024-08-20,389.3500061035156
2024-08-21,395.7099914550781
2024-08-22,386.32000732421875
2024-08-23,390.9100036621094
2024-08-26,385.29998779296875
2024-08-27,383.3599853515625
2024-08-28,381.010009765625
2024-08-29,365.94000244140625
2024-08-30,355.2699890136719
2024-09-03,349.8999938964844
2024-09-04,347.1000061035156
2024-09-05,347.3999938964844
2024-09-06,335.739990234375
2024-09-09,339.3800048828125
2024-09-10,327.79998779296875
2024-09-11,334.57000732421875
2024-09-12,344.94000244140625
2024-09-13,351.6700134277344
2024-09-16,356.69000244140625
2024-09-17,354.6499938964844
2024-09-18,361.2900085449219
2024-09-19,369.17999267578125
2024-09-20,365.70001220703125
2024-09-23,361.95001220703125
2024-09-24,355.82000732421875
2024-09-25,320.5799865722656
2024-09-26,326.260009765625
2024-09-27,331.44000244140625
2024-09-30,333.79998779296875
2024-10-01,333.45001220703125
2024-10-02,336.8800048828125
2024-10-03,337.75
2024-10-04,343.04998779296875
2024-10-07,332.6000061035156
2024-10-08,338.1600036621094
2024-10-09,341.32000732421875
2024-10-10,344.7099914550781
2024-10-11,347.9100036621094
2024-10-14,353.5
2024-10-15,353.29998779296875
2024-10-16,346.5
2024-10-17,342.8900146484375
2024-10-18,356.3999938964844
2024-10-21,352.9200134277344
2024-10-22,326.5400085449219
2024-10-23,330.07000732421875
2024-10-24,328.0799865722656
2024-10-25,330.2200012207031
2024-10-28,329.3500061035156
2024-10-29,329.760009765625
2024-10-30,318.3500061035156
2024-10-31,314.2200012207031
2024-11-01,319.55999755859375
2024-11-04,317.9599914550781
2024-11-05,328.239990234375
2024-11-06,358.2699890136719
2024-11-07,353.4200134277344
2024-11-08,362.7900085449219
2024-11-11,363.5799865722656
2024-11-12,360.80999755859375
2024-11-13,361.94000244140625
2024-11-14,334.8399963378906
2024-11-15,310.6300048828125
2024-11-18,308.92999267578125
2024-11-19,314.9599914550781
2024-11-20,326.0899963378906
2024-11-21,341.82000732421875
