Date,FTAI
2022-02-28,20.153715133666992
2022-03-01,19.33390235900879
2022-03-02,20.239112854003906
2022-03-03,19.239965438842773
2022-03-04,18.85567855834961
2022-03-07,18.78736114501953
2022-03-08,20.085397720336914
2022-03-09,20.529462814331055
2022-03-10,19.63279151916504
2022-03-11,19.52177619934082
2022-03-14,19.07771110534668
2022-03-15,19.4107608795166
2022-03-16,20.153715133666992
2022-03-17,21.058923721313477
2022-03-18,21.673782348632812
2022-03-21,21.06746482849121
2022-03-22,21.4090518951416
2022-03-23,20.691715240478516
2022-03-24,21.272417068481445
2022-03-25,21.35781478881836
2022-03-28,21.43467140197754
2022-03-29,21.716482162475586
2022-03-30,21.52006721496582
2022-03-31,21.9897518157959
2022-04-01,22.339879989624023
2022-04-04,21.62254524230957
2022-04-05,20.96498680114746
2022-04-06,20.819812774658203
2022-04-07,20.572160720825195
2022-04-08,20.48676300048828
2022-04-11,20.631938934326172
2022-04-12,20.52092170715332
2022-04-13,21.21263885498047
2022-04-14,21.605464935302734
2022-04-18,20.230571746826172
2022-04-19,20.597780227661133
2022-04-20,20.845430374145508
2022-04-21,20.828351974487305
2022-04-22,20.768573760986328
2022-04-25,20.580699920654297
2022-04-26,19.85482406616211
2022-04-27,19.530315399169922
2022-04-28,20.70879554748535
2022-04-29,18.351835250854492
2022-05-02,17.93338966369629
2022-05-03,17.173355102539062
2022-05-04,16.549957275390625
2022-05-05,16.660974502563477
2022-05-06,17.305721282958984
2022-05-09,15.764304161071777
2022-05-10,15.866781234741211
2022-05-11,15.234842300415039
2022-05-12,14.99573040008545
2022-05-13,15.96071720123291
2022-05-16,16.12297248840332
2022-05-17,16.37916374206543
2022-05-18,15.226302146911621
2022-05-19,15.439794540405273
2022-05-20,15.798462867736816
2022-05-23,16.45602035522461
2022-05-24,15.99487590789795
2022-05-25,16.140050888061523
2022-05-26,16.481639862060547
2022-05-27,17.075149536132812
2022-05-31,17.139196395874023
2022-06-01,17.16481590270996
2022-06-02,17.446626663208008
2022-06-03,17.873611450195312
2022-06-06,17.847993850708008
2022-06-07,18.360376358032227
2022-06-08,18.360376358032227
2022-06-09,17.85653305053711
2022-06-10,16.94278335571289
2022-06-13,14.526045799255371
2022-06-14,15.303159713745117
2022-06-15,16.16567039489746
2022-06-16,14.81639575958252
2022-06-17,14.594364166259766
2022-06-21,15.123826026916504
2022-06-22,15.397095680236816
2022-06-23,15.824082374572754
2022-06-24,16.225448608398438
2022-06-27,16.16567039489746
2022-06-28,15.97779655456543
2022-06-29,16.037574768066406
2022-06-30,16.515798568725586
2022-07-01,16.49871826171875
2022-07-05,16.6011962890625
2022-07-06,16.140050888061523
2022-07-07,16.430400848388672
2022-07-08,17.23313331604004
2022-07-11,16.558496475219727
2022-07-12,16.49871826171875
2022-07-13,16.831768035888672
2022-07-14,16.285226821899414
2022-07-15,16.6097354888916
2022-07-18,16.626815795898438
2022-07-19,17.292911529541016
2022-07-20,17.93338966369629
2022-07-21,17.93338966369629
2022-07-22,17.728437423706055
2022-07-25,17.90777015686035
2022-07-26,17.959009170532227
2022-07-27,18.385995864868164
2022-07-28,19.666950225830078
2022-07-29,19.63279151916504
2022-08-01,19.29120445251465
2022-08-02,17.690000534057617
2022-08-03,18.719999313354492
2022-08-04,18.229999542236328
2022-08-05,18.399999618530273
2022-08-08,18.229999542236328
2022-08-09,17.65999984741211
2022-08-10,18.15999984741211
2022-08-11,18.290000915527344
2022-08-12,18.399999618530273
2022-08-15,18.43000030517578
2022-08-16,18.09000015258789
2022-08-17,17.5
2022-08-18,17.84000015258789
2022-08-19,17.399999618530273
2022-08-22,17.350000381469727
2022-08-23,17.350000381469727
2022-08-24,17.270000457763672
2022-08-25,17.899999618530273
2022-08-26,17.1200008392334
2022-08-29,16.899999618530273
2022-08-30,16.81999969482422
2022-08-31,16.719999313354492
2022-09-01,16.579999923706055
2022-09-02,17.100000381469727
2022-09-06,17.510000228881836
2022-09-07,17.670000076293945
2022-09-08,17.65999984741211
2022-09-09,17.940000534057617
2022-09-12,18.299999237060547
2022-09-13,17.700000762939453
2022-09-14,17.8700008392334
2022-09-15,17.489999771118164
2022-09-16,17.010000228881836
2022-09-19,16.649999618530273
2022-09-20,16.360000610351562
2022-09-21,15.90999984741211
2022-09-22,15.329999923706055
2022-09-23,14.90999984741211
2022-09-26,14.960000038146973
2022-09-27,15.050000190734863
2022-09-28,15.979999542236328
2022-09-29,15.029999732971191
2022-09-30,14.994999885559082
2022-10-03,15.680000305175781
2022-10-04,17.100000381469727
2022-10-05,16.979999542236328
2022-10-06,16.940000534057617
2022-10-07,15.920000076293945
2022-10-10,15.329999923706055
2022-10-11,15.270000457763672
2022-10-12,15.3100004196167
2022-10-13,15.8100004196167
2022-10-14,15.270000457763672
2022-10-17,15.3100004196167
2022-10-18,15.489999771118164
2022-10-19,15.0
2022-10-20,14.720000267028809
2022-10-21,15.149999618530273
2022-10-24,15.949999809265137
2022-10-25,16.360000610351562
2022-10-26,16.079999923706055
2022-10-27,16.389999389648438
2022-10-28,17.6200008392334
2022-10-31,17.3799991607666
2022-11-01,17.6200008392334
2022-11-02,17.56999969482422
2022-11-03,17.049999237060547
2022-11-04,17.350000381469727
2022-11-07,17.309999465942383
2022-11-08,17.549999237060547
2022-11-09,18.0
2022-11-10,18.020000457763672
2022-11-11,18.0
2022-11-14,17.6200008392334
2022-11-15,17.09000015258789
2022-11-16,17.06999969482422
2022-11-17,16.989999771118164
2022-11-18,16.93000030517578
2022-11-21,16.760000228881836
2022-11-22,16.639999389648438
2022-11-23,16.6299991607666
2022-11-25,17.0
2022-11-28,16.40999984741211
2022-11-29,16.690000534057617
2022-11-30,17.520000457763672
2022-12-01,17.06999969482422
2022-12-02,17.469999313354492
2022-12-05,16.540000915527344
2022-12-06,16.479999542236328
2022-12-07,16.280000686645508
2022-12-08,16.1299991607666
2022-12-09,17.479999542236328
2022-12-12,18.0
2022-12-13,17.860000610351562
2022-12-14,17.950000762939453
2022-12-15,17.309999465942383
2022-12-16,17.09000015258789
2022-12-19,17.270000457763672
2022-12-20,17.459999084472656
2022-12-21,17.899999618530273
2022-12-22,17.579999923706055
2022-12-23,17.3799991607666
2022-12-27,17.200000762939453
2022-12-28,16.420000076293945
2022-12-29,17.139999389648438
2022-12-30,17.1200008392334
2023-01-03,17.84000015258789
2023-01-04,18.90999984741211
2023-01-05,19.0
2023-01-06,19.979999542236328
2023-01-09,21.18000030517578
2023-01-10,21.290000915527344
2023-01-11,21.25
2023-01-12,21.81999969482422
2023-01-13,22.049999237060547
2023-01-17,22.3799991607666
2023-01-18,22.149999618530273
2023-01-19,21.829999923706055
2023-01-20,22.06999969482422
2023-01-23,21.93000030517578
2023-01-24,21.920000076293945
2023-01-25,22.209999084472656
2023-01-26,22.360000610351562
2023-01-27,22.59000015258789
2023-01-30,22.329999923706055
2023-01-31,22.360000610351562
2023-02-01,22.860000610351562
2023-02-02,22.8799991607666
2023-02-03,23.6200008392334
2023-02-06,22.950000762939453
2023-02-07,23.43000030517578
2023-02-08,23.56999969482422
2023-02-09,23.969999313354492
2023-02-10,24.649999618530273
2023-02-13,24.520000457763672
2023-02-14,24.790000915527344
2023-02-15,24.540000915527344
2023-02-16,24.530000686645508
