Date,Z
2022-02-28,57.52000045776367
2022-03-01,57.61000061035156
2022-03-02,56.09000015258789
2022-03-03,53.79999923706055
2022-03-04,51.709999084472656
2022-03-07,49.56999969482422
2022-03-08,47.650001525878906
2022-03-09,51.040000915527344
2022-03-10,49.86000061035156
2022-03-11,48.099998474121094
2022-03-14,46.130001068115234
2022-03-15,47.08000183105469
2022-03-16,50.689998626708984
2022-03-17,52.9900016784668
2022-03-18,54.9900016784668
2022-03-21,53.33000183105469
2022-03-22,55.63999938964844
2022-03-23,54.5099983215332
2022-03-24,55.15999984741211
2022-03-25,52.040000915527344
2022-03-28,52.79999923706055
2022-03-29,55.439998626708984
2022-03-30,52.52000045776367
2022-03-31,49.290000915527344
2022-04-01,48.93000030517578
2022-04-04,53.31999969482422
2022-04-05,52.06999969482422
2022-04-06,49.20000076293945
2022-04-07,48.5
2022-04-08,47.68000030517578
2022-04-11,48.970001220703125
2022-04-12,47.349998474121094
2022-04-13,48.75
2022-04-14,48.40999984741211
2022-04-18,46.220001220703125
2022-04-19,48.34000015258789
2022-04-20,45.2599983215332
2022-04-21,43.41999816894531
2022-04-22,42.86000061035156
2022-04-25,43.939998626708984
2022-04-26,40.0
2022-04-27,39.27000045776367
2022-04-28,41.060001373291016
2022-04-29,39.81999969482422
2022-05-02,40.959999084472656
2022-05-03,43.849998474121094
2022-05-04,44.13999938964844
2022-05-05,39.779998779296875
2022-05-06,38.04999923706055
2022-05-09,37.18000030517578
2022-05-10,36.45000076293945
2022-05-11,35.459999084472656
2022-05-12,37.95000076293945
2022-05-13,40.560001373291016
2022-05-16,39.47999954223633
2022-05-17,42.099998474121094
2022-05-18,41.38999938964844
2022-05-19,43.25
2022-05-20,40.959999084472656
2022-05-23,41.36000061035156
2022-05-24,36.939998626708984
2022-05-25,37.77000045776367
2022-05-26,38.470001220703125
2022-05-27,41.290000915527344
2022-05-31,39.900001525878906
2022-06-01,39.38999938964844
2022-06-02,41.54999923706055
2022-06-03,39.349998474121094
2022-06-06,40.400001525878906
2022-06-07,40.86000061035156
2022-06-08,41.0099983215332
2022-06-09,37.150001525878906
2022-06-10,35.439998626708984
2022-06-13,32.2599983215332
2022-06-14,30.190000534057617
2022-06-15,31.530000686645508
2022-06-16,28.780000686645508
2022-06-17,29.270000457763672
2022-06-21,30.040000915527344
2022-06-22,31.3799991607666
2022-06-23,34.13999938964844
2022-06-24,35.459999084472656
2022-06-27,34.0099983215332
2022-06-28,33.130001068115234
2022-06-29,32.7599983215332
2022-06-30,31.75
2022-07-01,33.66999816894531
2022-07-05,35.06999969482422
2022-07-06,34.7599983215332
2022-07-07,35.619998931884766
2022-07-08,35.13999938964844
2022-07-11,33.470001220703125
2022-07-12,34.290000915527344
2022-07-13,33.349998474121094
2022-07-14,33.66999816894531
2022-07-15,34.5099983215332
2022-07-18,34.20000076293945
2022-07-19,36.540000915527344
2022-07-20,36.88999938964844
2022-07-21,37.310001373291016
2022-07-22,36.209999084472656
2022-07-25,35.709999084472656
2022-07-26,33.720001220703125
2022-07-27,35.779998779296875
2022-07-28,34.689998626708984
2022-07-29,34.880001068115234
2022-08-01,35.279998779296875
2022-08-02,36.349998474121094
2022-08-03,37.439998626708984
2022-08-04,37.65999984741211
2022-08-05,37.060001373291016
2022-08-08,38.779998779296875
2022-08-09,36.25
2022-08-10,39.27000045776367
2022-08-11,38.4900016784668
2022-08-12,39.630001068115234
2022-08-15,39.060001373291016
2022-08-16,38.25
2022-08-17,35.86000061035156
2022-08-18,35.720001220703125
2022-08-19,33.619998931884766
2022-08-22,32.63999938964844
2022-08-23,33.43000030517578
2022-08-24,34.38999938964844
2022-08-25,35.75
2022-08-26,34.060001373291016
2022-08-29,33.41999816894531
2022-08-30,33.68000030517578
2022-08-31,33.459999084472656
2022-09-01,34.369998931884766
2022-09-02,34.04999923706055
2022-09-06,33.5
2022-09-07,35.220001220703125
2022-09-08,37.369998931884766
2022-09-09,37.8849983215332
2022-09-12,37.130001068115234
2022-09-13,35.47999954223633
2022-09-14,35.65999984741211
2022-09-15,35.93000030517578
2022-09-16,34.15999984741211
2022-09-19,32.93000030517578
2022-09-20,32.34000015258789
2022-09-21,31.270000457763672
2022-09-22,30.399999618530273
2022-09-23,29.510000228881836
2022-09-26,29.280000686645508
2022-09-27,29.049999237060547
2022-09-28,29.760000228881836
2022-09-29,29.209999084472656
2022-09-30,28.610000610351562
2022-10-03,29.479999542236328
2022-10-04,31.530000686645508
2022-10-05,29.969999313354492
2022-10-06,30.5
2022-10-07,29.229999542236328
2022-10-10,29.360000610351562
2022-10-11,28.040000915527344
2022-10-12,28.760000228881836
2022-10-13,28.049999237060547
2022-10-14,26.969999313354492
2022-10-17,28.829999923706055
2022-10-18,28.780000686645508
2022-10-19,28.719999313354492
2022-10-20,28.530000686645508
2022-10-21,29.290000915527344
2022-10-24,29.1200008392334
2022-10-25,31.209999084472656
2022-10-26,30.670000076293945
2022-10-27,30.6299991607666
2022-10-28,30.860000610351562
2022-10-31,30.860000610351562
2022-11-01,30.979999542236328
2022-11-02,29.5
2022-11-03,32.61000061035156
2022-11-04,32.52000045776367
2022-11-07,33.70000076293945
2022-11-08,33.099998474121094
2022-11-09,32.13999938964844
2022-11-10,35.810001373291016
2022-11-11,37.91999816894531
2022-11-14,36.880001068115234
2022-11-15,37.75
2022-11-16,36.959999084472656
2022-11-17,37.310001373291016
2022-11-18,35.2599983215332
2022-11-21,34.15999984741211
2022-11-22,34.45000076293945
2022-11-23,35.47999954223633
2022-11-25,35.290000915527344
2022-11-28,35.290000915527344
2022-11-29,35.310001373291016
2022-11-30,37.97999954223633
2022-12-01,38.31999969482422
2022-12-02,38.68000030517578
2022-12-05,37.540000915527344
2022-12-06,36.91999816894531
2022-12-07,35.619998931884766
2022-12-08,34.939998626708984
2022-12-09,35.099998474121094
2022-12-12,35.439998626708984
2022-12-13,37.970001220703125
2022-12-14,37.95000076293945
2022-12-15,36.20000076293945
2022-12-16,36.04999923706055
2022-12-19,34.380001068115234
2022-12-20,33.619998931884766
2022-12-21,33.95000076293945
2022-12-22,33.459999084472656
2022-12-23,33.130001068115234
2022-12-27,32.5
2022-12-28,31.290000915527344
2022-12-29,31.969999313354492
2022-12-30,32.209999084472656
2023-01-03,33.68000030517578
2023-01-04,35.61000061035156
2023-01-05,35.099998474121094
2023-01-06,35.880001068115234
2023-01-09,38.75
2023-01-10,40.86000061035156
2023-01-11,42.349998474121094
2023-01-12,43.22999954223633
2023-01-13,43.45000076293945
2023-01-17,42.83000183105469
2023-01-18,42.459999084472656
2023-01-19,41.810001373291016
2023-01-20,43.15999984741211
2023-01-23,44.41999816894531
2023-01-24,44.619998931884766
2023-01-25,42.25
2023-01-26,43.72999954223633
2023-01-27,44.560001373291016
2023-01-30,43.369998931884766
2023-01-31,44.209999084472656
2023-02-01,44.97999954223633
2023-02-02,47.150001525878906
2023-02-03,46.150001525878906
2023-02-06,44.81999969482422
2023-02-07,46.36000061035156
2023-02-08,44.439998626708984
2023-02-09,43.36000061035156
2023-02-10,43.0
2023-02-13,44.83000183105469
2023-02-14,45.540000915527344
2023-02-15,47.4900016784668
2023-02-16,47.900001525878906
2023-02-17,45.88999938964844
2023-02-21,43.54999923706055
2023-02-22,42.4900016784668
2023-02-23,42.22999954223633
2023-02-24,41.11000061035156
2023-02-27,41.9900016784668
2023-02-28,42.0
2023-03-01,41.47999954223633
2023-03-02,42.150001525878906
2023-03-03,43.220001220703125
2023-03-06,42.43000030517578
2023-03-07,41.75
2023-03-08,41.869998931884766
2023-03-09,39.36000061035156
2023-03-10,39.20000076293945
2023-03-13,40.20000076293945
2023-03-14,40.41999816894531
2023-03-15,40.630001068115234
2023-03-16,41.529998779296875
2023-03-17,40.599998474121094
2023-03-20,40.63999938964844
2023-03-21,42.630001068115234
2023-03-22,41.95000076293945
2023-03-23,43.36000061035156
2023-03-24,43.43000030517578
2023-03-27,42.77000045776367
2023-03-28,42.459999084472656
2023-03-29,43.25
2023-03-30,42.880001068115234
2023-03-31,44.470001220703125
2023-04-03,44.75
2023-04-04,44.0099983215332
2023-04-05,43.68000030517578
2023-04-06,44.790000915527344
2023-04-10,44.970001220703125
2023-04-11,44.779998779296875
2023-04-12,45.7400016784668
2023-04-13,45.869998931884766
2023-04-14,45.650001525878906
2023-04-17,45.56999969482422
2023-04-18,45.36000061035156
2023-04-19,45.790000915527344
2023-04-20,45.06999969482422
2023-04-21,45.0
2023-04-24,44.459999084472656
2023-04-25,43.52000045776367
2023-04-26,41.7400016784668
2023-04-27,42.560001373291016
2023-04-28,43.540000915527344
2023-05-01,43.91999816894531
2023-05-02,42.83000183105469
2023-05-03,42.400001525878906
2023-05-04,46.619998931884766
2023-05-05,48.68000030517578
2023-05-08,48.25
2023-05-09,47.4900016784668
2023-05-10,47.34000015258789
2023-05-11,45.72999954223633
2023-05-12,44.81999969482422
2023-05-15,45.619998931884766
2023-05-16,44.95000076293945
2023-05-17,45.68000030517578
2023-05-18,45.869998931884766
2023-05-19,45.38999938964844
2023-05-22,45.40999984741211
2023-05-23,45.59000015258789
2023-05-24,45.209999084472656
2023-05-25,45.290000915527344
2023-05-26,44.95000076293945
2023-05-30,44.709999084472656
2023-05-31,45.61000061035156
2023-06-01,46.0099983215332
2023-06-02,46.68000030517578
2023-06-05,45.70000076293945
2023-06-06,47.47999954223633
2023-06-07,46.54999923706055
2023-06-08,46.5099983215332
2023-06-09,44.83000183105469
2023-06-12,45.060001373291016
2023-06-13,45.83000183105469
2023-06-14,46.119998931884766
2023-06-15,48.15999984741211
2023-06-16,46.68000030517578
2023-06-20,47.869998931884766
2023-06-21,48.709999084472656
2023-06-22,48.810001373291016
2023-06-23,48.06999969482422
2023-06-26,49.29999923706055
2023-06-27,51.130001068115234
2023-06-28,52.529998779296875
2023-06-29,50.16999816894531
2023-06-30,50.2599983215332
2023-07-03,51.529998779296875
2023-07-05,49.47999954223633
2023-07-06,47.560001373291016
2023-07-07,47.81999969482422
2023-07-10,47.90999984741211
2023-07-11,52.279998779296875
2023-07-12,52.900001525878906
2023-07-13,54.16999816894531
2023-07-14,53.22999954223633
2023-07-17,53.75
2023-07-18,54.439998626708984
2023-07-19,54.63999938964844
2023-07-20,52.77000045776367
2023-07-21,52.41999816894531
2023-07-24,53.540000915527344
2023-07-25,53.290000915527344
2023-07-26,53.650001525878906
2023-07-27,52.16999816894531
2023-07-28,53.5099983215332
2023-07-31,54.15999984741211
2023-08-01,55.31999969482422
2023-08-02,54.22999954223633
2023-08-03,55.0
2023-08-04,56.33000183105469
2023-08-07,55.9900016784668
2023-08-08,56.779998779296875
2023-08-09,56.16999816894531
2023-08-10,55.900001525878906
2023-08-11,56.33000183105469
2023-08-14,56.290000915527344
2023-08-15,54.77000045776367
2023-08-16,51.56999969482422
2023-08-17,50.68000030517578
2023-08-18,50.869998931884766
2023-08-21,49.130001068115234
2023-08-22,49.900001525878906
2023-08-23,50.08000183105469
2023-08-24,50.15999984741211
2023-08-25,49.970001220703125
2023-08-28,50.4900016784668
2023-08-29,50.97999954223633
2023-08-30,52.5
2023-08-31,52.15999984741211
2023-09-01,52.52000045776367
2023-09-05,52.380001068115234
2023-09-06,52.04999923706055
2023-09-07,51.619998931884766
2023-09-08,50.90999984741211
2023-09-11,51.09000015258789
2023-09-12,51.81999969482422
2023-09-13,49.86000061035156
2023-09-14,48.810001373291016
2023-09-15,47.43000030517578
2023-09-18,47.150001525878906
2023-09-19,47.369998931884766
2023-09-20,47.779998779296875
2023-09-21,46.029998779296875
2023-09-22,45.220001220703125
2023-09-25,45.459999084472656
2023-09-26,45.349998474121094
2023-09-27,46.08000183105469
2023-09-28,46.56999969482422
2023-09-29,46.15999984741211
2023-10-02,45.63999938964844
2023-10-03,42.61000061035156
2023-10-04,43.84000015258789
2023-10-05,43.77000045776367
2023-10-06,43.98500061035156
2023-10-09,43.71500015258789
2023-10-10,45.310001373291016
2023-10-11,45.040000915527344
2023-10-12,43.529998779296875
2023-10-13,42.79999923706055
2023-10-16,42.529998779296875
2023-10-17,42.459999084472656
2023-10-18,40.970001220703125
2023-10-19,39.38999938964844
2023-10-20,38.959999084472656
2023-10-23,38.47999954223633
2023-10-24,39.369998931884766
2023-10-25,38.189998626708984
2023-10-26,38.04999923706055
2023-10-27,38.599998474121094
2023-10-30,38.970001220703125
2023-10-31,36.25
2023-11-01,36.459999084472656
2023-11-02,35.5
2023-11-03,37.689998626708984
2023-11-06,37.11000061035156
2023-11-07,38.0099983215332
2023-11-08,37.779998779296875
2023-11-09,36.15999984741211
2023-11-10,36.70000076293945
2023-11-13,35.709999084472656
2023-11-14,40.08000183105469
2023-11-15,40.540000915527344
2023-11-16,40.709999084472656
2023-11-17,39.09000015258789
2023-11-20,38.689998626708984
2023-11-21,38.34000015258789
2023-11-22,39.7599983215332
2023-11-24,40.0099983215332
2023-11-27,41.099998474121094
2023-11-28,41.91999816894531
2023-11-29,42.290000915527344
2023-11-30,40.939998626708984
2023-12-01,43.36000061035156
2023-12-04,44.09000015258789
2023-12-05,44.290000915527344
2023-12-06,45.09000015258789
2023-12-07,46.72999954223633
2023-12-08,46.40999984741211
2023-12-11,45.54999923706055
2023-12-12,47.2599983215332
2023-12-13,52.0
2023-12-14,55.56999969482422
2023-12-15,55.79999923706055
2023-12-18,56.27000045776367
2023-12-19,57.849998474121094
2023-12-20,56.86000061035156
2023-12-21,58.75
2023-12-22,58.790000915527344
2023-12-26,58.68000030517578
2023-12-27,59.470001220703125
2023-12-28,58.849998474121094
2023-12-29,57.86000061035156
2024-01-02,57.25
2024-01-03,55.22999954223633
2024-01-04,54.15999984741211
2024-01-05,53.709999084472656
2024-01-08,55.66999816894531
2024-01-09,55.439998626708984
2024-01-10,54.599998474121094
2024-01-11,54.189998626708984
2024-01-12,53.5
2024-01-16,52.459999084472656
2024-01-17,51.91999816894531
2024-01-18,52.540000915527344
2024-01-19,54.38999938964844
2024-01-22,55.529998779296875
2024-01-23,54.849998474121094
2024-01-24,54.34000015258789
2024-01-25,55.09000015258789
2024-01-26,56.54999923706055
2024-01-29,58.40999984741211
2024-01-30,57.45000076293945
2024-01-31,56.84000015258789
2024-02-01,58.36000061035156
2024-02-02,57.650001525878906
2024-02-05,56.09000015258789
2024-02-06,57.060001373291016
2024-02-07,57.25
2024-02-08,56.279998779296875
2024-02-09,54.95000076293945
2024-02-12,55.47999954223633
2024-02-13,53.880001068115234
2024-02-14,58.060001373291016
2024-02-15,57.91999816894531
2024-02-16,54.79999923706055
2024-02-20,53.52000045776367
2024-02-21,53.779998779296875
2024-02-22,53.220001220703125
2024-02-23,53.529998779296875
2024-02-26,53.66999816894531
2024-02-27,54.84000015258789
2024-02-28,55.2400016784668
2024-02-29,56.150001525878906
2024-03-01,57.099998474121094
