Date,AVGO
2022-02-28,58.74399948120117
2022-03-01,57.012001037597656
2022-03-02,58.577999114990234
2022-03-03,57.86000061035156
2022-03-04,59.5989990234375
2022-03-07,57.06999969482422
2022-03-08,57.595001220703125
2022-03-09,59.70199966430664
2022-03-10,58.77299880981445
2022-03-11,57.78499984741211
2022-03-14,56.779998779296875
2022-03-15,59.2760009765625
2022-03-16,60.71200180053711
2022-03-17,60.266998291015625
2022-03-18,61.04100036621094
2022-03-21,60.12900161743164
2022-03-22,61.13399887084961
2022-03-23,59.9379997253418
2022-03-24,62.643001556396484
2022-03-25,62.887001037597656
2022-03-28,63.28799819946289
2022-03-29,64.14700317382812
2022-03-30,63.10900115966797
2022-03-31,62.96799850463867
2022-04-01,62.698001861572266
2022-04-04,63.48500061035156
2022-04-05,61.4119987487793
2022-04-06,60.20000076293945
2022-04-07,60.30500030517578
2022-04-08,58.70000076293945
2022-04-11,58.06100082397461
2022-04-12,58.50699996948242
2022-04-13,59.25400161743164
2022-04-14,57.3849983215332
2022-04-18,58.650001525878906
2022-04-19,59.762001037597656
2022-04-20,59.77199935913086
2022-04-21,59.27299880981445
2022-04-22,58.69499969482422
2022-04-25,58.78799819946289
2022-04-26,56.00699996948242
2022-04-27,55.95399856567383
2022-04-28,57.89400100708008
2022-04-29,55.43899917602539
2022-05-02,57.6349983215332
2022-05-03,58.117000579833984
2022-05-04,60.36600112915039
2022-05-05,57.999000549316406
2022-05-06,58.0099983215332
2022-05-09,56.29199981689453
2022-05-10,58.138999938964844
2022-05-11,56.71099853515625
2022-05-12,57.15700149536133
2022-05-13,58.82400131225586
2022-05-16,58.266998291015625
2022-05-17,60.814998626708984
2022-05-18,57.05699920654297
2022-05-19,54.62099838256836
2022-05-20,54.319000244140625
2022-05-23,52.63600158691406
2022-05-24,52.41999816894531
2022-05-25,53.16299819946289
2022-05-26,55.066001892089844
2022-05-27,58.327999114990234
2022-05-31,58.01300048828125
2022-06-01,57.36199951171875
2022-06-02,57.67399978637695
2022-06-03,56.332000732421875
2022-06-06,56.12300109863281
2022-06-07,57.29899978637695
2022-06-08,56.5359992980957
2022-06-09,55.62200164794922
2022-06-10,54.12699890136719
2022-06-13,51.762001037597656
2022-06-14,52.016998291015625
2022-06-15,52.67100143432617
2022-06-16,49.71799850463867
2022-06-17,49.8650016784668
2022-06-21,50.37699890136719
2022-06-22,49.61000061035156
2022-06-23,49.65800094604492
2022-06-24,50.909000396728516
2022-06-27,50.57099914550781
2022-06-28,49.845001220703125
2022-06-29,49.04100036621094
2022-06-30,48.58100128173828
2022-07-01,47.784000396728516
2022-07-05,47.630001068115234
2022-07-06,48.26100158691406
2022-07-07,49.854000091552734
2022-07-08,49.86899948120117
2022-07-11,48.2859992980957
2022-07-12,48.137001037597656
2022-07-13,48.17300033569336
2022-07-14,48.4640007019043
2022-07-15,49.44599914550781
2022-07-18,49.10599899291992
2022-07-19,50.900001525878906
2022-07-20,51.176998138427734
2022-07-21,51.768001556396484
2022-07-22,51.25199890136719
2022-07-25,51.31100082397461
2022-07-26,51.10900115966797
2022-07-27,52.77899932861328
2022-07-28,53.361000061035156
2022-07-29,53.54800033569336
2022-08-01,53.637001037597656
2022-08-02,53.12099838256836
2022-08-03,54.67399978637695
2022-08-04,55.279998779296875
2022-08-05,55.14400100708008
2022-08-08,54.553001403808594
2022-08-09,53.279998779296875
2022-08-10,55.04100036621094
2022-08-11,54.542999267578125
2022-08-12,55.823001861572266
2022-08-15,55.895999908447266
2022-08-16,55.165000915527344
2022-08-17,53.85900115966797
2022-08-18,55.845001220703125
2022-08-19,54.84299850463867
2022-08-22,52.875
2022-08-23,52.97800064086914
2022-08-24,53.08399963378906
2022-08-25,55.01300048828125
2022-08-26,52.08599853515625
2022-08-29,51.417999267578125
2022-08-30,50.638999938964844
2022-08-31,49.9109992980957
2022-09-01,49.20100021362305
2022-09-02,50.02199935913086
2022-09-06,49.81999969482422
2022-09-07,50.51300048828125
2022-09-08,51.19300079345703
2022-09-09,52.2400016784668
2022-09-12,52.90599822998047
2022-09-13,50.3650016784668
2022-09-14,51.07500076293945
2022-09-15,50.013999938964844
2022-09-16,50.25
2022-09-19,50.183998107910156
2022-09-20,49.305999755859375
2022-09-21,48.2140007019043
2022-09-22,47.76100158691406
2022-09-23,46.86800003051758
2022-09-26,46.22600173950195
2022-09-27,46.474998474121094
2022-09-28,46.59600067138672
2022-09-29,45.01300048828125
2022-09-30,44.4010009765625
2022-10-03,45.678001403808594
2022-10-04,47.986000061035156
2022-10-05,48.47999954223633
2022-10-06,47.95000076293945
2022-10-07,46.04800033569336
2022-10-10,43.77000045776367
2022-10-11,43.07600021362305
2022-10-12,43.05699920654297
2022-10-13,43.797000885009766
2022-10-14,42.709999084472656
2022-10-17,43.5369987487793
2022-10-18,43.483001708984375
2022-10-19,43.529998779296875
2022-10-20,43.029998779296875
2022-10-21,44.972999572753906
2022-10-24,45.652000427246094
2022-10-25,46.00699996948242
2022-10-26,46.11800003051758
2022-10-27,45.540000915527344
2022-10-28,47.290000915527344
2022-10-31,47.012001037597656
2022-11-01,46.790000915527344
2022-11-02,45.60300064086914
2022-11-03,44.4119987487793
2022-11-04,46.529998779296875
2022-11-07,47.52199935913086
2022-11-08,48.21099853515625
2022-11-09,46.946998596191406
2022-11-10,50.65700149536133
2022-11-11,51.808998107910156
2022-11-14,51.321998596191406
2022-11-15,52.44200134277344
2022-11-16,51.17300033569336
2022-11-17,51.21099853515625
2022-11-18,51.51599884033203
2022-11-21,51.74399948120117
2022-11-22,53.005001068115234
2022-11-23,53.36399841308594
2022-11-25,52.99100112915039
2022-11-28,52.22100067138672
2022-11-29,52.138999938964844
2022-11-30,55.10300064086914
2022-12-01,55.07500076293945
2022-12-02,54.08000183105469
2022-12-05,53.06399917602539
2022-12-06,52.582000732421875
2022-12-07,51.849998474121094
2022-12-08,53.108001708984375
2022-12-09,54.47200012207031
2022-12-12,55.66299819946289
2022-12-13,57.104000091552734
2022-12-14,57.444000244140625
2022-12-15,55.79999923706055
2022-12-16,55.590999603271484
2022-12-19,54.9630012512207
2022-12-20,54.402000427246094
2022-12-21,56.12300109863281
2022-12-22,55.308998107910156
2022-12-23,55.24300003051758
2022-12-27,55.354000091552734
2022-12-28,54.48899841308594
2022-12-29,55.78099822998047
2022-12-30,55.91299819946289
2023-01-03,55.347999572753906
2023-01-04,56.02399826049805
2023-01-05,55.50199890136719
2023-01-06,58.84299850463867
2023-01-09,57.68899917602539
2023-01-10,57.49300003051758
2023-01-11,57.81399917602539
2023-01-12,58.194000244140625
2023-01-13,57.900001525878906
2023-01-17,57.92399978637695
2023-01-18,57.42900085449219
2023-01-19,56.321998596191406
2023-01-20,57.077999114990234
2023-01-23,58.16299819946289
2023-01-24,58.50299835205078
2023-01-25,58.56800079345703
2023-01-26,59.858001708984375
2023-01-27,59.0989990234375
2023-01-30,58.14500045776367
2023-01-31,58.500999450683594
2023-02-01,60.275001525878906
2023-02-02,60.57699966430664
2023-02-03,59.762001037597656
2023-02-06,60.130001068115234
2023-02-07,61.44499969482422
2023-02-08,60.17100143432617
2023-02-09,59.941001892089844
2023-02-10,59.32500076293945
2023-02-13,60.11199951171875
2023-02-14,60.23099899291992
2023-02-15,60.76900100708008
2023-02-16,60.05400085449219
2023-02-17,59.558998107910156
2023-02-21,58.15399932861328
2023-02-22,57.617000579833984
2023-02-23,58.380001068115234
2023-02-24,57.775001525878906
2023-02-27,58.54499816894531
2023-02-28,59.42900085449219
2023-03-01,59.356998443603516
2023-03-02,59.8650016784668
2023-03-03,63.2760009765625
2023-03-06,63.29199981689453
2023-03-07,62.51499938964844
2023-03-08,63.22600173950195
2023-03-09,62.25199890136719
2023-03-10,61.483001708984375
2023-03-13,61.64699935913086
2023-03-14,63.24599838256836
2023-03-15,62.604000091552734
2023-03-16,63.650001525878906
2023-03-17,63.09700012207031
2023-03-20,64.37100219726562
2023-03-21,63.67499923706055
2023-03-22,63.09199905395508
2023-03-23,63.92300033569336
2023-03-24,63.617000579833984
2023-03-27,62.683998107910156
2023-03-28,62.470001220703125
2023-03-29,62.54999923706055
2023-03-30,63.375
2023-03-31,64.15399932861328
2023-04-03,64.24700164794922
2023-04-04,63.441001892089844
2023-04-05,62.9010009765625
2023-04-06,62.263999938964844
2023-04-10,62.73899841308594
2023-04-11,62.15700149536133
2023-04-12,61.66999816894531
2023-04-13,62.42399978637695
2023-04-14,61.95399856567383
2023-04-17,62.736000061035156
2023-04-18,63.231998443603516
2023-04-19,63.45000076293945
2023-04-20,63.301998138427734
2023-04-21,63.290000915527344
2023-04-24,63.45399856567383
2023-04-25,62.20199966430664
2023-04-26,61.61899948120117
2023-04-27,61.840999603271484
2023-04-28,62.650001525878906
