Date,GMAB
2022-02-28,33.459999084472656
2022-03-01,34.029998779296875
2022-03-02,33.470001220703125
2022-03-03,32.29999923706055
2022-03-04,31.020000457763672
2022-03-07,31.969999313354492
2022-03-08,31.809999465942383
2022-03-09,32.93000030517578
2022-03-10,32.56999969482422
2022-03-11,31.709999084472656
2022-03-14,32.540000915527344
2022-03-15,33.5099983215332
2022-03-16,35.84000015258789
2022-03-17,36.4900016784668
2022-03-18,36.130001068115234
2022-03-21,35.880001068115234
2022-03-22,35.90999984741211
2022-03-23,34.79999923706055
2022-03-24,35.150001525878906
2022-03-25,35.13999938964844
2022-03-28,36.029998779296875
2022-03-29,35.63999938964844
2022-03-30,36.79999923706055
2022-03-31,36.18000030517578
2022-04-01,36.63999938964844
2022-04-04,37.849998474121094
2022-04-05,38.16999816894531
2022-04-06,37.61000061035156
2022-04-07,38.56999969482422
2022-04-08,36.720001220703125
2022-04-11,35.779998779296875
2022-04-12,36.529998779296875
2022-04-13,37.099998474121094
2022-04-14,36.75
2022-04-18,36.43000030517578
2022-04-19,37.88999938964844
2022-04-20,38.0
2022-04-21,37.47999954223633
2022-04-22,36.459999084472656
2022-04-25,36.09000015258789
2022-04-26,34.7400016784668
2022-04-27,35.04999923706055
2022-04-28,35.06999969482422
2022-04-29,35.18000030517578
2022-05-02,34.810001373291016
2022-05-03,34.36000061035156
2022-05-04,33.54999923706055
2022-05-05,33.31999969482422
2022-05-06,30.809999465942383
2022-05-09,29.15999984741211
2022-05-10,29.440000534057617
2022-05-11,27.979999542236328
2022-05-12,28.31999969482422
2022-05-13,29.31999969482422
2022-05-16,29.3799991607666
2022-05-17,30.399999618530273
2022-05-18,29.59000015258789
2022-05-19,30.43000030517578
2022-05-20,31.079999923706055
2022-05-23,30.829999923706055
2022-05-24,30.530000686645508
2022-05-25,30.0
2022-05-26,29.809999465942383
2022-05-27,30.360000610351562
2022-05-31,30.25
2022-06-01,30.030000686645508
2022-06-02,30.309999465942383
2022-06-03,30.110000610351562
2022-06-06,29.799999237060547
2022-06-07,30.760000228881836
2022-06-08,31.059999465942383
2022-06-09,29.790000915527344
2022-06-10,28.889999389648438
2022-06-13,27.829999923706055
2022-06-14,27.489999771118164
2022-06-15,27.68000030517578
2022-06-16,26.829999923706055
2022-06-17,28.540000915527344
2022-06-21,29.899999618530273
2022-06-22,30.43000030517578
2022-06-23,31.09000015258789
2022-06-24,32.310001373291016
2022-06-27,32.38999938964844
2022-06-28,31.440000534057617
2022-06-29,31.760000228881836
2022-06-30,32.4900016784668
2022-07-01,33.43000030517578
2022-07-05,33.939998626708984
2022-07-06,33.29999923706055
2022-07-07,33.900001525878906
2022-07-08,34.25
2022-07-11,33.83000183105469
2022-07-12,33.33000183105469
2022-07-13,33.75
2022-07-14,34.09000015258789
2022-07-15,34.310001373291016
2022-07-18,34.189998626708984
2022-07-19,35.72999954223633
2022-07-20,35.040000915527344
2022-07-21,35.95000076293945
2022-07-22,35.68000030517578
2022-07-25,35.540000915527344
2022-07-26,35.77000045776367
2022-07-27,36.470001220703125
2022-07-28,35.79999923706055
2022-07-29,35.619998931884766
2022-08-01,35.08000183105469
2022-08-02,34.810001373291016
2022-08-03,35.43000030517578
2022-08-04,36.0099983215332
2022-08-05,35.150001525878906
2022-08-08,35.209999084472656
2022-08-09,35.130001068115234
2022-08-10,35.689998626708984
2022-08-11,37.70000076293945
2022-08-12,37.0099983215332
2022-08-15,37.2400016784668
2022-08-16,36.439998626708984
2022-08-17,36.27000045776367
2022-08-18,35.93000030517578
2022-08-19,35.88999938964844
2022-08-22,35.29999923706055
2022-08-23,35.20000076293945
2022-08-24,36.59000015258789
2022-08-25,36.689998626708984
2022-08-26,35.13999938964844
2022-08-29,34.97999954223633
2022-08-30,35.2599983215332
2022-08-31,35.4900016784668
2022-09-01,35.65999984741211
2022-09-02,35.130001068115234
2022-09-06,35.599998474121094
2022-09-07,36.439998626708984
2022-09-08,37.4900016784668
2022-09-09,37.439998626708984
2022-09-12,37.310001373291016
2022-09-13,36.29999923706055
2022-09-14,36.43000030517578
2022-09-15,36.41999816894531
2022-09-16,36.459999084472656
2022-09-19,34.91999816894531
2022-09-20,34.779998779296875
2022-09-21,34.09000015258789
2022-09-22,33.34000015258789
2022-09-23,31.829999923706055
2022-09-26,31.520000457763672
2022-09-27,31.81999969482422
2022-09-28,32.63999938964844
2022-09-29,31.93000030517578
2022-09-30,32.130001068115234
2022-10-03,33.79999923706055
2022-10-04,35.45000076293945
2022-10-05,35.7400016784668
2022-10-06,36.720001220703125
2022-10-07,35.099998474121094
2022-10-10,35.18000030517578
2022-10-11,35.11000061035156
2022-10-12,36.2400016784668
2022-10-13,36.810001373291016
2022-10-14,36.5
2022-10-17,37.43000030517578
2022-10-18,37.2400016784668
2022-10-19,36.369998931884766
2022-10-20,35.7400016784668
2022-10-21,36.91999816894531
2022-10-24,37.65999984741211
2022-10-25,37.970001220703125
2022-10-26,39.279998779296875
2022-10-27,38.400001525878906
2022-10-28,39.09000015258789
2022-10-31,38.5099983215332
2022-11-01,38.36000061035156
2022-11-02,38.81999969482422
2022-11-03,39.349998474121094
2022-11-04,39.95000076293945
2022-11-07,39.61000061035156
2022-11-08,40.029998779296875
2022-11-09,41.279998779296875
2022-11-10,43.5
2022-11-11,41.84000015258789
2022-11-14,42.540000915527344
2022-11-15,43.099998474121094
2022-11-16,43.5
2022-11-17,43.27000045776367
2022-11-18,43.54999923706055
2022-11-21,43.439998626708984
2022-11-22,43.81999969482422
2022-11-23,43.97999954223633
2022-11-25,44.31999969482422
2022-11-28,44.83000183105469
2022-11-29,44.310001373291016
2022-11-30,46.529998779296875
2022-12-01,46.38999938964844
2022-12-02,47.060001373291016
2022-12-05,46.040000915527344
2022-12-06,45.290000915527344
2022-12-07,45.720001220703125
2022-12-08,45.84000015258789
2022-12-09,45.5
2022-12-12,46.83000183105469
2022-12-13,45.93000030517578
2022-12-14,45.849998474121094
2022-12-15,44.7599983215332
2022-12-16,44.27000045776367
2022-12-19,43.040000915527344
2022-12-20,43.16999816894531
2022-12-21,43.13999938964844
2022-12-22,43.11000061035156
2022-12-23,43.04999923706055
2022-12-27,42.77000045776367
2022-12-28,42.0
2022-12-29,42.560001373291016
2022-12-30,42.380001068115234
2023-01-03,43.029998779296875
