Date,CACC
2022-11-22,474.7300109863281
2022-11-23,480.07000732421875
2022-11-25,477.989990234375
2022-11-28,466.1099853515625
2022-11-29,471.30999755859375
2022-11-30,473.9599914550781
2022-12-01,474.42999267578125
2022-12-02,474.19000244140625
2022-12-05,460.8299865722656
2022-12-06,457.75
2022-12-07,440.67999267578125
2022-12-08,455.0
2022-12-09,463.79998779296875
2022-12-12,463.95001220703125
2022-12-13,459.739990234375
2022-12-14,452.9200134277344
2022-12-15,452.5400085449219
2022-12-16,442.7200012207031
2022-12-19,440.0
2022-12-20,440.1000061035156
2022-12-21,463.2099914550781
2022-12-22,442.4700012207031
2022-12-23,465.2300109863281
2022-12-27,464.739990234375
2022-12-28,463.67999267578125
2022-12-29,476.1499938964844
2022-12-30,474.3999938964844
2023-01-03,456.4800109863281
2023-01-04,403.489990234375
2023-01-05,378.2200012207031
2023-01-06,402.2799987792969
2023-01-09,396.1300048828125
2023-01-10,397.1499938964844
2023-01-11,396.55999755859375
2023-01-12,418.4700012207031
2023-01-13,410.8999938964844
2023-01-17,396.25
2023-01-18,392.5799865722656
2023-01-19,381.42999267578125
2023-01-20,405.989990234375
2023-01-23,441.7200012207031
2023-01-24,439.7300109863281
2023-01-25,448.8999938964844
2023-01-26,455.95001220703125
2023-01-27,472.1499938964844
2023-01-30,448.75
2023-01-31,462.6400146484375
2023-02-01,526.0800170898438
2023-02-02,548.989990234375
2023-02-03,527.9299926757812
2023-02-06,511.3500061035156
2023-02-07,505.489990234375
2023-02-08,482.8999938964844
2023-02-09,484.2300109863281
2023-02-10,463.9100036621094
2023-02-13,493.5199890136719
2023-02-14,487.8999938964844
2023-02-15,488.30999755859375
2023-02-16,479.6700134277344
2023-02-17,468.1099853515625
2023-02-21,453.6499938964844
2023-02-22,456.3699951171875
2023-02-23,457.510009765625
2023-02-24,450.05999755859375
2023-02-27,442.2099914550781
2023-02-28,444.3399963378906
2023-03-01,444.239990234375
2023-03-02,448.82000732421875
2023-03-03,449.8500061035156
2023-03-06,446.67999267578125
2023-03-07,441.2300109863281
2023-03-08,443.5299987792969
2023-03-09,427.1000061035156
2023-03-10,416.510009765625
2023-03-13,403.42999267578125
2023-03-14,406.0400085449219
2023-03-15,401.9200134277344
2023-03-16,405.6499938964844
2023-03-17,395.94000244140625
2023-03-20,408.7900085449219
2023-03-21,415.3900146484375
2023-03-22,408.989990234375
2023-03-23,401.739990234375
2023-03-24,405.7300109863281
2023-03-27,410.1700134277344
2023-03-28,413.17999267578125
2023-03-29,425.07000732421875
2023-03-30,424.95001220703125
2023-03-31,436.0400085449219
2023-04-03,433.2699890136719
2023-04-04,425.6700134277344
2023-04-05,427.3800048828125
2023-04-06,427.57000732421875
2023-04-10,433.4100036621094
2023-04-11,456.1600036621094
2023-04-12,463.239990234375
2023-04-13,478.5899963378906
2023-04-14,478.45001220703125
2023-04-17,484.3500061035156
2023-04-18,484.0400085449219
2023-04-19,498.4800109863281
2023-04-20,494.010009765625
2023-04-21,490.57000732421875
2023-04-24,494.010009765625
2023-04-25,476.010009765625
2023-04-26,473.9700012207031
2023-04-27,479.8900146484375
2023-04-28,489.5
2023-05-01,498.7300109863281
2023-05-02,430.1199951171875
2023-05-03,450.9800109863281
2023-05-04,438.4599914550781
2023-05-05,450.2699890136719
2023-05-08,446.3999938964844
2023-05-09,437.6000061035156
2023-05-10,431.6199951171875
2023-05-11,429.5899963378906
2023-05-12,429.8999938964844
2023-05-15,437.8500061035156
2023-05-16,425.9800109863281
2023-05-17,436.8699951171875
2023-05-18,437.79998779296875
2023-05-19,435.19000244140625
2023-05-22,443.8399963378906
2023-05-23,441.19000244140625
2023-05-24,433.92999267578125
2023-05-25,434.260009765625
2023-05-26,445.4700012207031
2023-05-30,458.9800109863281
2023-05-31,445.67999267578125
2023-06-01,449.239990234375
2023-06-02,475.19000244140625
2023-06-05,477.6199951171875
2023-06-06,498.5199890136719
2023-06-07,512.3099975585938
2023-06-08,502.1199951171875
2023-06-09,498.0
2023-06-12,490.239990234375
2023-06-13,505.6600036621094
2023-06-14,494.989990234375
2023-06-15,508.94000244140625
2023-06-16,494.54998779296875
2023-06-20,492.0
2023-06-21,493.30999755859375
2023-06-22,494.1300048828125
2023-06-23,501.3999938964844
2023-06-26,488.05999755859375
2023-06-27,505.29998779296875
2023-06-28,505.4700012207031
2023-06-29,506.5799865722656
2023-06-30,507.92999267578125
2023-07-03,511.510009765625
2023-07-05,504.6000061035156
2023-07-06,504.9100036621094
2023-07-07,511.7699890136719
2023-07-10,517.0399780273438
2023-07-11,531.8300170898438
2023-07-12,538.0700073242188
2023-07-13,545.5900268554688
2023-07-14,553.8400268554688
2023-07-17,553.6500244140625
2023-07-18,569.010009765625
2023-07-19,573.280029296875
2023-07-20,554.6699829101562
2023-07-21,546.6900024414062
2023-07-24,546.9199829101562
2023-07-25,550.6900024414062
2023-07-26,541.4000244140625
2023-07-27,540.0800170898438
2023-07-28,547.9000244140625
2023-07-31,556.5999755859375
2023-08-01,553.0999755859375
2023-08-02,483.4800109863281
2023-08-03,490.1099853515625
2023-08-04,498.30999755859375
2023-08-07,499.17999267578125
2023-08-08,505.0400085449219
2023-08-09,503.75
2023-08-10,496.6499938964844
2023-08-11,498.9599914550781
2023-08-14,493.5
2023-08-15,485.3299865722656
2023-08-16,477.989990234375
2023-08-17,474.8999938964844
2023-08-18,481.1400146484375
2023-08-21,485.1000061035156
2023-08-22,472.6199951171875
2023-08-23,487.989990234375
2023-08-24,493.1400146484375
2023-08-25,497.75
2023-08-28,493.3299865722656
2023-08-29,500.2099914550781
2023-08-30,502.0299987792969
2023-08-31,501.7699890136719
2023-09-01,498.6499938964844
2023-09-05,500.30999755859375
2023-09-06,499.92999267578125
2023-09-07,484.4800109863281
2023-09-08,485.29998779296875
2023-09-11,489.7200012207031
2023-09-12,498.95001220703125
2023-09-13,505.6199951171875
2023-09-14,510.19000244140625
2023-09-15,504.1700134277344
2023-09-18,492.4100036621094
2023-09-19,487.3900146484375
2023-09-20,484.6099853515625
2023-09-21,473.2900085449219
2023-09-22,470.1700134277344
2023-09-25,469.4800109863281
2023-09-26,465.6499938964844
2023-09-27,476.82000732421875
2023-09-28,466.739990234375
2023-09-29,460.1199951171875
2023-10-02,456.7900085449219
2023-10-03,434.8699951171875
2023-10-04,433.3999938964844
2023-10-05,434.1400146484375
2023-10-06,431.3999938964844
2023-10-09,433.7699890136719
2023-10-10,437.3299865722656
2023-10-11,436.1400146484375
2023-10-12,429.19000244140625
2023-10-13,422.92999267578125
2023-10-16,431.2699890136719
2023-10-17,440.1199951171875
2023-10-18,426.3800048828125
2023-10-19,418.4800109863281
2023-10-20,415.510009765625
2023-10-23,411.7300109863281
2023-10-24,409.2699890136719
2023-10-25,410.2200012207031
2023-10-26,410.9200134277344
2023-10-27,404.5899963378906
2023-10-30,397.05999755859375
2023-10-31,402.42999267578125
2023-11-01,415.4200134277344
2023-11-02,436.25
2023-11-03,443.3500061035156
2023-11-06,430.05999755859375
2023-11-07,426.5199890136719
2023-11-08,420.19000244140625
2023-11-09,410.32000732421875
2023-11-10,411.5299987792969
2023-11-13,407.8299865722656
2023-11-14,436.6000061035156
2023-11-15,449.82000732421875
2023-11-16,430.1199951171875
2023-11-17,435.2099914550781
2023-11-20,439.8999938964844
2023-11-21,426.9200134277344
2023-11-22,431.94000244140625
2023-11-24,435.3299865722656
2023-11-27,434.44000244140625
2023-11-28,440.2300109863281
2023-11-29,450.8500061035156
2023-11-30,457.0
2023-12-01,473.8999938964844
2023-12-04,460.2900085449219
2023-12-05,446.4700012207031
2023-12-06,447.8599853515625
2023-12-07,455.7300109863281
2023-12-08,461.07000732421875
2023-12-11,464.55999755859375
2023-12-12,467.9800109863281
2023-12-13,499.6499938964844
2023-12-14,517.239990234375
2023-12-15,511.7099914550781
2023-12-18,506.2300109863281
2023-12-19,516.02001953125
2023-12-20,509.6700134277344
2023-12-21,524.8200073242188
2023-12-22,528.1199951171875
2023-12-26,535.4500122070312
2023-12-27,535.3800048828125
2023-12-28,534.2100219726562
2023-12-29,532.72998046875
2024-01-02,540.1099853515625
2024-01-03,522.2100219726562
2024-01-04,521.1500244140625
2024-01-05,534.27001953125
2024-01-08,539.3900146484375
2024-01-09,533.9600219726562
2024-01-10,538.0599975585938
2024-01-11,535.7000122070312
2024-01-12,523.989990234375
2024-01-16,521.25
2024-01-17,516.260009765625
2024-01-18,516.4299926757812
2024-01-19,531.75
2024-01-22,538.9000244140625
2024-01-23,544.030029296875
2024-01-24,549.2000122070312
2024-01-25,550.6699829101562
2024-01-26,550.52001953125
2024-01-29,557.6199951171875
2024-01-30,554.3200073242188
2024-01-31,541.0700073242188
2024-02-01,581.3900146484375
2024-02-02,582.4199829101562
2024-02-05,564.8499755859375
2024-02-06,554.510009765625
2024-02-07,551.47998046875
2024-02-08,555.9299926757812
2024-02-09,551.8699951171875
2024-02-12,560.8300170898438
2024-02-13,555.6500244140625
2024-02-14,556.52001953125
2024-02-15,566.3800048828125
2024-02-16,561.1400146484375
2024-02-20,550.3099975585938
2024-02-21,548.8300170898438
2024-02-22,549.47998046875
2024-02-23,550.77001953125
2024-02-26,543.1099853515625
2024-02-27,552.2999877929688
2024-02-28,549.4299926757812
2024-02-29,553.5999755859375
2024-03-01,552.0
2024-03-04,545.8099975585938
2024-03-05,548.1300048828125
2024-03-06,549.8499755859375
2024-03-07,561.6799926757812
2024-03-08,556.510009765625
2024-03-11,550.27001953125
2024-03-12,555.0900268554688
2024-03-13,555.2999877929688
2024-03-14,550.5999755859375
2024-03-15,548.989990234375
2024-03-18,547.9500122070312
2024-03-19,556.0399780273438
2024-03-20,562.0
2024-03-21,566.4600219726562
2024-03-22,554.1099853515625
2024-03-25,549.5900268554688
2024-03-26,551.1300048828125
2024-03-27,551.5999755859375
2024-03-28,551.5499877929688
2024-04-01,544.5399780273438
2024-04-02,535.739990234375
2024-04-03,542.219970703125
2024-04-04,535.2000122070312
2024-04-05,542.02001953125
2024-04-08,556.75
2024-04-09,556.2899780273438
2024-04-10,543.7999877929688
2024-04-11,572.489990234375
2024-04-12,554.510009765625
2024-04-15,547.4000244140625
2024-04-16,537.8699951171875
2024-04-17,532.5499877929688
2024-04-18,536.4000244140625
2024-04-19,535.47998046875
2024-04-22,519.1799926757812
2024-04-23,522.260009765625
2024-04-24,522.219970703125
2024-04-25,515.52001953125
2024-04-26,526.5999755859375
2024-04-29,529.0
2024-04-30,513.719970703125
2024-05-01,492.5799865722656
2024-05-02,501.1600036621094
2024-05-03,506.2799987792969
2024-05-06,522.1699829101562
2024-05-07,528.5999755859375
2024-05-08,513.989990234375
2024-05-09,523.8200073242188
2024-05-10,514.9400024414062
2024-05-13,518.2000122070312
2024-05-14,525.1799926757812
2024-05-15,519.8800048828125
2024-05-16,498.4100036621094
2024-05-17,497.0
2024-05-20,493.7900085449219
2024-05-21,493.4800109863281
2024-05-22,486.489990234375
2024-05-23,476.010009765625
2024-05-24,481.2900085449219
2024-05-28,485.7200012207031
2024-05-29,478.3599853515625
2024-05-30,487.3900146484375
2024-05-31,490.8299865722656
2024-06-03,486.80999755859375
2024-06-04,485.80999755859375
2024-06-05,494.6199951171875
2024-06-06,485.30999755859375
2024-06-07,479.7200012207031
2024-06-10,474.3299865722656
2024-06-11,470.510009765625
2024-06-12,481.1199951171875
2024-06-13,475.05999755859375
2024-06-14,471.04998779296875
2024-06-17,482.9200134277344
2024-06-18,482.5400085449219
2024-06-20,485.1700134277344
2024-06-21,488.7900085449219
2024-06-24,490.4200134277344
2024-06-25,490.17999267578125
2024-06-26,497.0
2024-06-27,495.9200134277344
2024-06-28,514.6799926757812
2024-07-01,517.219970703125
2024-07-02,522.5
2024-07-03,519.0
2024-07-05,521.5599975585938
2024-07-08,522.1799926757812
2024-07-09,523.9600219726562
2024-07-10,532.97998046875
2024-07-11,560.2899780273438
2024-07-12,576.77001953125
2024-07-15,584.9600219726562
2024-07-16,611.1099853515625
2024-07-17,606.9500122070312
2024-07-18,588.72998046875
2024-07-19,582.4299926757812
2024-07-22,569.0399780273438
2024-07-23,559.27001953125
2024-07-24,550.780029296875
2024-07-25,573.9299926757812
2024-07-26,573.0599975585938
2024-07-29,567.0399780273438
2024-07-30,580.8900146484375
2024-07-31,574.9000244140625
2024-08-01,489.2900085449219
2024-08-02,480.0199890136719
2024-08-05,474.2699890136719
2024-08-06,470.7699890136719
2024-08-07,458.489990234375
2024-08-08,463.1300048828125
2024-08-09,459.17999267578125
2024-08-12,444.0299987792969
2024-08-13,449.4800109863281
2024-08-14,444.20001220703125
2024-08-15,455.3999938964844
2024-08-16,457.9700012207031
2024-08-19,467.5
2024-08-20,463.5899963378906
2024-08-21,469.42999267578125
2024-08-22,467.989990234375
2024-08-23,480.9700012207031
2024-08-26,476.5
2024-08-27,473.260009765625
2024-08-28,473.7300109863281
2024-08-29,472.3299865722656
2024-08-30,466.5299987792969
2024-09-03,458.0
2024-09-04,452.44000244140625
2024-09-05,450.8900146484375
2024-09-06,442.1700134277344
2024-09-09,447.19000244140625
2024-09-10,423.8699951171875
2024-09-11,420.92999267578125
2024-09-12,421.3900146484375
2024-09-13,432.3399963378906
2024-09-16,436.1600036621094
2024-09-17,442.1199951171875
2024-09-18,450.1000061035156
2024-09-19,464.2099914550781
2024-09-20,453.55999755859375
2024-09-23,454.6700134277344
2024-09-24,447.6199951171875
2024-09-25,439.4200134277344
2024-09-26,441.3599853515625
2024-09-27,447.69000244140625
2024-09-30,443.4200134277344
2024-10-01,438.5
2024-10-02,434.92999267578125
2024-10-03,432.82000732421875
2024-10-04,442.79998779296875
2024-10-07,443.17999267578125
2024-10-08,443.45001220703125
2024-10-09,451.42999267578125
2024-10-10,454.8299865722656
2024-10-11,457.1099853515625
2024-10-14,458.57000732421875
2024-10-15,466.2799987792969
2024-10-16,480.8999938964844
2024-10-17,475.54998779296875
2024-10-18,475.3500061035156
2024-10-21,477.8500061035156
2024-10-22,475.25
2024-10-23,474.9800109863281
2024-10-24,480.45001220703125
2024-10-25,469.8299865722656
2024-10-28,465.5899963378906
2024-10-29,452.44000244140625
2024-10-30,461.92999267578125
2024-10-31,425.0
2024-11-01,417.3299865722656
2024-11-04,423.6199951171875
2024-11-05,433.0
2024-11-06,458.010009765625
2024-11-07,454.5
2024-11-08,450.0
2024-11-11,448.0
2024-11-12,439.6099853515625
2024-11-13,442.0
2024-11-14,441.7699890136719
2024-11-15,445.32000732421875
2024-11-18,445.9599914550781
2024-11-19,445.0
2024-11-20,447.57000732421875
2024-11-21,460.0199890136719
