Date,RUSHB
2022-02-28,32.67333221435547
2022-03-01,30.946666717529297
2022-03-02,31.920000076293945
2022-03-03,31.946666717529297
2022-03-04,32.11333465576172
2022-03-07,31.733333587646484
2022-03-08,31.566667556762695
2022-03-09,31.866666793823242
2022-03-10,31.84000015258789
2022-03-11,32.233333587646484
2022-03-14,33.133331298828125
2022-03-15,33.266666412353516
2022-03-16,33.72666549682617
2022-03-17,33.46666717529297
2022-03-18,32.706668853759766
2022-03-21,32.926666259765625
2022-03-22,32.86000061035156
2022-03-23,32.64666748046875
2022-03-24,32.82666778564453
2022-03-25,32.380001068115234
2022-03-28,32.400001525878906
2022-03-29,32.95333480834961
2022-03-30,32.62666702270508
2022-03-31,32.233333587646484
2022-04-01,31.65333366394043
2022-04-04,30.49333381652832
2022-04-05,30.626667022705078
2022-04-06,30.48666763305664
2022-04-07,29.69333267211914
2022-04-08,29.68666648864746
2022-04-11,29.773332595825195
2022-04-12,30.200000762939453
2022-04-13,30.913333892822266
2022-04-14,30.98666763305664
2022-04-18,30.67333221435547
2022-04-19,31.760000228881836
2022-04-20,32.18000030517578
2022-04-21,31.67333221435547
2022-04-22,31.273332595825195
2022-04-25,31.18666648864746
2022-04-26,30.266666412353516
2022-04-27,32.106666564941406
2022-04-28,33.746665954589844
2022-04-29,32.29999923706055
2022-05-02,32.119998931884766
2022-05-03,33.106666564941406
2022-05-04,34.12666702270508
2022-05-05,33.060001373291016
2022-05-06,32.733333587646484
2022-05-09,32.95333480834961
2022-05-10,32.413333892822266
2022-05-11,31.773332595825195
2022-05-12,32.09333419799805
2022-05-13,32.68000030517578
2022-05-16,32.59333419799805
2022-05-17,33.66666793823242
2022-05-18,31.64666748046875
2022-05-19,31.440000534057617
2022-05-20,30.920000076293945
2022-05-23,31.46666717529297
2022-05-24,31.793333053588867
2022-05-25,32.38666534423828
2022-05-26,32.65999984741211
2022-05-27,33.14666748046875
2022-05-31,33.00666809082031
2022-06-01,33.686668395996094
2022-06-02,34.51333236694336
2022-06-03,34.040000915527344
2022-06-06,34.99333190917969
2022-06-07,34.38666534423828
2022-06-08,34.900001525878906
2022-06-09,35.026668548583984
2022-06-10,34.01333236694336
2022-06-13,32.96666717529297
2022-06-14,33.720001220703125
2022-06-15,34.08000183105469
2022-06-16,32.086666107177734
2022-06-17,32.30666732788086
2022-06-21,33.246665954589844
2022-06-22,33.29999923706055
2022-06-23,32.526668548583984
2022-06-24,33.0
2022-06-27,34.28666687011719
2022-06-28,33.15999984741211
2022-06-29,33.29999923706055
2022-06-30,33.073333740234375
2022-07-01,34.366668701171875
2022-07-05,34.27333450317383
2022-07-06,34.5
2022-07-07,35.62666702270508
2022-07-08,35.619998931884766
2022-07-11,35.45333480834961
2022-07-12,35.67333221435547
2022-07-13,35.22666549682617
2022-07-14,35.03333282470703
2022-07-15,35.926666259765625
2022-07-18,35.426666259765625
2022-07-19,36.633331298828125
2022-07-20,37.13999938964844
2022-07-21,37.02000045776367
2022-07-22,36.62666702270508
2022-07-25,36.68000030517578
2022-07-26,37.099998474121094
2022-07-27,35.186668395996094
2022-07-28,35.973331451416016
2022-07-29,36.16666793823242
2022-08-01,36.77333450317383
2022-08-02,36.2400016784668
2022-08-03,36.59333419799805
2022-08-04,36.21333312988281
2022-08-05,36.6533317565918
2022-08-08,36.8466682434082
2022-08-09,36.70000076293945
2022-08-10,37.30666732788086
2022-08-11,37.30666732788086
