Date,RGEN
2022-12-01,188.1699981689453
2022-12-02,186.0500030517578
2022-12-05,178.61000061035156
2022-12-06,169.1300048828125
2022-12-07,170.3300018310547
2022-12-08,173.8699951171875
2022-12-09,163.32000732421875
2022-12-12,166.8800048828125
2022-12-13,177.99000549316406
2022-12-14,177.4199981689453
2022-12-15,168.25
2022-12-16,164.83999633789062
2022-12-19,162.4199981689453
2022-12-20,163.97999572753906
2022-12-21,169.25
2022-12-22,172.25999450683594
2022-12-23,167.5399932861328
2022-12-27,166.55999755859375
2022-12-28,163.82000732421875
2022-12-29,170.89999389648438
2022-12-30,169.30999755859375
2023-01-03,162.0
2023-01-04,171.0399932861328
2023-01-05,157.33999633789062
2023-01-06,154.25999450683594
2023-01-09,158.92999267578125
2023-01-10,168.4499969482422
2023-01-11,177.2899932861328
2023-01-12,177.67999267578125
2023-01-13,178.05999755859375
2023-01-17,185.6699981689453
2023-01-18,184.3000030517578
2023-01-19,184.11000061035156
2023-01-20,186.3000030517578
2023-01-23,190.80999755859375
2023-01-24,183.99000549316406
2023-01-25,181.82000732421875
2023-01-26,193.0399932861328
2023-01-27,195.14999389648438
2023-01-30,180.1699981689453
2023-01-31,185.3000030517578
2023-02-01,190.7899932861328
2023-02-02,195.17999267578125
2023-02-03,192.91000366210938
2023-02-06,192.02000427246094
2023-02-07,193.85000610351562
2023-02-08,191.44000244140625
2023-02-09,186.05999755859375
2023-02-10,183.8300018310547
2023-02-13,188.14999389648438
2023-02-14,188.36000061035156
2023-02-15,196.0
2023-02-16,198.10000610351562
2023-02-17,190.0
2023-02-21,178.0
2023-02-22,169.97999572753906
2023-02-23,183.61000061035156
2023-02-24,173.44000244140625
2023-02-27,173.27999877929688
2023-02-28,174.3699951171875
2023-03-01,176.3699951171875
2023-03-02,180.47999572753906
2023-03-03,188.0
2023-03-06,185.77000427246094
2023-03-07,185.00999450683594
2023-03-08,174.74000549316406
2023-03-09,173.60000610351562
2023-03-10,166.27000427246094
2023-03-13,169.08999633789062
2023-03-14,174.22999572753906
2023-03-15,170.67999267578125
2023-03-16,175.2899932861328
2023-03-17,170.22000122070312
2023-03-20,172.32000732421875
2023-03-21,174.0500030517578
2023-03-22,166.25
2023-03-23,162.63999938964844
2023-03-24,160.25
2023-03-27,167.0500030517578
2023-03-28,167.5800018310547
2023-03-29,169.3000030517578
2023-03-30,169.57000732421875
2023-03-31,168.36000061035156
2023-04-03,163.4499969482422
2023-04-04,162.85000610351562
2023-04-05,161.25999450683594
2023-04-06,162.33999633789062
2023-04-10,165.44000244140625
2023-04-11,170.38999938964844
2023-04-12,179.6999969482422
2023-04-13,180.30999755859375
2023-04-14,174.02999877929688
2023-04-17,173.38999938964844
2023-04-18,170.10000610351562
2023-04-19,171.4199981689453
2023-04-20,166.32000732421875
2023-04-21,166.08999633789062
2023-04-24,168.1999969482422
2023-04-25,149.5500030517578
2023-04-26,148.63999938964844
2023-04-27,145.14999389648438
2023-04-28,151.6300048828125
2023-05-01,153.5399932861328
2023-05-02,157.22999572753906
2023-05-03,163.44000244140625
2023-05-04,157.22999572753906
2023-05-05,160.16000366210938
2023-05-08,156.58999633789062
2023-05-09,157.9199981689453
2023-05-10,154.83999633789062
2023-05-11,152.33999633789062
2023-05-12,151.97999572753906
2023-05-15,154.02999877929688
2023-05-16,151.85000610351562
2023-05-17,153.02999877929688
2023-05-18,156.6300048828125
2023-05-19,159.25
2023-05-22,166.74000549316406
2023-05-23,170.0500030517578
2023-05-24,165.25999450683594
2023-05-25,167.86000061035156
2023-05-26,171.02000427246094
2023-05-30,173.33999633789062
2023-05-31,167.9199981689453
2023-06-01,167.07000732421875
2023-06-02,167.25999450683594
2023-06-05,164.92999267578125
2023-06-06,168.72000122070312
2023-06-07,172.82000732421875
2023-06-08,164.22999572753906
2023-06-09,162.19000244140625
2023-06-12,165.0500030517578
2023-06-13,165.22000122070312
2023-06-14,161.42999267578125
2023-06-15,161.05999755859375
2023-06-16,157.4600067138672
2023-06-20,151.16000366210938
2023-06-21,149.44000244140625
2023-06-22,149.7899932861328
2023-06-23,149.57000732421875
2023-06-26,150.57000732421875
2023-06-27,142.0
2023-06-28,139.08999633789062
2023-06-29,138.4199981689453
2023-06-30,141.4600067138672
2023-07-03,142.02999877929688
2023-07-05,138.77999877929688
2023-07-06,141.02999877929688
2023-07-07,141.5399932861328
2023-07-10,143.4199981689453
2023-07-11,148.08999633789062
2023-07-12,150.22999572753906
2023-07-13,149.1300048828125
2023-07-14,150.49000549316406
2023-07-17,152.1199951171875
2023-07-18,156.58999633789062
2023-07-19,158.58999633789062
2023-07-20,157.52999877929688
2023-07-21,175.33999633789062
2023-07-24,176.50999450683594
2023-07-25,174.49000549316406
2023-07-26,176.02000427246094
2023-07-27,170.99000549316406
2023-07-28,174.22000122070312
2023-07-31,171.55999755859375
2023-08-01,167.1199951171875
2023-08-02,170.47999572753906
2023-08-03,168.99000549316406
2023-08-04,172.8300018310547
2023-08-07,171.3800048828125
2023-08-08,172.8800048828125
2023-08-09,172.85000610351562
2023-08-10,172.4499969482422
2023-08-11,172.2100067138672
2023-08-14,174.8300018310547
2023-08-15,173.0399932861328
2023-08-16,167.97999572753906
2023-08-17,162.9199981689453
2023-08-18,157.8000030517578
2023-08-21,160.97000122070312
2023-08-22,161.80999755859375
2023-08-23,166.32000732421875
2023-08-24,163.1699981689453
2023-08-25,164.77000427246094
2023-08-28,166.1199951171875
2023-08-29,172.08999633789062
2023-08-30,172.55999755859375
2023-08-31,173.91000366210938
2023-09-01,175.74000549316406
2023-09-05,169.41000366210938
2023-09-06,167.75999450683594
2023-09-07,168.1999969482422
2023-09-08,161.4199981689453
2023-09-11,163.05999755859375
2023-09-12,157.8800048828125
2023-09-13,158.97000122070312
2023-09-14,165.3699951171875
2023-09-15,165.5
2023-09-18,162.94000244140625
2023-09-19,165.5
2023-09-20,168.5800018310547
2023-09-21,161.72000122070312
2023-09-22,160.5500030517578
2023-09-25,158.99000549316406
2023-09-26,158.67999267578125
2023-09-27,161.0
2023-09-28,160.2100067138672
2023-09-29,159.00999450683594
2023-10-02,154.9600067138672
2023-10-03,151.1699981689453
2023-10-04,154.13999938964844
2023-10-05,151.19000244140625
2023-10-06,153.60000610351562
2023-10-09,154.83999633789062
2023-10-10,155.22000122070312
2023-10-11,156.35000610351562
2023-10-12,154.72000122070312
2023-10-13,152.74000549316406
2023-10-16,153.16000366210938
2023-10-17,145.8800048828125
2023-10-18,142.50999450683594
2023-10-19,146.27999877929688
2023-10-20,145.97000122070312
2023-10-23,143.77000427246094
2023-10-24,139.77999877929688
2023-10-25,124.41999816894531
2023-10-26,122.5
2023-10-27,119.58000183105469
2023-10-30,114.16999816894531
2023-10-31,134.55999755859375
2023-11-01,131.4600067138672
2023-11-02,136.5399932861328
2023-11-03,150.36000061035156
2023-11-06,143.9499969482422
2023-11-07,150.9499969482422
2023-11-08,147.8800048828125
2023-11-09,146.99000549316406
2023-11-10,147.55999755859375
2023-11-13,145.6999969482422
2023-11-14,153.7899932861328
2023-11-15,155.92999267578125
2023-11-16,151.50999450683594
2023-11-17,150.60000610351562
2023-11-20,155.63999938964844
2023-11-21,157.0
2023-11-22,160.2100067138672
2023-11-24,161.77999877929688
2023-11-27,159.4600067138672
2023-11-28,156.89999389648438
2023-11-29,159.49000549316406
2023-11-30,157.25
2023-12-01,164.94000244140625
2023-12-04,161.5
2023-12-05,154.5500030517578
2023-12-06,156.1999969482422
2023-12-07,161.8699951171875
2023-12-08,159.27000427246094
2023-12-11,160.74000549316406
2023-12-12,162.9499969482422
2023-12-13,174.9199981689453
2023-12-14,180.41000366210938
2023-12-15,181.22000122070312
2023-12-18,176.75999450683594
2023-12-19,182.10000610351562
2023-12-20,179.82000732421875
2023-12-21,182.08999633789062
2023-12-22,182.72000122070312
2023-12-26,183.6300048828125
2023-12-27,183.7100067138672
2023-12-28,185.35000610351562
2023-12-29,179.8000030517578
2024-01-02,179.2899932861328
2024-01-03,171.57000732421875
2024-01-04,171.57000732421875
2024-01-05,171.6300048828125
2024-01-08,176.8800048828125
2024-01-09,173.13999938964844
2024-01-10,178.16000366210938
2024-01-11,178.61000061035156
2024-01-12,173.2100067138672
2024-01-16,172.75999450683594
2024-01-17,170.77999877929688
2024-01-18,174.1999969482422
2024-01-19,178.02000427246094
2024-01-22,184.22000122070312
2024-01-23,187.0500030517578
2024-01-24,181.75
2024-01-25,185.50999450683594
2024-01-26,193.39999389648438
2024-01-29,192.2100067138672
2024-01-30,193.49000549316406
2024-01-31,189.39999389648438
2024-02-01,192.7100067138672
2024-02-02,196.1699981689453
2024-02-05,196.10000610351562
2024-02-06,200.52000427246094
2024-02-07,201.75
2024-02-08,203.99000549316406
2024-02-09,205.0
2024-02-12,205.6999969482422
2024-02-13,198.4600067138672
2024-02-14,206.0399932861328
2024-02-15,206.02999877929688
2024-02-16,208.4199981689453
2024-02-20,199.72999572753906
2024-02-21,194.10000610351562
2024-02-22,193.39999389648438
2024-02-23,196.52000427246094
2024-02-26,191.7899932861328
2024-02-27,192.7100067138672
2024-02-28,195.94000244140625
2024-02-29,193.99000549316406
2024-03-01,195.52000427246094
2024-03-04,195.72000122070312
2024-03-05,192.07000732421875
2024-03-06,195.1300048828125
2024-03-07,198.4600067138672
2024-03-08,195.47000122070312
2024-03-11,193.13999938964844
2024-03-12,192.75999450683594
2024-03-13,194.38999938964844
2024-03-14,193.5800018310547
2024-03-15,189.92999267578125
2024-03-18,194.25
2024-03-19,198.69000244140625
2024-03-20,196.72000122070312
2024-03-21,199.74000549316406
2024-03-22,198.02999877929688
2024-03-25,184.8800048828125
2024-03-26,183.83999633789062
2024-03-27,184.75
2024-03-28,183.9199981689453
2024-04-01,182.9499969482422
2024-04-02,177.9199981689453
2024-04-03,177.32000732421875
2024-04-04,172.94000244140625
2024-04-05,173.80999755859375
2024-04-08,174.0500030517578
2024-04-09,181.9199981689453
2024-04-10,176.0
2024-04-11,176.0800018310547
2024-04-12,171.52999877929688
2024-04-15,166.38999938964844
2024-04-16,164.1699981689453
2024-04-17,160.97999572753906
2024-04-18,157.05999755859375
2024-04-19,157.13999938964844
2024-04-22,157.47999572753906
2024-04-23,171.27999877929688
2024-04-24,167.86000061035156
2024-04-25,165.66000366210938
2024-04-26,166.5800018310547
2024-04-29,166.13999938964844
2024-04-30,164.1999969482422
2024-05-01,158.36000061035156
2024-05-02,166.30999755859375
2024-05-03,167.0500030517578
2024-05-06,168.0399932861328
2024-05-07,167.72000122070312
2024-05-08,165.5
2024-05-09,164.88999938964844
2024-05-10,166.80999755859375
2024-05-13,163.33999633789062
2024-05-14,172.47999572753906
2024-05-15,176.02999877929688
2024-05-16,171.02999877929688
2024-05-17,171.94000244140625
2024-05-20,171.77999877929688
2024-05-21,166.89999389648438
2024-05-22,165.1300048828125
2024-05-23,158.77999877929688
2024-05-24,158.16000366210938
2024-05-28,156.75
2024-05-29,152.05999755859375
2024-05-30,148.17999267578125
2024-05-31,149.08999633789062
2024-06-03,150.35000610351562
2024-06-04,147.75
2024-06-05,150.6999969482422
2024-06-06,148.5399932861328
2024-06-07,145.77999877929688
2024-06-10,141.22999572753906
2024-06-11,140.67999267578125
2024-06-12,142.8699951171875
2024-06-13,125.94000244140625
2024-06-14,125.62000274658203
2024-06-17,124.3499984741211
2024-06-18,123.0
2024-06-20,120.0
2024-06-21,125.31999969482422
2024-06-24,123.6500015258789
2024-06-25,123.1500015258789
2024-06-26,127.0
2024-06-27,126.58999633789062
2024-06-28,126.05999755859375
2024-07-01,123.31999969482422
2024-07-02,120.13999938964844
2024-07-03,120.7699966430664
2024-07-05,120.08000183105469
2024-07-08,119.79000091552734
2024-07-09,120.81999969482422
2024-07-10,120.94999694824219
2024-07-11,126.16999816894531
2024-07-12,125.91999816894531
2024-07-15,122.5999984741211
2024-07-16,135.0
2024-07-17,132.30999755859375
2024-07-18,127.62999725341797
2024-07-19,123.80999755859375
2024-07-22,129.5800018310547
2024-07-23,132.67999267578125
2024-07-24,131.38999938964844
2024-07-25,132.36000061035156
2024-07-26,140.7899932861328
2024-07-29,138.0
2024-07-30,160.58999633789062
2024-07-31,167.35000610351562
2024-08-01,165.6699981689453
2024-08-02,161.6699981689453
2024-08-05,162.1999969482422
2024-08-06,163.75
2024-08-07,162.49000549316406
2024-08-08,166.7899932861328
2024-08-09,165.16000366210938
2024-08-12,163.5800018310547
2024-08-13,164.5399932861328
2024-08-14,160.3000030517578
2024-08-15,162.61000061035156
2024-08-16,147.5500030517578
2024-08-19,153.82000732421875
2024-08-20,150.25999450683594
2024-08-21,152.9499969482422
2024-08-22,148.0800018310547
2024-08-23,146.8000030517578
2024-08-26,146.66000366210938
2024-08-27,146.02999877929688
2024-08-28,145.42999267578125
2024-08-29,150.75
2024-08-30,150.92999267578125
2024-09-03,141.7899932861328
2024-09-04,144.47999572753906
2024-09-05,145.1699981689453
2024-09-06,147.07000732421875
2024-09-09,144.49000549316406
2024-09-10,146.6999969482422
2024-09-11,143.39999389648438
2024-09-12,141.92999267578125
2024-09-13,139.99000549316406
2024-09-16,140.0
2024-09-17,136.38999938964844
2024-09-18,142.02999877929688
2024-09-19,145.77999877929688
2024-09-20,142.97000122070312
2024-09-23,140.42999267578125
2024-09-24,142.85000610351562
2024-09-25,139.60000610351562
2024-09-26,147.17999267578125
2024-09-27,145.92999267578125
2024-09-30,148.82000732421875
2024-10-01,145.74000549316406
2024-10-02,143.22999572753906
2024-10-03,139.0399932861328
2024-10-04,136.7100067138672
2024-10-07,136.58999633789062
2024-10-08,135.02000427246094
2024-10-09,136.5500030517578
2024-10-10,134.49000549316406
2024-10-11,138.82000732421875
2024-10-14,143.0500030517578
2024-10-15,144.97999572753906
2024-10-16,138.1699981689453
2024-10-17,142.13999938964844
2024-10-18,146.9499969482422
2024-10-21,149.2100067138672
2024-10-22,144.13999938964844
2024-10-23,137.47999572753906
2024-10-24,135.17999267578125
2024-10-25,135.4499969482422
2024-10-28,137.2100067138672
2024-10-29,134.8699951171875
2024-10-30,136.3800048828125
2024-10-31,134.27000427246094
2024-11-01,138.61000061035156
2024-11-04,139.52999877929688
2024-11-05,145.9499969482422
2024-11-06,145.92999267578125
2024-11-07,143.8800048828125
2024-11-08,140.6999969482422
2024-11-11,139.50999450683594
2024-11-12,148.58999633789062
2024-11-13,150.47000122070312
2024-11-14,142.42999267578125
2024-11-15,124.7300033569336
2024-11-18,123.41000366210938
2024-11-19,128.49000549316406
2024-11-20,138.89999389648438
2024-11-21,141.75999450683594
