Date,FCNCO
2022-02-28,24.93000030517578
2022-03-01,25.469999313354492
2022-03-02,25.3700008392334
2022-03-03,25.31999969482422
2022-03-04,25.31999969482422
2022-03-07,24.899999618530273
2022-03-08,24.670000076293945
2022-03-09,24.579999923706055
2022-03-10,24.450000762939453
2022-03-11,24.209999084472656
2022-03-14,23.649999618530273
2022-03-15,24.1200008392334
2022-03-16,24.135000228881836
2022-03-17,24.100000381469727
2022-03-18,24.040000915527344
2022-03-21,24.0
2022-03-22,24.017000198364258
2022-03-23,24.13800048828125
2022-03-24,24.100000381469727
2022-03-25,23.780000686645508
2022-03-28,24.020000457763672
2022-03-29,24.489999771118164
2022-03-30,24.6200008392334
2022-03-31,24.959999084472656
2022-04-01,24.68000030517578
2022-04-04,24.559999465942383
2022-04-05,24.100000381469727
2022-04-06,23.90999984741211
2022-04-07,24.1200008392334
2022-04-08,24.350000381469727
2022-04-11,23.600000381469727
2022-04-12,23.600000381469727
2022-04-13,24.43000030517578
2022-04-14,23.920000076293945
2022-04-18,23.979999542236328
2022-04-19,23.700000762939453
2022-04-20,23.90999984741211
2022-04-21,23.649999618530273
2022-04-22,23.548999786376953
2022-04-25,23.170000076293945
2022-04-26,23.399999618530273
2022-04-27,22.760000228881836
2022-04-28,22.979999542236328
2022-04-29,22.989999771118164
2022-05-02,22.510000228881836
2022-05-03,22.280000686645508
2022-05-04,22.700000762939453
2022-05-05,22.56999969482422
2022-05-06,22.100000381469727
2022-05-09,21.690000534057617
2022-05-10,22.1200008392334
2022-05-11,22.190000534057617
2022-05-12,22.25
2022-05-13,22.600000381469727
2022-05-16,22.6200008392334
2022-05-17,22.780000686645508
2022-05-18,22.649999618530273
2022-05-19,22.670000076293945
2022-05-20,22.399999618530273
2022-05-23,22.545000076293945
2022-05-24,22.739999771118164
2022-05-25,23.510000228881836
2022-05-26,23.89699935913086
2022-05-27,24.1200008392334
2022-05-31,23.989999771118164
2022-06-01,23.780000686645508
2022-06-02,23.649999618530273
2022-06-03,23.3799991607666
2022-06-06,23.149999618530273
2022-06-07,23.149999618530273
2022-06-08,23.549999237060547
2022-06-09,23.329999923706055
2022-06-10,22.739999771118164
2022-06-13,21.809999465942383
2022-06-14,21.75
2022-06-15,22.059999465942383
2022-06-16,21.6200008392334
2022-06-17,21.812999725341797
2022-06-21,21.799999237060547
2022-06-22,22.290000915527344
2022-06-23,22.2189998626709
2022-06-24,22.5
2022-06-27,22.770000457763672
2022-06-28,22.709999084472656
2022-06-29,23.06999969482422
2022-06-30,22.56999969482422
2022-07-01,22.459999084472656
2022-07-05,22.350000381469727
2022-07-06,22.440000534057617
2022-07-07,22.350000381469727
2022-07-08,22.621000289916992
2022-07-11,22.5
2022-07-12,22.655000686645508
2022-07-13,22.5
2022-07-14,22.31999969482422
2022-07-15,22.320999145507812
2022-07-18,22.360000610351562
2022-07-19,22.690000534057617
2022-07-20,22.75
2022-07-21,22.985000610351562
2022-07-22,23.149999618530273
2022-07-25,23.229999542236328
2022-07-26,23.489999771118164
2022-07-27,23.670000076293945
2022-07-28,23.459999084472656
2022-07-29,24.15999984741211
2022-08-01,24.104000091552734
2022-08-02,24.0
2022-08-03,23.940000534057617
2022-08-04,24.079999923706055
2022-08-05,23.665000915527344
2022-08-08,23.639999389648438
2022-08-09,23.389999389648438
2022-08-10,23.85700035095215
2022-08-11,23.760000228881836
2022-08-12,23.780000686645508
2022-08-15,23.860000610351562
2022-08-16,23.979999542236328
2022-08-17,23.545000076293945
2022-08-18,23.489999771118164
2022-08-19,23.079999923706055
2022-08-22,22.799999237060547
2022-08-23,22.3700008392334
2022-08-24,22.479999542236328
2022-08-25,23.042999267578125
2022-08-26,22.790000915527344
2022-08-29,22.875
2022-08-30,22.59000015258789
2022-08-31,22.280000686645508
2022-09-01,22.299999237060547
2022-09-02,22.329999923706055
2022-09-06,22.145000457763672
2022-09-07,22.25
2022-09-08,21.959999084472656
2022-09-09,22.25
2022-09-12,22.468000411987305
2022-09-13,22.299999237060547
2022-09-14,22.110000610351562
2022-09-15,21.93000030517578
2022-09-16,21.899999618530273
2022-09-19,21.950000762939453
2022-09-20,21.816999435424805
2022-09-21,21.864999771118164
2022-09-22,21.658000946044922
2022-09-23,21.229999542236328
2022-09-26,21.0
2022-09-27,21.139999389648438
2022-09-28,21.520000457763672
2022-09-29,21.270000457763672
2022-09-30,21.850000381469727
2022-10-03,21.6200008392334
2022-10-04,21.899999618530273
2022-10-05,21.770000457763672
2022-10-06,21.6200008392334
2022-10-07,21.290000915527344
2022-10-10,21.010000228881836
2022-10-11,20.690000534057617
2022-10-12,20.649999618530273
