Date,INTA
2022-02-28,23.059999465942383
2022-03-01,23.239999771118164
2022-03-02,23.170000076293945
2022-03-03,22.829999923706055
2022-03-04,21.479999542236328
2022-03-07,22.860000610351562
2022-03-08,22.389999389648438
2022-03-09,24.0
2022-03-10,24.25
2022-03-11,23.0
2022-03-14,22.18000030517578
2022-03-15,23.0
2022-03-16,23.899999618530273
2022-03-17,24.489999771118164
2022-03-18,24.200000762939453
2022-03-21,22.440000534057617
2022-03-22,23.06999969482422
2022-03-23,21.770000457763672
2022-03-24,21.59000015258789
2022-03-25,21.06999969482422
2022-03-28,21.889999389648438
2022-03-29,23.5
2022-03-30,24.270000457763672
2022-03-31,24.010000228881836
2022-04-01,24.260000228881836
2022-04-04,24.8700008392334
2022-04-05,24.079999923706055
2022-04-06,23.790000915527344
2022-04-07,23.709999084472656
2022-04-08,23.18000030517578
2022-04-11,23.489999771118164
2022-04-12,24.25
2022-04-13,25.0
2022-04-14,24.790000915527344
2022-04-18,24.5
2022-04-19,25.719999313354492
2022-04-20,25.020000457763672
2022-04-21,24.420000076293945
2022-04-22,24.5
2022-04-25,25.25
2022-04-26,24.139999389648438
2022-04-27,24.530000686645508
2022-04-28,25.31999969482422
2022-04-29,24.940000534057617
2022-05-02,25.1200008392334
2022-05-03,24.520000457763672
2022-05-04,27.790000915527344
2022-05-05,26.260000228881836
2022-05-06,25.760000228881836
2022-05-09,25.299999237060547
2022-05-10,21.799999237060547
2022-05-11,19.549999237060547
2022-05-12,20.350000381469727
2022-05-13,20.799999237060547
2022-05-16,20.760000228881836
2022-05-17,21.479999542236328
2022-05-18,21.399999618530273
2022-05-19,22.610000610351562
2022-05-20,22.190000534057617
2022-05-23,22.049999237060547
2022-05-24,20.40999984741211
2022-05-25,20.479999542236328
2022-05-26,20.579999923706055
2022-05-27,20.790000915527344
2022-05-31,19.8799991607666
2022-06-01,20.059999465942383
2022-06-02,20.579999923706055
2022-06-03,19.75
2022-06-06,19.3799991607666
2022-06-07,19.329999923706055
2022-06-08,18.719999313354492
2022-06-09,17.829999923706055
2022-06-10,16.799999237060547
2022-06-13,15.600000381469727
2022-06-14,14.800000190734863
2022-06-15,14.6899995803833
2022-06-16,13.890000343322754
2022-06-17,13.949999809265137
2022-06-21,13.819999694824219
2022-06-22,14.260000228881836
2022-06-23,14.579999923706055
2022-06-24,15.420000076293945
2022-06-27,15.369999885559082
2022-06-28,14.479999542236328
2022-06-29,14.699999809265137
2022-06-30,14.640000343322754
2022-07-01,14.670000076293945
2022-07-05,15.529999732971191
2022-07-06,15.420000076293945
2022-07-07,16.540000915527344
2022-07-08,16.389999389648438
2022-07-11,15.619999885559082
2022-07-12,15.09000015258789
2022-07-13,14.90999984741211
2022-07-14,14.720000267028809
2022-07-15,14.890000343322754
2022-07-18,14.0600004196167
2022-07-19,14.359999656677246
2022-07-20,15.420000076293945
2022-07-21,15.779999732971191
2022-07-22,15.09000015258789
2022-07-25,15.029999732971191
2022-07-26,14.539999961853027
2022-07-27,14.90999984741211
2022-07-28,14.989999771118164
2022-07-29,15.170000076293945
2022-08-01,14.760000228881836
2022-08-02,15.479999542236328
2022-08-03,15.899999618530273
2022-08-04,16.030000686645508
2022-08-05,15.720000267028809
2022-08-08,15.9399995803833
2022-08-09,15.579999923706055
2022-08-10,16.31999969482422
2022-08-11,16.15999984741211
2022-08-12,16.649999618530273
2022-08-15,16.56999969482422
2022-08-16,16.350000381469727
2022-08-17,15.359999656677246
2022-08-18,15.239999771118164
2022-08-19,14.75
2022-08-22,14.9399995803833
2022-08-23,14.569999694824219
2022-08-24,14.949999809265137
2022-08-25,15.329999923706055
2022-08-26,14.359999656677246
2022-08-29,14.300000190734863
2022-08-30,14.199999809265137
2022-08-31,14.489999771118164
2022-09-01,14.100000381469727
2022-09-02,13.850000381469727
2022-09-06,13.729999542236328
2022-09-07,14.699999809265137
2022-09-08,15.949999809265137
2022-09-09,17.049999237060547
2022-09-12,17.469999313354492
2022-09-13,16.81999969482422
2022-09-14,16.079999923706055
2022-09-15,16.850000381469727
2022-09-16,16.610000610351562
2022-09-19,16.719999313354492
2022-09-20,16.510000228881836
2022-09-21,17.219999313354492
2022-09-22,16.600000381469727
2022-09-23,17.459999084472656
2022-09-26,16.950000762939453
2022-09-27,17.8799991607666
2022-09-28,18.809999465942383
2022-09-29,18.93000030517578
2022-09-30,18.670000076293945
2022-10-03,18.8799991607666
2022-10-04,20.049999237060547
2022-10-05,19.760000228881836
2022-10-06,20.579999923706055
2022-10-07,19.420000076293945
2022-10-10,18.690000534057617
2022-10-11,18.440000534057617
2022-10-12,19.1200008392334
2022-10-13,19.770000457763672
2022-10-14,19.709999084472656
2022-10-17,20.65999984741211
2022-10-18,20.43000030517578
2022-10-19,20.350000381469727
2022-10-20,20.850000381469727
