Date,WDFC
2022-02-28,211.88999938964844
2022-03-01,210.00999450683594
2022-03-02,208.32000732421875
2022-03-03,208.7100067138672
2022-03-04,207.3300018310547
2022-03-07,205.74000549316406
2022-03-08,198.14999389648438
2022-03-09,201.61000061035156
2022-03-10,194.25999450683594
2022-03-11,190.0
2022-03-14,188.67999267578125
2022-03-15,188.61000061035156
2022-03-16,193.4199981689453
2022-03-17,187.02999877929688
2022-03-18,189.0
2022-03-21,189.9199981689453
2022-03-22,190.11000061035156
2022-03-23,185.47999572753906
2022-03-24,185.41000366210938
2022-03-25,185.22000122070312
2022-03-28,185.22000122070312
2022-03-29,188.5
2022-03-30,184.77000427246094
2022-03-31,183.22999572753906
2022-04-01,185.00999450683594
2022-04-04,183.67999267578125
2022-04-05,177.7100067138672
2022-04-06,174.77999877929688
2022-04-07,174.50999450683594
2022-04-08,186.8800048828125
2022-04-11,191.5500030517578
2022-04-12,185.66000366210938
2022-04-13,186.36000061035156
2022-04-14,189.24000549316406
2022-04-18,189.08999633789062
2022-04-19,192.2100067138672
2022-04-20,191.9199981689453
2022-04-21,192.5800018310547
2022-04-22,191.7100067138672
2022-04-25,192.41000366210938
2022-04-26,187.19000244140625
2022-04-27,187.24000549316406
2022-04-28,187.44000244140625
2022-04-29,183.97999572753906
2022-05-02,183.3300018310547
2022-05-03,179.3699951171875
2022-05-04,182.9199981689453
2022-05-05,182.5
2022-05-06,182.02999877929688
2022-05-09,190.13999938964844
2022-05-10,185.1999969482422
2022-05-11,176.8000030517578
2022-05-12,186.1699981689453
2022-05-13,185.6999969482422
2022-05-16,181.30999755859375
2022-05-17,183.14999389648438
2022-05-18,176.30999755859375
2022-05-19,173.86000061035156
2022-05-20,176.27000427246094
2022-05-23,178.27000427246094
2022-05-24,180.22999572753906
2022-05-25,182.0500030517578
2022-05-26,183.77000427246094
2022-05-27,186.8800048828125
2022-05-31,188.7899932861328
2022-06-01,188.07000732421875
2022-06-02,192.1699981689453
2022-06-03,191.35000610351562
2022-06-06,191.52999877929688
2022-06-07,192.7899932861328
2022-06-08,192.27999877929688
2022-06-09,187.77999877929688
2022-06-10,186.52999877929688
2022-06-13,182.97999572753906
2022-06-14,178.6999969482422
2022-06-15,182.22999572753906
2022-06-16,179.85000610351562
2022-06-17,181.91000366210938
2022-06-21,182.97999572753906
2022-06-22,192.97000122070312
2022-06-23,204.97999572753906
2022-06-24,205.39999389648438
2022-06-27,201.69000244140625
2022-06-28,197.30999755859375
2022-06-29,200.0800018310547
2022-06-30,201.36000061035156
2022-07-01,199.77999877929688
2022-07-05,197.85000610351562
2022-07-06,202.1699981689453
2022-07-07,204.85000610351562
2022-07-08,174.3000030517578
2022-07-11,166.91000366210938
2022-07-12,168.41000366210938
2022-07-13,170.1300048828125
2022-07-14,164.6699981689453
2022-07-15,168.11000061035156
2022-07-18,180.13999938964844
2022-07-19,184.13999938964844
2022-07-20,181.33999633789062
2022-07-21,181.38999938964844
2022-07-22,180.3300018310547
2022-07-25,178.5399932861328
2022-07-26,177.64999389648438
2022-07-27,175.91000366210938
2022-07-28,176.82000732421875
2022-07-29,177.3699951171875
2022-08-01,180.63999938964844
2022-08-02,179.41000366210938
2022-08-03,181.66000366210938
2022-08-04,178.1999969482422
2022-08-05,178.00999450683594
2022-08-08,186.36000061035156
2022-08-09,184.58999633789062
2022-08-10,188.0
2022-08-11,190.80999755859375
2022-08-12,196.41000366210938
2022-08-15,205.77000427246094
2022-08-16,208.35000610351562
2022-08-17,208.2100067138672
2022-08-18,208.64999389648438
2022-08-19,205.67999267578125
2022-08-22,200.22000122070312
2022-08-23,199.08999633789062
2022-08-24,199.27000427246094
2022-08-25,202.4600067138672
2022-08-26,191.0500030517578
2022-08-29,191.2899932861328
2022-08-30,189.33999633789062
2022-08-31,189.16000366210938
2022-09-01,189.1699981689453
2022-09-02,183.36000061035156
2022-09-06,184.5
2022-09-07,190.72000122070312
2022-09-08,187.6699981689453
2022-09-09,190.5800018310547
2022-09-12,192.1699981689453
2022-09-13,187.5
2022-09-14,186.67999267578125
2022-09-15,188.17999267578125
2022-09-16,188.4199981689453
2022-09-19,189.07000732421875
2022-09-20,186.77999877929688
2022-09-21,186.57000732421875
2022-09-22,184.11000061035156
2022-09-23,181.91000366210938
2022-09-26,181.66000366210938
2022-09-27,181.61000061035156
2022-09-28,183.99000549316406
2022-09-29,179.16000366210938
2022-09-30,175.74000549316406
2022-10-03,177.91000366210938
2022-10-04,183.66000366210938
2022-10-05,186.38999938964844
2022-10-06,177.6300048828125
2022-10-07,176.55999755859375
2022-10-10,173.22999572753906
2022-10-11,179.08999633789062
2022-10-12,176.47999572753906
2022-10-13,172.72000122070312
2022-10-14,169.07000732421875
2022-10-17,173.52000427246094
2022-10-18,175.6699981689453
2022-10-19,171.61000061035156
2022-10-20,151.11000061035156
2022-10-21,151.50999450683594
2022-10-24,148.3800048828125
2022-10-25,155.72999572753906
2022-10-26,158.16000366210938
2022-10-27,156.67999267578125
2022-10-28,163.16000366210938
2022-10-31,160.16000366210938
2022-11-01,156.19000244140625
2022-11-02,154.10000610351562
2022-11-03,153.3000030517578
2022-11-04,158.61000061035156
2022-11-07,160.25
2022-11-08,161.25
2022-11-09,160.30999755859375
2022-11-10,168.75
2022-11-11,170.00999450683594
2022-11-14,169.8699951171875
2022-11-15,174.5399932861328
2022-11-16,173.80999755859375
2022-11-17,172.19000244140625
2022-11-18,174.36000061035156
2022-11-21,175.9199981689453
2022-11-22,174.74000549316406
2022-11-23,174.0800018310547
2022-11-25,175.3300018310547
2022-11-28,171.9499969482422
2022-11-29,168.55999755859375
2022-11-30,167.5
2022-12-01,171.02000427246094
2022-12-02,173.00999450683594
2022-12-05,172.5
2022-12-06,167.36000061035156
2022-12-07,166.85000610351562
2022-12-08,167.9199981689453
2022-12-09,166.27999877929688
2022-12-12,168.57000732421875
2022-12-13,166.52000427246094
2022-12-14,165.6199951171875
2022-12-15,160.32000732421875
2022-12-16,160.42999267578125
2022-12-19,159.72000122070312
2022-12-20,160.3300018310547
2022-12-21,163.0
2022-12-22,161.17999267578125
2022-12-23,160.85000610351562
2022-12-27,160.89999389648438
2022-12-28,160.17999267578125
2022-12-29,162.63999938964844
2022-12-30,161.2100067138672
2023-01-03,163.0500030517578
2023-01-04,161.17999267578125
2023-01-05,162.58999633789062
2023-01-06,161.1300048828125
2023-01-09,162.60000610351562
2023-01-10,164.2899932861328
2023-01-11,169.4199981689453
2023-01-12,171.6199951171875
2023-01-13,174.63999938964844
2023-01-17,174.63999938964844
2023-01-18,169.58999633789062
2023-01-19,168.0
2023-01-20,176.7100067138672
2023-01-23,174.77999877929688
2023-01-24,173.88999938964844
2023-01-25,173.3699951171875
2023-01-26,172.7100067138672
2023-01-27,172.9600067138672
2023-01-30,171.94000244140625
2023-01-31,174.5399932861328
2023-02-01,178.1199951171875
2023-02-02,186.25999450683594
2023-02-03,181.4600067138672
2023-02-06,175.85000610351562
2023-02-07,177.6199951171875
2023-02-08,173.5399932861328
2023-02-09,171.3000030517578
2023-02-10,173.47000122070312
2023-02-13,178.64999389648438
2023-02-14,177.6999969482422
2023-02-15,177.6999969482422
2023-02-16,175.0
2023-02-17,175.7899932861328
2023-02-21,173.35000610351562
2023-02-22,174.9600067138672
2023-02-23,174.44000244140625
