Date,WDFC
2023-02-24,172.50999450683594
2023-02-27,173.27999877929688
2023-02-28,173.42999267578125
2023-03-01,171.5500030517578
2023-03-02,171.6300048828125
2023-03-03,172.9499969482422
2023-03-06,169.6699981689453
2023-03-07,171.1199951171875
2023-03-08,169.50999450683594
2023-03-09,168.6999969482422
2023-03-10,169.3300018310547
2023-03-13,170.42999267578125
2023-03-14,172.91000366210938
2023-03-15,173.7100067138672
2023-03-16,175.6999969482422
2023-03-17,171.88999938964844
2023-03-20,176.49000549316406
2023-03-21,174.00999450683594
2023-03-22,170.3800048828125
2023-03-23,170.22000122070312
2023-03-24,173.2899932861328
2023-03-27,172.75999450683594
2023-03-28,172.52000427246094
2023-03-29,172.52999877929688
2023-03-30,175.36000061035156
2023-03-31,178.0500030517578
2023-04-03,176.9499969482422
2023-04-04,176.47000122070312
2023-04-05,178.6699981689453
2023-04-06,178.61000061035156
2023-04-10,172.35000610351562
2023-04-11,173.9499969482422
2023-04-12,177.0800018310547
2023-04-13,179.3800048828125
2023-04-14,180.60000610351562
2023-04-17,186.41000366210938
2023-04-18,187.61000061035156
2023-04-19,189.5500030517578
2023-04-20,189.42999267578125
2023-04-21,197.3000030517578
2023-04-24,196.7100067138672
2023-04-25,197.10000610351562
2023-04-26,191.5500030517578
2023-04-27,192.6199951171875
2023-04-28,190.39999389648438
2023-05-01,187.36000061035156
2023-05-02,181.6300048828125
2023-05-03,183.94000244140625
2023-05-04,189.38999938964844
2023-05-05,184.49000549316406
2023-05-08,184.5800018310547
2023-05-09,189.49000549316406
2023-05-10,198.91000366210938
2023-05-11,194.49000549316406
2023-05-12,192.49000549316406
2023-05-15,189.89999389648438
2023-05-16,189.49000549316406
2023-05-17,191.02999877929688
2023-05-18,191.99000549316406
2023-05-19,192.44000244140625
2023-05-22,192.8000030517578
2023-05-23,189.17999267578125
2023-05-24,190.60000610351562
2023-05-25,189.92999267578125
2023-05-26,190.4499969482422
2023-05-30,191.6199951171875
2023-05-31,189.64999389648438
2023-06-01,192.11000061035156
2023-06-02,197.5500030517578
2023-06-05,187.80999755859375
2023-06-06,188.99000549316406
2023-06-07,190.5399932861328
2023-06-08,192.02000427246094
2023-06-09,190.9199981689453
2023-06-12,194.91000366210938
2023-06-13,195.08999633789062
2023-06-14,198.80999755859375
2023-06-15,202.69000244140625
2023-06-16,201.11000061035156
2023-06-20,194.6699981689453
2023-06-21,191.6199951171875
2023-06-22,188.99000549316406
2023-06-23,184.1199951171875
2023-06-26,185.0500030517578
2023-06-27,185.94000244140625
2023-06-28,184.94000244140625
2023-06-29,186.5399932861328
2023-06-30,188.64999389648438
2023-07-03,189.2899932861328
2023-07-05,186.25
2023-07-06,185.08999633789062
2023-07-07,189.86000061035156
2023-07-10,193.8000030517578
2023-07-11,229.6300048828125
2023-07-12,222.72999572753906
2023-07-13,222.8000030517578
2023-07-14,224.55999755859375
2023-07-17,224.5399932861328
2023-07-18,224.6699981689453
2023-07-19,222.5800018310547
2023-07-20,216.69000244140625
2023-07-21,218.57000732421875
2023-07-24,222.3699951171875
2023-07-25,226.64999389648438
2023-07-26,226.25
2023-07-27,227.4600067138672
2023-07-28,228.6999969482422
2023-07-31,229.5
2023-08-01,230.7899932861328
2023-08-02,229.9499969482422
2023-08-03,227.02000427246094
2023-08-04,224.92999267578125
2023-08-07,225.1199951171875
2023-08-08,222.63999938964844
2023-08-09,221.94000244140625
2023-08-10,221.0500030517578
2023-08-11,221.8699951171875
2023-08-14,221.60000610351562
2023-08-15,222.75
2023-08-16,219.02000427246094
2023-08-17,215.17999267578125
2023-08-18,214.61000061035156
2023-08-21,216.77999877929688
2023-08-22,219.72999572753906
2023-08-23,222.14999389648438
2023-08-24,217.86000061035156
2023-08-25,219.8800048828125
2023-08-28,218.92999267578125
2023-08-29,217.22999572753906
2023-08-30,216.80999755859375
2023-08-31,214.8699951171875
2023-09-01,210.8000030517578
2023-09-05,203.52999877929688
2023-09-06,203.39999389648438
2023-09-07,205.80999755859375
2023-09-08,203.13999938964844
2023-09-11,204.22000122070312
2023-09-12,202.39999389648438
2023-09-13,201.72999572753906
2023-09-14,204.14999389648438
2023-09-15,205.6699981689453
2023-09-18,207.11000061035156
2023-09-19,207.4499969482422
2023-09-20,207.00999450683594
2023-09-21,202.6699981689453
2023-09-22,201.4199981689453
2023-09-25,200.9199981689453
2023-09-26,199.05999755859375
2023-09-27,200.52000427246094
2023-09-28,203.52999877929688
2023-09-29,203.24000549316406
2023-10-02,201.27000427246094
2023-10-03,199.49000549316406
2023-10-04,201.25999450683594
2023-10-05,202.19000244140625
2023-10-06,203.27999877929688
2023-10-09,204.1199951171875
2023-10-10,206.10000610351562
2023-10-11,201.61000061035156
2023-10-12,199.67999267578125
2023-10-13,201.10000610351562
2023-10-16,203.63999938964844
2023-10-17,205.50999450683594
2023-10-18,206.9199981689453
2023-10-19,204.22000122070312
2023-10-20,203.4199981689453
2023-10-23,210.39999389648438
2023-10-24,211.33999633789062
2023-10-25,209.9499969482422
2023-10-26,211.25
2023-10-27,210.38999938964844
2023-10-30,212.7899932861328
2023-10-31,211.39999389648438
2023-11-01,212.30999755859375
2023-11-02,219.3000030517578
2023-11-03,219.66000366210938
2023-11-06,220.97999572753906
2023-11-07,222.02999877929688
2023-11-08,217.6699981689453
2023-11-09,216.0399932861328
2023-11-10,218.39999389648438
2023-11-13,217.91000366210938
2023-11-14,224.30999755859375
2023-11-15,224.10000610351562
2023-11-16,222.27999877929688
2023-11-17,221.08999633789062
2023-11-20,224.35000610351562
2023-11-21,232.1199951171875
2023-11-22,239.0800018310547
2023-11-24,243.24000549316406
2023-11-27,242.02999877929688
2023-11-28,241.72000122070312
2023-11-29,239.50999450683594
2023-11-30,241.8800048828125
2023-12-01,240.8300018310547
2023-12-04,243.10000610351562
2023-12-05,237.52999877929688
2023-12-06,234.75999450683594
2023-12-07,237.02999877929688
2023-12-08,239.5399932861328
2023-12-11,238.55999755859375
2023-12-12,238.39999389648438
2023-12-13,240.64999389648438
2023-12-14,239.02000427246094
2023-12-15,235.2899932861328
2023-12-18,238.22999572753906
2023-12-19,241.6999969482422
2023-12-20,236.0800018310547
2023-12-21,237.6699981689453
2023-12-22,239.92999267578125
2023-12-26,243.14999389648438
2023-12-27,241.69000244140625
2023-12-28,241.11000061035156
2023-12-29,239.07000732421875
2024-01-02,241.38999938964844
2024-01-03,234.38999938964844
2024-01-04,234.13999938964844
2024-01-05,232.47999572753906
2024-01-08,237.8300018310547
2024-01-09,236.61000061035156
2024-01-10,272.5899963378906
2024-01-11,268.7699890136719
2024-01-12,272.9700012207031
2024-01-16,275.82000732421875
2024-01-17,274.5400085449219
2024-01-18,266.8299865722656
2024-01-19,264.0400085449219
2024-01-22,265.42999267578125
2024-01-23,266.67999267578125
2024-01-24,256.6499938964844
2024-01-25,256.4800109863281
2024-01-26,258.75
2024-01-29,265.239990234375
2024-01-30,268.8900146484375
2024-01-31,258.9800109863281
2024-02-01,261.1499938964844
2024-02-02,265.79998779296875
2024-02-05,261.6600036621094
2024-02-06,263.6600036621094
2024-02-07,265.8999938964844
2024-02-08,265.739990234375
2024-02-09,269.25
2024-02-12,271.4100036621094
2024-02-13,261.4100036621094
2024-02-14,262.5899963378906
2024-02-15,264.79998779296875
2024-02-16,261.5299987792969
2024-02-20,263.17999267578125
2024-02-21,263.2900085449219
2024-02-22,264.54998779296875
2024-02-23,267.0
2024-02-26,268.2900085449219
2024-02-27,267.8999938964844
2024-02-28,266.7799987792969
2024-02-29,268.3900146484375
2024-03-01,268.2900085449219
2024-03-04,266.0899963378906
2024-03-05,258.1199951171875
2024-03-06,253.89999389648438
2024-03-07,249.11000061035156
2024-03-08,252.8699951171875
2024-03-11,250.61000061035156
2024-03-12,253.75
2024-03-13,254.1199951171875
2024-03-14,253.22000122070312
2024-03-15,249.91000366210938
2024-03-18,247.89999389648438
2024-03-19,249.4600067138672
2024-03-20,252.08999633789062
2024-03-21,254.74000549316406
2024-03-22,255.19000244140625
2024-03-25,247.16000366210938
2024-03-26,249.42999267578125
2024-03-27,249.7100067138672
2024-03-28,253.30999755859375
2024-04-01,248.89999389648438
2024-04-02,248.64999389648438
2024-04-03,249.10000610351562
2024-04-04,251.82000732421875
2024-04-05,251.0500030517578
2024-04-08,259.0299987792969
2024-04-09,255.11000061035156
2024-04-10,233.17999267578125
2024-04-11,241.50999450683594
2024-04-12,236.2899932861328
2024-04-15,235.02000427246094
2024-04-16,231.9199981689453
2024-04-17,231.5
2024-04-18,229.86000061035156
2024-04-19,229.85000610351562
2024-04-22,226.8800048828125
2024-04-23,226.1699981689453
2024-04-24,226.69000244140625
2024-04-25,225.1999969482422
2024-04-26,225.52000427246094
2024-04-29,224.22999572753906
2024-04-30,226.1300048828125
2024-05-01,226.30999755859375
2024-05-02,230.7100067138672
2024-05-03,230.00999450683594
2024-05-06,233.2899932861328
2024-05-07,234.63999938964844
2024-05-08,235.1699981689453
2024-05-09,233.27000427246094
2024-05-10,232.08999633789062
2024-05-13,233.30999755859375
2024-05-14,240.08999633789062
2024-05-15,240.64999389648438
2024-05-16,238.8000030517578
2024-05-17,238.6699981689453
2024-05-20,236.02999877929688
2024-05-21,238.47000122070312
2024-05-22,232.97000122070312
2024-05-23,231.10000610351562
2024-05-24,230.97999572753906
2024-05-28,229.19000244140625
2024-05-29,224.42999267578125
2024-05-30,222.83999633789062
2024-05-31,224.69000244140625
2024-06-03,227.97999572753906
2024-06-04,226.64999389648438
2024-06-05,230.22000122070312
2024-06-06,226.52999877929688
2024-06-07,224.38999938964844
2024-06-10,218.05999755859375
2024-06-11,219.85000610351562
2024-06-12,221.89999389648438
2024-06-13,222.92999267578125
2024-06-14,221.82000732421875
2024-06-17,224.64999389648438
2024-06-18,224.47000122070312
2024-06-20,223.52999877929688
2024-06-21,221.60000610351562
2024-06-24,221.1199951171875
2024-06-25,218.6999969482422
2024-06-26,219.22999572753906
2024-06-27,221.1199951171875
2024-06-28,219.63999938964844
2024-07-01,216.47999572753906
2024-07-02,217.8699951171875
2024-07-03,213.4499969482422
2024-07-05,214.02000427246094
2024-07-08,220.5
2024-07-09,220.86000061035156
2024-07-10,219.75
2024-07-11,228.6300048828125
2024-07-12,239.8699951171875
2024-07-15,245.19000244140625
2024-07-16,251.3000030517578
2024-07-17,253.77000427246094
2024-07-18,251.8800048828125
2024-07-19,251.3000030517578
2024-07-22,252.10000610351562
2024-07-23,253.25
2024-07-24,253.94000244140625
2024-07-25,259.6000061035156
2024-07-26,267.010009765625
2024-07-29,270.1099853515625
2024-07-30,271.8299865722656
2024-07-31,261.6099853515625
2024-08-01,256.8999938964844
2024-08-02,255.9600067138672
2024-08-05,249.33999633789062
2024-08-06,249.50999450683594
2024-08-07,249.77999877929688
2024-08-08,253.08999633789062
2024-08-09,250.74000549316406
2024-08-12,245.77999877929688
2024-08-13,245.1699981689453
2024-08-14,247.0399932861328
2024-08-15,252.1699981689453
2024-08-16,254.6199951171875
2024-08-19,252.8800048828125
2024-08-20,249.1300048828125
2024-08-21,252.49000549316406
2024-08-22,248.85000610351562
2024-08-23,252.39999389648438
2024-08-26,256.07000732421875
2024-08-27,257.29998779296875
2024-08-28,256.9700012207031
2024-08-29,259.30999755859375
2024-08-30,262.8399963378906
2024-09-03,258.3500061035156
2024-09-04,264.3999938964844
2024-09-05,263.3800048828125
2024-09-06,261.4100036621094
2024-09-09,258.0
2024-09-10,255.52999877929688
2024-09-11,249.5
2024-09-12,252.85000610351562
2024-09-13,257.42999267578125
2024-09-16,260.2900085449219
2024-09-17,261.9800109863281
2024-09-18,262.2200012207031
2024-09-19,260.6499938964844
2024-09-20,255.91000366210938
2024-09-23,256.67999267578125
2024-09-24,255.3800048828125
2024-09-25,254.5399932861328
2024-09-26,256.6300048828125
2024-09-27,257.54998779296875
2024-09-30,257.8800048828125
2024-10-01,257.1600036621094
2024-10-02,258.7900085449219
2024-10-03,254.75999450683594
2024-10-04,256.80999755859375
2024-10-07,253.0500030517578
2024-10-08,256.260009765625
2024-10-09,255.75999450683594
2024-10-10,257.260009765625
2024-10-11,260.5899963378906
2024-10-14,258.9800109863281
2024-10-15,260.8500061035156
2024-10-16,263.6499938964844
2024-10-17,264.7799987792969
2024-10-18,251.25
2024-10-21,258.5199890136719
2024-10-22,263.8699951171875
2024-10-23,264.19000244140625
2024-10-24,267.9200134277344
2024-10-25,266.5899963378906
2024-10-28,263.8399963378906
2024-10-29,262.82000732421875
2024-10-30,264.3999938964844
2024-10-31,262.07000732421875
2024-11-01,264.3900146484375
2024-11-04,267.6499938964844
2024-11-05,274.0199890136719
2024-11-06,276.8699951171875
2024-11-07,270.7699890136719
2024-11-08,277.5299987792969
2024-11-11,285.9200134277344
2024-11-12,290.1099853515625
2024-11-13,286.0899963378906
2024-11-14,280.3800048828125
2024-11-15,279.010009765625
2024-11-18,278.6600036621094
2024-11-19,279.2900085449219
2024-11-20,277.6199951171875
2024-11-21,278.0400085449219
