Date,WING
2022-07-11,89.97000122070312
2022-07-12,88.58000183105469
2022-07-13,90.56999969482422
2022-07-14,92.51000213623047
2022-07-15,99.48999786376953
2022-07-18,96.55000305175781
2022-07-19,101.7699966430664
2022-07-20,107.45999908447266
2022-07-21,106.73999786376953
2022-07-22,104.5
2022-07-25,99.26000213623047
2022-07-26,94.19000244140625
2022-07-27,99.68000030517578
2022-07-28,119.80000305175781
2022-07-29,126.18000030517578
2022-08-01,118.2699966430664
2022-08-02,123.94999694824219
2022-08-03,129.91000366210938
2022-08-04,129.75999450683594
2022-08-05,134.1300048828125
2022-08-08,133.14999389648438
2022-08-09,130.97999572753906
2022-08-10,138.2899932861328
2022-08-11,135.63999938964844
2022-08-12,137.77999877929688
2022-08-15,135.8300018310547
2022-08-16,134.52999877929688
2022-08-17,130.75
2022-08-18,130.33999633789062
2022-08-19,126.22000122070312
2022-08-22,118.72000122070312
2022-08-23,120.38999938964844
2022-08-24,123.25
2022-08-25,125.05000305175781
2022-08-26,115.73999786376953
2022-08-29,112.73999786376953
2022-08-30,110.58999633789062
2022-08-31,113.86000061035156
2022-09-01,115.66999816894531
2022-09-02,120.9800033569336
2022-09-06,132.0399932861328
2022-09-07,139.75999450683594
2022-09-08,145.33999633789062
2022-09-09,145.7899932861328
2022-09-12,146.50999450683594
2022-09-13,140.3300018310547
2022-09-14,137.86000061035156
2022-09-15,138.3300018310547
2022-09-16,136.75
2022-09-19,135.6199951171875
2022-09-20,134.3699951171875
2022-09-21,132.6199951171875
2022-09-22,127.38999938964844
2022-09-23,125.25
2022-09-26,123.75
2022-09-27,125.62999725341797
2022-09-28,132.0500030517578
2022-09-29,125.88999938964844
2022-09-30,125.41999816894531
2022-10-03,123.02999877929688
2022-10-04,128.75999450683594
2022-10-05,137.64999389648438
2022-10-06,133.0399932861328
2022-10-07,128.32000732421875
2022-10-10,130.92999267578125
2022-10-11,126.31999969482422
2022-10-12,123.33999633789062
2022-10-13,122.76000213623047
2022-10-14,113.36000061035156
2022-10-17,122.33000183105469
2022-10-18,124.73999786376953
2022-10-19,123.06999969482422
2022-10-20,117.22000122070312
2022-10-21,125.87999725341797
2022-10-24,128.0500030517578
2022-10-25,134.85000610351562
2022-10-26,155.4499969482422
2022-10-27,158.38999938964844
2022-10-28,160.75
2022-10-31,158.38999938964844
2022-11-01,154.9600067138672
2022-11-02,148.82000732421875
2022-11-03,152.38999938964844
2022-11-04,153.3800048828125
2022-11-07,155.77000427246094
2022-11-08,157.50999450683594
2022-11-09,156.0
2022-11-10,167.22999572753906
2022-11-11,166.91000366210938
2022-11-14,166.3800048828125
2022-11-15,167.02999877929688
2022-11-16,164.1300048828125
2022-11-17,159.8800048828125
2022-11-18,160.1999969482422
2022-11-21,157.3300018310547
2022-11-22,158.02999877929688
2022-11-23,158.5
2022-11-25,155.4600067138672
2022-11-28,152.6699981689453
2022-11-29,154.9499969482422
2022-11-30,165.50999450683594
2022-12-01,164.82000732421875
2022-12-02,163.02000427246094
2022-12-05,157.83999633789062
2022-12-06,149.7100067138672
2022-12-07,153.83999633789062
2022-12-08,154.85000610351562
2022-12-09,153.02999877929688
2022-12-12,159.19000244140625
2022-12-13,156.30999755859375
2022-12-14,160.47000122070312
2022-12-15,155.61000061035156
2022-12-16,154.27999877929688
2022-12-19,149.1699981689453
2022-12-20,146.5399932861328
2022-12-21,151.11000061035156
2022-12-22,145.35000610351562
2022-12-23,145.6699981689453
2022-12-27,143.6199951171875
2022-12-28,141.83999633789062
2022-12-29,143.44000244140625
2022-12-30,137.6199951171875
2023-01-03,133.44000244140625
2023-01-04,136.5
2023-01-05,132.30999755859375
2023-01-06,137.22000122070312
2023-01-09,143.85000610351562
2023-01-10,147.49000549316406
2023-01-11,150.4199981689453
2023-01-12,151.3000030517578
2023-01-13,146.0
2023-01-17,148.08999633789062
2023-01-18,144.58999633789062
2023-01-19,136.63999938964844
2023-01-20,141.69000244140625
2023-01-23,149.75999450683594
2023-01-24,148.16000366210938
2023-01-25,150.22999572753906
2023-01-26,155.4600067138672
2023-01-27,157.8300018310547
2023-01-30,156.6199951171875
2023-01-31,158.47000122070312
2023-02-01,163.00999450683594
2023-02-02,165.58999633789062
2023-02-03,165.9600067138672
2023-02-06,164.05999755859375
2023-02-07,165.50999450683594
2023-02-08,158.9499969482422
2023-02-09,158.97000122070312
2023-02-10,155.60000610351562
2023-02-13,163.16000366210938
2023-02-14,170.66000366210938
2023-02-15,174.4199981689453
2023-02-16,172.7899932861328
2023-02-17,173.49000549316406
2023-02-21,166.2100067138672
2023-02-22,179.0
2023-02-23,174.22999572753906
2023-02-24,171.05999755859375
2023-02-27,173.17999267578125
2023-02-28,170.35000610351562
2023-03-01,170.88999938964844
2023-03-02,172.16000366210938
2023-03-03,173.5500030517578
2023-03-06,172.89999389648438
2023-03-07,169.67999267578125
2023-03-08,170.75
2023-03-09,169.52000427246094
2023-03-10,165.0500030517578
2023-03-13,165.6199951171875
2023-03-14,170.22999572753906
2023-03-15,174.75999450683594
2023-03-16,181.39999389648438
2023-03-17,182.1999969482422
2023-03-20,184.27999877929688
2023-03-21,184.5500030517578
2023-03-22,183.0
2023-03-23,184.25999450683594
2023-03-24,184.2899932861328
2023-03-27,182.11000061035156
2023-03-28,183.82000732421875
2023-03-29,179.41000366210938
2023-03-30,179.72000122070312
2023-03-31,183.5800018310547
2023-04-03,187.77999877929688
2023-04-04,176.41000366210938
2023-04-05,179.25
2023-04-06,180.1300048828125
2023-04-10,178.3300018310547
2023-04-11,182.0500030517578
2023-04-12,176.50999450683594
2023-04-13,180.05999755859375
2023-04-14,185.38999938964844
2023-04-17,185.47999572753906
2023-04-18,188.4499969482422
2023-04-19,187.42999267578125
2023-04-20,188.77999877929688
2023-04-21,190.36000061035156
2023-04-24,196.82000732421875
2023-04-25,195.6300048828125
2023-04-26,199.38999938964844
2023-04-27,199.0500030517578
2023-04-28,200.11000061035156
2023-05-01,198.67999267578125
2023-05-02,199.30999755859375
2023-05-03,217.9499969482422
2023-05-04,207.57000732421875
2023-05-05,210.22999572753906
2023-05-08,206.4199981689453
2023-05-09,201.75999450683594
2023-05-10,203.67999267578125
2023-05-11,206.91000366210938
2023-05-12,207.41000366210938
2023-05-15,206.2899932861328
2023-05-16,201.02999877929688
2023-05-17,203.47000122070312
2023-05-18,204.10000610351562
2023-05-19,206.74000549316406
2023-05-22,204.24000549316406
2023-05-23,202.4499969482422
2023-05-24,205.9199981689453
2023-05-25,201.10000610351562
2023-05-26,200.77000427246094
2023-05-30,201.3699951171875
2023-05-31,199.36000061035156
2023-06-01,198.74000549316406
2023-06-02,197.77000427246094
2023-06-05,203.69000244140625
2023-06-06,198.47999572753906
2023-06-07,196.0800018310547
2023-06-08,193.41000366210938
2023-06-09,188.8699951171875
2023-06-12,190.60000610351562
2023-06-13,188.2899932861328
2023-06-14,191.72999572753906
2023-06-15,188.94000244140625
2023-06-16,188.1699981689453
2023-06-20,189.8300018310547
2023-06-21,191.74000549316406
2023-06-22,186.44000244140625
2023-06-23,187.32000732421875
2023-06-26,188.75
2023-06-27,196.10000610351562
2023-06-28,200.25999450683594
2023-06-29,196.82000732421875
2023-06-30,200.16000366210938
2023-07-03,195.64999389648438
2023-07-05,189.47000122070312
2023-07-06,185.91000366210938
2023-07-07,186.9499969482422
2023-07-10,192.11000061035156
2023-07-11,189.0399932861328
2023-07-12,195.42999267578125
2023-07-13,195.58999633789062
2023-07-14,193.94000244140625
2023-07-17,193.57000732421875
2023-07-18,192.4600067138672
2023-07-19,187.1300048828125
2023-07-20,185.4600067138672
2023-07-21,185.77999877929688
2023-07-24,183.38999938964844
2023-07-25,185.1199951171875
2023-07-26,183.39999389648438
2023-07-27,179.00999450683594
2023-07-28,164.6300048828125
2023-07-31,168.5800018310547
2023-08-01,168.4199981689453
2023-08-02,167.67999267578125
2023-08-03,165.52999877929688
2023-08-04,165.82000732421875
2023-08-07,166.83999633789062
2023-08-08,161.25999450683594
2023-08-09,163.0500030517578
2023-08-10,162.25999450683594
2023-08-11,162.58999633789062
2023-08-14,164.08999633789062
2023-08-15,164.24000549316406
2023-08-16,162.9199981689453
2023-08-17,164.5800018310547
2023-08-18,166.0500030517578
2023-08-21,161.6999969482422
2023-08-22,165.72999572753906
2023-08-23,165.3000030517578
2023-08-24,164.19000244140625
2023-08-25,162.3000030517578
2023-08-28,162.88999938964844
2023-08-29,163.72000122070312
2023-08-30,162.97000122070312
2023-08-31,160.63999938964844
2023-09-01,158.77000427246094
2023-09-05,151.1999969482422
2023-09-06,154.42999267578125
2023-09-07,161.66000366210938
2023-09-08,160.4499969482422
2023-09-11,165.6699981689453
2023-09-12,165.3000030517578
2023-09-13,168.75999450683594
2023-09-14,172.17999267578125
2023-09-15,170.36000061035156
2023-09-18,173.9600067138672
2023-09-19,173.74000549316406
2023-09-20,175.4600067138672
2023-09-21,168.2100067138672
2023-09-22,169.36000061035156
2023-09-25,173.52000427246094
2023-09-26,176.7899932861328
2023-09-27,178.8800048828125
2023-09-28,181.2899932861328
2023-09-29,179.83999633789062
2023-10-02,184.30999755859375
2023-10-03,177.02000427246094
2023-10-04,184.6199951171875
2023-10-05,182.8800048828125
2023-10-06,174.0399932861328
2023-10-09,175.72999572753906
2023-10-10,181.33999633789062
2023-10-11,181.6300048828125
2023-10-12,174.85000610351562
2023-10-13,175.35000610351562
2023-10-16,180.82000732421875
2023-10-17,184.50999450683594
2023-10-18,182.49000549316406
2023-10-19,181.5
2023-10-20,179.3300018310547
2023-10-23,177.8699951171875
2023-10-24,179.91000366210938
2023-10-25,175.9499969482422
2023-10-26,174.07000732421875
2023-10-27,178.05999755859375
2023-10-30,178.57000732421875
2023-10-31,182.77000427246094
2023-11-01,196.5
2023-11-02,198.72000122070312
2023-11-03,206.83999633789062
2023-11-06,206.6199951171875
2023-11-07,207.17999267578125
2023-11-08,207.60000610351562
2023-11-09,206.24000549316406
2023-11-10,210.94000244140625
2023-11-13,214.60000610351562
2023-11-14,220.0
2023-11-15,224.34500122070312
2023-11-16,227.72000122070312
2023-11-17,230.1199951171875
2023-11-20,231.80999755859375
2023-11-21,230.3800048828125
2023-11-22,234.85000610351562
2023-11-24,235.6699981689453
2023-11-27,240.47000122070312
2023-11-28,238.0
2023-11-29,238.6199951171875
2023-11-30,240.36000061035156
2023-12-01,242.69000244140625
2023-12-04,245.02000427246094
2023-12-05,243.30999755859375
2023-12-06,247.07000732421875
2023-12-07,245.75999450683594
2023-12-08,247.17999267578125
2023-12-11,246.07000732421875
2023-12-12,248.85000610351562
2023-12-13,251.77999877929688
2023-12-14,245.16000366210938
2023-12-15,245.67999267578125
2023-12-18,251.24000549316406
2023-12-19,254.49000549316406
2023-12-20,252.8000030517578
2023-12-21,256.04998779296875
2023-12-22,258.1700134277344
2023-12-26,258.9700012207031
2023-12-27,260.3900146484375
2023-12-28,257.8800048828125
2023-12-29,256.5799865722656
2024-01-02,252.38999938964844
2024-01-03,244.6699981689453
2024-01-04,243.1999969482422
2024-01-05,245.22999572753906
2024-01-08,248.38999938964844
2024-01-09,253.9199981689453
2024-01-10,259.4200134277344
2024-01-11,262.57000732421875
2024-01-12,261.2699890136719
2024-01-16,271.70001220703125
2024-01-17,273.489990234375
2024-01-18,275.4800109863281
2024-01-19,275.75
2024-01-22,281.82000732421875
2024-01-23,283.19000244140625
2024-01-24,280.4700012207031
2024-01-25,280.80999755859375
2024-01-26,273.19000244140625
2024-01-29,278.989990234375
2024-01-30,279.20001220703125
2024-01-31,281.1099853515625
2024-02-01,287.5899963378906
2024-02-02,287.7699890136719
2024-02-05,285.94000244140625
2024-02-06,286.4800109863281
2024-02-07,292.7900085449219
2024-02-08,294.1499938964844
2024-02-09,295.5
2024-02-12,293.25
2024-02-13,299.9700012207031
2024-02-14,307.7300109863281
2024-02-15,315.1499938964844
2024-02-16,319.260009765625
2024-02-20,324.4700012207031
2024-02-21,310.32000732421875
2024-02-22,334.04998779296875
2024-02-23,338.8299865722656
2024-02-26,349.4599914550781
2024-02-27,339.010009765625
2024-02-28,346.5199890136719
2024-02-29,351.04998779296875
2024-03-01,366.2799987792969
2024-03-04,366.510009765625
2024-03-05,364.94000244140625
2024-03-06,369.3900146484375
2024-03-07,370.760009765625
2024-03-08,353.989990234375
2024-03-11,334.2200012207031
2024-03-12,349.57000732421875
2024-03-13,344.260009765625
2024-03-14,350.19000244140625
2024-03-15,347.6499938964844
2024-03-18,339.54998779296875
2024-03-19,340.489990234375
2024-03-20,348.2300109863281
2024-03-21,348.010009765625
2024-03-22,356.29998779296875
2024-03-25,361.2300109863281
2024-03-26,368.0
2024-03-27,365.8800048828125
2024-03-28,366.3999938964844
2024-04-01,367.79998779296875
2024-04-02,359.8800048828125
2024-04-03,370.4100036621094
2024-04-04,350.8999938964844
2024-04-05,350.42999267578125
2024-04-08,363.32000732421875
2024-04-09,354.32000732421875
2024-04-10,360.04998779296875
2024-04-11,366.95001220703125
2024-04-12,365.1499938964844
2024-04-15,358.8500061035156
2024-04-16,370.6700134277344
2024-04-17,359.57000732421875
2024-04-18,356.3999938964844
2024-04-19,347.3699951171875
2024-04-22,354.75
2024-04-23,364.7300109863281
2024-04-24,362.739990234375
2024-04-25,369.8999938964844
2024-04-26,382.55999755859375
2024-04-29,384.82000732421875
2024-04-30,384.7900085449219
2024-05-01,383.9800109863281
2024-05-02,381.5400085449219
2024-05-03,388.54998779296875
2024-05-06,395.8399963378906
2024-05-07,397.8399963378906
2024-05-08,393.9599914550781
2024-05-09,397.7900085449219
2024-05-10,390.0199890136719
2024-05-13,377.4200134277344
2024-05-14,387.239990234375
2024-05-15,389.17999267578125
2024-05-16,388.9700012207031
2024-05-17,386.2799987792969
2024-05-20,382.8399963378906
2024-05-21,380.3399963378906
2024-05-22,378.5400085449219
2024-05-23,381.1199951171875
2024-05-24,383.8900146484375
2024-05-28,389.6000061035156
2024-05-29,387.0199890136719
2024-05-30,385.9700012207031
2024-05-31,368.6499938964844
2024-06-03,376.6199951171875
2024-06-04,378.5299987792969
2024-06-05,402.44000244140625
2024-06-06,385.8399963378906
2024-06-07,383.7900085449219
2024-06-10,395.6300048828125
2024-06-11,397.1499938964844
2024-06-12,410.989990234375
2024-06-13,406.79998779296875
2024-06-14,398.7900085449219
2024-06-17,417.3800048828125
2024-06-18,428.8500061035156
2024-06-20,408.69000244140625
2024-06-21,414.760009765625
2024-06-24,411.0299987792969
2024-06-25,419.1600036621094
2024-06-26,422.6400146484375
2024-06-27,426.2200012207031
2024-06-28,422.6600036621094
2024-07-01,424.6400146484375
2024-07-02,420.7799987792969
2024-07-03,418.489990234375
2024-07-05,418.7200012207031
2024-07-08,406.510009765625
2024-07-09,395.04998779296875
2024-07-10,382.6099853515625
2024-07-11,383.6000061035156
2024-07-12,377.92999267578125
2024-07-15,386.20001220703125
2024-07-16,386.739990234375
2024-07-17,363.6000061035156
2024-07-18,366.20001220703125
2024-07-19,369.30999755859375
2024-07-22,382.6600036621094
2024-07-23,385.1499938964844
2024-07-24,370.5299987792969
2024-07-25,360.3699951171875
2024-07-26,366.3599853515625
2024-07-29,367.5150146484375
2024-07-30,376.57000732421875
2024-07-31,373.8800048828125
2024-08-01,371.6600036621094
2024-08-02,362.70001220703125
2024-08-05,352.4599914550781
2024-08-06,367.80999755859375
2024-08-07,358.7099914550781
2024-08-08,370.9700012207031
2024-08-09,371.4800109863281
2024-08-12,370.70001220703125
2024-08-13,374.69000244140625
2024-08-14,377.0
2024-08-15,388.8999938964844
2024-08-16,388.4599914550781
2024-08-19,384.94000244140625
2024-08-20,373.6600036621094
2024-08-21,383.9800109863281
2024-08-22,383.57000732421875
2024-08-23,403.8900146484375
2024-08-26,404.2699890136719
2024-08-27,407.4700012207031
2024-08-28,388.2200012207031
2024-08-29,386.0299987792969
2024-08-30,386.1099853515625
2024-09-03,372.8900146484375
2024-09-04,379.6600036621094
2024-09-05,373.3500061035156
2024-09-06,362.4100036621094
2024-09-09,364.9100036621094
2024-09-10,379.92999267578125
2024-09-11,391.1300048828125
2024-09-12,395.5400085449219
2024-09-13,394.80999755859375
2024-09-16,409.0
2024-09-17,416.6600036621094
2024-09-18,412.70001220703125
2024-09-19,421.5299987792969
2024-09-20,419.8999938964844
2024-09-23,427.9200134277344
2024-09-24,426.8599853515625
2024-09-25,422.54998779296875
2024-09-26,426.4599914550781
2024-09-27,411.44000244140625
2024-09-30,416.0799865722656
2024-10-01,420.8900146484375
2024-10-02,422.95001220703125
2024-10-03,414.1300048828125
2024-10-04,414.989990234375
2024-10-07,396.0799865722656
2024-10-08,403.5199890136719
2024-10-09,402.7900085449219
2024-10-10,395.0
2024-10-11,403.82000732421875
2024-10-14,399.04998779296875
2024-10-15,393.04998779296875
2024-10-16,377.8900146484375
2024-10-17,373.55499267578125
2024-10-18,370.69000244140625
2024-10-21,368.44000244140625
2024-10-22,365.9700012207031
2024-10-23,366.6099853515625
2024-10-24,359.2699890136719
2024-10-25,360.3800048828125
2024-10-28,368.55999755859375
2024-10-29,368.94000244140625
2024-10-30,289.989990234375
2024-10-31,287.69000244140625
2024-11-01,296.94000244140625
2024-11-04,297.17999267578125
2024-11-05,308.7699890136719
2024-11-06,315.510009765625
2024-11-07,331.8900146484375
2024-11-08,339.9800109863281
2024-11-11,343.510009765625
2024-11-12,338.3800048828125
2024-11-13,339.75
2024-11-14,330.6300048828125
2024-11-15,316.67999267578125
2024-11-18,326.635009765625
2024-11-19,335.5799865722656
2024-11-20,333.2049865722656
2024-11-21,338.4100036621094
