Date,SEIC
2022-02-28,58.58000183105469
2022-03-01,57.0
2022-03-02,57.650001525878906
2022-03-03,58.77000045776367
2022-03-04,57.97999954223633
2022-03-07,55.849998474121094
2022-03-08,55.38999938964844
2022-03-09,57.130001068115234
2022-03-10,56.38999938964844
2022-03-11,55.779998779296875
2022-03-14,56.959999084472656
2022-03-15,57.88999938964844
2022-03-16,59.2599983215332
2022-03-17,59.0
2022-03-18,60.09000015258789
2022-03-21,60.150001525878906
2022-03-22,60.810001373291016
2022-03-23,59.25
2022-03-24,60.279998779296875
2022-03-25,60.4900016784668
2022-03-28,60.63999938964844
2022-03-29,61.630001068115234
2022-03-30,61.290000915527344
2022-03-31,60.209999084472656
2022-04-01,61.18000030517578
2022-04-04,60.84000015258789
2022-04-05,59.65999984741211
2022-04-06,58.36000061035156
2022-04-07,58.189998626708984
2022-04-08,58.540000915527344
2022-04-11,58.310001373291016
2022-04-12,57.93000030517578
2022-04-13,57.86000061035156
2022-04-14,57.61000061035156
2022-04-18,57.529998779296875
2022-04-19,59.119998931884766
2022-04-20,59.25
2022-04-21,57.040000915527344
2022-04-22,56.86000061035156
2022-04-25,56.900001525878906
2022-04-26,56.88999938964844
2022-04-27,56.95000076293945
2022-04-28,57.79999923706055
2022-04-29,55.720001220703125
2022-05-02,56.27000045776367
2022-05-03,56.779998779296875
2022-05-04,57.869998931884766
2022-05-05,56.189998626708984
2022-05-06,55.4900016784668
2022-05-09,54.86000061035156
2022-05-10,54.66999816894531
2022-05-11,53.41999816894531
2022-05-12,53.88999938964844
2022-05-13,54.84000015258789
2022-05-16,54.619998931884766
2022-05-17,56.2400016784668
2022-05-18,55.11000061035156
2022-05-19,55.15999984741211
2022-05-20,55.06999969482422
2022-05-23,55.439998626708984
2022-05-24,56.119998931884766
2022-05-25,55.95000076293945
2022-05-26,57.34000015258789
2022-05-27,58.45000076293945
2022-05-31,58.43000030517578
2022-06-01,57.63999938964844
2022-06-02,58.560001373291016
2022-06-03,57.900001525878906
2022-06-06,57.599998474121094
2022-06-07,58.290000915527344
2022-06-08,57.45000076293945
2022-06-09,56.5
2022-06-10,54.9900016784668
2022-06-13,52.970001220703125
2022-06-14,52.86000061035156
2022-06-15,52.88999938964844
2022-06-16,51.72999954223633
2022-06-17,52.11000061035156
2022-06-21,52.79999923706055
2022-06-22,52.66999816894531
2022-06-23,53.33000183105469
2022-06-24,55.380001068115234
2022-06-27,55.31999969482422
2022-06-28,54.560001373291016
2022-06-29,54.40999984741211
2022-06-30,54.02000045776367
2022-07-01,54.310001373291016
2022-07-05,54.540000915527344
2022-07-06,53.790000915527344
2022-07-07,54.560001373291016
2022-07-08,54.63999938964844
2022-07-11,53.93000030517578
2022-07-12,53.22999954223633
2022-07-13,52.310001373291016
2022-07-14,51.560001373291016
2022-07-15,52.9900016784668
2022-07-18,52.45000076293945
2022-07-19,54.02000045776367
2022-07-20,54.369998931884766
2022-07-21,54.900001525878906
2022-07-22,54.38999938964844
2022-07-25,54.2400016784668
2022-07-26,53.65999984741211
2022-07-27,53.900001525878906
2022-07-28,54.43000030517578
2022-07-29,55.36000061035156
2022-08-01,55.18000030517578
2022-08-02,55.04999923706055
2022-08-03,56.02000045776367
2022-08-04,55.630001068115234
2022-08-05,55.630001068115234
2022-08-08,55.88999938964844
2022-08-09,55.70000076293945
2022-08-10,57.029998779296875
2022-08-11,57.06999969482422
2022-08-12,58.11000061035156
2022-08-15,58.34000015258789
2022-08-16,58.61000061035156
2022-08-17,58.38999938964844
2022-08-18,58.529998779296875
2022-08-19,57.70000076293945
2022-08-22,56.33000183105469
2022-08-23,55.869998931884766
2022-08-24,55.91999816894531
2022-08-25,56.130001068115234
2022-08-26,54.529998779296875
2022-08-29,54.5
2022-08-30,54.2599983215332
2022-08-31,54.70000076293945
2022-09-01,54.540000915527344
2022-09-02,53.849998474121094
2022-09-06,54.189998626708984
2022-09-07,55.150001525878906
2022-09-08,56.0099983215332
2022-09-09,56.59000015258789
2022-09-12,57.16999816894531
2022-09-13,55.52000045776367
2022-09-14,55.38999938964844
2022-09-15,54.7400016784668
2022-09-16,53.630001068115234
2022-09-19,54.08000183105469
2022-09-20,53.40999984741211
2022-09-21,52.470001220703125
2022-09-22,51.81999969482422
2022-09-23,51.52000045776367
2022-09-26,50.9900016784668
2022-09-27,50.22999954223633
2022-09-28,51.13999938964844
2022-09-29,50.560001373291016
2022-09-30,49.04999923706055
2022-10-03,50.41999816894531
2022-10-04,51.36000061035156
2022-10-05,51.02000045776367
2022-10-06,50.52000045776367
2022-10-07,48.810001373291016
2022-10-10,48.95000076293945
2022-10-11,48.18000030517578
2022-10-12,47.540000915527344
2022-10-13,48.779998779296875
2022-10-14,47.709999084472656
2022-10-17,49.290000915527344
2022-10-18,49.58000183105469
2022-10-19,48.439998626708984
2022-10-20,47.36000061035156
2022-10-21,48.0
2022-10-24,48.65999984741211
2022-10-25,48.9900016784668
2022-10-26,49.380001068115234
2022-10-27,52.650001525878906
2022-10-28,53.720001220703125
2022-10-31,54.29999923706055
2022-11-01,54.52000045776367
2022-11-02,54.04999923706055
2022-11-03,53.970001220703125
2022-11-04,54.52000045776367
2022-11-07,55.40999984741211
2022-11-08,56.209999084472656
2022-11-09,55.79999923706055
2022-11-10,59.90999984741211
2022-11-11,61.56999969482422
2022-11-14,60.13999938964844
2022-11-15,60.88999938964844
2022-11-16,61.56999969482422
2022-11-17,60.77000045776367
2022-11-18,60.900001525878906
2022-11-21,60.900001525878906
2022-11-22,61.86000061035156
2022-11-23,62.43000030517578
2022-11-25,62.560001373291016
2022-11-28,61.709999084472656
2022-11-29,61.380001068115234
2022-11-30,62.279998779296875
2022-12-01,63.150001525878906
2022-12-02,63.15999984741211
2022-12-05,61.810001373291016
2022-12-06,61.77000045776367
2022-12-07,60.540000915527344
2022-12-08,60.70000076293945
2022-12-09,60.66999816894531
2022-12-12,61.040000915527344
2022-12-13,61.33000183105469
2022-12-14,60.779998779296875
2022-12-15,58.939998626708984
2022-12-16,58.2599983215332
2022-12-19,57.849998474121094
2022-12-20,57.790000915527344
2022-12-21,59.18000030517578
2022-12-22,58.189998626708984
2022-12-23,58.06999969482422
2022-12-27,58.150001525878906
2022-12-28,57.689998626708984
2022-12-29,58.7599983215332
2022-12-30,58.29999923706055
2023-01-03,59.08000183105469
2023-01-04,59.880001068115234
2023-01-05,58.9900016784668
2023-01-06,61.15999984741211
2023-01-09,61.27000045776367
2023-01-10,60.9900016784668
2023-01-11,61.34000015258789
2023-01-12,61.560001373291016
2023-01-13,62.06999969482422
2023-01-17,61.86000061035156
2023-01-18,61.65999984741211
2023-01-19,60.81999969482422
2023-01-20,62.06999969482422
2023-01-23,62.7599983215332
2023-01-24,62.56999969482422
2023-01-25,63.040000915527344
2023-01-26,61.90999984741211
2023-01-27,62.08000183105469
2023-01-30,61.720001220703125
2023-01-31,62.43000030517578
