Date,SAIC
2022-02-28,87.69000244140625
2022-03-01,88.18000030517578
2022-03-02,88.80000305175781
2022-03-03,89.4800033569336
2022-03-04,91.91000366210938
2022-03-07,91.44000244140625
2022-03-08,87.08000183105469
2022-03-09,88.01000213623047
2022-03-10,88.81999969482422
2022-03-11,88.7300033569336
2022-03-14,87.72000122070312
2022-03-15,88.72000122070312
2022-03-16,86.52999877929688
2022-03-17,89.08999633789062
2022-03-18,88.88999938964844
2022-03-21,89.80999755859375
2022-03-22,89.5
2022-03-23,89.73999786376953
2022-03-24,90.83000183105469
2022-03-25,91.66000366210938
2022-03-28,95.48999786376953
2022-03-29,91.02999877929688
2022-03-30,93.62999725341797
2022-03-31,92.16999816894531
2022-04-01,92.7699966430664
2022-04-04,90.8499984741211
2022-04-05,90.01000213623047
2022-04-06,91.27999877929688
2022-04-07,91.58999633789062
2022-04-08,90.75
2022-04-11,89.9000015258789
2022-04-12,88.73999786376953
2022-04-13,88.11000061035156
2022-04-14,87.62999725341797
2022-04-18,88.08000183105469
2022-04-19,88.22000122070312
2022-04-20,89.1500015258789
2022-04-21,89.9000015258789
2022-04-22,88.08999633789062
2022-04-25,87.25
2022-04-26,86.04000091552734
2022-04-27,85.55999755859375
2022-04-28,84.66999816894531
2022-04-29,83.2300033569336
2022-05-02,83.05000305175781
2022-05-03,83.11000061035156
2022-05-04,86.12999725341797
2022-05-05,85.08999633789062
2022-05-06,83.5999984741211
2022-05-09,81.5999984741211
2022-05-10,81.91000366210938
2022-05-11,80.5199966430664
2022-05-12,80.4800033569336
2022-05-13,81.41000366210938
2022-05-16,83.81999969482422
2022-05-17,85.5999984741211
2022-05-18,82.7300033569336
2022-05-19,81.0199966430664
2022-05-20,81.23999786376953
2022-05-23,82.63999938964844
2022-05-24,83.51000213623047
2022-05-25,84.0199966430664
2022-05-26,85.30999755859375
2022-05-27,86.94000244140625
2022-05-31,86.55999755859375
2022-06-01,86.41999816894531
2022-06-02,87.76000213623047
2022-06-03,88.0999984741211
2022-06-06,94.16999816894531
2022-06-07,94.75
2022-06-08,92.38999938964844
2022-06-09,92.70999908447266
2022-06-10,89.94999694824219
2022-06-13,89.7300033569336
2022-06-14,88.0
2022-06-15,88.83999633789062
2022-06-16,85.7300033569336
2022-06-17,85.52999877929688
2022-06-21,88.55000305175781
2022-06-22,89.56999969482422
2022-06-23,89.7699966430664
2022-06-24,94.38999938964844
2022-06-27,94.26000213623047
2022-06-28,92.04000091552734
2022-06-29,91.95999908447266
2022-06-30,93.0999984741211
2022-07-01,94.94000244140625
2022-07-05,92.29000091552734
2022-07-06,94.02999877929688
2022-07-07,93.33999633789062
2022-07-08,93.41999816894531
2022-07-11,93.16999816894531
2022-07-12,91.5
2022-07-13,91.0
2022-07-14,91.0
2022-07-15,91.38999938964844
2022-07-18,90.58000183105469
2022-07-19,92.75
2022-07-20,92.7300033569336
2022-07-21,93.37999725341797
2022-07-22,93.66000366210938
2022-07-25,94.94000244140625
2022-07-26,94.4800033569336
2022-07-27,93.69999694824219
2022-07-28,95.69000244140625
2022-07-29,96.87000274658203
2022-08-01,96.4800033569336
2022-08-02,94.5199966430664
2022-08-03,94.56999969482422
2022-08-04,93.91000366210938
2022-08-05,94.0999984741211
2022-08-08,92.7699966430664
2022-08-09,93.62999725341797
2022-08-10,93.97000122070312
2022-08-11,92.37000274658203
2022-08-12,93.69000244140625
2022-08-15,95.0999984741211
2022-08-16,94.88999938964844
2022-08-17,95.2699966430664
2022-08-18,95.44999694824219
2022-08-19,96.20999908447266
2022-08-22,94.0
2022-08-23,94.0999984741211
2022-08-24,93.43000030517578
2022-08-25,93.37999725341797
2022-08-26,91.55000305175781
2022-08-29,92.83000183105469
2022-08-30,91.44000244140625
2022-08-31,91.06999969482422
2022-09-01,94.0
2022-09-02,91.87999725341797
2022-09-06,92.0199966430664
2022-09-07,93.37000274658203
2022-09-08,93.5199966430664
2022-09-09,94.66000366210938
2022-09-12,95.95999908447266
2022-09-13,93.69999694824219
2022-09-14,94.0
2022-09-15,93.16999816894531
2022-09-16,93.1500015258789
