Date,SITM
2022-02-28,202.13999938964844
2022-03-01,188.2100067138672
2022-03-02,196.6199951171875
2022-03-03,187.61000061035156
2022-03-04,176.77000427246094
2022-03-07,166.5800018310547
2022-03-08,182.33999633789062
2022-03-09,188.14999389648438
2022-03-10,188.8300018310547
2022-03-11,187.8800048828125
2022-03-14,177.44000244140625
2022-03-15,196.3800048828125
2022-03-16,224.42999267578125
2022-03-17,239.11000061035156
2022-03-18,238.82000732421875
2022-03-21,240.57000732421875
2022-03-22,245.0
2022-03-23,239.5
2022-03-24,250.5399932861328
2022-03-25,251.72000122070312
2022-03-28,257.7799987792969
2022-03-29,266.0
2022-03-30,249.50999450683594
2022-03-31,247.82000732421875
2022-04-01,239.0500030517578
2022-04-04,248.6999969482422
2022-04-05,223.27999877929688
2022-04-06,205.1300048828125
2022-04-07,200.33999633789062
2022-04-08,189.77999877929688
2022-04-11,185.99000549316406
2022-04-12,184.36000061035156
2022-04-13,190.49000549316406
2022-04-14,184.74000549316406
2022-04-18,184.3800048828125
2022-04-19,189.33999633789062
2022-04-20,177.94000244140625
2022-04-21,167.52999877929688
2022-04-22,166.39999389648438
2022-04-25,171.83999633789062
2022-04-26,164.7899932861328
2022-04-27,164.57000732421875
2022-04-28,176.74000549316406
2022-04-29,168.57000732421875
2022-05-02,178.05999755859375
2022-05-03,183.33999633789062
2022-05-04,192.00999450683594
2022-05-05,182.42999267578125
2022-05-06,189.1999969482422
2022-05-09,163.7899932861328
2022-05-10,173.47000122070312
2022-05-11,162.55999755859375
2022-05-12,172.72999572753906
2022-05-13,197.57000732421875
2022-05-16,184.75
2022-05-17,198.3800048828125
2022-05-18,185.91000366210938
2022-05-19,195.6199951171875
2022-05-20,198.22000122070312
2022-05-23,198.17999267578125
2022-05-24,190.8699951171875
2022-05-25,189.92999267578125
2022-05-26,199.3800048828125
2022-05-27,211.58999633789062
2022-05-31,213.0
2022-06-01,208.57000732421875
2022-06-02,226.9499969482422
2022-06-03,223.75999450683594
2022-06-06,219.16000366210938
2022-06-07,229.2100067138672
2022-06-08,217.22000122070312
2022-06-09,207.1999969482422
2022-06-10,196.77000427246094
2022-06-13,178.0399932861328
2022-06-14,180.75999450683594
2022-06-15,182.8300018310547
2022-06-16,162.55999755859375
2022-06-17,162.41000366210938
2022-06-21,173.85000610351562
2022-06-22,174.5800018310547
2022-06-23,171.1199951171875
2022-06-24,185.5
2022-06-27,180.6300048828125
2022-06-28,169.0399932861328
2022-06-29,163.0399932861328
2022-06-30,163.02999877929688
2022-07-01,144.0
2022-07-05,141.3300018310547
2022-07-06,142.52999877929688
2022-07-07,150.5399932861328
2022-07-08,152.8699951171875
2022-07-11,147.52999877929688
2022-07-12,147.02000427246094
2022-07-13,149.47000122070312
2022-07-14,153.41000366210938
2022-07-15,158.11000061035156
2022-07-18,160.3699951171875
2022-07-19,172.1999969482422
2022-07-20,185.8699951171875
2022-07-21,186.0
2022-07-22,175.35000610351562
2022-07-25,173.9600067138672
2022-07-26,169.02000427246094
2022-07-27,178.38999938964844
2022-07-28,181.1300048828125
2022-07-29,185.97999572753906
2022-08-01,187.0500030517578
2022-08-02,198.4499969482422
2022-08-03,209.50999450683594
2022-08-04,136.39999389648438
2022-08-05,140.05999755859375
2022-08-08,143.27999877929688
2022-08-09,129.5800018310547
2022-08-10,136.36000061035156
2022-08-11,134.44000244140625
2022-08-12,135.5800018310547
2022-08-15,133.9499969482422
2022-08-16,130.92999267578125
2022-08-17,125.23999786376953
2022-08-18,129.0500030517578
2022-08-19,122.20999908447266
2022-08-22,117.0
2022-08-23,119.05999755859375
2022-08-24,118.5
2022-08-25,122.86000061035156
2022-08-26,115.88999938964844
2022-08-29,112.0199966430664
2022-08-30,110.75
2022-08-31,106.41000366210938
2022-09-01,99.76000213623047
2022-09-02,99.01000213623047
2022-09-06,94.9800033569336
2022-09-07,97.69000244140625
2022-09-08,97.86000061035156
2022-09-09,101.87000274658203
2022-09-12,103.05000305175781
2022-09-13,91.91999816894531
2022-09-14,92.20999908447266
2022-09-15,89.05000305175781
2022-09-16,86.81999969482422
2022-09-19,86.25
2022-09-20,84.06999969482422
2022-09-21,83.68000030517578
2022-09-22,80.36000061035156
2022-09-23,81.33999633789062
2022-09-26,78.4000015258789
2022-09-27,80.5999984741211
2022-09-28,85.70999908447266
2022-09-29,81.83000183105469
2022-09-30,78.7300033569336
2022-10-03,83.25
2022-10-04,90.05000305175781
2022-10-05,90.62000274658203
2022-10-06,91.19999694824219
2022-10-07,83.2300033569336
2022-10-10,80.11000061035156
2022-10-11,78.75
2022-10-12,78.37999725341797
2022-10-13,79.87999725341797
2022-10-14,73.30000305175781
2022-10-17,76.47000122070312
2022-10-18,76.37999725341797
2022-10-19,76.72000122070312
2022-10-20,77.0999984741211
2022-10-21,80.5
2022-10-24,78.63999938964844
2022-10-25,86.4000015258789
2022-10-26,87.5
2022-10-27,89.47000122070312
2022-10-28,94.41999816894531
2022-10-31,89.80999755859375
2022-11-01,91.30000305175781
2022-11-02,87.41999816894531
2022-11-03,80.2699966430664
2022-11-04,86.22000122070312
2022-11-07,92.86000061035156
2022-11-08,93.62000274658203
2022-11-09,88.7300033569336
2022-11-10,105.06999969482422
2022-11-11,107.47000122070312
2022-11-14,103.01000213623047
2022-11-15,111.19000244140625
2022-11-16,102.16000366210938
2022-11-17,102.80000305175781
2022-11-18,105.12000274658203
2022-11-21,96.93000030517578
2022-11-22,102.56999969482422
2022-11-23,101.52999877929688
2022-11-25,99.0
2022-11-28,97.0
2022-11-29,97.62999725341797
2022-11-30,105.45999908447266
2022-12-01,104.18000030517578
2022-12-02,104.31999969482422
2022-12-05,101.94999694824219
2022-12-06,98.69999694824219
2022-12-07,99.54000091552734
2022-12-08,106.11000061035156
2022-12-09,101.77999877929688
2022-12-12,106.5999984741211
2022-12-13,114.12999725341797
2022-12-14,111.0199966430664
2022-12-15,103.75
2022-12-16,104.80999755859375
2022-12-19,99.37000274658203
2022-12-20,100.01000213623047
2022-12-21,105.1500015258789
2022-12-22,100.31999969482422
2022-12-23,99.41000366210938
2022-12-27,96.13999938964844
2022-12-28,97.23999786376953
2022-12-29,102.30999755859375
2022-12-30,101.62000274658203
2023-01-03,97.66999816894531
2023-01-04,98.68000030517578
2023-01-05,98.37000274658203
2023-01-06,105.01000213623047
2023-01-09,108.05999755859375
2023-01-10,109.5999984741211
2023-01-11,104.66999816894531
2023-01-12,102.58000183105469
2023-01-13,106.52999877929688
2023-01-17,109.0
2023-01-18,110.29000091552734
2023-01-19,106.51000213623047
2023-01-20,111.44000244140625
2023-01-23,121.27999877929688
2023-01-24,118.98999786376953
2023-01-25,118.08000183105469
2023-01-26,120.13999938964844
2023-01-27,120.77999877929688
2023-01-30,114.47000122070312
2023-01-31,115.2300033569336
2023-02-01,122.5999984741211
2023-02-02,130.22999572753906
2023-02-03,127.93000030517578
2023-02-06,125.02999877929688
2023-02-07,127.31999969482422
2023-02-08,124.9800033569336
2023-02-09,127.58000183105469
2023-02-10,124.4800033569336
2023-02-13,126.45999908447266
2023-02-14,126.12999725341797
2023-02-15,127.31999969482422
2023-02-16,124.9000015258789
2023-02-17,121.4000015258789
2023-02-21,117.91999816894531
2023-02-22,117.97000122070312
2023-02-23,116.68000030517578
2023-02-24,115.5999984741211
2023-02-27,118.9800033569336
2023-02-28,124.1500015258789
2023-03-01,133.19000244140625
2023-03-02,131.36000061035156
2023-03-03,134.02999877929688
2023-03-06,129.97999572753906
2023-03-07,129.19000244140625
2023-03-08,132.38999938964844
2023-03-09,134.4199981689453
2023-03-10,126.2699966430664
2023-03-13,130.32000732421875
2023-03-14,132.2100067138672
2023-03-15,128.0399932861328
