Date,SNPS
2022-06-29,306.05999755859375
2022-06-30,303.70001220703125
2022-07-01,301.2300109863281
2022-07-05,302.9100036621094
2022-07-06,309.6300048828125
2022-07-07,319.42999267578125
2022-07-08,317.5400085449219
2022-07-11,315.19000244140625
2022-07-12,306.4100036621094
2022-07-13,303.07000732421875
2022-07-14,305.0199890136719
2022-07-15,314.29998779296875
2022-07-18,310.42999267578125
2022-07-19,323.510009765625
2022-07-20,330.70001220703125
2022-07-21,338.6600036621094
2022-07-22,338.0400085449219
2022-07-25,337.6700134277344
2022-07-26,339.4100036621094
2022-07-27,353.5400085449219
2022-07-28,362.6400146484375
2022-07-29,367.5
2022-08-01,370.010009765625
2022-08-02,368.3599853515625
2022-08-03,370.8399963378906
2022-08-04,372.2900085449219
2022-08-05,374.2900085449219
2022-08-08,372.07000732421875
2022-08-09,372.6099853515625
2022-08-10,375.7099914550781
2022-08-11,377.010009765625
2022-08-12,385.44000244140625
2022-08-15,390.45001220703125
2022-08-16,385.6700134277344
2022-08-17,381.0
2022-08-18,373.32000732421875
2022-08-19,363.0
2022-08-22,358.1000061035156
2022-08-23,359.0
2022-08-24,358.75
2022-08-25,363.260009765625
2022-08-26,355.0
2022-08-29,347.489990234375
2022-08-30,346.0
2022-08-31,346.0199890136719
2022-09-01,332.489990234375
2022-09-02,330.55999755859375
2022-09-06,326.8299865722656
2022-09-07,332.0400085449219
2022-09-08,333.760009765625
2022-09-09,340.17999267578125
2022-09-12,339.55999755859375
2022-09-13,323.6099853515625
2022-09-14,323.3699951171875
2022-09-15,315.94000244140625
2022-09-16,314.2099914550781
2022-09-19,317.32000732421875
2022-09-20,316.260009765625
2022-09-21,313.1099853515625
2022-09-22,306.9700012207031
2022-09-23,303.2799987792969
2022-09-26,303.3399963378906
2022-09-27,306.0899963378906
2022-09-28,313.1600036621094
2022-09-29,309.2200012207031
2022-09-30,305.510009765625
2022-10-03,316.9800109863281
2022-10-04,321.70001220703125
2022-10-05,321.3699951171875
2022-10-06,321.92999267578125
2022-10-07,307.010009765625
2022-10-10,292.9800109863281
2022-10-11,277.3399963378906
2022-10-12,276.19000244140625
2022-10-13,287.42999267578125
2022-10-14,277.6099853515625
2022-10-17,289.260009765625
2022-10-18,292.2699890136719
2022-10-19,288.9599914550781
2022-10-20,289.7099914550781
2022-10-21,296.5
2022-10-24,301.67999267578125
2022-10-25,294.7300109863281
2022-10-26,292.7300109863281
2022-10-27,289.19000244140625
2022-10-28,295.8399963378906
2022-10-31,292.54998779296875
2022-11-01,291.1700134277344
2022-11-02,281.1099853515625
2022-11-03,279.2900085449219
2022-11-04,276.57000732421875
2022-11-07,280.5299987792969
2022-11-08,291.5799865722656
2022-11-09,290.0799865722656
2022-11-10,318.760009765625
2022-11-11,331.3999938964844
2022-11-14,330.67999267578125
2022-11-15,334.20001220703125
2022-11-16,331.45001220703125
2022-11-17,324.2699890136719
2022-11-18,325.8900146484375
2022-11-21,324.82000732421875
2022-11-22,326.9599914550781
2022-11-23,334.2900085449219
2022-11-25,332.6400146484375
2022-11-28,329.1199951171875
2022-11-29,323.6600036621094
2022-11-30,339.5400085449219
2022-12-01,357.8399963378906
2022-12-02,348.1700134277344
2022-12-05,331.2699890136719
2022-12-06,328.0199890136719
2022-12-07,323.79998779296875
2022-12-08,330.6099853515625
2022-12-09,325.75
2022-12-12,334.3399963378906
2022-12-13,338.1300048828125
2022-12-14,332.0299987792969
2022-12-15,323.82000732421875
2022-12-16,329.1199951171875
2022-12-19,323.3900146484375
2022-12-20,324.42999267578125
2022-12-21,330.2200012207031
2022-12-22,321.7200012207031
2022-12-23,320.2099914550781
2022-12-27,317.95001220703125
2022-12-28,315.30999755859375
2022-12-29,321.9800109863281
2022-12-30,319.2900085449219
2023-01-03,319.67999267578125
2023-01-04,320.92999267578125
2023-01-05,315.0400085449219
2023-01-06,320.5400085449219
2023-01-09,325.95001220703125
2023-01-10,327.6300048828125
2023-01-11,334.3500061035156
2023-01-12,333.1000061035156
2023-01-13,332.9700012207031
2023-01-17,337.29998779296875
2023-01-18,335.6600036621094
2023-01-19,331.2799987792969
2023-01-20,342.4200134277344
2023-01-23,350.3299865722656
2023-01-24,349.2799987792969
2023-01-25,349.2699890136719
2023-01-26,356.6700134277344
2023-01-27,357.2699890136719
2023-01-30,349.8800048828125
2023-01-31,353.75
2023-02-01,367.04998779296875
2023-02-02,368.5899963378906
2023-02-03,361.44000244140625
2023-02-06,359.9700012207031
2023-02-07,366.75
2023-02-08,360.6000061035156
2023-02-09,363.7099914550781
2023-02-10,359.1099853515625
2023-02-13,361.760009765625
2023-02-14,375.94000244140625
2023-02-15,379.4800109863281
2023-02-16,359.7099914550781
2023-02-17,354.45001220703125
2023-02-21,352.3500061035156
2023-02-22,355.05999755859375
2023-02-23,365.4800109863281
2023-02-24,362.2799987792969
2023-02-27,363.3599853515625
2023-02-28,363.760009765625
2023-03-01,361.0199890136719
2023-03-02,363.3800048828125
2023-03-03,367.5
2023-03-06,368.7699890136719
2023-03-07,361.2799987792969
2023-03-08,369.0199890136719
2023-03-09,361.9200134277344
2023-03-10,355.2300109863281
2023-03-13,357.2900085449219
2023-03-14,369.8399963378906
2023-03-15,366.82000732421875
2023-03-16,374.0
2023-03-17,372.5299987792969
2023-03-20,375.5899963378906
2023-03-21,374.3599853515625
2023-03-22,371.3500061035156
2023-03-23,379.3999938964844
2023-03-24,376.55999755859375
2023-03-27,373.9200134277344
2023-03-28,369.8699951171875
2023-03-29,375.0400085449219
2023-03-30,375.94000244140625
2023-03-31,386.25
2023-04-03,388.94000244140625
2023-04-04,384.92999267578125
2023-04-05,378.3599853515625
2023-04-06,375.9200134277344
2023-04-10,379.989990234375
2023-04-11,379.3999938964844
2023-04-12,376.5199890136719
2023-04-13,381.55999755859375
2023-04-14,381.67999267578125
2023-04-17,380.19000244140625
2023-04-18,380.42999267578125
2023-04-19,378.7699890136719
2023-04-20,377.55999755859375
2023-04-21,377.260009765625
2023-04-24,375.6700134277344
2023-04-25,364.5299987792969
2023-04-26,365.1000061035156
2023-04-27,368.3900146484375
2023-04-28,371.32000732421875
2023-05-01,371.6199951171875
2023-05-02,368.8299865722656
2023-05-03,368.0
2023-05-04,366.6199951171875
2023-05-05,371.55999755859375
2023-05-08,371.739990234375
2023-05-09,366.95001220703125
2023-05-10,370.1199951171875
2023-05-11,367.9599914550781
2023-05-12,368.8399963378906
2023-05-15,373.2799987792969
2023-05-16,375.1400146484375
2023-05-17,377.0799865722656
2023-05-18,409.7099914550781
2023-05-19,408.5
2023-05-22,401.67999267578125
2023-05-23,393.0899963378906
2023-05-24,395.3900146484375
2023-05-25,434.20001220703125
2023-05-26,444.7300109863281
2023-05-30,464.8299865722656
2023-05-31,454.9599914550781
2023-06-01,454.54998779296875
2023-06-02,449.3599853515625
2023-06-05,450.1600036621094
2023-06-06,443.8399963378906
2023-06-07,435.32000732421875
2023-06-08,437.69000244140625
2023-06-09,438.7799987792969
2023-06-12,446.0400085449219
2023-06-13,449.9800109863281
2023-06-14,446.04998779296875
2023-06-15,446.3699951171875
2023-06-16,441.19000244140625
2023-06-20,435.5
2023-06-21,426.3399963378906
2023-06-22,426.1300048828125
2023-06-23,419.55999755859375
2023-06-26,417.2099914550781
2023-06-27,426.7799987792969
2023-06-28,427.1499938964844
2023-06-29,427.8999938964844
2023-06-30,435.4100036621094
2023-07-03,434.010009765625
2023-07-05,432.739990234375
2023-07-06,431.1099853515625
2023-07-07,431.2900085449219
2023-07-10,445.7200012207031
2023-07-11,438.70001220703125
2023-07-12,441.3500061035156
2023-07-13,448.8399963378906
2023-07-14,454.1099853515625
2023-07-17,461.17999267578125
2023-07-18,462.92999267578125
2023-07-19,457.3299865722656
2023-07-20,451.7099914550781
2023-07-21,454.0
2023-07-24,450.75
2023-07-25,456.45001220703125
2023-07-26,449.3299865722656
2023-07-27,448.739990234375
2023-07-28,450.8999938964844
2023-07-31,451.79998779296875
2023-08-01,453.510009765625
2023-08-02,441.17999267578125
2023-08-03,440.1199951171875
2023-08-04,441.4200134277344
2023-08-07,444.0
2023-08-08,435.989990234375
2023-08-09,428.9599914550781
2023-08-10,431.3900146484375
2023-08-11,428.4599914550781
2023-08-14,434.8500061035156
2023-08-15,436.739990234375
2023-08-16,428.2099914550781
2023-08-17,424.1000061035156
2023-08-18,426.0199890136719
2023-08-21,436.4700012207031
2023-08-22,436.3900146484375
2023-08-23,448.239990234375
2023-08-24,435.8599853515625
2023-08-25,442.239990234375
2023-08-28,443.67999267578125
2023-08-29,451.57000732421875
2023-08-30,457.2799987792969
2023-08-31,458.8900146484375
2023-09-01,460.45001220703125
2023-09-05,466.8500061035156
2023-09-06,465.69000244140625
2023-09-07,458.0899963378906
2023-09-08,459.1400146484375
2023-09-11,461.82000732421875
2023-09-12,454.3599853515625
2023-09-13,466.8599853515625
2023-09-14,466.1499938964844
2023-09-15,451.92999267578125
2023-09-18,460.010009765625
2023-09-19,460.0199890136719
2023-09-20,453.2799987792969
2023-09-21,444.2699890136719
2023-09-22,446.8500061035156
2023-09-25,447.8299865722656
2023-09-26,444.3500061035156
2023-09-27,446.7099914550781
2023-09-28,460.7099914550781
2023-09-29,458.9700012207031
2023-10-02,463.82000732421875
2023-10-03,450.7200012207031
2023-10-04,461.32000732421875
2023-10-05,459.75
2023-10-06,473.260009765625
2023-10-09,479.9200134277344
2023-10-10,490.1099853515625
2023-10-11,494.95001220703125
2023-10-12,496.2300109863281
2023-10-13,489.6700134277344
2023-10-16,491.9599914550781
2023-10-17,492.04998779296875
2023-10-18,485.7300109863281
2023-10-19,482.3699951171875
2023-10-20,467.6400146484375
2023-10-23,467.82000732421875
2023-10-24,468.0299987792969
2023-10-25,455.260009765625
2023-10-26,453.5400085449219
2023-10-27,457.0
2023-10-30,460.94000244140625
2023-10-31,469.44000244140625
2023-11-01,475.3800048828125
2023-11-02,478.6400146484375
2023-11-03,487.94000244140625
2023-11-06,489.94000244140625
2023-11-07,499.0199890136719
2023-11-08,506.1600036621094
2023-11-09,505.1700134277344
2023-11-10,518.8300170898438
2023-11-13,522.8800048828125
2023-11-14,538.3200073242188
2023-11-15,529.3200073242188
2023-11-16,533.4500122070312
2023-11-17,534.780029296875
2023-11-20,541.52001953125
2023-11-21,540.3800048828125
2023-11-22,541.030029296875
2023-11-24,542.6900024414062
2023-11-27,543.530029296875
2023-11-28,543.72998046875
2023-11-29,552.4600219726562
2023-11-30,543.22998046875
2023-12-01,545.9600219726562
2023-12-04,531.2000122070312
2023-12-05,535.7100219726562
2023-12-06,527.489990234375
2023-12-07,534.1500244140625
2023-12-08,535.9299926757812
2023-12-11,556.02001953125
2023-12-12,567.0599975585938
2023-12-13,568.0900268554688
2023-12-14,551.4500122070312
2023-12-15,556.27001953125
2023-12-18,559.6900024414062
2023-12-19,558.6500244140625
2023-12-20,551.719970703125
2023-12-21,559.9600219726562
2023-12-22,524.4600219726562
2023-12-26,520.25
2023-12-27,518.0999755859375
2023-12-28,517.4099731445312
2023-12-29,514.9099731445312
2024-01-02,498.9700012207031
2024-01-03,492.3999938964844
2024-01-04,490.17999267578125
2024-01-05,484.80999755859375
2024-01-08,499.9800109863281
2024-01-09,501.8699951171875
2024-01-10,505.17999267578125
2024-01-11,498.4599914550781
2024-01-12,494.3999938964844
2024-01-16,509.67999267578125
2024-01-17,507.8699951171875
2024-01-18,494.3399963378906
2024-01-19,517.3099975585938
2024-01-22,541.7100219726562
2024-01-23,548.9000244140625
2024-01-24,540.4600219726562
2024-01-25,536.6799926757812
2024-01-26,528.1300048828125
2024-01-29,539.9000244140625
2024-01-30,543.1799926757812
2024-01-31,533.3499755859375
2024-02-01,540.0
2024-02-02,552.0499877929688
2024-02-05,559.1400146484375
2024-02-06,542.4299926757812
2024-02-07,554.280029296875
2024-02-08,570.6900024414062
2024-02-09,575.2999877929688
2024-02-12,568.9299926757812
2024-02-13,548.530029296875
2024-02-14,562.72998046875
2024-02-15,557.8300170898438
2024-02-16,552.9099731445312
2024-02-20,547.97998046875
2024-02-21,543.5700073242188
2024-02-22,580.9000244140625
2024-02-23,575.6500244140625
2024-02-26,575.7000122070312
2024-02-27,574.0
2024-02-28,570.280029296875
2024-02-29,573.72998046875
2024-03-01,591.3499755859375
2024-03-04,594.3200073242188
2024-03-05,565.260009765625
2024-03-06,575.969970703125
2024-03-07,583.3499755859375
2024-03-08,571.2899780273438
2024-03-11,565.3200073242188
2024-03-12,576.719970703125
2024-03-13,561.2000122070312
2024-03-14,559.3099975585938
2024-03-15,550.030029296875
2024-03-18,560.6300048828125
2024-03-19,584.7100219726562
2024-03-20,589.780029296875
2024-03-21,602.010009765625
2024-03-22,594.2000122070312
2024-03-25,584.3200073242188
2024-03-26,584.3200073242188
2024-03-27,573.3499755859375
2024-03-28,571.5
2024-04-01,576.8900146484375
2024-04-02,569.8200073242188
2024-04-03,578.8699951171875
2024-04-04,567.1099853515625
2024-04-05,575.4500122070312
2024-04-08,576.3599853515625
2024-04-09,568.989990234375
2024-04-10,561.22998046875
2024-04-11,561.969970703125
2024-04-12,557.1599731445312
2024-04-15,543.9099731445312
2024-04-16,541.0900268554688
2024-04-17,527.5800170898438
2024-04-18,519.7100219726562
2024-04-19,510.7099914550781
2024-04-22,515.489990234375
2024-04-23,527.5
2024-04-24,527.52001953125
2024-04-25,530.1099853515625
2024-04-26,543.6599731445312
2024-04-29,544.760009765625
2024-04-30,530.5900268554688
2024-05-01,522.1799926757812
2024-05-02,523.3800048828125
2024-05-03,536.9400024414062
2024-05-06,545.5399780273438
2024-05-07,549.6099853515625
2024-05-08,550.489990234375
2024-05-09,549.8800048828125
2024-05-10,556.7100219726562
2024-05-13,557.3900146484375
2024-05-14,559.6300048828125
2024-05-15,580.2000122070312
2024-05-16,569.27001953125
2024-05-17,566.72998046875
2024-05-20,574.3800048828125
2024-05-21,571.530029296875
2024-05-22,573.1300048828125
2024-05-23,586.2999877929688
2024-05-24,587.4000244140625
2024-05-28,587.9400024414062
2024-05-29,580.2100219726562
2024-05-30,564.72998046875
2024-05-31,560.7999877929688
2024-06-03,561.1799926757812
2024-06-04,561.72998046875
2024-06-05,588.1400146484375
2024-06-06,573.8499755859375
2024-06-07,571.4500122070312
2024-06-10,576.1799926757812
2024-06-11,579.9099731445312
2024-06-12,590.8900146484375
2024-06-13,586.5399780273438
2024-06-14,590.2100219726562
2024-06-17,612.719970703125
2024-06-18,620.3099975585938
2024-06-20,610.1799926757812
2024-06-21,605.530029296875
2024-06-24,595.5999755859375
2024-06-25,600.1400146484375
2024-06-26,598.52001953125
2024-06-27,595.0
2024-06-28,595.0599975585938
2024-07-01,601.75
2024-07-02,609.6599731445312
2024-07-03,606.989990234375
2024-07-05,621.2999877929688
2024-07-08,615.489990234375
2024-07-09,607.9400024414062
2024-07-10,619.5599975585938
2024-07-11,608.739990234375
2024-07-12,614.0499877929688
2024-07-15,616.010009765625
2024-07-16,613.010009765625
2024-07-17,570.3800048828125
2024-07-18,560.3800048828125
2024-07-19,563.1199951171875
2024-07-22,587.7100219726562
2024-07-23,588.3300170898438
2024-07-24,553.3300170898438
2024-07-25,538.719970703125
2024-07-26,546.3800048828125
2024-07-29,547.52001953125
2024-07-30,525.8900146484375
2024-07-31,558.3200073242188
2024-08-01,540.6699829101562
2024-08-02,505.7799987792969
2024-08-05,487.8399963378906
2024-08-06,499.3900146484375
2024-08-07,489.9700012207031
2024-08-08,515.030029296875
2024-08-09,524.72998046875
2024-08-12,520.8400268554688
2024-08-13,528.6400146484375
2024-08-14,530.7999877929688
2024-08-15,548.280029296875
2024-08-16,549.0
2024-08-19,558.219970703125
2024-08-20,557.030029296875
2024-08-21,564.6799926757812
2024-08-22,548.0599975585938
2024-08-23,539.3900146484375
2024-08-26,525.9099731445312
2024-08-27,521.780029296875
2024-08-28,509.9800109863281
2024-08-29,517.02001953125
2024-08-30,519.5800170898438
2024-09-03,481.2200012207031
2024-09-04,477.5299987792969
2024-09-05,476.0299987792969
2024-09-06,463.9700012207031
2024-09-09,464.1600036621094
2024-09-10,465.5
2024-09-11,481.5
2024-09-12,488.95001220703125
2024-09-13,490.07000732421875
2024-09-16,498.57000732421875
2024-09-17,502.25
2024-09-18,495.95001220703125
2024-09-19,514.1199951171875
2024-09-20,506.6499938964844
2024-09-23,505.7900085449219
2024-09-24,506.8299865722656
2024-09-25,510.3599853515625
2024-09-26,515.4000244140625
2024-09-27,513.3099975585938
2024-09-30,506.3900146484375
2024-10-01,495.55999755859375
2024-10-02,496.82000732421875
2024-10-03,495.4100036621094
2024-10-04,499.1199951171875
2024-10-07,494.8699951171875
2024-10-08,517.760009765625
2024-10-09,529.0
2024-10-10,533.0800170898438
2024-10-11,539.9199829101562
2024-10-14,545.4600219726562
2024-10-15,517.5599975585938
2024-10-16,501.3500061035156
2024-10-17,504.69000244140625
2024-10-18,507.0299987792969
2024-10-21,505.5899963378906
2024-10-22,502.4100036621094
2024-10-23,493.4100036621094
2024-10-24,495.25
2024-10-25,501.5799865722656
2024-10-28,496.17999267578125
2024-10-29,529.2100219726562
2024-10-30,536.4199829101562
2024-10-31,513.6099853515625
2024-11-01,518.4000244140625
2024-11-04,524.52001953125
2024-11-05,521.97998046875
2024-11-06,553.1500244140625
2024-11-07,573.5900268554688
2024-11-08,561.5499877929688
2024-11-11,556.260009765625
2024-11-12,553.469970703125
2024-11-13,557.9600219726562
2024-11-14,548.3099975585938
2024-11-15,520.75
2024-11-18,523.97998046875
2024-11-19,534.02001953125
2024-11-20,541.5599975585938
2024-11-21,557.9400024414062
