Date,ICLR
2023-04-24,206.47000122070312
2023-04-25,203.22999572753906
2023-04-26,200.8800048828125
2023-04-27,190.7100067138672
2023-04-28,192.69000244140625
2023-05-01,195.4499969482422
2023-05-02,187.88999938964844
2023-05-03,185.77000427246094
2023-05-04,183.1199951171875
2023-05-05,189.7899932861328
2023-05-08,189.80999755859375
2023-05-09,187.16000366210938
2023-05-10,191.8800048828125
2023-05-11,199.11000061035156
2023-05-12,200.0
2023-05-15,205.85000610351562
2023-05-16,206.55999755859375
2023-05-17,210.66000366210938
2023-05-18,208.2100067138672
2023-05-19,212.77999877929688
2023-05-22,215.91000366210938
2023-05-23,212.07000732421875
2023-05-24,206.86000061035156
2023-05-25,202.99000549316406
2023-05-26,203.69000244140625
2023-05-30,208.47000122070312
2023-05-31,213.02999877929688
2023-06-01,215.85000610351562
2023-06-02,221.4499969482422
2023-06-05,218.99000549316406
2023-06-06,223.88999938964844
2023-06-07,226.25999450683594
2023-06-08,225.05999755859375
2023-06-09,221.92999267578125
2023-06-12,227.92999267578125
2023-06-13,231.08999633789062
2023-06-14,230.5399932861328
2023-06-15,233.6199951171875
2023-06-16,234.1199951171875
2023-06-20,230.2899932861328
2023-06-21,227.47999572753906
2023-06-22,227.30999755859375
2023-06-23,226.3300018310547
2023-06-26,228.72000122070312
2023-06-27,228.91000366210938
2023-06-28,240.25999450683594
2023-06-29,242.6300048828125
2023-06-30,250.1999969482422
2023-07-03,243.02999877929688
2023-07-05,240.85000610351562
2023-07-06,237.42999267578125
2023-07-07,236.44000244140625
2023-07-10,244.32000732421875
2023-07-11,239.3699951171875
2023-07-12,243.13999938964844
2023-07-13,248.99000549316406
2023-07-14,246.25
2023-07-17,245.0399932861328
2023-07-18,245.63999938964844
2023-07-19,247.1999969482422
2023-07-20,247.41000366210938
2023-07-21,245.92999267578125
2023-07-24,242.6300048828125
2023-07-25,249.66000366210938
2023-07-26,253.10000610351562
2023-07-27,241.63999938964844
2023-07-28,252.13999938964844
2023-07-31,251.41000366210938
2023-08-01,249.22999572753906
2023-08-02,251.50999450683594
2023-08-03,251.0500030517578
2023-08-04,253.35000610351562
2023-08-07,251.57000732421875
2023-08-08,255.24000549316406
2023-08-09,253.6199951171875
2023-08-10,256.2300109863281
2023-08-11,258.3900146484375
2023-08-14,259.2099914550781
2023-08-15,259.0899963378906
2023-08-16,256.239990234375
2023-08-17,251.99000549316406
2023-08-18,250.33999633789062
2023-08-21,248.8300018310547
2023-08-22,250.1699981689453
2023-08-23,252.75
2023-08-24,252.9600067138672
2023-08-25,256.32000732421875
2023-08-28,255.3000030517578
2023-08-29,260.2300109863281
2023-08-30,265.6199951171875
2023-08-31,259.94000244140625
2023-09-01,262.69000244140625
2023-09-05,258.6499938964844
2023-09-06,256.69000244140625
2023-09-07,258.1199951171875
2023-09-08,250.1300048828125
2023-09-11,255.4600067138672
2023-09-12,257.2799987792969
2023-09-13,265.1000061035156
2023-09-14,261.7799987792969
2023-09-15,261.7099914550781
2023-09-18,263.0199890136719
2023-09-19,263.260009765625
2023-09-20,261.7799987792969
2023-09-21,251.8699951171875
2023-09-22,250.41000366210938
2023-09-25,250.41000366210938
2023-09-26,246.6999969482422
2023-09-27,248.07000732421875
2023-09-28,247.0800018310547
2023-09-29,246.25
2023-10-02,243.13999938964844
2023-10-03,240.4199981689453
2023-10-04,240.32000732421875
2023-10-05,239.67999267578125
2023-10-06,239.77999877929688
2023-10-09,238.5500030517578
2023-10-10,242.80999755859375
2023-10-11,249.25
2023-10-12,243.89999389648438
2023-10-13,247.24000549316406
2023-10-16,245.1300048828125
2023-10-17,237.47999572753906
2023-10-18,226.63999938964844
2023-10-19,225.5500030517578
2023-10-20,226.72000122070312
2023-10-23,222.8300018310547
2023-10-24,236.49000549316406
2023-10-25,225.27999877929688
2023-10-26,240.55999755859375
2023-10-27,235.30999755859375
2023-10-30,238.1300048828125
2023-10-31,243.9600067138672
2023-11-01,250.0
2023-11-02,253.5
2023-11-03,258.1099853515625
2023-11-06,257.8699951171875
2023-11-07,256.8299865722656
2023-11-08,257.989990234375
2023-11-09,250.5800018310547
2023-11-10,256.3399963378906
2023-11-13,256.9100036621094
2023-11-14,266.95001220703125
2023-11-15,268.79998779296875
2023-11-16,269.05999755859375
2023-11-17,269.95001220703125
2023-11-20,270.0199890136719
2023-11-21,271.07000732421875
2023-11-22,271.9200134277344
2023-11-24,271.8900146484375
2023-11-27,269.4100036621094
2023-11-28,267.5799865722656
2023-11-29,266.989990234375
2023-11-30,266.94000244140625
2023-12-01,269.3500061035156
2023-12-04,266.6099853515625
2023-12-05,269.5
2023-12-06,268.44000244140625
2023-12-07,268.19000244140625
2023-12-08,272.4599914550781
2023-12-11,274.70001220703125
2023-12-12,275.760009765625
2023-12-13,277.1700134277344
2023-12-14,278.0
2023-12-15,279.0299987792969
2023-12-18,280.010009765625
2023-12-19,284.4800109863281
2023-12-20,279.4100036621094
2023-12-21,282.6300048828125
2023-12-22,280.6000061035156
2023-12-26,284.04998779296875
2023-12-27,284.1700134277344
2023-12-28,285.760009765625
2023-12-29,283.07000732421875
2024-01-02,280.80999755859375
2024-01-03,268.739990234375
2024-01-04,268.3999938964844
2024-01-05,270.7200012207031
2024-01-08,272.8299865722656
2024-01-09,271.19000244140625
2024-01-10,259.1499938964844
2024-01-11,255.1999969482422
2024-01-12,255.0
2024-01-16,250.9199981689453
2024-01-17,247.83999633789062
2024-01-18,254.24000549316406
2024-01-19,259.57000732421875
2024-01-22,265.2300109863281
2024-01-23,263.9800109863281
2024-01-24,263.7300109863281
2024-01-25,265.489990234375
2024-01-26,266.510009765625
2024-01-29,267.8299865722656
2024-01-30,262.5199890136719
2024-01-31,260.8699951171875
2024-02-01,260.5
2024-02-02,260.5
2024-02-05,265.7900085449219
2024-02-06,265.4800109863281
2024-02-07,269.05999755859375
2024-02-08,273.8399963378906
2024-02-09,278.4800109863281
2024-02-12,278.04998779296875
2024-02-13,275.1499938964844
2024-02-14,292.7200012207031
2024-02-15,290.1400146484375
2024-02-16,289.0299987792969
2024-02-20,283.4800109863281
2024-02-21,284.70001220703125
2024-02-22,313.3699951171875
2024-02-23,314.19000244140625
2024-02-26,318.7300109863281
2024-02-27,322.4599914550781
2024-02-28,323.44000244140625
2024-02-29,320.6199951171875
2024-03-01,325.510009765625
2024-03-04,331.260009765625
2024-03-05,335.489990234375
2024-03-06,335.6199951171875
2024-03-07,340.0
2024-03-08,334.6400146484375
2024-03-11,332.3800048828125
2024-03-12,338.3599853515625
2024-03-13,333.5
2024-03-14,333.67999267578125
2024-03-15,334.760009765625
2024-03-18,332.510009765625
2024-03-19,334.7900085449219
2024-03-20,335.739990234375
2024-03-21,337.2799987792969
2024-03-22,332.0
2024-03-25,329.79998779296875
2024-03-26,329.9100036621094
2024-03-27,329.5
2024-03-28,335.95001220703125
2024-04-01,331.7300109863281
2024-04-02,322.6700134277344
2024-04-03,321.0899963378906
2024-04-04,313.17999267578125
2024-04-05,318.8299865722656
2024-04-08,320.9599914550781
2024-04-09,319.1400146484375
2024-04-10,312.510009765625
2024-04-11,312.3900146484375
2024-04-12,306.0
2024-04-15,299.1199951171875
2024-04-16,294.0299987792969
2024-04-17,292.0199890136719
2024-04-18,291.82000732421875
2024-04-19,288.2300109863281
2024-04-22,297.92999267578125
2024-04-23,306.45001220703125
2024-04-24,309.44000244140625
2024-04-25,300.0799865722656
2024-04-26,308.30999755859375
2024-04-29,304.1400146484375
2024-04-30,297.8800048828125
2024-05-01,301.6099853515625
2024-05-02,301.07000732421875
2024-05-03,309.0199890136719
2024-05-06,315.1400146484375
2024-05-07,314.5400085449219
2024-05-08,311.75
2024-05-09,315.0400085449219
2024-05-10,315.3900146484375
2024-05-13,309.510009765625
2024-05-14,315.57000732421875
2024-05-15,321.79998779296875
2024-05-16,315.8299865722656
2024-05-17,314.7200012207031
2024-05-20,318.7200012207031
2024-05-21,317.8800048828125
2024-05-22,316.94000244140625
2024-05-23,320.0
2024-05-24,320.7200012207031
2024-05-28,321.05999755859375
2024-05-29,309.5199890136719
2024-05-30,322.9200134277344
2024-05-31,324.82000732421875
2024-06-03,323.489990234375
2024-06-04,318.0799865722656
2024-06-05,329.6499938964844
2024-06-06,322.0199890136719
2024-06-07,319.2799987792969
2024-06-10,319.8399963378906
2024-06-11,317.0400085449219
2024-06-12,319.7799987792969
2024-06-13,317.9200134277344
2024-06-14,313.3299865722656
2024-06-17,316.3900146484375
2024-06-18,318.6300048828125
2024-06-20,316.0
2024-06-21,318.7799987792969
2024-06-24,316.8500061035156
2024-06-25,315.4599914550781
2024-06-26,312.9800109863281
2024-06-27,313.2200012207031
2024-06-28,313.4700012207031
2024-07-01,316.510009765625
2024-07-02,318.29998779296875
2024-07-03,318.010009765625
2024-07-05,320.7699890136719
2024-07-08,320.9200134277344
2024-07-09,324.0
2024-07-10,328.6499938964844
2024-07-11,334.20001220703125
2024-07-12,336.0299987792969
2024-07-15,340.8599853515625
2024-07-16,346.20001220703125
2024-07-17,333.9200134277344
2024-07-18,327.79998779296875
2024-07-19,329.70001220703125
2024-07-22,339.92999267578125
2024-07-23,332.2300109863281
2024-07-24,331.7699890136719
2024-07-25,313.1000061035156
2024-07-26,323.4599914550781
2024-07-29,329.3299865722656
2024-07-30,330.510009765625
2024-07-31,328.44000244140625
2024-08-01,327.1499938964844
2024-08-02,317.0799865722656
2024-08-05,310.489990234375
2024-08-06,312.5299987792969
2024-08-07,306.57000732421875
2024-08-08,313.0400085449219
2024-08-09,312.92999267578125
2024-08-12,311.7200012207031
2024-08-13,320.3399963378906
2024-08-14,317.4200134277344
2024-08-15,321.5299987792969
2024-08-16,322.489990234375
2024-08-19,324.9100036621094
2024-08-20,323.989990234375
2024-08-21,323.1300048828125
2024-08-22,320.32000732421875
2024-08-23,324.1600036621094
2024-08-26,322.9700012207031
2024-08-27,326.010009765625
2024-08-28,320.739990234375
2024-08-29,320.5799865722656
2024-08-30,322.05999755859375
2024-09-03,312.2200012207031
2024-09-04,312.5199890136719
2024-09-05,308.0
2024-09-06,302.5199890136719
2024-09-09,298.70001220703125
2024-09-10,280.4800109863281
2024-09-11,289.80999755859375
2024-09-12,299.69000244140625
2024-09-13,300.0
2024-09-16,295.5799865722656
2024-09-17,292.5400085449219
2024-09-18,302.45001220703125
2024-09-19,300.9200134277344
2024-09-20,303.07000732421875
2024-09-23,296.29998779296875
2024-09-24,296.44000244140625
2024-09-25,283.9200134277344
2024-09-26,286.1300048828125
2024-09-27,285.6099853515625
2024-09-30,287.30999755859375
2024-10-01,284.510009765625
2024-10-02,294.3900146484375
2024-10-03,293.17999267578125
2024-10-04,293.5400085449219
2024-10-07,290.3699951171875
2024-10-08,287.55999755859375
2024-10-09,292.6600036621094
2024-10-10,296.2900085449219
2024-10-11,296.6499938964844
2024-10-14,296.54998779296875
2024-10-15,294.8699951171875
2024-10-16,293.6000061035156
2024-10-17,295.239990234375
2024-10-18,297.7200012207031
2024-10-21,288.6400146484375
2024-10-22,283.489990234375
2024-10-23,280.760009765625
2024-10-24,221.72999572753906
2024-10-25,220.47000122070312
2024-10-28,230.5
2024-10-29,232.39999389648438
2024-10-30,227.88999938964844
2024-10-31,222.11000061035156
2024-11-01,220.39999389648438
2024-11-04,218.8000030517578
2024-11-05,226.4199981689453
2024-11-06,223.85000610351562
2024-11-07,215.00999450683594
2024-11-08,214.92999267578125
2024-11-11,212.17999267578125
2024-11-12,212.27000427246094
2024-11-13,203.89999389648438
2024-11-14,200.02000427246094
2024-11-15,189.63999938964844
2024-11-18,187.22000122070312
2024-11-19,195.60000610351562
2024-11-20,203.6699981689453
2024-11-21,212.75999450683594
