Date,ICLR
2022-02-28,238.00999450683594
2022-03-01,231.2100067138672
2022-03-02,234.4499969482422
2022-03-03,231.67999267578125
2022-03-04,226.32000732421875
2022-03-07,220.30999755859375
2022-03-08,216.08999633789062
2022-03-09,230.14999389648438
2022-03-10,227.05999755859375
2022-03-11,223.8800048828125
2022-03-14,218.88999938964844
2022-03-15,223.32000732421875
2022-03-16,230.5
2022-03-17,235.97000122070312
2022-03-18,239.5
2022-03-21,239.22000122070312
2022-03-22,243.16000366210938
2022-03-23,235.0
2022-03-24,237.6199951171875
2022-03-25,238.6300048828125
2022-03-28,238.17999267578125
2022-03-29,251.5399932861328
2022-03-30,245.80999755859375
2022-03-31,243.22000122070312
2022-04-01,246.6300048828125
2022-04-04,243.83999633789062
2022-04-05,242.97000122070312
2022-04-06,243.7100067138672
2022-04-07,257.69000244140625
2022-04-08,261.32000732421875
2022-04-11,247.72000122070312
2022-04-12,246.27999877929688
2022-04-13,250.42999267578125
2022-04-14,246.0399932861328
2022-04-18,243.4600067138672
2022-04-19,247.57000732421875
2022-04-20,253.22000122070312
2022-04-21,244.89999389648438
2022-04-22,233.9499969482422
2022-04-25,225.6300048828125
2022-04-26,210.6699981689453
2022-04-27,215.16000366210938
2022-04-28,225.0500030517578
2022-04-29,226.2100067138672
2022-05-02,228.5800018310547
2022-05-03,226.94000244140625
2022-05-04,231.36000061035156
2022-05-05,227.75
2022-05-06,224.30999755859375
2022-05-09,209.0800018310547
2022-05-10,209.9499969482422
2022-05-11,204.85000610351562
2022-05-12,206.72000122070312
2022-05-13,211.0
2022-05-16,210.52000427246094
2022-05-17,209.14999389648438
2022-05-18,203.27000427246094
2022-05-19,214.25999450683594
2022-05-20,216.10000610351562
2022-05-23,217.5800018310547
2022-05-24,216.27000427246094
2022-05-25,211.97000122070312
2022-05-26,217.63999938964844
2022-05-27,227.3000030517578
2022-05-31,223.7899932861328
2022-06-01,218.74000549316406
2022-06-02,224.4499969482422
2022-06-03,222.3300018310547
2022-06-06,227.72000122070312
2022-06-07,229.69000244140625
2022-06-08,230.55999755859375
2022-06-09,228.75
2022-06-10,219.24000549316406
2022-06-13,209.00999450683594
2022-06-14,204.3300018310547
2022-06-15,205.58999633789062
2022-06-16,197.3000030517578
2022-06-17,200.8699951171875
2022-06-21,205.27000427246094
2022-06-22,205.94000244140625
2022-06-23,217.49000549316406
2022-06-24,220.6300048828125
2022-06-27,220.8800048828125
2022-06-28,219.10000610351562
2022-06-29,217.27000427246094
2022-06-30,216.6999969482422
2022-07-01,212.7100067138672
2022-07-05,216.47000122070312
2022-07-06,219.69000244140625
2022-07-07,222.91000366210938
2022-07-08,217.9499969482422
2022-07-11,214.58999633789062
2022-07-12,208.89999389648438
2022-07-13,205.97999572753906
2022-07-14,204.9600067138672
2022-07-15,211.1300048828125
2022-07-18,204.42999267578125
2022-07-19,213.52999877929688
2022-07-20,214.7899932861328
2022-07-21,224.64999389648438
2022-07-22,221.08999633789062
2022-07-25,223.35000610351562
2022-07-26,223.64999389648438
2022-07-27,231.7899932861328
2022-07-28,237.47999572753906
2022-07-29,241.25
2022-08-01,236.6199951171875
2022-08-02,229.07000732421875
2022-08-03,227.8800048828125
2022-08-04,231.47999572753906
2022-08-05,233.1199951171875
2022-08-08,231.8300018310547
2022-08-09,230.4199981689453
2022-08-10,243.0800018310547
2022-08-11,243.3300018310547
2022-08-12,241.24000549316406
2022-08-15,247.5
2022-08-16,246.3000030517578
2022-08-17,239.9499969482422
2022-08-18,237.60000610351562
2022-08-19,233.67999267578125
2022-08-22,225.8000030517578
2022-08-23,224.9199981689453
2022-08-24,227.3300018310547
2022-08-25,229.6199951171875
2022-08-26,213.4600067138672
2022-08-29,209.22000122070312
2022-08-30,210.17999267578125
2022-08-31,209.8300018310547
2022-09-01,208.6999969482422
2022-09-02,206.74000549316406
2022-09-06,208.75
2022-09-07,215.91000366210938
2022-09-08,221.72000122070312
2022-09-09,226.1999969482422
2022-09-12,232.99000549316406
2022-09-13,216.6699981689453
2022-09-14,205.6300048828125
2022-09-15,208.8000030517578
2022-09-16,204.49000549316406
2022-09-19,201.74000549316406
2022-09-20,197.24000549316406
2022-09-21,194.69000244140625
2022-09-22,191.02000427246094
2022-09-23,190.83999633789062
2022-09-26,183.72999572753906
2022-09-27,183.25
2022-09-28,187.36000061035156
2022-09-29,184.02000427246094
2022-09-30,183.77999877929688
2022-10-03,189.19000244140625
2022-10-04,197.25999450683594
2022-10-05,197.22000122070312
2022-10-06,193.3699951171875
2022-10-07,186.52000427246094
2022-10-10,183.97999572753906
2022-10-11,176.25
2022-10-12,177.11000061035156
2022-10-13,180.32000732421875
2022-10-14,173.89999389648438
2022-10-17,183.05999755859375
2022-10-18,188.42999267578125
2022-10-19,179.94000244140625
2022-10-20,174.47000122070312
2022-10-21,177.99000549316406
2022-10-24,178.91000366210938
2022-10-25,196.72999572753906
2022-10-26,197.61000061035156
2022-10-27,191.77999877929688
2022-10-28,199.25
2022-10-31,197.83999633789062
2022-11-01,196.33999633789062
2022-11-02,192.9199981689453
2022-11-03,201.75999450683594
2022-11-04,199.67999267578125
2022-11-07,198.3000030517578
2022-11-08,195.07000732421875
2022-11-09,196.7899932861328
2022-11-10,216.1999969482422
2022-11-11,221.4600067138672
2022-11-14,217.0800018310547
2022-11-15,224.8000030517578
2022-11-16,222.35000610351562
2022-11-17,215.5
2022-11-18,216.6199951171875
2022-11-21,216.22000122070312
2022-11-22,216.47999572753906
2022-11-23,217.25999450683594
2022-11-25,219.0
2022-11-28,214.69000244140625
2022-11-29,211.92999267578125
2022-11-30,215.44000244140625
2022-12-01,218.69000244140625
2022-12-02,213.07000732421875
2022-12-05,204.75999450683594
2022-12-06,200.30999755859375
2022-12-07,196.88999938964844
2022-12-08,198.49000549316406
2022-12-09,194.77000427246094
2022-12-12,197.05999755859375
2022-12-13,198.25999450683594
2022-12-14,194.7899932861328
2022-12-15,190.83999633789062
2022-12-16,186.91000366210938
2022-12-19,189.50999450683594
2022-12-20,192.02000427246094
2022-12-21,197.4499969482422
2022-12-22,195.7100067138672
2022-12-23,194.85000610351562
2022-12-27,193.24000549316406
2022-12-28,193.27999877929688
2022-12-29,198.47000122070312
2022-12-30,194.25
2023-01-03,193.58999633789062
2023-01-04,199.35000610351562
2023-01-05,199.11000061035156
2023-01-06,200.4499969482422
2023-01-09,201.13999938964844
2023-01-10,216.8300018310547
2023-01-11,224.10000610351562
2023-01-12,222.66000366210938
2023-01-13,224.49000549316406
2023-01-17,225.4499969482422
2023-01-18,227.16000366210938
2023-01-19,230.27999877929688
2023-01-20,231.4199981689453
2023-01-23,234.8699951171875
2023-01-24,231.8300018310547
2023-01-25,232.25999450683594
2023-01-26,231.0500030517578
2023-01-27,228.24000549316406
2023-01-30,223.99000549316406
2023-01-31,230.7100067138672
2023-02-01,235.74000549316406
2023-02-02,245.3300018310547
2023-02-03,244.02000427246094
2023-02-06,237.74000549316406
2023-02-07,241.91000366210938
2023-02-08,238.8000030517578
2023-02-09,234.25
2023-02-10,232.27000427246094
2023-02-13,237.9499969482422
2023-02-14,234.1199951171875
2023-02-15,235.02000427246094
2023-02-16,229.89999389648438
2023-02-17,227.57000732421875
2023-02-21,223.35000610351562
2023-02-22,221.7100067138672
2023-02-23,223.1199951171875
2023-02-24,223.5
2023-02-27,223.1300048828125
2023-02-28,225.6300048828125
2023-03-01,227.5
2023-03-02,230.47000122070312
2023-03-03,233.8800048828125
2023-03-06,235.66000366210938
2023-03-07,229.4499969482422
2023-03-08,228.77999877929688
2023-03-09,221.60000610351562
2023-03-10,213.91000366210938
2023-03-13,211.7899932861328
2023-03-14,215.25
2023-03-15,209.52000427246094
2023-03-16,213.30999755859375
2023-03-17,207.75
2023-03-20,208.5800018310547
2023-03-21,213.32000732421875
2023-03-22,208.6300048828125
2023-03-23,207.85000610351562
2023-03-24,206.72999572753906
2023-03-27,207.88999938964844
2023-03-28,207.3699951171875
2023-03-29,210.5800018310547
2023-03-30,210.86000061035156
2023-03-31,213.58999633789062
2023-04-03,214.47000122070312
2023-04-04,210.83999633789062
2023-04-05,208.36000061035156
2023-04-06,207.5399932861328
2023-04-10,208.47999572753906
2023-04-11,210.4499969482422
2023-04-12,208.57000732421875
2023-04-13,210.3000030517578
2023-04-14,209.77999877929688
2023-04-17,213.97000122070312
2023-04-18,212.91000366210938
2023-04-19,210.5500030517578
2023-04-20,206.22000122070312
2023-04-21,207.1300048828125
