Date,LANC
2022-11-23,203.5800018310547
2022-11-25,205.32000732421875
2022-11-28,204.49000549316406
2022-11-29,203.42999267578125
2022-11-30,207.13999938964844
2022-12-01,204.3300018310547
2022-12-02,203.49000549316406
2022-12-05,203.77000427246094
2022-12-06,202.97000122070312
2022-12-07,202.1199951171875
2022-12-08,202.49000549316406
2022-12-09,200.63999938964844
2022-12-12,201.61000061035156
2022-12-13,198.7100067138672
2022-12-14,197.17999267578125
2022-12-15,195.39999389648438
2022-12-16,196.47000122070312
2022-12-19,197.97999572753906
2022-12-20,198.00999450683594
2022-12-21,201.8699951171875
2022-12-22,202.30999755859375
2022-12-23,200.83999633789062
2022-12-27,202.2899932861328
2022-12-28,200.5500030517578
2022-12-29,201.08999633789062
2022-12-30,197.3000030517578
2023-01-03,201.77999877929688
2023-01-04,201.4600067138672
2023-01-05,200.02000427246094
2023-01-06,201.5399932861328
2023-01-09,198.30999755859375
2023-01-10,198.30999755859375
2023-01-11,197.0500030517578
2023-01-12,195.86000061035156
2023-01-13,198.4600067138672
2023-01-17,197.30999755859375
2023-01-18,192.8699951171875
2023-01-19,192.0
2023-01-20,192.58999633789062
2023-01-23,190.8000030517578
2023-01-24,191.58999633789062
2023-01-25,196.0800018310547
2023-01-26,193.97999572753906
2023-01-27,191.33999633789062
2023-01-30,190.66000366210938
2023-01-31,191.91000366210938
2023-02-01,193.35000610351562
2023-02-02,186.22000122070312
2023-02-03,186.27999877929688
2023-02-06,186.44000244140625
2023-02-07,184.6999969482422
2023-02-08,186.67999267578125
2023-02-09,187.14999389648438
2023-02-10,189.75
2023-02-13,193.25999450683594
2023-02-14,193.0399932861328
2023-02-15,193.38999938964844
2023-02-16,194.16000366210938
2023-02-17,196.39999389648438
2023-02-21,194.3300018310547
2023-02-22,196.33999633789062
2023-02-23,193.9499969482422
2023-02-24,192.4199981689453
2023-02-27,193.61000061035156
2023-02-28,191.97999572753906
2023-03-01,188.32000732421875
2023-03-02,189.6699981689453
2023-03-03,190.0800018310547
2023-03-06,190.5
2023-03-07,190.1999969482422
2023-03-08,189.07000732421875
2023-03-09,188.77999877929688
2023-03-10,186.58999633789062
2023-03-13,190.47999572753906
2023-03-14,197.63999938964844
2023-03-15,195.41000366210938
2023-03-16,198.30999755859375
2023-03-17,198.14999389648438
2023-03-20,200.67999267578125
2023-03-21,202.05999755859375
2023-03-22,202.0
2023-03-23,204.5
2023-03-24,207.82000732421875
2023-03-27,200.27999877929688
2023-03-28,199.6300048828125
2023-03-29,199.27000427246094
2023-03-30,200.86000061035156
2023-03-31,202.8800048828125
2023-04-03,205.64999389648438
2023-04-04,206.02000427246094
2023-04-05,201.22999572753906
2023-04-06,200.4499969482422
2023-04-10,200.50999450683594
2023-04-11,202.02999877929688
2023-04-12,201.11000061035156
2023-04-13,201.22999572753906
2023-04-14,198.07000732421875
2023-04-17,196.6999969482422
2023-04-18,201.4199981689453
2023-04-19,203.99000549316406
2023-04-20,204.9600067138672
2023-04-21,206.6699981689453
2023-04-24,205.3000030517578
2023-04-25,205.16000366210938
2023-04-26,204.9199981689453
2023-04-27,210.00999450683594
2023-04-28,209.1199951171875
2023-05-01,212.7100067138672
2023-05-02,209.44000244140625
2023-05-03,212.8000030517578
2023-05-04,215.24000549316406
2023-05-05,218.83999633789062
2023-05-08,218.05999755859375
2023-05-09,216.4600067138672
2023-05-10,214.16000366210938
2023-05-11,212.94000244140625
2023-05-12,211.6300048828125
2023-05-15,213.1699981689453
2023-05-16,209.38999938964844
2023-05-17,209.1699981689453
2023-05-18,208.4600067138672
2023-05-19,207.60000610351562
2023-05-22,205.22999572753906
2023-05-23,206.6199951171875
2023-05-24,205.17999267578125
2023-05-25,205.3699951171875
2023-05-26,203.47999572753906
2023-05-30,198.44000244140625
2023-05-31,196.5800018310547
2023-06-01,196.97999572753906
2023-06-02,203.5800018310547
2023-06-05,199.88999938964844
2023-06-06,200.89999389648438
2023-06-07,200.8699951171875
2023-06-08,199.3800048828125
2023-06-09,198.3300018310547
2023-06-12,190.4600067138672
2023-06-13,189.19000244140625
2023-06-14,188.72999572753906
2023-06-15,186.91000366210938
2023-06-16,186.0399932861328
2023-06-20,185.61000061035156
2023-06-21,188.0399932861328
2023-06-22,191.69000244140625
2023-06-23,200.3300018310547
2023-06-26,197.1199951171875
2023-06-27,196.5
2023-06-28,196.97999572753906
2023-06-29,198.58999633789062
2023-06-30,201.08999633789062
2023-07-03,200.47000122070312
2023-07-05,199.88999938964844
2023-07-06,196.0500030517578
2023-07-07,189.32000732421875
2023-07-10,188.69000244140625
2023-07-11,187.80999755859375
2023-07-12,188.58999633789062
2023-07-13,187.8699951171875
2023-07-14,187.25999450683594
2023-07-17,186.77999877929688
2023-07-18,189.02000427246094
2023-07-19,192.50999450683594
2023-07-20,192.44000244140625
2023-07-21,193.64999389648438
2023-07-24,194.1699981689453
2023-07-25,195.80999755859375
2023-07-26,195.9600067138672
2023-07-27,193.0800018310547
2023-07-28,192.1699981689453
2023-07-31,192.6300048828125
2023-08-01,192.32000732421875
2023-08-02,194.6300048828125
2023-08-03,193.38999938964844
2023-08-04,193.32000732421875
2023-08-07,193.66000366210938
2023-08-08,190.49000549316406
2023-08-09,189.77000427246094
2023-08-10,184.72999572753906
2023-08-11,186.55999755859375
2023-08-14,185.6300048828125
2023-08-15,184.72999572753906
2023-08-16,186.80999755859375
2023-08-17,182.27999877929688
2023-08-18,182.92999267578125
2023-08-21,184.02000427246094
2023-08-22,182.74000549316406
2023-08-23,163.44000244140625
2023-08-24,161.63999938964844
2023-08-25,165.22999572753906
2023-08-28,165.19000244140625
2023-08-29,165.61000061035156
2023-08-30,166.00999450683594
2023-08-31,165.19000244140625
2023-09-01,165.85000610351562
2023-09-05,165.3300018310547
2023-09-06,164.19000244140625
2023-09-07,160.14999389648438
2023-09-08,159.42999267578125
2023-09-11,161.8800048828125
2023-09-12,160.9499969482422
2023-09-13,166.27000427246094
2023-09-14,171.92999267578125
2023-09-15,172.5
2023-09-18,173.11000061035156
2023-09-19,173.3300018310547
2023-09-20,170.4199981689453
2023-09-21,169.9499969482422
2023-09-22,167.27000427246094
2023-09-25,165.66000366210938
2023-09-26,167.4600067138672
2023-09-27,165.25
2023-09-28,165.25999450683594
2023-09-29,165.02999877929688
2023-10-02,162.6699981689453
2023-10-03,162.5800018310547
2023-10-04,165.77999877929688
2023-10-05,168.08999633789062
2023-10-06,171.85000610351562
2023-10-09,172.30999755859375
2023-10-10,173.9600067138672
2023-10-11,173.5
2023-10-12,168.2899932861328
2023-10-13,177.00999450683594
2023-10-16,175.97999572753906
2023-10-17,177.24000549316406
2023-10-18,174.44000244140625
2023-10-19,168.44000244140625
2023-10-20,165.86000061035156
2023-10-23,162.97999572753906
2023-10-24,163.8000030517578
2023-10-25,166.58999633789062
2023-10-26,169.16000366210938
2023-10-27,167.0500030517578
2023-10-30,167.47999572753906
2023-10-31,169.1699981689453
2023-11-01,171.13999938964844
2023-11-02,167.49000549316406
2023-11-03,171.0
2023-11-06,168.10000610351562
2023-11-07,169.55999755859375
2023-11-08,165.41000366210938
2023-11-09,166.33999633789062
2023-11-10,167.63999938964844
2023-11-13,167.14999389648438
2023-11-14,171.6199951171875
2023-11-15,170.1300048828125
2023-11-16,166.1300048828125
2023-11-17,167.36000061035156
2023-11-20,167.4499969482422
2023-11-21,166.5800018310547
2023-11-22,169.94000244140625
2023-11-24,170.64999389648438
2023-11-27,163.75999450683594
2023-11-28,164.1199951171875
2023-11-29,164.05999755859375
2023-11-30,165.89999389648438
2023-12-01,167.19000244140625
2023-12-04,169.64999389648438
2023-12-05,169.22999572753906
2023-12-06,168.22999572753906
2023-12-07,168.77000427246094
2023-12-08,166.4199981689453
2023-12-11,166.49000549316406
2023-12-12,168.3800048828125
2023-12-13,173.9199981689453
2023-12-14,171.33999633789062
2023-12-15,166.22000122070312
2023-12-18,166.75999450683594
2023-12-19,167.66000366210938
2023-12-20,164.22000122070312
2023-12-21,161.8800048828125
2023-12-22,162.8699951171875
2023-12-26,163.6999969482422
2023-12-27,163.89999389648438
2023-12-28,166.3000030517578
2023-12-29,166.38999938964844
2024-01-02,166.38999938964844
2024-01-03,163.50999450683594
2024-01-04,164.05999755859375
2024-01-05,163.11000061035156
2024-01-08,164.36000061035156
2024-01-09,165.8300018310547
2024-01-10,167.9499969482422
2024-01-11,167.77999877929688
2024-01-12,171.6999969482422
2024-01-16,171.30999755859375
2024-01-17,171.8300018310547
2024-01-18,173.24000549316406
2024-01-19,171.89999389648438
2024-01-22,174.39999389648438
2024-01-23,177.02999877929688
2024-01-24,176.16000366210938
2024-01-25,178.47999572753906
2024-01-26,179.86000061035156
2024-01-29,181.57000732421875
2024-01-30,187.30999755859375
2024-01-31,183.77999877929688
2024-02-01,204.0399932861328
2024-02-02,202.57000732421875
2024-02-05,196.50999450683594
2024-02-06,193.2899932861328
2024-02-07,187.63999938964844
2024-02-08,188.16000366210938
2024-02-09,188.75
2024-02-12,194.4199981689453
2024-02-13,189.66000366210938
2024-02-14,189.88999938964844
2024-02-15,192.16000366210938
2024-02-16,192.88999938964844
2024-02-20,193.8800048828125
2024-02-21,192.8300018310547
2024-02-22,193.5500030517578
2024-02-23,199.80999755859375
2024-02-26,201.4600067138672
2024-02-27,201.27000427246094
2024-02-28,205.16000366210938
2024-02-29,206.9199981689453
2024-03-01,206.25
2024-03-04,206.7899932861328
2024-03-05,204.61000061035156
2024-03-06,204.5
2024-03-07,205.02000427246094
2024-03-08,205.36000061035156
2024-03-11,204.2100067138672
2024-03-12,202.75
2024-03-13,199.8300018310547
2024-03-14,200.14999389648438
2024-03-15,198.1999969482422
2024-03-18,197.6999969482422
2024-03-19,198.91000366210938
2024-03-20,203.36000061035156
2024-03-21,205.74000549316406
2024-03-22,206.02000427246094
2024-03-25,203.13999938964844
2024-03-26,204.02000427246094
2024-03-27,207.07000732421875
2024-03-28,207.6300048828125
2024-04-01,206.47000122070312
2024-04-02,206.8000030517578
2024-04-03,205.0800018310547
2024-04-04,204.50999450683594
2024-04-05,204.1699981689453
2024-04-08,202.8300018310547
2024-04-09,202.77000427246094
2024-04-10,198.75
2024-04-11,198.55999755859375
2024-04-12,196.11000061035156
2024-04-15,194.80999755859375
2024-04-16,190.02000427246094
2024-04-17,185.39999389648438
2024-04-18,183.6199951171875
2024-04-19,186.8699951171875
2024-04-22,185.58999633789062
2024-04-23,186.86000061035156
2024-04-24,188.8000030517578
2024-04-25,187.97999572753906
2024-04-26,187.02999877929688
2024-04-29,190.35000610351562
2024-04-30,190.80999755859375
2024-05-01,191.42999267578125
2024-05-02,192.0
2024-05-03,191.5
2024-05-06,191.91000366210938
2024-05-07,193.7899932861328
2024-05-08,194.86000061035156
2024-05-09,196.24000549316406
2024-05-10,197.57000732421875
2024-05-13,194.9199981689453
2024-05-14,194.33999633789062
2024-05-15,193.38999938964844
2024-05-16,192.57000732421875
2024-05-17,191.50999450683594
2024-05-20,192.07000732421875
2024-05-21,191.00999450683594
2024-05-22,188.4600067138672
2024-05-23,185.7899932861328
2024-05-24,184.47000122070312
2024-05-28,184.0500030517578
2024-05-29,181.2899932861328
2024-05-30,183.0
2024-05-31,185.5
2024-06-03,185.41000366210938
2024-06-04,185.3000030517578
2024-06-05,187.47000122070312
2024-06-06,187.88999938964844
2024-06-07,186.05999755859375
2024-06-10,185.6699981689453
2024-06-11,187.1300048828125
2024-06-12,186.2899932861328
2024-06-13,185.32000732421875
2024-06-14,186.55999755859375
2024-06-17,188.5399932861328
2024-06-18,187.89999389648438
2024-06-20,185.22000122070312
2024-06-21,187.47000122070312
2024-06-24,189.61000061035156
2024-06-25,186.66000366210938
2024-06-26,186.49000549316406
2024-06-27,187.8800048828125
2024-06-28,188.97000122070312
2024-07-01,188.57000732421875
2024-07-02,190.64999389648438
2024-07-03,190.52000427246094
2024-07-05,189.00999450683594
2024-07-08,186.89999389648438
2024-07-09,183.00999450683594
2024-07-10,183.19000244140625
2024-07-11,185.0399932861328
2024-07-12,186.35000610351562
2024-07-15,185.8699951171875
2024-07-16,189.19000244140625
2024-07-17,191.00999450683594
2024-07-18,188.1699981689453
2024-07-19,183.94000244140625
2024-07-22,185.3800048828125
2024-07-23,187.1999969482422
2024-07-24,185.1699981689453
2024-07-25,185.4199981689453
2024-07-26,188.3000030517578
2024-07-29,186.1999969482422
2024-07-30,191.0399932861328
2024-07-31,193.05999755859375
2024-08-01,190.6699981689453
2024-08-02,191.50999450683594
2024-08-05,185.7899932861328
2024-08-06,189.2899932861328
2024-08-07,190.8800048828125
2024-08-08,192.27999877929688
2024-08-09,192.3000030517578
2024-08-12,188.77000427246094
2024-08-13,193.38999938964844
2024-08-14,195.1300048828125
2024-08-15,198.35000610351562
2024-08-16,198.3800048828125
2024-08-19,198.49000549316406
2024-08-20,198.2100067138672
2024-08-21,197.60000610351562
2024-08-22,173.22999572753906
2024-08-23,173.50999450683594
2024-08-26,171.16000366210938
2024-08-27,167.64999389648438
2024-08-28,168.86000061035156
2024-08-29,169.94000244140625
2024-08-30,170.75999450683594
2024-09-03,170.7899932861328
2024-09-04,176.63999938964844
2024-09-05,177.52999877929688
2024-09-06,177.58999633789062
2024-09-09,175.74000549316406
2024-09-10,176.67999267578125
2024-09-11,174.8000030517578
2024-09-12,177.6300048828125
2024-09-13,179.6300048828125
2024-09-16,179.30999755859375
2024-09-17,179.5800018310547
2024-09-18,179.2899932861328
2024-09-19,181.11000061035156
2024-09-20,181.8000030517578
2024-09-23,179.99000549316406
2024-09-24,178.8000030517578
2024-09-25,177.67999267578125
2024-09-26,179.25999450683594
2024-09-27,178.72000122070312
2024-09-30,176.57000732421875
2024-10-01,177.25
2024-10-02,175.88999938964844
2024-10-03,175.64999389648438
2024-10-04,176.91000366210938
2024-10-07,178.3699951171875
2024-10-08,180.6999969482422
2024-10-09,180.67999267578125
2024-10-10,178.22000122070312
2024-10-11,180.27999877929688
2024-10-14,179.77000427246094
2024-10-15,180.47000122070312
2024-10-16,179.9199981689453
2024-10-17,178.4199981689453
2024-10-18,175.77999877929688
2024-10-21,172.0
2024-10-22,175.60000610351562
2024-10-23,176.0800018310547
2024-10-24,176.47999572753906
2024-10-25,177.2100067138672
2024-10-28,181.11000061035156
2024-10-29,182.8800048828125
2024-10-30,185.0
2024-10-31,173.60000610351562
2024-11-01,180.47000122070312
2024-11-04,187.32000732421875
2024-11-05,191.35000610351562
2024-11-06,200.27999877929688
2024-11-07,196.2100067138672
2024-11-08,197.22000122070312
2024-11-11,195.7100067138672
2024-11-12,192.25
2024-11-13,187.8800048828125
2024-11-14,184.17999267578125
2024-11-15,180.75
2024-11-18,180.0399932861328
2024-11-19,179.6199951171875
2024-11-20,179.5
2024-11-21,181.97999572753906
