Date,STX
2022-02-28,103.16000366210938
2022-03-01,100.62000274658203
2022-03-02,105.69999694824219
2022-03-03,104.66000366210938
2022-03-04,103.18000030517578
2022-03-07,100.08999633789062
2022-03-08,90.56999969482422
2022-03-09,90.38999938964844
2022-03-10,88.72000122070312
2022-03-11,87.33000183105469
2022-03-14,86.3499984741211
2022-03-15,88.61000061035156
2022-03-16,90.44000244140625
2022-03-17,92.0999984741211
2022-03-18,94.31999969482422
2022-03-21,92.2699966430664
2022-03-22,93.66999816894531
2022-03-23,91.41000366210938
2022-03-24,93.91999816894531
2022-03-25,90.91999816894531
2022-03-28,92.38999938964844
2022-03-29,93.6500015258789
2022-03-30,91.37000274658203
2022-03-31,89.9000015258789
2022-04-01,89.41999816894531
2022-04-04,90.97000122070312
2022-04-05,88.1500015258789
2022-04-06,86.0999984741211
2022-04-07,86.52999877929688
2022-04-08,85.04000091552734
2022-04-11,84.5199966430664
2022-04-12,83.1500015258789
2022-04-13,84.0999984741211
2022-04-14,81.41000366210938
2022-04-18,82.30999755859375
2022-04-19,84.12999725341797
2022-04-20,85.76000213623047
2022-04-21,84.25
2022-04-22,82.41999816894531
2022-04-25,82.54000091552734
2022-04-26,79.23999786376953
2022-04-27,81.6500015258789
2022-04-28,82.16999816894531
2022-04-29,82.04000091552734
2022-05-02,82.44999694824219
2022-05-03,83.88999938964844
2022-05-04,86.44999694824219
2022-05-05,82.72000122070312
2022-05-06,82.62000274658203
2022-05-09,80.36000061035156
2022-05-10,80.80000305175781
2022-05-11,77.12999725341797
2022-05-12,78.0999984741211
2022-05-13,80.70999908447266
2022-05-16,82.83000183105469
2022-05-17,87.0999984741211
2022-05-18,84.0999984741211
2022-05-19,82.51000213623047
2022-05-20,80.12000274658203
2022-05-23,81.93000030517578
2022-05-24,79.55000305175781
2022-05-25,82.66000366210938
2022-05-26,85.7300033569336
2022-05-27,88.16999816894531
2022-05-31,84.66999816894531
2022-06-01,83.68000030517578
2022-06-02,84.63999938964844
2022-06-03,82.70999908447266
2022-06-06,82.54000091552734
2022-06-07,84.48999786376953
2022-06-08,83.69000244140625
2022-06-09,82.8499984741211
2022-06-10,80.61000061035156
2022-06-13,77.04000091552734
2022-06-14,75.62999725341797
2022-06-15,76.23999786376953
2022-06-16,70.81999969482422
2022-06-17,72.69000244140625
2022-06-21,72.69999694824219
2022-06-22,71.5999984741211
2022-06-23,70.75
2022-06-24,74.1500015258789
2022-06-27,74.20999908447266
2022-06-28,72.91000366210938
2022-06-29,71.4800033569336
2022-06-30,71.44000244140625
2022-07-01,69.08999633789062
2022-07-05,71.30999755859375
2022-07-06,71.52999877929688
2022-07-07,74.48999786376953
2022-07-08,74.87000274658203
2022-07-11,74.33000183105469
2022-07-12,74.77999877929688
2022-07-13,74.55999755859375
2022-07-14,75.58000183105469
2022-07-15,77.58000183105469
2022-07-18,77.51000213623047
2022-07-19,80.79000091552734
2022-07-20,82.06999969482422
2022-07-21,83.61000061035156
2022-07-22,76.83000183105469
2022-07-25,76.5199966430664
2022-07-26,75.98999786376953
2022-07-27,78.68000030517578
2022-07-28,79.80000305175781
2022-07-29,79.9800033569336
2022-08-01,79.54000091552734
2022-08-02,79.01000213623047
2022-08-03,80.16000366210938
2022-08-04,80.38999938964844
2022-08-05,80.94999694824219
2022-08-08,81.08000183105469
2022-08-09,77.33999633789062
2022-08-10,80.33999633789062
2022-08-11,82.47000122070312
2022-08-12,83.43000030517578
2022-08-15,82.19999694824219
2022-08-16,81.8499984741211
2022-08-17,79.23999786376953
2022-08-18,81.62999725341797
2022-08-19,79.97000122070312
2022-08-22,76.56999969482422
2022-08-23,75.55999755859375
2022-08-24,76.06999969482422
2022-08-25,79.23999786376953
2022-08-26,74.62000274658203
2022-08-29,72.55999755859375
2022-08-30,69.41999816894531
2022-08-31,66.95999908447266
2022-09-01,65.91999816894531
2022-09-02,65.47000122070312
2022-09-06,65.3499984741211
2022-09-07,65.62000274658203
2022-09-08,66.12999725341797
2022-09-09,68.83000183105469
2022-09-12,68.7699966430664
2022-09-13,65.23999786376953
2022-09-14,63.220001220703125
2022-09-15,62.58000183105469
2022-09-16,62.709999084472656
2022-09-19,62.02000045776367
2022-09-20,59.93000030517578
2022-09-21,59.529998779296875
2022-09-22,58.84000015258789
2022-09-23,57.779998779296875
2022-09-26,55.38999938964844
2022-09-27,56.529998779296875
2022-09-28,56.97999954223633
2022-09-29,54.380001068115234
2022-09-30,53.22999954223633
2022-10-03,54.7599983215332
2022-10-04,57.0
2022-10-05,57.43000030517578
2022-10-06,55.709999084472656
2022-10-07,53.7599983215332
2022-10-10,52.22999954223633
2022-10-11,51.970001220703125
2022-10-12,51.81999969482422
2022-10-13,53.040000915527344
2022-10-14,51.61000061035156
2022-10-17,53.060001373291016
2022-10-18,52.970001220703125
2022-10-19,52.849998474121094
2022-10-20,53.029998779296875
2022-10-21,55.709999084472656
2022-10-24,56.310001373291016
2022-10-25,58.0
2022-10-26,53.38999938964844
2022-10-27,51.959999084472656
2022-10-28,51.45000076293945
2022-10-31,49.65999984741211
2022-11-01,51.029998779296875
2022-11-02,49.4900016784668
2022-11-03,48.4900016784668
2022-11-04,51.119998931884766
2022-11-07,52.56999969482422
2022-11-08,53.0
2022-11-09,50.59000015258789
2022-11-10,53.79999923706055
2022-11-11,57.150001525878906
2022-11-14,56.38999938964844
2022-11-15,55.72999954223633
2022-11-16,53.90999984741211
2022-11-17,54.40999984741211
2022-11-18,54.56999969482422
2022-11-21,54.099998474121094
