Date,FIVE
2023-01-23,191.6699981689453
2023-01-24,192.02000427246094
2023-01-25,192.05999755859375
2023-01-26,193.64999389648438
2023-01-27,195.22999572753906
2023-01-30,193.08999633789062
2023-01-31,197.1300048828125
2023-02-01,198.35000610351562
2023-02-02,200.77000427246094
2023-02-03,199.7100067138672
2023-02-06,199.22999572753906
2023-02-07,198.32000732421875
2023-02-08,199.0399932861328
2023-02-09,200.30999755859375
2023-02-10,201.63999938964844
2023-02-13,207.00999450683594
2023-02-14,206.44000244140625
2023-02-15,208.3800048828125
2023-02-16,207.66000366210938
2023-02-17,210.47000122070312
2023-02-21,207.5800018310547
2023-02-22,207.00999450683594
2023-02-23,206.52000427246094
2023-02-24,207.05999755859375
2023-02-27,205.14999389648438
2023-02-28,204.3000030517578
2023-03-01,199.39999389648438
2023-03-02,201.8699951171875
2023-03-03,206.3800048828125
2023-03-06,203.3000030517578
2023-03-07,200.82000732421875
2023-03-08,200.85000610351562
2023-03-09,199.52999877929688
2023-03-10,196.0399932861328
2023-03-13,195.77999877929688
2023-03-14,197.83999633789062
2023-03-15,198.1699981689453
2023-03-16,195.3300018310547
2023-03-17,193.39999389648438
2023-03-20,199.10000610351562
2023-03-21,199.58999633789062
2023-03-22,197.16000366210938
2023-03-23,199.27999877929688
2023-03-24,200.00999450683594
2023-03-27,199.1999969482422
2023-03-28,202.0800018310547
2023-03-29,201.07000732421875
2023-03-30,201.35000610351562
2023-03-31,205.97000122070312
2023-04-03,210.0500030517578
2023-04-04,206.61000061035156
2023-04-05,206.42999267578125
2023-04-06,207.0399932861328
2023-04-10,216.72000122070312
2023-04-11,217.17999267578125
2023-04-12,213.10000610351562
2023-04-13,210.22999572753906
2023-04-14,206.0
2023-04-17,202.5
2023-04-18,203.52999877929688
2023-04-19,201.61000061035156
2023-04-20,202.80999755859375
2023-04-21,200.58999633789062
2023-04-24,202.42999267578125
2023-04-25,194.69000244140625
2023-04-26,197.0
2023-04-27,197.77999877929688
2023-04-28,197.36000061035156
2023-05-01,196.80999755859375
2023-05-02,199.4499969482422
2023-05-03,195.89999389648438
2023-05-04,194.39999389648438
2023-05-05,195.8000030517578
2023-05-08,196.67999267578125
2023-05-09,199.07000732421875
2023-05-10,199.38999938964844
2023-05-11,192.80999755859375
2023-05-12,196.22999572753906
2023-05-15,198.94000244140625
2023-05-16,192.38999938964844
2023-05-17,195.97000122070312
2023-05-18,201.72000122070312
2023-05-19,190.2100067138672
2023-05-22,186.0
2023-05-23,184.92999267578125
2023-05-24,185.8800048828125
2023-05-25,179.25
2023-05-26,177.27000427246094
2023-05-30,175.6300048828125
2023-05-31,172.52000427246094
2023-06-01,169.35000610351562
2023-06-02,182.5500030517578
2023-06-05,184.92999267578125
2023-06-06,192.11000061035156
2023-06-07,189.16000366210938
2023-06-08,188.47999572753906
2023-06-09,185.1999969482422
2023-06-12,186.27000427246094
2023-06-13,191.67999267578125
2023-06-14,191.35000610351562
2023-06-15,194.6300048828125
2023-06-16,190.42999267578125
2023-06-20,193.25999450683594
2023-06-21,194.77000427246094
2023-06-22,196.49000549316406
2023-06-23,198.44000244140625
2023-06-26,196.5800018310547
2023-06-27,201.39999389648438
2023-06-28,198.75
2023-06-29,196.86000061035156
2023-06-30,196.5399932861328
2023-07-03,195.47000122070312
2023-07-05,194.58999633789062
2023-07-06,191.47999572753906
2023-07-07,193.75999450683594
2023-07-10,194.47000122070312
2023-07-11,197.69000244140625
2023-07-12,200.4499969482422
2023-07-13,199.52999877929688
2023-07-14,198.97000122070312
2023-07-17,200.80999755859375
2023-07-18,201.05999755859375
2023-07-19,204.16000366210938
2023-07-20,199.2899932861328
2023-07-21,200.8699951171875
2023-07-24,196.99000549316406
2023-07-25,195.02999877929688
2023-07-26,200.11000061035156
2023-07-27,200.27999877929688
2023-07-28,207.4499969482422
2023-07-31,208.33999633789062
2023-08-01,207.07000732421875
2023-08-02,200.2899932861328
2023-08-03,198.8000030517578
2023-08-04,198.05999755859375
2023-08-07,195.67999267578125
2023-08-08,192.52000427246094
2023-08-09,194.89999389648438
2023-08-10,195.11000061035156
2023-08-11,192.8000030517578
2023-08-14,196.30999755859375
2023-08-15,196.07000732421875
2023-08-16,194.42999267578125
2023-08-17,189.14999389648438
2023-08-18,194.25
2023-08-21,193.11000061035156
2023-08-22,187.36000061035156
2023-08-23,187.0800018310547
2023-08-24,175.10000610351562
2023-08-25,177.6999969482422
2023-08-28,179.17999267578125
2023-08-29,182.67999267578125
2023-08-30,182.9499969482422
2023-08-31,171.9600067138672
2023-09-01,169.3000030517578
2023-09-05,166.02999877929688
2023-09-06,162.47000122070312
2023-09-07,160.6999969482422
2023-09-08,161.5
2023-09-11,160.10000610351562
2023-09-12,159.11000061035156
2023-09-13,162.6999969482422
2023-09-14,160.8000030517578
2023-09-15,159.0
2023-09-18,157.42999267578125
2023-09-19,157.05999755859375
2023-09-20,154.75999450683594
2023-09-21,149.4600067138672
2023-09-22,147.8800048828125
2023-09-25,148.07000732421875
2023-09-26,146.0
2023-09-27,151.0800018310547
2023-09-28,157.33999633789062
2023-09-29,160.89999389648438
2023-10-02,157.6199951171875
2023-10-03,155.8300018310547
2023-10-04,160.0800018310547
2023-10-05,163.67999267578125
2023-10-06,162.41000366210938
2023-10-09,165.0800018310547
2023-10-10,165.47999572753906
2023-10-11,165.25999450683594
2023-10-12,163.08999633789062
2023-10-13,164.3300018310547
2023-10-16,171.24000549316406
2023-10-17,176.32000732421875
2023-10-18,175.8800048828125
2023-10-19,176.97999572753906
2023-10-20,175.9499969482422
2023-10-23,175.8800048828125
2023-10-24,177.24000549316406
2023-10-25,177.02000427246094
2023-10-26,173.61000061035156
2023-10-27,169.75999450683594
2023-10-30,172.39999389648438
2023-10-31,173.97999572753906
2023-11-01,174.19000244140625
2023-11-02,176.4199981689453
2023-11-03,177.32000732421875
2023-11-06,176.99000549316406
2023-11-07,178.14999389648438
2023-11-08,176.8800048828125
2023-11-09,175.8800048828125
2023-11-10,176.6999969482422
2023-11-13,172.0500030517578
2023-11-14,182.32000732421875
2023-11-15,184.07000732421875
2023-11-16,180.0
2023-11-17,181.35000610351562
2023-11-20,184.99000549316406
2023-11-21,186.61000061035156
2023-11-22,191.0
2023-11-24,190.99000549316406
2023-11-27,191.0
2023-11-28,191.50999450683594
2023-11-29,188.05999755859375
2023-11-30,188.4600067138672
2023-12-01,199.8000030517578
2023-12-04,201.44000244140625
2023-12-05,201.8699951171875
2023-12-06,201.5399932861328
2023-12-07,195.92999267578125
2023-12-08,194.8300018310547
2023-12-11,197.4499969482422
2023-12-12,196.38999938964844
2023-12-13,201.5399932861328
2023-12-14,200.97999572753906
2023-12-15,194.36000061035156
2023-12-18,190.60000610351562
2023-12-19,197.97000122070312
2023-12-20,195.02999877929688
2023-12-21,199.10000610351562
2023-12-22,202.6999969482422
2023-12-26,210.36000061035156
2023-12-27,212.6999969482422
2023-12-28,213.83999633789062
2023-12-29,213.16000366210938
2024-01-02,215.50999450683594
2024-01-03,204.69000244140625
2024-01-04,204.9600067138672
2024-01-05,200.83999633789062
2024-01-08,192.8800048828125
2024-01-09,191.00999450683594
2024-01-10,191.72999572753906
2024-01-11,190.0500030517578
2024-01-12,190.58999633789062
2024-01-16,190.00999450683594
2024-01-17,189.25999450683594
2024-01-18,188.8800048828125
2024-01-19,186.72000122070312
2024-01-22,187.14999389648438
2024-01-23,188.2100067138672
2024-01-24,186.3300018310547
2024-01-25,191.8000030517578
2024-01-26,190.16000366210938
2024-01-29,186.91000366210938
2024-01-30,182.74000549316406
2024-01-31,179.4600067138672
2024-02-01,182.5399932861328
2024-02-02,181.11000061035156
2024-02-05,178.69000244140625
2024-02-06,181.39999389648438
2024-02-07,182.7100067138672
2024-02-08,186.10000610351562
2024-02-09,188.9499969482422
2024-02-12,189.36000061035156
2024-02-13,184.1300048828125
2024-02-14,185.8300018310547
2024-02-15,189.55999755859375
2024-02-16,190.00999450683594
2024-02-20,191.85000610351562
2024-02-21,189.66000366210938
2024-02-22,192.66000366210938
2024-02-23,193.47000122070312
2024-02-26,196.0
2024-02-27,200.77999877929688
2024-02-28,199.33999633789062
2024-02-29,200.67999267578125
2024-03-01,200.80999755859375
2024-03-04,203.3300018310547
2024-03-05,204.9199981689453
2024-03-06,208.17999267578125
2024-03-07,206.9600067138672
2024-03-08,204.82000732421875
2024-03-11,203.5800018310547
2024-03-12,209.33999633789062
2024-03-13,206.5
2024-03-14,201.5500030517578
2024-03-15,201.57000732421875
2024-03-18,205.89999389648438
2024-03-19,206.66000366210938
2024-03-20,208.97000122070312
2024-03-21,176.7899932861328
2024-03-22,170.99000549316406
2024-03-25,173.8800048828125
2024-03-26,178.0500030517578
2024-03-27,183.86000061035156
2024-03-28,181.3800048828125
2024-04-01,178.8800048828125
2024-04-02,171.1300048828125
2024-04-03,164.74000549316406
2024-04-04,163.99000549316406
2024-04-05,162.77000427246094
2024-04-08,160.3300018310547
2024-04-09,159.5800018310547
2024-04-10,160.22999572753906
2024-04-11,163.0
2024-04-12,157.47999572753906
2024-04-15,152.80999755859375
2024-04-16,149.3000030517578
2024-04-17,152.10000610351562
2024-04-18,152.0
2024-04-19,150.2899932861328
2024-04-22,148.61000061035156
2024-04-23,147.7899932861328
2024-04-24,148.5399932861328
2024-04-25,150.85000610351562
2024-04-26,150.0800018310547
2024-04-29,147.22000122070312
2024-04-30,146.33999633789062
2024-05-01,141.92999267578125
2024-05-02,143.47000122070312
2024-05-03,144.80999755859375
2024-05-06,146.02000427246094
2024-05-07,146.74000549316406
2024-05-08,142.10000610351562
2024-05-09,143.47999572753906
2024-05-10,139.1999969482422
2024-05-13,140.02999877929688
2024-05-14,141.99000549316406
2024-05-15,140.6699981689453
2024-05-16,141.02999877929688
2024-05-17,137.5399932861328
2024-05-20,133.80999755859375
2024-05-21,132.0
2024-05-22,131.72999572753906
2024-05-23,129.60000610351562
2024-05-24,132.99000549316406
2024-05-28,132.74000549316406
2024-05-29,131.6999969482422
2024-05-30,134.7100067138672
2024-05-31,138.1300048828125
2024-06-03,140.75
2024-06-04,137.8699951171875
2024-06-05,132.7899932861328
2024-06-06,118.72000122070312
2024-06-07,118.48999786376953
2024-06-10,115.4800033569336
2024-06-11,120.31999969482422
2024-06-12,116.56999969482422
2024-06-13,113.75
2024-06-14,112.87999725341797
2024-06-17,114.30999755859375
2024-06-18,113.93000030517578
2024-06-20,112.55000305175781
2024-06-21,115.33999633789062
2024-06-24,116.29000091552734
2024-06-25,110.5
2024-06-26,109.66999816894531
2024-06-27,110.62000274658203
2024-06-28,108.97000122070312
2024-07-01,107.8499984741211
2024-07-02,106.1500015258789
2024-07-03,108.47000122070312
2024-07-05,106.16999816894531
2024-07-08,104.08999633789062
2024-07-09,102.43000030517578
2024-07-10,100.94000244140625
2024-07-11,104.2300033569336
2024-07-12,103.22000122070312
2024-07-15,100.0
2024-07-16,102.06999969482422
2024-07-17,76.5
2024-07-18,75.75
2024-07-19,77.30999755859375
2024-07-22,78.87000274658203
2024-07-23,75.7699966430664
2024-07-24,73.0
2024-07-25,71.75
2024-07-26,71.97000122070312
2024-07-29,71.91999816894531
2024-07-30,71.58999633789062
2024-07-31,72.73999786376953
2024-08-01,70.0199966430664
2024-08-02,69.19000244140625
2024-08-05,67.22000122070312
2024-08-06,66.36000061035156
2024-08-07,64.97000122070312
2024-08-08,66.47000122070312
2024-08-09,66.73999786376953
2024-08-12,66.7300033569336
2024-08-13,67.80999755859375
2024-08-14,68.36000061035156
2024-08-15,75.33000183105469
2024-08-16,76.95999908447266
2024-08-19,78.12000274658203
2024-08-20,77.30999755859375
2024-08-21,80.66999816894531
2024-08-22,80.44000244140625
2024-08-23,82.45999908447266
2024-08-26,83.69000244140625
2024-08-27,82.5199966430664
2024-08-28,78.94000244140625
2024-08-29,78.23999786376953
2024-08-30,75.43000030517578
2024-09-03,76.27999877929688
2024-09-04,74.54000091552734
2024-09-05,76.05000305175781
2024-09-06,79.16999816894531
2024-09-09,84.06999969482422
2024-09-10,83.97000122070312
2024-09-11,89.58000183105469
2024-09-12,92.52999877929688
2024-09-13,96.55999755859375
2024-09-16,98.91999816894531
2024-09-17,101.76000213623047
2024-09-18,100.19999694824219
2024-09-19,97.9800033569336
2024-09-20,95.41000366210938
2024-09-23,96.30999755859375
2024-09-24,93.98999786376953
2024-09-25,91.04000091552734
2024-09-26,94.9800033569336
2024-09-27,92.58999633789062
2024-09-30,88.3499984741211
2024-10-01,89.52999877929688
2024-10-02,89.05999755859375
2024-10-03,89.75
2024-10-04,94.2699966430664
2024-10-07,91.80000305175781
2024-10-08,92.06999969482422
2024-10-09,91.43000030517578
2024-10-10,91.52999877929688
2024-10-11,93.4000015258789
2024-10-14,90.4800033569336
2024-10-15,93.5999984741211
2024-10-16,95.75
2024-10-17,95.05000305175781
2024-10-18,94.91000366210938
2024-10-21,91.6500015258789
2024-10-22,89.97000122070312
2024-10-23,88.44000244140625
2024-10-24,89.08999633789062
2024-10-25,87.37000274658203
2024-10-28,91.0999984741211
2024-10-29,90.54000091552734
2024-10-30,93.08000183105469
2024-10-31,94.79000091552734
2024-11-01,95.93000030517578
2024-11-04,95.0
2024-11-05,93.69000244140625
2024-11-06,84.41999816894531
2024-11-07,91.5199966430664
2024-11-08,86.27999877929688
2024-11-11,83.0
2024-11-12,83.26000213623047
2024-11-13,84.51000213623047
2024-11-14,88.05000305175781
2024-11-15,87.0199966430664
2024-11-18,86.6500015258789
2024-11-19,84.56999969482422
2024-11-20,83.0999984741211
2024-11-21,83.48999786376953
