Date,CSX
2022-02-28,33.90999984741211
2022-03-01,33.34000015258789
2022-03-02,34.61000061035156
2022-03-03,35.290000915527344
2022-03-04,37.43000030517578
2022-03-07,37.0099983215332
2022-03-08,34.9900016784668
2022-03-09,34.61000061035156
2022-03-10,34.88999938964844
2022-03-11,34.689998626708984
2022-03-14,34.22999954223633
2022-03-15,34.36000061035156
2022-03-16,35.61000061035156
2022-03-17,36.29999923706055
2022-03-18,36.310001373291016
2022-03-21,36.86000061035156
2022-03-22,36.779998779296875
2022-03-23,36.38999938964844
2022-03-24,36.68000030517578
2022-03-25,36.91999816894531
2022-03-28,37.529998779296875
2022-03-29,37.68000030517578
2022-03-30,37.79999923706055
2022-03-31,37.45000076293945
2022-04-01,35.5099983215332
2022-04-04,35.61000061035156
2022-04-05,35.27000045776367
2022-04-06,34.66999816894531
2022-04-07,34.7400016784668
2022-04-08,34.33000183105469
2022-04-11,34.2400016784668
2022-04-12,34.40999984741211
2022-04-13,34.88999938964844
2022-04-14,35.060001373291016
2022-04-18,34.75
2022-04-19,35.290000915527344
2022-04-20,35.29999923706055
2022-04-21,36.29999923706055
2022-04-22,34.52000045776367
2022-04-25,34.63999938964844
2022-04-26,34.11000061035156
2022-04-27,34.47999954223633
2022-04-28,35.209999084472656
2022-04-29,34.34000015258789
2022-05-02,34.290000915527344
2022-05-03,34.529998779296875
2022-05-04,35.5
2022-05-05,34.650001525878906
2022-05-06,34.779998779296875
2022-05-09,33.619998931884766
2022-05-10,32.779998779296875
2022-05-11,33.16999816894531
2022-05-12,33.0
2022-05-13,33.43000030517578
2022-05-16,33.2599983215332
2022-05-17,33.7599983215332
2022-05-18,32.31999969482422
2022-05-19,30.940000534057617
2022-05-20,30.940000534057617
2022-05-23,31.229999542236328
2022-05-24,30.90999984741211
2022-05-25,31.149999618530273
2022-05-26,31.579999923706055
2022-05-27,32.04999923706055
2022-05-31,31.790000915527344
2022-06-01,32.0
2022-06-02,32.59000015258789
2022-06-03,32.11000061035156
2022-06-06,32.13999938964844
2022-06-07,32.560001373291016
2022-06-08,31.809999465942383
2022-06-09,31.170000076293945
2022-06-10,30.299999237060547
2022-06-13,29.459999084472656
2022-06-14,29.34000015258789
2022-06-15,29.420000076293945
2022-06-16,29.049999237060547
2022-06-17,28.93000030517578
2022-06-21,28.989999771118164
2022-06-22,28.829999923706055
2022-06-23,28.709999084472656
2022-06-24,29.56999969482422
2022-06-27,29.31999969482422
2022-06-28,29.139999389648438
2022-06-29,29.1200008392334
2022-06-30,29.059999465942383
2022-07-01,29.34000015258789
2022-07-05,28.510000228881836
2022-07-06,28.889999389648438
2022-07-07,29.239999771118164
2022-07-08,28.989999771118164
2022-07-11,28.850000381469727
2022-07-12,28.420000076293945
2022-07-13,28.229999542236328
2022-07-14,28.18000030517578
2022-07-15,28.860000610351562
2022-07-18,28.829999923706055
2022-07-19,29.719999313354492
2022-07-20,29.729999542236328
2022-07-21,30.989999771118164
2022-07-22,30.889999389648438
2022-07-25,31.350000381469727
2022-07-26,31.15999984741211
2022-07-27,31.829999923706055
2022-07-28,31.709999084472656
2022-07-29,32.33000183105469
2022-08-01,32.599998474121094
2022-08-02,32.150001525878906
2022-08-03,32.5
2022-08-04,32.83000183105469
2022-08-05,33.11000061035156
2022-08-08,32.81999969482422
2022-08-09,32.66999816894531
2022-08-10,34.060001373291016
2022-08-11,34.15999984741211
2022-08-12,34.349998474121094
2022-08-15,34.13999938964844
2022-08-16,34.439998626708984
2022-08-17,34.47999954223633
2022-08-18,34.349998474121094
2022-08-19,33.83000183105469
2022-08-22,33.560001373291016
2022-08-23,33.630001068115234
2022-08-24,33.619998931884766
2022-08-25,33.97999954223633
2022-08-26,32.630001068115234
2022-08-29,32.720001220703125
2022-08-30,31.670000076293945
2022-08-31,31.649999618530273
2022-09-01,31.610000610351562
2022-09-02,31.239999771118164
2022-09-06,31.489999771118164
2022-09-07,31.889999389648438
2022-09-08,32.209999084472656
2022-09-09,32.630001068115234
2022-09-12,32.84000015258789
2022-09-13,31.559999465942383
2022-09-14,31.229999542236328
2022-09-15,30.170000076293945
2022-09-16,29.489999771118164
2022-09-19,29.8799991607666
