Date,PI
2022-07-19,68.63999938964844
2022-07-20,71.80000305175781
2022-07-21,73.6500015258789
2022-07-22,70.30000305175781
2022-07-25,67.43000030517578
2022-07-26,68.19000244140625
2022-07-27,69.87999725341797
2022-07-28,82.93000030517578
2022-07-29,85.0199966430664
2022-08-01,86.55999755859375
2022-08-02,86.5
2022-08-03,92.18000030517578
2022-08-04,95.0199966430664
2022-08-05,95.16999816894531
2022-08-08,90.98999786376953
2022-08-09,91.5999984741211
2022-08-10,93.0999984741211
2022-08-11,94.5199966430664
2022-08-12,97.83999633789062
2022-08-15,97.22000122070312
2022-08-16,96.55999755859375
2022-08-17,96.37000274658203
2022-08-18,97.0
2022-08-19,93.86000061035156
2022-08-22,91.48999786376953
2022-08-23,93.06999969482422
2022-08-24,93.98999786376953
2022-08-25,96.44999694824219
2022-08-26,92.75
2022-08-29,92.25
2022-08-30,90.70999908447266
2022-08-31,89.27999877929688
2022-09-01,87.5199966430664
2022-09-02,84.86000061035156
2022-09-06,85.81999969482422
2022-09-07,88.05999755859375
2022-09-08,88.5999984741211
2022-09-09,91.5999984741211
2022-09-12,92.36000061035156
2022-09-13,89.19999694824219
2022-09-14,90.80000305175781
2022-09-15,92.5
2022-09-16,89.4000015258789
2022-09-19,92.0
2022-09-20,89.66000366210938
2022-09-21,92.51000213623047
2022-09-22,85.69000244140625
2022-09-23,79.16999816894531
2022-09-26,79.86000061035156
2022-09-27,81.44000244140625
2022-09-28,84.44999694824219
2022-09-29,82.02999877929688
2022-09-30,80.02999877929688
2022-10-03,84.5999984741211
2022-10-04,89.31999969482422
2022-10-05,89.27999877929688
2022-10-06,88.6500015258789
2022-10-07,84.08000183105469
2022-10-10,81.6500015258789
2022-10-11,79.83999633789062
2022-10-12,78.45999908447266
2022-10-13,79.9800033569336
2022-10-14,75.86000061035156
2022-10-17,79.94000244140625
2022-10-18,78.66000366210938
2022-10-19,78.83999633789062
2022-10-20,82.72000122070312
2022-10-21,87.02999877929688
2022-10-24,84.66999816894531
2022-10-25,88.06999969482422
2022-10-26,89.2300033569336
2022-10-27,115.30000305175781
2022-10-28,116.2300033569336
2022-10-31,114.62999725341797
2022-11-01,113.31999969482422
2022-11-02,110.95999908447266
2022-11-03,110.95999908447266
2022-11-04,111.58999633789062
2022-11-07,104.69000244140625
2022-11-08,107.26000213623047
2022-11-09,103.29000091552734
2022-11-10,111.87999725341797
2022-11-11,112.18000030517578
2022-11-14,114.0
2022-11-15,114.66000366210938
2022-11-16,108.70999908447266
2022-11-17,111.19999694824219
2022-11-18,114.94999694824219
2022-11-21,112.41000366210938
2022-11-22,119.73999786376953
2022-11-23,121.79000091552734
2022-11-25,121.95999908447266
2022-11-28,122.48999786376953
2022-11-29,123.37999725341797
2022-11-30,127.55000305175781
2022-12-01,121.54000091552734
2022-12-02,119.61000061035156
2022-12-05,116.91000366210938
2022-12-06,113.2699966430664
2022-12-07,114.05999755859375
2022-12-08,116.87999725341797
2022-12-09,113.4000015258789
2022-12-12,116.97000122070312
2022-12-13,118.05000305175781
2022-12-14,117.80999755859375
2022-12-15,109.16999816894531
2022-12-16,111.83000183105469
2022-12-19,112.81999969482422
2022-12-20,114.4800033569336
2022-12-21,117.1500015258789
2022-12-22,114.22000122070312
2022-12-23,111.87000274658203
2022-12-27,107.5
2022-12-28,105.5999984741211
2022-12-29,107.73999786376953
2022-12-30,109.18000030517578
2023-01-03,110.26000213623047
2023-01-04,108.0
2023-01-05,105.54000091552734
2023-01-06,112.30999755859375
2023-01-09,117.1500015258789
2023-01-10,118.22000122070312
2023-01-11,117.5
2023-01-12,120.12999725341797
2023-01-13,123.20999908447266
2023-01-17,127.51000213623047
2023-01-18,133.44000244140625
2023-01-19,127.5
2023-01-20,127.94000244140625
2023-01-23,132.33999633789062
2023-01-24,128.61000061035156
2023-01-25,124.37999725341797
2023-01-26,124.87999725341797
2023-01-27,128.5500030517578
2023-01-30,124.86000061035156
2023-01-31,129.77999877929688
2023-02-01,139.11000061035156
2023-02-02,135.27000427246094
2023-02-03,125.0
2023-02-06,123.62000274658203
2023-02-07,128.97999572753906
2023-02-08,125.08000183105469
2023-02-09,125.51000213623047
2023-02-10,122.94999694824219
2023-02-13,127.55999755859375
2023-02-14,125.9800033569336
2023-02-15,133.6999969482422
2023-02-16,131.94000244140625
2023-02-17,129.97999572753906
2023-02-21,123.80000305175781
2023-02-22,122.33999633789062
2023-02-23,121.68000030517578
2023-02-24,125.55500030517578
2023-02-27,127.01000213623047
2023-02-28,132.6199951171875
2023-03-01,132.0800018310547
2023-03-02,132.47999572753906
2023-03-03,139.1199951171875
2023-03-06,138.6699981689453
2023-03-07,134.2100067138672
2023-03-08,136.58999633789062
2023-03-09,133.94000244140625
2023-03-10,127.0
2023-03-13,124.87999725341797
2023-03-14,131.14999389648438
2023-03-15,126.05999755859375
2023-03-16,128.82000732421875
2023-03-17,126.12999725341797
2023-03-20,133.6199951171875
2023-03-21,136.27000427246094
2023-03-22,131.2100067138672
2023-03-23,134.33999633789062
2023-03-24,128.52999877929688
2023-03-27,129.60000610351562
2023-03-28,126.61000061035156
2023-03-29,133.41000366210938
2023-03-30,133.1199951171875
2023-03-31,135.52000427246094
2023-04-03,132.72999572753906
2023-04-04,131.44000244140625
2023-04-05,128.6300048828125
2023-04-06,128.83999633789062
2023-04-10,136.08999633789062
2023-04-11,135.8800048828125
2023-04-12,135.17999267578125
2023-04-13,137.2899932861328
2023-04-14,137.4600067138672
2023-04-17,139.52999877929688
2023-04-18,141.1699981689453
2023-04-19,141.39999389648438
2023-04-20,136.9199981689453
2023-04-21,139.99000549316406
2023-04-24,137.0
2023-04-25,136.0
2023-04-26,135.32000732421875
2023-04-27,82.47000122070312
2023-04-28,88.41000366210938
2023-05-01,86.12999725341797
2023-05-02,87.58999633789062
2023-05-03,87.72000122070312
2023-05-04,86.29000091552734
2023-05-05,87.33999633789062
2023-05-08,94.62999725341797
2023-05-09,94.87000274658203
2023-05-10,95.91000366210938
2023-05-11,93.41000366210938
2023-05-12,93.3499984741211
2023-05-15,94.75
2023-05-16,94.63999938964844
2023-05-17,95.87000274658203
2023-05-18,97.12999725341797
2023-05-19,96.80999755859375
2023-05-22,98.66000366210938
2023-05-23,98.16000366210938
2023-05-24,95.22000122070312
2023-05-25,98.68000030517578
2023-05-26,100.68000030517578
2023-05-30,101.19999694824219
2023-05-31,102.33999633789062
2023-06-01,103.81999969482422
2023-06-02,103.72000122070312
2023-06-05,100.48999786376953
2023-06-06,99.4800033569336
2023-06-07,103.51000213623047
2023-06-08,106.79000091552734
2023-06-09,109.93000030517578
2023-06-12,112.04000091552734
2023-06-13,113.02999877929688
2023-06-14,103.76000213623047
2023-06-15,96.94999694824219
2023-06-16,98.98999786376953
2023-06-20,92.2300033569336
2023-06-21,92.27999877929688
2023-06-22,89.62999725341797
2023-06-23,86.98999786376953
2023-06-26,85.98999786376953
2023-06-27,84.20999908447266
2023-06-28,82.83999633789062
2023-06-29,86.80999755859375
2023-06-30,89.6500015258789
2023-07-03,90.70999908447266
2023-07-05,86.33999633789062
2023-07-06,85.87999725341797
2023-07-07,86.05000305175781
2023-07-10,88.8499984741211
2023-07-11,88.05000305175781
2023-07-12,87.8499984741211
2023-07-13,90.19999694824219
2023-07-14,86.5
2023-07-17,90.06999969482422
2023-07-18,89.31999969482422
2023-07-19,88.33999633789062
2023-07-20,83.5999984741211
2023-07-21,81.86000061035156
2023-07-24,81.8499984741211
2023-07-25,80.23999786376953
2023-07-26,78.61000061035156
2023-07-27,69.22000122070312
2023-07-28,67.19999694824219
2023-07-31,66.62000274658203
2023-08-01,65.63999938964844
2023-08-02,62.529998779296875
2023-08-03,61.45000076293945
2023-08-04,60.720001220703125
2023-08-07,60.369998931884766
2023-08-08,57.47999954223633
2023-08-09,55.880001068115234
2023-08-10,55.54999923706055
2023-08-11,59.27000045776367
2023-08-14,61.20000076293945
2023-08-15,61.290000915527344
2023-08-16,59.900001525878906
2023-08-17,57.369998931884766
2023-08-18,57.540000915527344
2023-08-21,58.689998626708984
2023-08-22,59.5
2023-08-23,62.290000915527344
2023-08-24,60.58000183105469
2023-08-25,61.08000183105469
2023-08-28,61.09000015258789
2023-08-29,63.83000183105469
2023-08-30,63.0
2023-08-31,66.56999969482422
2023-09-01,68.20999908447266
2023-09-05,67.83000183105469
2023-09-06,70.12000274658203
2023-09-07,65.46499633789062
2023-09-08,63.06999969482422
2023-09-11,62.75
2023-09-12,63.40999984741211
2023-09-13,63.380001068115234
2023-09-14,65.26000213623047
2023-09-15,63.90999984741211
2023-09-18,61.540000915527344
2023-09-19,62.13999938964844
2023-09-20,59.66999816894531
2023-09-21,53.709999084472656
2023-09-22,54.61000061035156
2023-09-25,54.790000915527344
2023-09-26,51.59000015258789
2023-09-27,53.79999923706055
2023-09-28,55.0
2023-09-29,55.029998779296875
2023-10-02,52.43000030517578
2023-10-03,49.22999954223633
2023-10-04,51.119998931884766
2023-10-05,51.060001373291016
2023-10-06,54.5099983215332
2023-10-09,54.52000045776367
2023-10-10,56.22999954223633
2023-10-11,54.599998474121094
2023-10-12,53.0
2023-10-13,52.689998626708984
2023-10-16,53.56999969482422
2023-10-17,54.15999984741211
2023-10-18,53.209999084472656
2023-10-19,51.869998931884766
2023-10-20,50.70000076293945
2023-10-23,51.5
2023-10-24,53.06999969482422
2023-10-25,49.68000030517578
2023-10-26,61.540000915527344
2023-10-27,61.65999984741211
2023-10-30,60.400001525878906
2023-10-31,64.61000061035156
2023-11-01,62.45000076293945
2023-11-02,65.47000122070312
2023-11-03,68.72000122070312
2023-11-06,67.43000030517578
2023-11-07,68.23999786376953
2023-11-08,68.18000030517578
2023-11-09,68.47000122070312
2023-11-10,71.73999786376953
2023-11-13,72.95999908447266
2023-11-14,80.0
2023-11-15,79.01000213623047
2023-11-16,79.44999694824219
2023-11-17,80.9000015258789
2023-11-20,82.62000274658203
2023-11-21,82.19000244140625
2023-11-22,80.9000015258789
2023-11-24,82.5
2023-11-27,82.80000305175781
2023-11-28,82.76000213623047
2023-11-29,84.66999816894531
2023-11-30,83.58999633789062
2023-12-01,87.13999938964844
2023-12-04,85.4800033569336
2023-12-05,82.98999786376953
2023-12-06,81.8499984741211
2023-12-07,83.79000091552734
2023-12-08,82.55999755859375
2023-12-11,84.01000213623047
2023-12-12,80.0999984741211
2023-12-13,86.38999938964844
2023-12-14,88.63999938964844
2023-12-15,88.91999816894531
2023-12-18,89.0999984741211
2023-12-19,89.95999908447266
2023-12-20,84.19999694824219
2023-12-21,86.62000274658203
2023-12-22,88.01000213623047
2023-12-26,90.2699966430664
2023-12-27,89.16999816894531
2023-12-28,90.98999786376953
2023-12-29,90.02999877929688
2024-01-02,86.0
2024-01-03,82.4800033569336
2024-01-04,81.12000274658203
2024-01-05,80.51000213623047
2024-01-08,84.80000305175781
2024-01-09,84.08000183105469
2024-01-10,83.58999633789062
2024-01-11,81.5199966430664
2024-01-12,79.80000305175781
2024-01-16,81.75
2024-01-17,91.06999969482422
2024-01-18,93.94000244140625
2024-01-19,96.01000213623047
2024-01-22,100.41999816894531
2024-01-23,104.01000213623047
2024-01-24,101.94999694824219
2024-01-25,101.5199966430664
2024-01-26,100.9000015258789
2024-01-29,102.81999969482422
2024-01-30,99.72000122070312
2024-01-31,96.9800033569336
2024-02-01,101.0
2024-02-02,101.05000305175781
2024-02-05,103.87000274658203
2024-02-06,105.51000213623047
2024-02-07,107.0999984741211
2024-02-08,106.30999755859375
2024-02-09,110.04000091552734
2024-02-12,108.8499984741211
2024-02-13,102.98999786376953
2024-02-14,103.27999877929688
2024-02-15,106.73999786376953
2024-02-16,102.69000244140625
2024-02-20,101.18000030517578
2024-02-21,100.8499984741211
2024-02-22,100.2300033569336
2024-02-23,102.19000244140625
2024-02-26,104.25
2024-02-27,104.33000183105469
2024-02-28,102.80999755859375
2024-02-29,109.22000122070312
2024-03-01,112.6500015258789
2024-03-04,111.27999877929688
2024-03-05,111.54000091552734
2024-03-06,112.58000183105469
2024-03-07,115.11000061035156
2024-03-08,116.0
2024-03-11,116.66000366210938
2024-03-12,116.91999816894531
2024-03-13,113.4800033569336
2024-03-14,124.58999633789062
2024-03-15,122.9000015258789
2024-03-18,122.52999877929688
2024-03-19,120.2699966430664
2024-03-20,123.58000183105469
2024-03-21,126.02999877929688
2024-03-22,127.3499984741211
2024-03-25,127.98999786376953
2024-03-26,126.58999633789062
2024-03-27,127.41999816894531
2024-03-28,128.41000366210938
2024-04-01,128.55999755859375
2024-04-02,123.33999633789062
2024-04-03,123.08000183105469
2024-04-04,117.58999633789062
2024-04-05,121.58000183105469
2024-04-08,124.5999984741211
2024-04-09,125.23999786376953
2024-04-10,123.16000366210938
2024-04-11,124.83999633789062
2024-04-12,119.9800033569336
2024-04-15,118.5
2024-04-16,121.38999938964844
2024-04-17,120.08999633789062
2024-04-18,122.08000183105469
2024-04-19,116.31999969482422
2024-04-22,120.2699966430664
2024-04-23,123.68000030517578
2024-04-24,120.91000366210938
2024-04-25,155.5500030517578
2024-04-26,150.91000366210938
2024-04-29,157.4499969482422
2024-04-30,159.3800048828125
2024-05-01,154.66000366210938
2024-05-02,159.72999572753906
2024-05-03,161.22999572753906
2024-05-06,163.3300018310547
2024-05-07,165.92999267578125
2024-05-08,163.77000427246094
2024-05-09,158.49000549316406
2024-05-10,160.27000427246094
2024-05-13,159.82000732421875
2024-05-14,168.05999755859375
2024-05-15,174.8699951171875
2024-05-16,169.61000061035156
2024-05-17,173.39999389648438
2024-05-20,169.61000061035156
2024-05-21,167.74000549316406
2024-05-22,173.3300018310547
2024-05-23,168.49000549316406
2024-05-24,166.3000030517578
2024-05-28,158.52000427246094
2024-05-29,160.83999633789062
2024-05-30,163.3800048828125
2024-05-31,163.6699981689453
2024-06-03,166.13999938964844
2024-06-04,163.11000061035156
2024-06-05,165.8699951171875
2024-06-06,164.74000549316406
2024-06-07,149.91000366210938
2024-06-10,148.47999572753906
2024-06-11,148.5500030517578
2024-06-12,152.08999633789062
2024-06-13,154.38999938964844
2024-06-14,150.0
2024-06-17,151.13999938964844
2024-06-18,147.1699981689453
2024-06-20,146.66000366210938
2024-06-21,148.99000549316406
2024-06-24,148.4499969482422
2024-06-25,150.9600067138672
2024-06-26,152.75
2024-06-27,153.39999389648438
2024-06-28,156.77000427246094
2024-07-01,155.22000122070312
2024-07-02,158.67999267578125
2024-07-03,159.8699951171875
2024-07-05,161.60000610351562
2024-07-08,164.2100067138672
2024-07-09,162.57000732421875
2024-07-10,162.35000610351562
2024-07-11,167.41000366210938
2024-07-12,169.2899932861328
2024-07-15,176.11000061035156
2024-07-16,179.80999755859375
2024-07-17,171.25999450683594
2024-07-18,174.88999938964844
2024-07-19,171.4199981689453
2024-07-22,181.5
2024-07-23,161.52000427246094
2024-07-24,152.5500030517578
2024-07-25,159.27000427246094
2024-07-26,160.05999755859375
2024-07-29,163.52000427246094
2024-07-30,156.4199981689453
2024-07-31,159.2899932861328
2024-08-01,144.52000427246094
2024-08-02,139.33999633789062
2024-08-05,137.66000366210938
2024-08-06,140.25
2024-08-07,138.47000122070312
2024-08-08,148.61000061035156
2024-08-09,150.14999389648438
2024-08-12,150.92999267578125
2024-08-13,155.5500030517578
2024-08-14,154.64999389648438
2024-08-15,162.5800018310547
2024-08-16,160.85000610351562
2024-08-19,162.92999267578125
2024-08-20,157.6300048828125
2024-08-21,164.60000610351562
2024-08-22,158.42999267578125
2024-08-23,163.6699981689453
2024-08-26,162.5
2024-08-27,164.66000366210938
2024-08-28,163.3800048828125
2024-08-29,166.3000030517578
2024-08-30,168.10000610351562
2024-09-03,162.72000122070312
2024-09-04,164.97999572753906
2024-09-05,165.22000122070312
2024-09-06,156.72999572753906
2024-09-09,172.27999877929688
2024-09-10,179.25999450683594
2024-09-11,180.6199951171875
2024-09-12,184.1300048828125
2024-09-13,185.9199981689453
2024-09-16,186.6199951171875
2024-09-17,187.36000061035156
2024-09-18,193.89999389648438
2024-09-19,201.41000366210938
2024-09-20,201.99000549316406
2024-09-23,208.1699981689453
2024-09-24,212.75
2024-09-25,214.0500030517578
2024-09-26,217.8300018310547
2024-09-27,213.30999755859375
2024-09-30,216.52000427246094
2024-10-01,211.6699981689453
2024-10-02,212.92999267578125
2024-10-03,213.64999389648438
2024-10-04,218.33999633789062
2024-10-07,218.11000061035156
2024-10-08,223.58999633789062
2024-10-09,228.6199951171875
2024-10-10,231.72000122070312
2024-10-11,235.64999389648438
2024-10-14,238.5800018310547
2024-10-15,233.25
2024-10-16,233.6300048828125
2024-10-17,229.75999450683594
2024-10-18,218.3000030517578
2024-10-21,227.13999938964844
2024-10-22,223.5
2024-10-23,222.4600067138672
2024-10-24,192.2100067138672
2024-10-25,200.6999969482422
2024-10-28,205.6300048828125
2024-10-29,200.0
2024-10-30,191.72000122070312
2024-10-31,189.99000549316406
2024-11-01,194.7100067138672
2024-11-04,192.91000366210938
2024-11-05,198.22999572753906
2024-11-06,198.02999877929688
2024-11-07,202.99000549316406
2024-11-08,203.55999755859375
2024-11-11,199.3000030517578
2024-11-12,194.63999938964844
2024-11-13,185.75999450683594
2024-11-14,182.72999572753906
2024-11-15,176.50999450683594
2024-11-18,175.9199981689453
2024-11-19,182.83999633789062
2024-11-20,185.94000244140625
2024-11-21,188.3000030517578
