Date,ADI
2023-06-21,185.44000244140625
2023-06-22,186.11000061035156
2023-06-23,185.94000244140625
2023-06-26,186.33999633789062
2023-06-27,192.3800048828125
2023-06-28,189.89999389648438
2023-06-29,189.47999572753906
2023-06-30,194.80999755859375
2023-07-03,194.3300018310547
2023-07-05,190.0
2023-07-06,186.19000244140625
2023-07-07,185.30999755859375
2023-07-10,191.0500030517578
2023-07-11,190.9499969482422
2023-07-12,195.39999389648438
2023-07-13,198.27000427246094
2023-07-14,191.97000122070312
2023-07-17,196.36000061035156
2023-07-18,196.5
2023-07-19,195.7899932861328
2023-07-20,189.64999389648438
2023-07-21,191.9600067138672
2023-07-24,192.3699951171875
2023-07-25,195.66000366210938
2023-07-26,191.52000427246094
2023-07-27,195.4499969482422
2023-07-28,198.4199981689453
2023-07-31,199.52999877929688
2023-08-01,199.47999572753906
2023-08-02,192.4600067138672
2023-08-03,191.49000549316406
2023-08-04,188.35000610351562
2023-08-07,190.10000610351562
2023-08-08,186.61000061035156
2023-08-09,184.80999755859375
2023-08-10,184.7100067138672
2023-08-11,183.2100067138672
2023-08-14,185.38999938964844
2023-08-15,181.32000732421875
2023-08-16,177.1699981689453
2023-08-17,175.49000549316406
2023-08-18,175.75
2023-08-21,177.22000122070312
2023-08-22,176.66000366210938
2023-08-23,177.47999572753906
2023-08-24,173.69000244140625
2023-08-25,178.16000366210938
2023-08-28,180.3300018310547
2023-08-29,182.55999755859375
2023-08-30,181.57000732421875
2023-08-31,181.77999877929688
2023-09-01,182.42999267578125
2023-09-05,181.5399932861328
2023-09-06,182.17999267578125
2023-09-07,178.4600067138672
2023-09-08,177.47000122070312
2023-09-11,177.64999389648438
2023-09-12,175.0500030517578
2023-09-13,176.1699981689453
2023-09-14,179.6699981689453
2023-09-15,178.13999938964844
2023-09-18,179.72000122070312
2023-09-19,178.75
2023-09-20,176.0800018310547
2023-09-21,173.83999633789062
2023-09-22,175.47999572753906
2023-09-25,175.42999267578125
2023-09-26,172.33999633789062
2023-09-27,172.80999755859375
2023-09-28,176.41000366210938
2023-09-29,175.08999633789062
2023-10-02,175.42999267578125
2023-10-03,171.50999450683594
2023-10-04,173.7899932861328
2023-10-05,172.10000610351562
2023-10-06,173.97000122070312
2023-10-09,173.32000732421875
2023-10-10,175.97000122070312
2023-10-11,174.9199981689453
2023-10-12,173.60000610351562
2023-10-13,171.07000732421875
2023-10-16,172.75
2023-10-17,172.61000061035156
2023-10-18,171.27000427246094
2023-10-19,168.72000122070312
2023-10-20,166.52000427246094
2023-10-23,163.8699951171875
2023-10-24,164.92999267578125
2023-10-25,159.7899932861328
2023-10-26,160.86000061035156
2023-10-27,160.57000732421875
2023-10-30,155.8800048828125
2023-10-31,157.3300018310547
2023-11-01,159.24000549316406
2023-11-02,164.33999633789062
2023-11-03,167.9199981689453
2023-11-06,167.57000732421875
2023-11-07,168.11000061035156
2023-11-08,168.91000366210938
2023-11-09,167.1300048828125
2023-11-10,172.32000732421875
2023-11-13,170.66000366210938
2023-11-14,177.5800018310547
2023-11-15,180.77999877929688
2023-11-16,179.83999633789062
2023-11-17,183.0500030517578
2023-11-20,183.82000732421875
2023-11-21,181.25
2023-11-22,182.6699981689453
2023-11-24,183.0500030517578
2023-11-27,183.77000427246094
2023-11-28,183.1999969482422
2023-11-29,182.7100067138672
2023-11-30,183.3800048828125
2023-12-01,183.07000732421875
2023-12-04,183.25999450683594
2023-12-05,180.6300048828125
2023-12-06,180.57000732421875
2023-12-07,184.3800048828125
2023-12-08,184.8800048828125
2023-12-11,190.1300048828125
2023-12-12,190.97000122070312
2023-12-13,192.27000427246094
2023-12-14,200.1699981689453
2023-12-15,200.8800048828125
2023-12-18,196.58999633789062
2023-12-19,197.8300018310547
2023-12-20,192.19000244140625
2023-12-21,196.27999877929688
2023-12-22,197.10000610351562
2023-12-26,198.8699951171875
2023-12-27,199.35000610351562
2023-12-28,200.24000549316406
2023-12-29,198.55999755859375
2024-01-02,193.5800018310547
2024-01-03,188.9600067138672
2024-01-04,186.07000732421875
2024-01-05,186.5500030517578
2024-01-08,188.97999572753906
2024-01-09,189.75999450683594
2024-01-10,188.3699951171875
2024-01-11,188.9600067138672
2024-01-12,188.36000061035156
2024-01-16,187.7899932861328
2024-01-17,185.42999267578125
2024-01-18,189.97000122070312
2024-01-19,194.77000427246094
2024-01-22,197.30999755859375
2024-01-23,201.3699951171875
2024-01-24,198.3000030517578
2024-01-25,197.3000030517578
2024-01-26,193.92999267578125
2024-01-29,197.1999969482422
2024-01-30,194.74000549316406
2024-01-31,192.36000061035156
2024-02-01,192.00999450683594
2024-02-02,192.10000610351562
2024-02-05,192.55999755859375
2024-02-06,189.7100067138672
2024-02-07,191.97000122070312
2024-02-08,194.05999755859375
2024-02-09,195.02000427246094
2024-02-12,194.0500030517578
2024-02-13,184.69000244140625
2024-02-14,186.32000732421875
2024-02-15,187.5399932861328
2024-02-16,188.24000549316406
2024-02-20,189.39999389648438
2024-02-21,193.72000122070312
2024-02-22,191.91000366210938
2024-02-23,190.11000061035156
2024-02-26,189.00999450683594
2024-02-27,189.07000732421875
2024-02-28,187.75999450683594
2024-02-29,191.82000732421875
2024-03-01,196.16000366210938
2024-03-04,194.66000366210938
2024-03-05,189.8000030517578
2024-03-06,191.6999969482422
2024-03-07,198.24000549316406
2024-03-08,195.94000244140625
2024-03-11,198.2100067138672
2024-03-12,199.1999969482422
2024-03-13,198.60000610351562
2024-03-14,194.42999267578125
2024-03-15,195.1999969482422
2024-03-18,191.22000122070312
2024-03-19,190.5399932861328
2024-03-20,194.32000732421875
2024-03-21,195.14999389648438
2024-03-22,193.50999450683594
2024-03-25,190.6300048828125
2024-03-26,188.9600067138672
2024-03-27,193.3300018310547
2024-03-28,197.7899932861328
2024-04-01,196.6199951171875
2024-04-02,194.8800048828125
2024-04-03,195.36000061035156
2024-04-04,191.9499969482422
2024-04-05,194.75999450683594
2024-04-08,196.69000244140625
2024-04-09,204.1199951171875
2024-04-10,196.3300018310547
2024-04-11,198.63999938964844
2024-04-12,192.27000427246094
2024-04-15,190.2899932861328
2024-04-16,191.22999572753906
2024-04-17,189.42999267578125
2024-04-18,187.5800018310547
2024-04-19,183.36000061035156
2024-04-22,186.30999755859375
2024-04-23,189.92999267578125
2024-04-24,196.5
2024-04-25,197.94000244140625
2024-04-26,201.97000122070312
2024-04-29,203.89999389648438
2024-04-30,200.61000061035156
2024-05-01,193.88999938964844
2024-05-02,196.49000549316406
2024-05-03,199.6300048828125
2024-05-06,203.32000732421875
2024-05-07,203.57000732421875
2024-05-08,204.86000061035156
2024-05-09,204.7899932861328
2024-05-10,207.19000244140625
2024-05-13,208.3800048828125
2024-05-14,211.94000244140625
2024-05-15,215.75
2024-05-16,214.1199951171875
2024-05-17,214.0800018310547
2024-05-20,217.47999572753906
2024-05-21,216.63999938964844
2024-05-22,240.16000366210938
2024-05-23,234.55999755859375
2024-05-24,232.50999450683594
2024-05-28,233.44000244140625
2024-05-29,228.14999389648438
2024-05-30,230.0
2024-05-31,234.49000549316406
2024-06-03,232.2100067138672
2024-06-04,230.6300048828125
2024-06-05,235.67999267578125
2024-06-06,237.41000366210938
2024-06-07,234.77000427246094
2024-06-10,235.3699951171875
2024-06-11,236.3000030517578
2024-06-12,238.44000244140625
2024-06-13,234.02999877929688
2024-06-14,231.19000244140625
2024-06-17,232.38999938964844
2024-06-18,235.3800048828125
2024-06-20,229.50999450683594
2024-06-21,231.0500030517578
2024-06-24,228.4600067138672
2024-06-25,230.33999633789062
2024-06-26,227.83999633789062
2024-06-27,226.67999267578125
2024-06-28,228.25999450683594
2024-07-01,225.17999267578125
2024-07-02,228.24000549316406
2024-07-03,230.02000427246094
2024-07-05,230.88999938964844
2024-07-08,233.33999633789062
2024-07-09,232.00999450683594
2024-07-10,238.3300018310547
2024-07-11,233.74000549316406
2024-07-12,238.55999755859375
2024-07-15,237.72000122070312
2024-07-16,243.3300018310547
2024-07-17,235.61000061035156
2024-07-18,238.99000549316406
2024-07-19,231.22000122070312
2024-07-22,240.0399932861328
2024-07-23,230.32000732421875
2024-07-24,224.6199951171875
2024-07-25,220.9199981689453
2024-07-26,226.42999267578125
2024-07-29,227.39999389648438
2024-07-30,224.5800018310547
2024-07-31,231.3800048828125
2024-08-01,218.9199981689453
2024-08-02,207.9600067138672
2024-08-05,200.55999755859375
2024-08-06,204.8800048828125
2024-08-07,201.30999755859375
2024-08-08,213.63999938964844
2024-08-09,211.30999755859375
2024-08-12,212.0800018310547
2024-08-13,218.00999450683594
2024-08-14,215.32000732421875
2024-08-15,223.6699981689453
2024-08-16,223.19000244140625
2024-08-19,225.9499969482422
2024-08-20,223.49000549316406
2024-08-21,227.5
2024-08-22,221.91000366210938
2024-08-23,228.38999938964844
2024-08-26,225.61000061035156
2024-08-27,231.83999633789062
2024-08-28,227.1699981689453
2024-08-29,230.88999938964844
2024-08-30,234.83999633789062
2024-09-03,218.7100067138672
2024-09-04,221.8000030517578
2024-09-05,219.05999755859375
2024-09-06,213.63999938964844
2024-09-09,218.55999755859375
2024-09-10,218.72000122070312
2024-09-11,225.07000732421875
2024-09-12,221.52999877929688
2024-09-13,225.4199981689453
2024-09-16,223.27999877929688
2024-09-17,225.35000610351562
2024-09-18,222.63999938964844
2024-09-19,233.4499969482422
2024-09-20,226.77999877929688
2024-09-23,226.00999450683594
2024-09-24,227.3300018310547
2024-09-25,226.63999938964844
2024-09-26,232.4600067138672
2024-09-27,232.0500030517578
2024-09-30,230.1699981689453
2024-10-01,223.6699981689453
2024-10-02,227.72999572753906
2024-10-03,226.55999755859375
2024-10-04,228.22999572753906
2024-10-07,226.50999450683594
2024-10-08,229.39999389648438
2024-10-09,233.24000549316406
2024-10-10,230.6999969482422
2024-10-11,232.86000061035156
2024-10-14,236.42999267578125
2024-10-15,225.8699951171875
2024-10-16,227.49000549316406
2024-10-17,227.33999633789062
2024-10-18,228.3300018310547
2024-10-21,225.6699981689453
2024-10-22,224.6199951171875
2024-10-23,226.85000610351562
2024-10-24,229.67999267578125
2024-10-25,230.1699981689453
2024-10-28,230.13999938964844
2024-10-29,235.22999572753906
2024-10-30,230.1199951171875
2024-10-31,223.11000061035156
2024-11-01,225.47999572753906
2024-11-04,224.19000244140625
2024-11-05,217.60000610351562
2024-11-06,226.25
2024-11-07,227.77000427246094
2024-11-08,225.8000030517578
2024-11-11,220.47000122070312
2024-11-12,219.5500030517578
2024-11-13,212.83999633789062
2024-11-14,212.24000549316406
2024-11-15,206.35000610351562
2024-11-18,209.64999389648438
2024-11-19,210.42999267578125
2024-11-20,211.00999450683594
2024-11-21,213.9600067138672
