Date,ADI
2022-02-28,160.2899932861328
2022-03-01,156.9499969482422
2022-03-02,159.82000732421875
2022-03-03,159.27999877929688
2022-03-04,156.85000610351562
2022-03-07,146.27999877929688
2022-03-08,148.52000427246094
2022-03-09,153.6199951171875
2022-03-10,150.55999755859375
2022-03-11,147.60000610351562
2022-03-14,145.6300048828125
2022-03-15,150.9199981689453
2022-03-16,158.57000732421875
2022-03-17,159.97999572753906
2022-03-18,163.4499969482422
2022-03-21,164.22000122070312
2022-03-22,164.77000427246094
2022-03-23,159.13999938964844
2022-03-24,164.9600067138672
2022-03-25,165.6300048828125
2022-03-28,167.25999450683594
2022-03-29,170.17999267578125
2022-03-30,166.47999572753906
2022-03-31,165.17999267578125
2022-04-01,165.36000061035156
2022-04-04,164.5
2022-04-05,159.97999572753906
2022-04-06,160.27999877929688
2022-04-07,161.25
2022-04-08,158.74000549316406
2022-04-11,154.88999938964844
2022-04-12,155.5
2022-04-13,158.1199951171875
2022-04-14,156.5
2022-04-18,160.33999633789062
2022-04-19,162.32000732421875
2022-04-20,161.3800048828125
2022-04-21,158.7100067138672
2022-04-22,155.25
2022-04-25,158.9199981689453
2022-04-26,152.80999755859375
2022-04-27,151.72000122070312
2022-04-28,160.4499969482422
2022-04-29,154.3800048828125
2022-05-02,158.14999389648438
2022-05-03,158.8699951171875
2022-05-04,164.77000427246094
2022-05-05,158.24000549316406
2022-05-06,156.1300048828125
2022-05-09,152.25
2022-05-10,155.22000122070312
2022-05-11,151.99000549316406
2022-05-12,152.88999938964844
2022-05-13,158.74000549316406
2022-05-16,157.44000244140625
2022-05-17,163.83999633789062
2022-05-18,159.9199981689453
2022-05-19,160.94000244140625
2022-05-20,162.44000244140625
2022-05-23,161.5500030517578
2022-05-24,161.85000610351562
2022-05-25,162.32000732421875
2022-05-26,164.0
2022-05-27,167.5500030517578
2022-05-31,168.39999389648438
2022-06-01,164.77000427246094
2022-06-02,169.24000549316406
2022-06-03,165.24000549316406
2022-06-06,165.27000427246094
2022-06-07,166.9499969482422
2022-06-08,165.00999450683594
2022-06-09,161.61000061035156
2022-06-10,156.9199981689453
2022-06-13,147.77000427246094
2022-06-14,147.1699981689453
2022-06-15,150.0800018310547
2022-06-16,143.4600067138672
2022-06-17,144.6300048828125
2022-06-21,148.35000610351562
2022-06-22,147.64999389648438
2022-06-23,145.5399932861328
2022-06-24,149.69000244140625
2022-06-27,150.58999633789062
2022-06-28,148.49000549316406
2022-06-29,147.27000427246094
2022-06-30,146.08999633789062
2022-07-01,142.91000366210938
2022-07-05,143.07000732421875
2022-07-06,144.6999969482422
2022-07-07,148.57000732421875
2022-07-08,149.94000244140625
2022-07-11,147.55999755859375
2022-07-12,148.0500030517578
2022-07-13,149.19000244140625
2022-07-14,153.30999755859375
2022-07-15,157.97000122070312
2022-07-18,155.25
2022-07-19,161.4499969482422
2022-07-20,163.1199951171875
2022-07-21,165.19000244140625
2022-07-22,163.27000427246094
2022-07-25,163.0399932861328
2022-07-26,161.77999877929688
2022-07-27,168.3300018310547
2022-07-28,169.6699981689453
2022-07-29,171.9600067138672
2022-08-01,171.4600067138672
2022-08-02,170.77000427246094
2022-08-03,176.36000061035156
2022-08-04,176.9600067138672
2022-08-05,177.25
2022-08-08,175.86000061035156
2022-08-09,170.3699951171875
2022-08-10,175.0800018310547
2022-08-11,174.5500030517578
2022-08-12,179.25999450683594
2022-08-15,179.88999938964844
2022-08-16,179.0399932861328
2022-08-17,170.1300048828125
2022-08-18,170.1300048828125
2022-08-19,168.0
2022-08-22,163.83999633789062
2022-08-23,164.41000366210938
2022-08-24,163.64999389648438
2022-08-25,167.07000732421875
2022-08-26,158.6699981689453
2022-08-29,155.19000244140625
2022-08-30,152.72999572753906
2022-08-31,151.52999877929688
2022-09-01,150.69000244140625
2022-09-02,148.6300048828125
2022-09-06,148.22999572753906
2022-09-07,150.6999969482422
2022-09-08,152.1300048828125
2022-09-09,154.17999267578125
2022-09-12,155.64999389648438
2022-09-13,148.25
2022-09-14,150.25
2022-09-15,147.8699951171875
2022-09-16,149.30999755859375
2022-09-19,149.61000061035156
2022-09-20,149.77999877929688
2022-09-21,148.44000244140625
2022-09-22,145.33999633789062
2022-09-23,141.9199981689453
2022-09-26,140.82000732421875
2022-09-27,141.80999755859375
2022-09-28,144.5800018310547
2022-09-29,141.99000549316406
2022-09-30,139.33999633789062
2022-10-03,145.1300048828125
2022-10-04,150.85000610351562
2022-10-05,151.88999938964844
2022-10-06,150.97000122070312
2022-10-07,144.9199981689453
2022-10-10,140.89999389648438
2022-10-11,138.8000030517578
2022-10-12,138.58999633789062
2022-10-13,142.75
2022-10-14,136.72999572753906
2022-10-17,139.1199951171875
2022-10-18,141.10000610351562
2022-10-19,141.3300018310547
2022-10-20,142.0800018310547
2022-10-21,146.58999633789062
2022-10-24,144.52999877929688
2022-10-25,146.3699951171875
2022-10-26,141.3800048828125
2022-10-27,140.67999267578125
2022-10-28,144.8800048828125
2022-10-31,142.6199951171875
2022-11-01,144.6999969482422
2022-11-02,141.24000549316406
2022-11-03,138.02000427246094
2022-11-04,144.2899932861328
2022-11-07,148.92999267578125
2022-11-08,151.0399932861328
2022-11-09,148.22999572753906
2022-11-10,160.3699951171875
2022-11-11,164.05999755859375
2022-11-14,161.25999450683594
2022-11-15,165.1699981689453
2022-11-16,161.27000427246094
2022-11-17,161.47000122070312
2022-11-18,161.85000610351562
2022-11-21,159.24000549316406
2022-11-22,168.42999267578125
2022-11-23,169.1999969482422
2022-11-25,167.08999633789062
2022-11-28,164.00999450683594
2022-11-29,163.88999938964844
2022-11-30,171.91000366210938
2022-12-01,171.47999572753906
2022-12-02,168.6300048828125
2022-12-05,167.83999633789062
2022-12-06,166.50999450683594
2022-12-07,166.00999450683594
2022-12-08,169.64999389648438
2022-12-09,168.67999267578125
2022-12-12,172.25999450683594
2022-12-13,175.49000549316406
2022-12-14,171.67999267578125
2022-12-15,166.08999633789062
2022-12-16,166.82000732421875
2022-12-19,165.13999938964844
2022-12-20,164.3300018310547
2022-12-21,167.41000366210938
2022-12-22,163.75
2022-12-23,163.83999633789062
2022-12-27,162.1999969482422
2022-12-28,160.27999877929688
2022-12-29,163.97999572753906
2022-12-30,164.02999877929688
2023-01-03,162.4499969482422
2023-01-04,165.91000366210938
2023-01-05,159.69000244140625
2023-01-06,165.52000427246094
2023-01-09,167.10000610351562
2023-01-10,169.22000122070312
2023-01-11,169.7899932861328
2023-01-12,168.6699981689453
2023-01-13,168.97999572753906
2023-01-17,166.91000366210938
2023-01-18,166.0
2023-01-19,163.1300048828125
2023-01-20,165.1699981689453
2023-01-23,169.66000366210938
2023-01-24,168.86000061035156
2023-01-25,168.4499969482422
2023-01-26,170.74000549316406
2023-01-27,170.8300018310547
2023-01-30,168.92999267578125
2023-01-31,171.47000122070312
2023-02-01,176.58999633789062
2023-02-02,179.3000030517578
2023-02-03,178.82000732421875
2023-02-06,177.5500030517578
2023-02-07,181.02000427246094
2023-02-08,177.75999450683594
2023-02-09,178.52000427246094
2023-02-10,178.4600067138672
2023-02-13,180.4499969482422
2023-02-14,182.5399932861328
2023-02-15,196.17999267578125
2023-02-16,193.8300018310547
2023-02-17,192.7100067138672
2023-02-21,185.97000122070312
2023-02-22,183.75999450683594
2023-02-23,185.64999389648438
2023-02-24,182.94000244140625
2023-02-27,183.1699981689453
2023-02-28,183.47000122070312
2023-03-01,183.11000061035156
2023-03-02,184.58999633789062
2023-03-03,186.25
2023-03-06,185.52000427246094
2023-03-07,184.94000244140625
2023-03-08,186.57000732421875
2023-03-09,183.55999755859375
2023-03-10,181.75999450683594
2023-03-13,182.5500030517578
2023-03-14,186.5800018310547
2023-03-15,182.92999267578125
2023-03-16,186.6300048828125
2023-03-17,185.85000610351562
2023-03-20,187.05999755859375
2023-03-21,188.39999389648438
2023-03-22,186.61000061035156
2023-03-23,189.4499969482422
2023-03-24,187.69000244140625
2023-03-27,184.77000427246094
2023-03-28,183.60000610351562
2023-03-29,189.1699981689453
2023-03-30,194.2100067138672
2023-03-31,197.22000122070312
2023-04-03,196.27999877929688
2023-04-04,195.1199951171875
2023-04-05,190.3699951171875
2023-04-06,187.1699981689453
2023-04-10,190.9499969482422
2023-04-11,189.41000366210938
2023-04-12,187.2899932861328
2023-04-13,189.10000610351562
2023-04-14,188.50999450683594
2023-04-17,189.57000732421875
2023-04-18,189.5800018310547
2023-04-19,188.5500030517578
2023-04-20,186.97999572753906
2023-04-21,186.33999633789062
2023-04-24,186.9600067138672
2023-04-25,181.13999938964844
2023-04-26,180.66000366210938
2023-04-27,177.6199951171875
2023-04-28,179.8800048828125
2023-05-01,182.5399932861328
2023-05-02,183.66000366210938
2023-05-03,182.38999938964844
2023-05-04,181.3300018310547
2023-05-05,183.38999938964844
2023-05-08,184.52000427246094
2023-05-09,179.6199951171875
2023-05-10,181.42999267578125
2023-05-11,180.58999633789062
2023-05-12,180.57000732421875
2023-05-15,184.3699951171875
2023-05-16,182.7899932861328
2023-05-17,187.9600067138672
2023-05-18,192.25999450683594
2023-05-19,190.52999877929688
2023-05-22,191.30999755859375
2023-05-23,187.9199981689453
2023-05-24,173.1999969482422
2023-05-25,172.38999938964844
2023-05-26,176.52999877929688
2023-05-30,177.42999267578125
2023-05-31,177.69000244140625
2023-06-01,180.41000366210938
2023-06-02,179.8000030517578
2023-06-05,174.97999572753906
2023-06-06,177.97000122070312
2023-06-07,180.3699951171875
2023-06-08,181.67999267578125
2023-06-09,182.4600067138672
2023-06-12,187.66000366210938
2023-06-13,192.3699951171875
2023-06-14,191.88999938964844
2023-06-15,189.66000366210938
2023-06-16,188.36000061035156
2023-06-20,187.97999572753906
