Date,DKNG
2022-02-28,23.68000030517578
2022-03-01,23.520000457763672
2022-03-02,23.190000534057617
2022-03-03,20.90999984741211
2022-03-04,20.690000534057617
2022-03-07,18.049999237060547
2022-03-08,17.3799991607666
2022-03-09,17.780000686645508
2022-03-10,17.579999923706055
2022-03-11,16.110000610351562
2022-03-14,15.260000228881836
2022-03-15,16.1299991607666
2022-03-16,18.31999969482422
2022-03-17,18.989999771118164
2022-03-18,19.6200008392334
2022-03-21,18.790000915527344
2022-03-22,19.40999984741211
2022-03-23,18.90999984741211
2022-03-24,19.049999237060547
2022-03-25,18.200000762939453
2022-03-28,18.649999618530273
2022-03-29,20.690000534057617
2022-03-30,20.40999984741211
2022-03-31,19.469999313354492
2022-04-01,19.049999237060547
2022-04-04,20.40999984741211
2022-04-05,19.049999237060547
2022-04-06,17.68000030517578
2022-04-07,17.200000762939453
2022-04-08,16.3799991607666
2022-04-11,16.8700008392334
2022-04-12,16.40999984741211
2022-04-13,16.75
2022-04-14,16.489999771118164
2022-04-18,15.979999542236328
2022-04-19,16.8799991607666
2022-04-20,15.5600004196167
2022-04-21,14.359999656677246
2022-04-22,14.029999732971191
2022-04-25,14.680000305175781
2022-04-26,13.960000038146973
2022-04-27,13.869999885559082
2022-04-28,14.100000381469727
2022-04-29,13.680000305175781
2022-05-02,14.989999771118164
2022-05-03,15.079999923706055
2022-05-04,15.729999542236328
2022-05-05,14.4399995803833
2022-05-06,13.149999618530273
2022-05-09,10.989999771118164
2022-05-10,11.359999656677246
2022-05-11,10.270000457763672
2022-05-12,11.369999885559082
2022-05-13,12.609999656677246
2022-05-16,12.479999542236328
2022-05-17,13.859999656677246
2022-05-18,13.859999656677246
2022-05-19,14.149999618530273
2022-05-20,14.029999732971191
2022-05-23,13.9399995803833
2022-05-24,13.510000228881836
2022-05-25,14.130000114440918
2022-05-26,14.239999771118164
2022-05-27,14.720000267028809
2022-05-31,13.550000190734863
2022-06-01,13.510000228881836
2022-06-02,14.260000228881836
2022-06-03,12.720000267028809
2022-06-06,13.079999923706055
2022-06-07,12.949999809265137
2022-06-08,14.329999923706055
2022-06-09,13.819999694824219
2022-06-10,13.100000381469727
2022-06-13,11.029999732971191
2022-06-14,11.609999656677246
2022-06-15,12.229999542236328
2022-06-16,10.720000267028809
2022-06-17,11.420000076293945
2022-06-21,12.170000076293945
2022-06-22,12.520000457763672
2022-06-23,13.079999923706055
2022-06-24,14.149999618530273
2022-06-27,13.600000381469727
2022-06-28,12.760000228881836
2022-06-29,12.40999984741211
2022-06-30,11.670000076293945
2022-07-01,11.770000457763672
2022-07-05,12.970000267028809
2022-07-06,12.369999885559082
2022-07-07,13.100000381469727
2022-07-08,12.739999771118164
2022-07-11,11.430000305175781
2022-07-12,11.850000381469727
2022-07-13,11.720000267028809
2022-07-14,11.220000267028809
2022-07-15,12.859999656677246
2022-07-18,13.0
2022-07-19,13.489999771118164
2022-07-20,14.279999732971191
2022-07-21,14.270000457763672
2022-07-22,13.529999732971191
2022-07-25,13.390000343322754
2022-07-26,12.649999618530273
2022-07-27,13.680000305175781
2022-07-28,13.729999542236328
2022-07-29,13.729999542236328
2022-08-01,14.109999656677246
2022-08-02,15.369999885559082
2022-08-03,16.81999969482422
2022-08-04,16.360000610351562
2022-08-05,17.959999084472656
2022-08-08,18.43000030517578
2022-08-09,17.889999389648438
2022-08-10,19.350000381469727
2022-08-11,18.540000915527344
2022-08-12,20.670000076293945
2022-08-15,20.799999237060547
2022-08-16,20.65999984741211
2022-08-17,20.56999969482422
2022-08-18,19.579999923706055
2022-08-19,18.139999389648438
2022-08-22,17.239999771118164
2022-08-23,17.059999465942383
2022-08-24,17.450000762939453
2022-08-25,17.43000030517578
2022-08-26,16.530000686645508
2022-08-29,16.5
2022-08-30,16.3799991607666
2022-08-31,16.059999465942383
2022-09-01,15.960000038146973
2022-09-02,15.489999771118164
2022-09-06,15.680000305175781
2022-09-07,16.360000610351562
2022-09-08,16.989999771118164
2022-09-09,17.6299991607666
2022-09-12,18.200000762939453
2022-09-13,17.350000381469727
2022-09-14,18.399999618530273
2022-09-15,19.219999313354492
2022-09-16,18.600000381469727
2022-09-19,18.670000076293945
2022-09-20,17.469999313354492
2022-09-21,16.719999313354492
2022-09-22,15.579999923706055
2022-09-23,14.979999542236328
2022-09-26,14.59000015258789
2022-09-27,15.319999694824219
2022-09-28,15.880000114440918
2022-09-29,15.329999923706055
2022-09-30,15.140000343322754
2022-10-03,15.399999618530273
2022-10-04,16.850000381469727
2022-10-05,16.700000762939453
2022-10-06,16.040000915527344
2022-10-07,16.56999969482422
2022-10-10,14.279999732971191
2022-10-11,13.680000305175781
2022-10-12,13.489999771118164
2022-10-13,13.220000267028809
2022-10-14,12.479999542236328
2022-10-17,13.149999618530273
2022-10-18,13.550000190734863
2022-10-19,13.140000343322754
2022-10-20,13.3100004196167
2022-10-21,13.210000038146973
2022-10-24,13.069999694824219
2022-10-25,14.100000381469727
2022-10-26,14.600000381469727
2022-10-27,14.619999885559082
2022-10-28,15.119999885559082
2022-10-31,15.800000190734863
2022-11-01,16.450000762939453
2022-11-02,15.920000076293945
2022-11-03,15.670000076293945
2022-11-04,11.3100004196167
2022-11-07,11.800000190734863
2022-11-08,12.550000190734863
2022-11-09,11.65999984741211
2022-11-10,13.640000343322754
2022-11-11,14.880000114440918
2022-11-14,14.739999771118164
2022-11-15,15.420000076293945
2022-11-16,14.859999656677246
2022-11-17,14.899999618530273
2022-11-18,15.050000190734863
2022-11-21,14.289999961853027
2022-11-22,14.6899995803833
2022-11-23,15.34000015258789
2022-11-25,15.140000343322754
2022-11-28,14.5
2022-11-29,14.4399995803833
2022-11-30,15.319999694824219
2022-12-01,15.520000457763672
2022-12-02,15.489999771118164
2022-12-05,14.829999923706055
2022-12-06,14.199999809265137
2022-12-07,13.899999618530273
2022-12-08,14.609999656677246
2022-12-09,13.960000038146973
2022-12-12,14.3100004196167
2022-12-13,13.770000457763672
2022-12-14,13.550000190734863
2022-12-15,12.630000114440918
2022-12-16,12.119999885559082
2022-12-19,11.65999984741211
2022-12-20,11.829999923706055
2022-12-21,11.770000457763672
2022-12-22,11.600000381469727
2022-12-23,11.529999732971191
2022-12-27,10.90999984741211
2022-12-28,11.050000190734863
2022-12-29,11.270000457763672
2022-12-30,11.390000343322754
2023-01-03,11.050000190734863
2023-01-04,11.710000038146973
2023-01-05,11.479999542236328
2023-01-06,11.630000114440918
2023-01-09,12.069999694824219
2023-01-10,12.710000038146973
2023-01-11,13.069999694824219
2023-01-12,13.630000114440918
2023-01-13,14.109999656677246
2023-01-17,14.170000076293945
2023-01-18,13.890000343322754
2023-01-19,13.4399995803833
2023-01-20,13.880000114440918
2023-01-23,14.5600004196167
2023-01-24,14.920000076293945
2023-01-25,14.550000190734863
2023-01-26,14.300000190734863
2023-01-27,15.039999961853027
2023-01-30,14.649999618530273
2023-01-31,14.989999771118164
2023-02-01,16.479999542236328
2023-02-02,17.020000457763672
2023-02-03,16.8700008392334
2023-02-06,16.950000762939453
2023-02-07,17.530000686645508
2023-02-08,17.670000076293945
2023-02-09,16.530000686645508
2023-02-10,15.989999771118164
2023-02-13,16.139999389648438
2023-02-14,16.600000381469727
2023-02-15,17.780000686645508
2023-02-16,17.809999465942383
2023-02-17,20.540000915527344
2023-02-21,19.959999084472656
2023-02-22,19.530000686645508
2023-02-23,19.040000915527344
2023-02-24,18.190000534057617
2023-02-27,18.799999237060547
2023-02-28,18.860000610351562
2023-03-01,18.31999969482422
2023-03-02,18.579999923706055
