Date,LIN
2022-02-28,293.239990234375
2022-03-01,282.55999755859375
2022-03-02,290.20001220703125
2022-03-03,287.4100036621094
2022-03-04,281.42999267578125
2022-03-07,270.989990234375
2022-03-08,271.44000244140625
2022-03-09,292.7699890136719
2022-03-10,283.4800109863281
2022-03-11,280.760009765625
2022-03-14,285.3599853515625
2022-03-15,294.1000061035156
2022-03-16,304.5299987792969
2022-03-17,309.3699951171875
2022-03-18,311.6600036621094
2022-03-21,310.70001220703125
2022-03-22,312.1300048828125
2022-03-23,307.29998779296875
2022-03-24,318.0400085449219
2022-03-25,318.739990234375
2022-03-28,322.6400146484375
2022-03-29,326.3399963378906
2022-03-30,325.6199951171875
2022-03-31,319.42999267578125
2022-04-01,322.7300109863281
2022-04-04,321.44000244140625
2022-04-05,321.7699890136719
2022-04-06,315.04998779296875
2022-04-07,318.04998779296875
2022-04-08,317.82000732421875
2022-04-11,317.1499938964844
2022-04-12,314.0
2022-04-13,319.25
2022-04-14,318.5199890136719
2022-04-18,317.5400085449219
2022-04-19,318.1499938964844
2022-04-20,326.3699951171875
2022-04-21,324.3699951171875
2022-04-22,309.7200012207031
2022-04-25,313.989990234375
2022-04-26,303.5299987792969
2022-04-27,307.0400085449219
2022-04-28,315.19000244140625
2022-04-29,311.9599914550781
2022-05-02,313.2900085449219
2022-05-03,314.010009765625
2022-05-04,322.239990234375
2022-05-05,312.6099853515625
2022-05-06,308.6600036621094
2022-05-09,300.2699890136719
2022-05-10,299.3800048828125
2022-05-11,300.45001220703125
2022-05-12,301.3399963378906
2022-05-13,308.7699890136719
2022-05-16,309.44000244140625
2022-05-17,318.7699890136719
2022-05-18,310.07000732421875
2022-05-19,310.70001220703125
2022-05-20,315.17999267578125
2022-05-23,320.4200134277344
2022-05-24,320.489990234375
2022-05-25,315.8500061035156
2022-05-26,320.3299865722656
2022-05-27,329.6300048828125
2022-05-31,324.67999267578125
2022-06-01,319.6099853515625
2022-06-02,333.17999267578125
2022-06-03,331.8999938964844
2022-06-06,335.510009765625
2022-06-07,335.760009765625
2022-06-08,328.6000061035156
2022-06-09,318.69000244140625
2022-06-10,310.8900146484375
2022-06-13,301.3299865722656
2022-06-14,295.6199951171875
2022-06-15,299.989990234375
2022-06-16,289.7200012207031
2022-06-17,290.67999267578125
2022-06-21,298.7799987792969
2022-06-22,298.3999938964844
2022-06-23,296.8299865722656
2022-06-24,303.2300109863281
2022-06-27,296.260009765625
2022-06-28,293.3999938964844
2022-06-29,291.4100036621094
2022-06-30,287.5299987792969
2022-07-01,285.44000244140625
2022-07-05,270.6300048828125
2022-07-06,274.2900085449219
2022-07-07,273.8800048828125
2022-07-08,273.67999267578125
2022-07-11,276.7699890136719
2022-07-12,273.5400085449219
2022-07-13,274.7300109863281
2022-07-14,269.010009765625
2022-07-15,276.9800109863281
2022-07-18,277.1300048828125
2022-07-19,285.75
2022-07-20,283.1400146484375
2022-07-21,287.0299987792969
2022-07-22,285.5400085449219
2022-07-25,288.0899963378906
2022-07-26,286.6199951171875
2022-07-27,290.45001220703125
2022-07-28,296.92999267578125
2022-07-29,302.0
2022-08-01,300.07000732421875
2022-08-02,297.6400146484375
2022-08-03,300.05999755859375
2022-08-04,302.239990234375
2022-08-05,301.9700012207031
2022-08-08,300.9800109863281
2022-08-09,300.6700134277344
2022-08-10,309.3999938964844
2022-08-11,305.8699951171875
2022-08-12,311.54998779296875
2022-08-15,312.2099914550781
2022-08-16,312.2900085449219
2022-08-17,309.4599914550781
2022-08-18,310.1700134277344
2022-08-19,303.75
2022-08-22,295.7900085449219
2022-08-23,294.17999267578125
2022-08-24,293.1300048828125
2022-08-25,297.1199951171875
2022-08-26,286.25
2022-08-29,287.510009765625
2022-08-30,284.6499938964844
2022-08-31,282.8599853515625
2022-09-01,279.1400146484375
2022-09-02,277.7099914550781
2022-09-06,276.94000244140625
2022-09-07,285.8299865722656
2022-09-08,283.9100036621094
2022-09-09,287.0299987792969
2022-09-12,294.510009765625
2022-09-13,285.5799865722656
2022-09-14,286.57000732421875
2022-09-15,282.8999938964844
2022-09-16,283.3599853515625
2022-09-19,285.1400146484375
2022-09-20,281.5299987792969
2022-09-21,276.5299987792969
2022-09-22,274.07000732421875
2022-09-23,269.1499938964844
2022-09-26,264.25
2022-09-27,265.20001220703125
2022-09-28,271.45001220703125
2022-09-29,269.6099853515625
2022-09-30,269.5899963378906
2022-10-03,275.82000732421875
2022-10-04,286.4599914550781
2022-10-05,283.7900085449219
2022-10-06,278.82000732421875
2022-10-07,273.20001220703125
2022-10-10,271.8299865722656
2022-10-11,271.0
2022-10-12,271.5899963378906
2022-10-13,282.4599914550781
2022-10-14,275.3399963378906
2022-10-17,280.9200134277344
2022-10-18,284.6600036621094
2022-10-19,283.9100036621094
2022-10-20,282.2300109863281
2022-10-21,288.32000732421875
2022-10-24,278.1199951171875
2022-10-25,288.17999267578125
2022-10-26,294.8399963378906
2022-10-27,293.260009765625
2022-10-28,301.79998779296875
2022-10-31,297.3500061035156
2022-11-01,298.1700134277344
2022-11-02,294.3399963378906
2022-11-03,297.6000061035156
2022-11-04,308.92999267578125
2022-11-07,313.489990234375
2022-11-08,314.7099914550781
2022-11-09,314.44000244140625
2022-11-10,328.3699951171875
2022-11-11,330.2200012207031
2022-11-14,332.0799865722656
2022-11-15,332.55999755859375
2022-11-16,333.7300109863281
2022-11-17,330.3399963378906
2022-11-18,334.9100036621094
2022-11-21,334.3699951171875
2022-11-22,339.760009765625
2022-11-23,342.8599853515625
2022-11-25,344.4200134277344
2022-11-28,337.70001220703125
2022-11-29,331.9700012207031
2022-11-30,336.4800109863281
2022-12-01,337.260009765625
2022-12-02,337.3500061035156
2022-12-05,334.260009765625
2022-12-06,331.5
2022-12-07,331.3999938964844
2022-12-08,334.6300048828125
2022-12-09,332.2099914550781
2022-12-12,336.04998779296875
2022-12-13,342.45001220703125
2022-12-14,342.010009765625
2022-12-15,330.79998779296875
2022-12-16,329.6300048828125
2022-12-19,327.04998779296875
2022-12-20,328.92999267578125
2022-12-21,328.6700134277344
2022-12-22,327.6600036621094
2022-12-23,329.3299865722656
2022-12-27,328.95001220703125
2022-12-28,325.9100036621094
2022-12-29,329.75
2022-12-30,326.17999267578125
2023-01-03,318.3500061035156
2023-01-04,316.7699890136719
2023-01-05,305.489990234375
2023-01-06,316.1600036621094
2023-01-09,321.9200134277344
2023-01-10,322.0299987792969
2023-01-11,329.6199951171875
2023-01-12,328.9100036621094
2023-01-13,334.1099853515625
2023-01-17,330.0
2023-01-18,324.3399963378906
2023-01-19,324.5400085449219
2023-01-20,328.6199951171875
2023-01-23,326.489990234375
2023-01-24,328.6300048828125
2023-01-25,326.3599853515625
2023-01-26,329.510009765625
2023-01-27,324.70001220703125
2023-01-30,325.0299987792969
2023-01-31,330.94000244140625
2023-02-01,331.0799865722656
2023-02-02,332.04998779296875
2023-02-03,323.6000061035156
2023-02-06,322.8599853515625
2023-02-07,337.1199951171875
2023-02-08,334.25
2023-02-09,332.57000732421875
2023-02-10,332.0400085449219
2023-02-13,334.05999755859375
2023-02-14,334.0
2023-02-15,332.5299987792969
2023-02-16,323.5
2023-02-17,321.5199890136719
2023-02-21,324.55999755859375
2023-02-22,330.0299987792969
2023-02-23,331.8900146484375
2023-02-24,347.6600036621094
2023-02-27,344.4800109863281
2023-02-28,348.3699951171875
2023-03-01,350.04998779296875
2023-03-02,351.75
2023-03-03,362.3800048828125
2023-03-06,358.04998779296875
2023-03-07,354.1400146484375
2023-03-08,354.8999938964844
2023-03-09,345.9200134277344
2023-03-10,341.5400085449219
2023-03-13,334.8299865722656
2023-03-14,342.44000244140625
2023-03-15,330.92999267578125
2023-03-16,338.2900085449219
2023-03-17,330.489990234375
2023-03-20,338.80999755859375
2023-03-21,341.29998779296875
2023-03-22,339.1499938964844
2023-03-23,341.3299865722656
2023-03-24,344.75
2023-03-27,347.1000061035156
2023-03-28,347.3699951171875
2023-03-29,349.7300109863281
2023-03-30,351.5400085449219
2023-03-31,355.44000244140625
2023-04-03,358.1000061035156
2023-04-04,357.79998779296875
2023-04-05,355.6099853515625
2023-04-06,356.5799865722656
2023-04-10,358.55999755859375
2023-04-11,358.25
2023-04-12,359.3500061035156
2023-04-13,361.9599914550781
2023-04-14,359.6700134277344
2023-04-17,362.3500061035156
2023-04-18,364.8699951171875
2023-04-19,365.30999755859375
2023-04-20,367.3500061035156
2023-04-21,366.2099914550781
2023-04-24,368.010009765625
2023-04-25,367.05999755859375
2023-04-26,365.0
2023-04-27,365.6400146484375
2023-04-28,369.45001220703125
2023-05-01,372.30999755859375
2023-05-02,370.0400085449219
2023-05-03,363.5
2023-05-04,360.79998779296875
2023-05-05,366.3699951171875
2023-05-08,365.6700134277344
2023-05-09,364.70001220703125
2023-05-10,368.8999938964844
2023-05-11,367.0400085449219
2023-05-12,370.3299865722656
2023-05-15,368.79998779296875
2023-05-16,365.8999938964844
2023-05-17,365.010009765625
2023-05-18,368.19000244140625
2023-05-19,371.489990234375
2023-05-22,366.3900146484375
2023-05-23,353.94000244140625
2023-05-24,354.8599853515625
2023-05-25,356.5899963378906
2023-05-26,356.2099914550781
2023-05-30,354.9100036621094
2023-05-31,353.6600036621094
2023-06-01,355.489990234375
2023-06-02,360.4700012207031
2023-06-05,362.80999755859375
2023-06-06,359.739990234375
2023-06-07,362.2900085449219
2023-06-08,362.2099914550781
2023-06-09,360.760009765625
2023-06-12,362.010009765625
2023-06-13,373.260009765625
2023-06-14,374.30999755859375
2023-06-15,376.44000244140625
2023-06-16,375.2900085449219
2023-06-20,368.67999267578125
2023-06-21,370.6499938964844
2023-06-22,372.6400146484375
2023-06-23,370.5899963378906
2023-06-26,370.7099914550781
2023-06-27,375.75
2023-06-28,374.9700012207031
2023-06-29,379.19000244140625
2023-06-30,381.0799865722656
2023-07-03,378.1600036621094
2023-07-05,367.239990234375
2023-07-06,364.5299987792969
2023-07-07,364.510009765625
2023-07-10,367.54998779296875
2023-07-11,366.8399963378906
2023-07-12,374.6000061035156
2023-07-13,377.1400146484375
2023-07-14,378.5799865722656
2023-07-17,382.1099853515625
2023-07-18,384.2699890136719
2023-07-19,374.7099914550781
2023-07-20,381.6000061035156
2023-07-21,384.5400085449219
2023-07-24,384.69000244140625
2023-07-25,391.0400085449219
2023-07-26,388.2099914550781
2023-07-27,384.6300048828125
2023-07-28,388.7099914550781
2023-07-31,390.6700134277344
2023-08-01,388.6400146484375
2023-08-02,383.7799987792969
2023-08-03,380.75
2023-08-04,377.82000732421875
2023-08-07,384.9700012207031
2023-08-08,381.7799987792969
2023-08-09,379.55999755859375
2023-08-10,382.32000732421875
2023-08-11,381.82000732421875
2023-08-14,382.1700134277344
2023-08-15,379.3800048828125
2023-08-16,377.79998779296875
2023-08-17,376.3599853515625
2023-08-18,375.1000061035156
2023-08-21,377.489990234375
2023-08-22,377.5899963378906
2023-08-23,378.3500061035156
2023-08-24,377.94000244140625
2023-08-25,381.5899963378906
2023-08-28,382.07000732421875
2023-08-29,386.8500061035156
2023-08-30,387.0899963378906
2023-08-31,387.0400085449219
2023-09-01,388.9100036621094
2023-09-05,381.6000061035156
2023-09-06,383.2900085449219
2023-09-07,386.6199951171875
2023-09-08,386.80999755859375
2023-09-11,389.3500061035156
2023-09-12,387.9200134277344
2023-09-13,385.1499938964844
2023-09-14,389.79998779296875
2023-09-15,387.989990234375
2023-09-18,387.5299987792969
2023-09-19,389.7799987792969
2023-09-20,378.82000732421875
2023-09-21,372.44000244140625
2023-09-22,372.95001220703125
2023-09-25,376.57000732421875
2023-09-26,371.20001220703125
2023-09-27,372.010009765625
2023-09-28,373.489990234375
2023-09-29,372.3500061035156
2023-10-02,370.2099914550781
2023-10-03,372.8299865722656
2023-10-04,378.6099853515625
2023-10-05,369.8599853515625
2023-10-06,373.5400085449219
2023-10-09,373.7300109863281
2023-10-10,378.9599914550781
2023-10-11,378.6700134277344
2023-10-12,377.7099914550781
2023-10-13,377.8900146484375
2023-10-16,379.239990234375
2023-10-17,381.0899963378906
2023-10-18,371.3999938964844
2023-10-19,370.1400146484375
2023-10-20,366.3599853515625
2023-10-23,365.42999267578125
2023-10-24,367.260009765625
2023-10-25,364.3800048828125
2023-10-26,370.32000732421875
2023-10-27,370.5299987792969
2023-10-30,378.8699951171875
2023-10-31,382.1600036621094
2023-11-01,387.1000061035156
2023-11-02,389.6600036621094
2023-11-03,392.510009765625
2023-11-06,393.0
2023-11-07,389.29998779296875
2023-11-08,392.260009765625
2023-11-09,390.9800109863281
2023-11-10,399.8399963378906
2023-11-13,399.75
2023-11-14,403.760009765625
2023-11-15,402.75
2023-11-16,408.3900146484375
2023-11-17,407.8800048828125
2023-11-20,408.2699890136719
2023-11-21,411.9100036621094
2023-11-22,411.6199951171875
2023-11-24,414.2200012207031
2023-11-27,412.79998779296875
2023-11-28,410.7300109863281
2023-11-29,411.3900146484375
2023-11-30,413.7699890136719
2023-12-01,411.70001220703125
2023-12-04,406.6400146484375
2023-12-05,403.9700012207031
2023-12-06,400.30999755859375
2023-12-07,398.6499938964844
2023-12-08,401.2699890136719
2023-12-11,408.239990234375
2023-12-12,426.7200012207031
2023-12-13,408.739990234375
2023-12-14,409.7200012207031
2023-12-15,407.3800048828125
2023-12-18,409.1000061035156
2023-12-19,412.0899963378906
2023-12-20,406.3599853515625
2023-12-21,409.1300048828125
2023-12-22,410.739990234375
2023-12-26,409.92999267578125
2023-12-27,411.2099914550781
2023-12-28,409.7699890136719
2023-12-29,410.7099914550781
2024-01-02,409.5799865722656
2024-01-03,408.7099914550781
2024-01-04,408.5899963378906
2024-01-05,409.1199951171875
2024-01-08,408.2900085449219
2024-01-09,406.69000244140625
2024-01-10,405.8800048828125
2024-01-11,405.9599914550781
2024-01-12,408.9200134277344
2024-01-16,406.6499938964844
2024-01-17,406.75
2024-01-18,407.8500061035156
2024-01-19,407.3800048828125
2024-01-22,406.4700012207031
2024-01-23,407.8900146484375
