Date,LIN
2024-01-24,401.2799987792969
2024-01-25,403.4700012207031
2024-01-26,404.0400085449219
2024-01-29,405.6099853515625
2024-01-30,407.8500061035156
2024-01-31,404.8299865722656
2024-02-01,408.6499938964844
2024-02-02,407.0899963378906
2024-02-05,400.6300048828125
2024-02-06,415.55999755859375
2024-02-07,416.8299865722656
2024-02-08,414.0
2024-02-09,419.4200134277344
2024-02-12,419.6099853515625
2024-02-13,416.25
2024-02-14,418.3999938964844
2024-02-15,428.69000244140625
2024-02-16,431.6300048828125
2024-02-20,435.9599914550781
2024-02-21,439.4599914550781
2024-02-22,447.0299987792969
2024-02-23,447.55999755859375
2024-02-26,444.94000244140625
2024-02-27,444.79998779296875
2024-02-28,451.20001220703125
2024-02-29,448.82000732421875
2024-03-01,449.2099914550781
2024-03-04,455.6000061035156
2024-03-05,460.9599914550781
2024-03-06,463.6099853515625
2024-03-07,465.2900085449219
2024-03-08,462.54998779296875
2024-03-11,469.4800109863281
2024-03-12,471.4700012207031
2024-03-13,474.8900146484375
2024-03-14,473.94000244140625
2024-03-15,468.2300109863281
2024-03-18,466.1099853515625
2024-03-19,466.7300109863281
2024-03-20,466.7900085449219
2024-03-21,466.29998779296875
2024-03-22,468.239990234375
2024-03-25,466.8999938964844
2024-03-26,467.54998779296875
2024-03-27,466.2300109863281
2024-03-28,464.32000732421875
2024-04-01,463.3999938964844
2024-04-02,461.3399963378906
2024-04-03,462.4700012207031
2024-04-04,457.260009765625
2024-04-05,464.70001220703125
2024-04-08,461.6700134277344
2024-04-09,457.94000244140625
2024-04-10,450.489990234375
2024-04-11,453.0
2024-04-12,447.4100036621094
2024-04-15,444.75
2024-04-16,445.7799987792969
2024-04-17,446.7900085449219
2024-04-18,446.42999267578125
2024-04-19,446.29998779296875
2024-04-22,446.9700012207031
2024-04-23,445.05999755859375
2024-04-24,444.32000732421875
2024-04-25,443.8299865722656
2024-04-26,443.17999267578125
2024-04-29,445.07000732421875
2024-04-30,440.9599914550781
2024-05-01,442.6199951171875
2024-05-02,419.6199951171875
2024-05-03,423.6000061035156
2024-05-06,426.6199951171875
2024-05-07,430.0
2024-05-08,427.7099914550781
2024-05-09,429.8599853515625
2024-05-10,434.3900146484375
2024-05-13,434.7799987792969
2024-05-14,432.1099853515625
2024-05-15,430.82000732421875
2024-05-16,429.69000244140625
2024-05-17,432.5199890136719
2024-05-20,432.6099853515625
2024-05-21,435.0400085449219
2024-05-22,434.7900085449219
2024-05-23,432.29998779296875
2024-05-24,435.57000732421875
2024-05-28,429.9200134277344
2024-05-29,426.17999267578125
2024-05-30,430.1099853515625
2024-05-31,435.5199890136719
2024-06-03,434.3299865722656
2024-06-04,431.1400146484375
2024-06-05,435.0799865722656
2024-06-06,433.8500061035156
2024-06-07,433.70001220703125
2024-06-10,432.0
2024-06-11,435.4800109863281
2024-06-12,434.1700134277344
2024-06-13,439.79998779296875
2024-06-14,436.95001220703125
2024-06-17,440.6300048828125
2024-06-18,440.0199890136719
2024-06-20,442.6300048828125
2024-06-21,442.75
2024-06-24,443.1400146484375
2024-06-25,441.1700134277344
2024-06-26,438.4200134277344
2024-06-27,440.2200012207031
2024-06-28,438.80999755859375
2024-07-01,428.94000244140625
2024-07-02,430.0899963378906
2024-07-03,432.94000244140625
2024-07-05,435.7200012207031
2024-07-08,435.739990234375
2024-07-09,431.20001220703125
2024-07-10,434.95001220703125
2024-07-11,434.8900146484375
2024-07-12,440.70001220703125
2024-07-15,438.17999267578125
2024-07-16,445.7300109863281
2024-07-17,449.2900085449219
2024-07-18,446.0400085449219
2024-07-19,444.75
2024-07-22,446.1000061035156
2024-07-23,447.4100036621094
2024-07-24,443.760009765625
2024-07-25,443.0299987792969
2024-07-26,451.3900146484375
2024-07-29,449.9599914550781
2024-07-30,450.8500061035156
2024-07-31,453.5
2024-08-01,453.3399963378906
2024-08-02,454.0
2024-08-05,443.5
2024-08-06,445.6600036621094
2024-08-07,441.8599853515625
2024-08-08,447.5400085449219
2024-08-09,447.0199890136719
2024-08-12,446.7799987792969
2024-08-13,449.70001220703125
2024-08-14,451.17999267578125
2024-08-15,456.1400146484375
2024-08-16,456.82000732421875
2024-08-19,458.5799865722656
2024-08-20,458.07000732421875
2024-08-21,461.75
2024-08-22,461.7099914550781
2024-08-23,465.739990234375
2024-08-26,468.4599914550781
2024-08-27,472.3399963378906
2024-08-28,472.8399963378906
2024-08-29,472.7300109863281
2024-08-30,478.25
2024-09-03,474.04998779296875
2024-09-04,472.1300048828125
2024-09-05,465.5199890136719
2024-09-06,456.8500061035156
2024-09-09,463.0799865722656
2024-09-10,463.7200012207031
2024-09-11,465.1099853515625
2024-09-12,467.3399963378906
2024-09-13,468.80999755859375
2024-09-16,474.9100036621094
2024-09-17,471.6600036621094
2024-09-18,467.0299987792969
2024-09-19,469.1700134277344
2024-09-20,471.9100036621094
2024-09-23,477.3599853515625
2024-09-24,479.3500061035156
2024-09-25,477.010009765625
2024-09-26,481.67999267578125
2024-09-27,479.510009765625
2024-09-30,476.8599853515625
2024-10-01,475.0199890136719
2024-10-02,475.8399963378906
2024-10-03,469.75
2024-10-04,468.17999267578125
2024-10-07,463.239990234375
2024-10-08,469.44000244140625
2024-10-09,469.57000732421875
2024-10-10,469.4200134277344
2024-10-11,474.0400085449219
2024-10-14,477.5799865722656
2024-10-15,480.7099914550781
2024-10-16,483.9800109863281
2024-10-17,486.05999755859375
2024-10-18,486.45001220703125
2024-10-21,483.3599853515625
2024-10-22,481.95001220703125
2024-10-23,477.42999267578125
2024-10-24,474.4599914550781
2024-10-25,473.760009765625
2024-10-28,476.0
2024-10-29,474.6600036621094
2024-10-30,473.3999938964844
2024-10-31,456.1499938964844
2024-11-01,457.30999755859375
2024-11-04,458.32000732421875
2024-11-05,454.8900146484375
2024-11-06,462.6300048828125
2024-11-07,465.4700012207031
2024-11-08,459.4800109863281
2024-11-11,456.44000244140625
2024-11-12,455.5899963378906
2024-11-13,456.239990234375
2024-11-14,453.489990234375
2024-11-15,449.1000061035156
2024-11-18,448.57000732421875
2024-11-19,444.05999755859375
2024-11-20,450.1400146484375
2024-11-21,455.07000732421875
