Date,EXLS
2022-02-28,24.158000946044922
2022-03-01,24.607999801635742
2022-03-02,24.70199966430664
2022-03-03,24.554000854492188
2022-03-04,24.652000427246094
2022-03-07,24.329999923706055
2022-03-08,23.8700008392334
2022-03-09,24.92799949645996
2022-03-10,25.125999450683594
2022-03-11,25.027999877929688
2022-03-14,25.246000289916992
2022-03-15,26.309999465942383
2022-03-16,28.013999938964844
2022-03-17,27.280000686645508
2022-03-18,27.513999938964844
2022-03-21,27.70400047302246
2022-03-22,27.917999267578125
2022-03-23,27.558000564575195
2022-03-24,27.483999252319336
2022-03-25,27.350000381469727
2022-03-28,27.261999130249023
2022-03-29,28.270000457763672
2022-03-30,28.850000381469727
2022-03-31,28.65399932861328
2022-04-01,29.027999877929688
2022-04-04,28.944000244140625
2022-04-05,29.83799934387207
2022-04-06,29.38599967956543
2022-04-07,29.125999450683594
2022-04-08,28.974000930786133
2022-04-11,28.68000030517578
2022-04-12,28.719999313354492
2022-04-13,29.025999069213867
2022-04-14,29.142000198364258
2022-04-18,28.775999069213867
2022-04-19,29.464000701904297
2022-04-20,30.402000427246094
2022-04-21,30.04599952697754
2022-04-22,28.99799919128418
2022-04-25,29.0
2022-04-26,28.091999053955078
2022-04-27,28.61400032043457
2022-04-28,28.672000885009766
2022-04-29,27.229999542236328
2022-05-02,27.091999053955078
2022-05-03,27.422000885009766
2022-05-04,28.670000076293945
2022-05-05,27.67799949645996
2022-05-06,27.472000122070312
2022-05-09,26.332000732421875
2022-05-10,26.038000106811523
2022-05-11,26.054000854492188
2022-05-12,26.31800079345703
2022-05-13,27.040000915527344
2022-05-16,26.591999053955078
2022-05-17,26.676000595092773
2022-05-18,25.756000518798828
2022-05-19,26.076000213623047
2022-05-20,26.36400032043457
2022-05-23,26.149999618530273
2022-05-24,25.90999984741211
2022-05-25,26.809999465942383
2022-05-26,27.760000228881836
2022-05-27,28.757999420166016
2022-05-31,28.437999725341797
2022-06-01,28.809999465942383
2022-06-02,29.606000900268555
2022-06-03,29.399999618530273
2022-06-06,29.781999588012695
2022-06-07,30.402000427246094
2022-06-08,29.988000869750977
2022-06-09,29.402000427246094
2022-06-10,29.02400016784668
2022-06-13,27.868000030517578
2022-06-14,27.965999603271484
2022-06-15,27.74799919128418
2022-06-16,26.770000457763672
2022-06-17,26.851999282836914
2022-06-21,27.606000900268555
2022-06-22,28.09600067138672
2022-06-23,28.530000686645508
2022-06-24,29.68600082397461
2022-06-27,30.68199920654297
2022-06-28,29.076000213623047
2022-06-29,29.809999465942383
2022-06-30,29.465999603271484
2022-07-01,29.658000946044922
2022-07-05,29.510000228881836
2022-07-06,30.29199981689453
2022-07-07,30.621999740600586
2022-07-08,30.52199935913086
2022-07-11,30.549999237060547
2022-07-12,28.236000061035156
2022-07-13,28.23200035095215
2022-07-14,28.450000762939453
2022-07-15,29.13800048828125
2022-07-18,28.81599998474121
2022-07-19,29.392000198364258
2022-07-20,28.329999923706055
2022-07-21,28.979999542236328
2022-07-22,28.715999603271484
2022-07-25,28.756000518798828
2022-07-26,29.29599952697754
2022-07-27,29.70800018310547
2022-07-28,32.70399856567383
2022-07-29,33.67399978637695
2022-08-01,33.61399841308594
2022-08-02,33.880001068115234
2022-08-03,33.99599838256836
2022-08-04,34.11399841308594
2022-08-05,34.70199966430664
2022-08-08,34.678001403808594
2022-08-09,34.63800048828125
2022-08-10,35.0620002746582
2022-08-11,34.17599868774414
2022-08-12,34.630001068115234
2022-08-15,34.94599914550781
2022-08-16,35.29999923706055
2022-08-17,35.67599868774414
2022-08-18,35.55400085449219
2022-08-19,35.50600051879883
2022-08-22,35.060001373291016
2022-08-23,35.071998596191406
2022-08-24,34.763999938964844
2022-08-25,34.99800109863281
2022-08-26,34.097999572753906
2022-08-29,33.75400161743164
2022-08-30,33.534000396728516
2022-08-31,33.54199981689453
2022-09-01,33.63800048828125
2022-09-02,32.93600082397461
2022-09-06,33.77799987792969
2022-09-07,34.21200180053711
2022-09-08,35.237998962402344
2022-09-09,35.400001525878906
2022-09-12,35.90999984741211
2022-09-13,35.20800018310547
2022-09-14,35.40999984741211
2022-09-15,34.24399948120117
2022-09-16,34.68199920654297
2022-09-19,35.05400085449219
2022-09-20,34.86399841308594
2022-09-21,34.7760009765625
2022-09-22,33.986000061035156
2022-09-23,33.5880012512207
2022-09-26,29.535999298095703
2022-09-27,28.93199920654297
2022-09-28,29.63599967956543
2022-09-29,29.243999481201172
2022-09-30,29.472000122070312
2022-10-03,30.472000122070312
2022-10-04,31.634000778198242
2022-10-05,32.43000030517578
2022-10-06,32.145999908447266
2022-10-07,31.40399932861328
2022-10-10,31.062000274658203
2022-10-11,31.32200050354004
2022-10-12,30.79599952697754
2022-10-13,31.381999969482422
2022-10-14,30.445999145507812
2022-10-17,32.36399841308594
2022-10-18,33.27399826049805
2022-10-19,33.28799819946289
2022-10-20,32.104000091552734
2022-10-21,32.832000732421875
2022-10-24,33.301998138427734
