Date,MKSI
2022-02-28,150.60000610351562
2022-03-01,145.4499969482422
2022-03-02,153.4199981689453
2022-03-03,149.07000732421875
2022-03-04,146.3800048828125
2022-03-07,139.6999969482422
2022-03-08,143.5500030517578
2022-03-09,151.80999755859375
2022-03-10,146.8000030517578
2022-03-11,142.24000549316406
2022-03-14,136.3000030517578
2022-03-15,144.1199951171875
2022-03-16,152.10000610351562
2022-03-17,152.97000122070312
2022-03-18,155.25
2022-03-21,152.6199951171875
2022-03-22,152.5399932861328
2022-03-23,148.52999877929688
2022-03-24,154.75
2022-03-25,155.61000061035156
2022-03-28,156.05999755859375
2022-03-29,163.72000122070312
2022-03-30,156.4600067138672
2022-03-31,150.0
2022-04-01,141.2100067138672
2022-04-04,144.6300048828125
2022-04-05,132.97000122070312
2022-04-06,126.01000213623047
2022-04-07,126.3499984741211
2022-04-08,122.37000274658203
2022-04-11,118.23999786376953
2022-04-12,116.8499984741211
2022-04-13,118.33999633789062
2022-04-14,114.5199966430664
2022-04-18,114.98999786376953
2022-04-19,119.12999725341797
2022-04-20,121.44000244140625
2022-04-21,121.22000122070312
2022-04-22,119.58000183105469
2022-04-25,121.4800033569336
2022-04-26,116.33999633789062
2022-04-27,112.0
2022-04-28,118.51000213623047
2022-04-29,113.9800033569336
2022-05-02,118.5
2022-05-03,119.80000305175781
2022-05-04,126.1500015258789
2022-05-05,119.26000213623047
2022-05-06,118.75
2022-05-09,114.05000305175781
2022-05-10,114.61000061035156
2022-05-11,111.54000091552734
2022-05-12,114.0
2022-05-13,118.13999938964844
2022-05-16,114.94000244140625
2022-05-17,122.54000091552734
2022-05-18,115.44000244140625
2022-05-19,116.08000183105469
2022-05-20,117.51000213623047
2022-05-23,118.54000091552734
2022-05-24,114.68000030517578
2022-05-25,116.9000015258789
2022-05-26,119.41999816894531
2022-05-27,122.41000366210938
2022-05-31,123.5
2022-06-01,121.5999984741211
2022-06-02,125.45999908447266
2022-06-03,120.4000015258789
2022-06-06,121.91000366210938
2022-06-07,121.55000305175781
2022-06-08,119.0999984741211
2022-06-09,114.04000091552734
2022-06-10,112.58999633789062
2022-06-13,106.80999755859375
2022-06-14,107.45999908447266
2022-06-15,108.30999755859375
2022-06-16,100.38999938964844
2022-06-17,100.36000061035156
2022-06-21,102.91999816894531
2022-06-22,100.66000366210938
2022-06-23,99.3499984741211
2022-06-24,105.91000366210938
2022-06-27,107.11000061035156
2022-06-28,104.52999877929688
2022-06-29,102.83999633789062
2022-06-30,102.62999725341797
2022-07-01,96.31999969482422
2022-07-05,97.16000366210938
2022-07-06,97.79000091552734
2022-07-07,99.73999786376953
2022-07-08,99.51000213623047
2022-07-11,97.72000122070312
2022-07-12,99.0999984741211
2022-07-13,99.93000030517578
2022-07-14,101.08000183105469
2022-07-15,102.75
2022-07-18,101.27999877929688
2022-07-19,106.94999694824219
2022-07-20,111.58000183105469
2022-07-21,112.0199966430664
2022-07-22,109.63999938964844
2022-07-25,109.2300033569336
2022-07-26,107.94000244140625
2022-07-27,112.0
2022-07-28,117.5
2022-07-29,118.19999694824219
2022-08-01,120.2699966430664
2022-08-02,116.94999694824219
2022-08-03,121.5199966430664
2022-08-04,123.7699966430664
2022-08-05,120.6500015258789
2022-08-08,118.37999725341797
2022-08-09,110.69999694824219
2022-08-10,116.01000213623047
2022-08-11,116.51000213623047
2022-08-12,120.80999755859375
2022-08-15,118.8499984741211
2022-08-16,117.08999633789062
2022-08-17,110.30000305175781
2022-08-18,112.55000305175781
2022-08-19,108.47000122070312
2022-08-22,104.41000366210938
2022-08-23,105.94000244140625
2022-08-24,105.9800033569336
2022-08-25,109.29000091552734
2022-08-26,102.93000030517578
2022-08-29,101.79000091552734
2022-08-30,100.55000305175781
2022-08-31,99.61000061035156
2022-09-01,96.95999908447266
2022-09-02,97.12999725341797
2022-09-06,94.97000122070312
2022-09-07,96.87000274658203
2022-09-08,97.81999969482422
2022-09-09,100.29000091552734
2022-09-12,100.19999694824219
2022-09-13,94.02999877929688
2022-09-14,93.5
2022-09-15,90.94000244140625
2022-09-16,89.11000061035156
2022-09-19,90.47000122070312
2022-09-20,88.38999938964844
2022-09-21,87.3499984741211
2022-09-22,85.0199966430664
2022-09-23,84.81999969482422
2022-09-26,82.30999755859375
2022-09-27,83.91000366210938
2022-09-28,86.04000091552734
2022-09-29,85.04000091552734
2022-09-30,82.63999938964844
2022-10-03,85.56999969482422
2022-10-04,88.88999938964844
2022-10-05,89.25
2022-10-06,88.05000305175781
2022-10-07,82.87000274658203
2022-10-10,81.41000366210938
2022-10-11,79.3499984741211
2022-10-12,77.08999633789062
2022-10-13,78.91000366210938
2022-10-14,74.6500015258789
2022-10-17,76.4000015258789
2022-10-18,76.58000183105469
2022-10-19,77.6500015258789
2022-10-20,77.62999725341797
2022-10-21,79.22000122070312
2022-10-24,78.93000030517578
2022-10-25,81.91999816894531
2022-10-26,81.05000305175781
2022-10-27,79.97000122070312
2022-10-28,84.58000183105469
2022-10-31,82.1500015258789
2022-11-01,83.43000030517578
2022-11-02,79.95999908447266
2022-11-03,69.16999816894531
2022-11-04,67.20999908447266
2022-11-07,67.70999908447266
2022-11-08,67.87000274658203
2022-11-09,65.08999633789062
2022-11-10,77.01000213623047
2022-11-11,80.31999969482422
2022-11-14,77.30000305175781
2022-11-15,81.0
2022-11-16,74.1500015258789
2022-11-17,75.08000183105469
2022-11-18,74.56999969482422
2022-11-21,73.2699966430664
2022-11-22,76.4000015258789
2022-11-23,81.41000366210938
2022-11-25,81.08000183105469
2022-11-28,78.61000061035156
2022-11-29,78.48999786376953
2022-11-30,83.86000061035156
2022-12-01,83.27999877929688
2022-12-02,83.86000061035156
2022-12-05,85.87000274658203
2022-12-06,81.55999755859375
2022-12-07,81.7300033569336
2022-12-08,84.1500015258789
2022-12-09,82.01000213623047
2022-12-12,84.26000213623047
2022-12-13,87.05000305175781
2022-12-14,85.36000061035156
2022-12-15,81.44999694824219
2022-12-16,82.25
2022-12-19,80.72000122070312
2022-12-20,84.06999969482422
2022-12-21,85.12999725341797
2022-12-22,83.4800033569336
2022-12-23,83.69000244140625
2022-12-27,82.9800033569336
2022-12-28,81.22000122070312
2022-12-29,85.11000061035156
2022-12-30,84.7300033569336
2023-01-03,84.66999816894531
2023-01-04,89.55999755859375
2023-01-05,89.62000274658203
2023-01-06,97.4800033569336
2023-01-09,98.4000015258789
