Date,ASML
2022-08-17,557.280029296875
2022-08-18,561.2999877929688
2022-08-19,545.260009765625
2022-08-22,520.0700073242188
2022-08-23,525.75
2022-08-24,525.4400024414062
2022-08-25,539.739990234375
2022-08-26,509.94000244140625
2022-08-29,499.8800048828125
2022-08-30,493.0199890136719
2022-08-31,489.94000244140625
2022-09-01,469.9200134277344
2022-09-02,467.19000244140625
2022-09-06,469.9200134277344
2022-09-07,476.67999267578125
2022-09-08,482.75
2022-09-09,501.0
2022-09-12,504.92999267578125
2022-09-13,471.1000061035156
2022-09-14,478.1000061035156
2022-09-15,465.6499938964844
2022-09-16,467.25
2022-09-19,471.1099853515625
2022-09-20,461.9599914550781
2022-09-21,454.9200134277344
2022-09-22,441.0400085449219
2022-09-23,436.1400146484375
2022-09-26,430.80999755859375
2022-09-27,433.2900085449219
2022-09-28,441.2300109863281
2022-09-29,427.7799987792969
2022-09-30,415.3500061035156
2022-10-03,431.67999267578125
2022-10-04,465.1099853515625
2022-10-05,469.2900085449219
2022-10-06,462.1400146484375
2022-10-07,434.260009765625
2022-10-10,421.8900146484375
2022-10-11,399.55999755859375
2022-10-12,398.3299865722656
2022-10-13,405.3999938964844
2022-10-14,379.1300048828125
2022-10-17,392.2200012207031
2022-10-18,398.989990234375
2022-10-19,424.0199890136719
2022-10-20,437.2699890136719
2022-10-21,462.2300109863281
2022-10-24,472.9700012207031
2022-10-25,486.010009765625
2022-10-26,484.0899963378906
2022-10-27,474.4100036621094
2022-10-28,489.17999267578125
2022-10-31,472.4200134277344
2022-11-01,475.3800048828125
2022-11-02,446.3299865722656
2022-11-03,439.9200134277344
2022-11-04,468.760009765625
2022-11-07,483.3900146484375
2022-11-08,503.5899963378906
2022-11-09,489.4599914550781
2022-11-10,560.7899780273438
2022-11-11,576.4400024414062
2022-11-14,577.8200073242188
2022-11-15,597.469970703125
2022-11-16,576.7000122070312
2022-11-17,589.030029296875
2022-11-18,593.1599731445312
2022-11-21,580.2899780273438
2022-11-22,596.2100219726562
2022-11-23,603.8499755859375
2022-11-25,591.8400268554688
2022-11-28,583.3400268554688
2022-11-29,578.8200073242188
2022-11-30,608.1199951171875
2022-12-01,611.260009765625
2022-12-02,605.7100219726562
2022-12-05,600.7899780273438
2022-12-06,593.0499877929688
2022-12-07,601.3499755859375
2022-12-08,606.8900146484375
2022-12-09,597.7000122070312
2022-12-12,609.989990234375
2022-12-13,628.27001953125
2022-12-14,615.8599853515625
2022-12-15,586.3400268554688
2022-12-16,574.3200073242188
2022-12-19,568.6099853515625
2022-12-20,563.1599731445312
2022-12-21,580.9600219726562
2022-12-22,555.9500122070312
2022-12-23,551.3699951171875
2022-12-27,537.1799926757812
2022-12-28,531.6400146484375
2022-12-29,551.469970703125
2022-12-30,546.4000244140625
2023-01-03,549.5700073242188
2023-01-04,570.8300170898438
2023-01-05,565.3200073242188
2023-01-06,595.8499755859375
2023-01-09,621.3300170898438
2023-01-10,633.3900146484375
2023-01-11,644.6799926757812
2023-01-12,652.5599975585938
2023-01-13,659.6900024414062
2023-01-17,658.1900024414062
2023-01-18,652.2899780273438
2023-01-19,630.25
2023-01-20,648.8499755859375
2023-01-23,676.030029296875
2023-01-24,670.010009765625
2023-01-25,681.530029296875
2023-01-26,683.9000244140625
2023-01-27,667.3900146484375
2023-01-30,650.3099975585938
2023-01-31,660.8400268554688
2023-02-01,678.530029296875
2023-02-02,696.5499877929688
2023-02-03,679.6199951171875
2023-02-06,661.969970703125
2023-02-07,678.719970703125
2023-02-08,662.7899780273438
2023-02-09,664.1300048828125
2023-02-10,656.3499755859375
2023-02-13,668.739990234375
2023-02-14,677.47998046875
2023-02-15,676.8099975585938
2023-02-16,656.280029296875
2023-02-17,651.9299926757812
2023-02-21,629.780029296875
2023-02-22,624.2100219726562
2023-02-23,638.0900268554688
2023-02-24,618.3800048828125
2023-02-27,632.0800170898438
2023-02-28,617.72998046875
2023-03-01,614.9500122070312
2023-03-02,624.1699829101562
2023-03-03,637.3800048828125
2023-03-06,620.969970703125
2023-03-07,609.1099853515625
2023-03-08,619.4000244140625
2023-03-09,604.739990234375
2023-03-10,601.2100219726562
2023-03-13,604.780029296875
2023-03-14,620.2999877929688
2023-03-15,606.6900024414062
2023-03-16,630.5599975585938
2023-03-17,633.6900024414062
2023-03-20,646.3300170898438
2023-03-21,642.1300048828125
2023-03-22,640.3699951171875
2023-03-23,664.1599731445312
2023-03-24,647.530029296875
2023-03-27,644.0499877929688
2023-03-28,639.7100219726562
2023-03-29,659.1199951171875
2023-03-30,676.6799926757812
2023-03-31,680.7100219726562
2023-04-03,673.989990234375
2023-04-04,668.6799926757812
2023-04-05,663.9000244140625
2023-04-06,657.1199951171875
2023-04-10,661.6400146484375
2023-04-11,659.77001953125
2023-04-12,654.6599731445312
2023-04-13,665.4099731445312
2023-04-14,666.2000122070312
2023-04-17,639.0399780273438
2023-04-18,643.3300170898438
2023-04-19,623.5999755859375
2023-04-20,633.5700073242188
2023-04-21,634.469970703125
2023-04-24,627.3800048828125
2023-04-25,605.760009765625
2023-04-26,609.0999755859375
2023-04-27,629.239990234375
2023-04-28,636.8599853515625
2023-05-01,635.2000122070312
2023-05-02,634.0499877929688
2023-05-03,634.739990234375
2023-05-04,635.0499877929688
2023-05-05,650.3200073242188
2023-05-08,654.989990234375
2023-05-09,643.0499877929688
2023-05-10,657.1400146484375
2023-05-11,650.1900024414062
2023-05-12,647.510009765625
2023-05-15,655.6900024414062
2023-05-16,652.0499877929688
2023-05-17,670.5
2023-05-18,695.9299926757812
2023-05-19,694.0
2023-05-22,698.6400146484375
2023-05-23,681.4500122070312
2023-05-24,666.7899780273438
2023-05-25,708.47998046875
2023-05-26,735.9299926757812
2023-05-30,728.260009765625
2023-05-31,722.9299926757812
2023-06-01,726.77001953125
2023-06-02,724.6500244140625
2023-06-05,722.2000122070312
2023-06-06,716.6300048828125
2023-06-07,710.2100219726562
2023-06-08,720.0499877929688
2023-06-09,715.8599853515625
2023-06-12,730.1699829101562
2023-06-13,737.27001953125
2023-06-14,740.2100219726562
2023-06-15,738.6900024414062
2023-06-16,721.8800048828125
2023-06-20,720.4099731445312
2023-06-21,707.2999877929688
2023-06-22,717.4099731445312
2023-06-23,697.8900146484375
2023-06-26,700.239990234375
2023-06-27,725.0800170898438
2023-06-28,724.1900024414062
2023-06-29,723.3499755859375
2023-06-30,724.75
2023-07-03,733.8800048828125
2023-07-05,715.6699829101562
2023-07-06,699.3099975585938
2023-07-07,696.739990234375
2023-07-10,709.8300170898438
2023-07-11,705.0
2023-07-12,724.8599853515625
2023-07-13,750.739990234375
2023-07-14,754.02001953125
2023-07-17,754.489990234375
2023-07-18,757.030029296875
2023-07-19,715.780029296875
2023-07-20,676.1300048828125
2023-07-21,693.3599853515625
2023-07-24,684.47998046875
2023-07-25,687.2999877929688
2023-07-26,684.2999877929688
2023-07-27,708.1199951171875
2023-07-28,718.3699951171875
2023-07-31,716.4099731445312
2023-08-01,708.7100219726562
2023-08-02,683.0599975585938
2023-08-03,681.010009765625
2023-08-04,678.0399780273438
2023-08-07,693.4199829101562
2023-08-08,679.3699951171875
2023-08-09,672.489990234375
2023-08-10,677.8099975585938
2023-08-11,661.780029296875
2023-08-14,666.5499877929688
2023-08-15,651.7000122070312
2023-08-16,646.4400024414062
2023-08-17,644.3400268554688
2023-08-18,655.3300170898438
2023-08-21,662.52001953125
2023-08-22,667.52001953125
2023-08-23,677.1199951171875
2023-08-24,647.8200073242188
2023-08-25,651.010009765625
2023-08-28,658.989990234375
2023-08-29,667.510009765625
2023-08-30,669.5599975585938
2023-08-31,660.530029296875
2023-09-01,662.52001953125
2023-09-05,663.5599975585938
2023-09-06,666.0399780273438
2023-09-07,637.7899780273438
2023-09-08,627.8599853515625
2023-09-11,627.7100219726562
2023-09-12,618.7999877929688
2023-09-13,617.0499877929688
2023-09-14,621.9000244140625
2023-09-15,596.6599731445312
2023-09-18,597.72998046875
2023-09-19,593.77001953125
2023-09-20,589.8800048828125
2023-09-21,582.1199951171875
2023-09-22,587.0999755859375
2023-09-25,586.1300048828125
2023-09-26,572.7100219726562
2023-09-27,574.530029296875
2023-09-28,580.6500244140625
2023-09-29,588.6599731445312
2023-10-02,582.1799926757812
2023-10-03,570.5999755859375
2023-10-04,590.8599853515625
2023-10-05,581.6900024414062
2023-10-06,597.3599853515625
2023-10-09,591.3699951171875
2023-10-10,602.1500244140625
2023-10-11,606.1900024414062
2023-10-12,616.760009765625
2023-10-13,599.75
2023-10-16,603.7999877929688
2023-10-17,608.6300048828125
2023-10-18,583.25
2023-10-19,587.72998046875
2023-10-20,580.0999755859375
2023-10-23,587.7899780273438
2023-10-24,600.75
2023-10-25,583.3400268554688
2023-10-26,588.2000122070312
2023-10-27,590.0
2023-10-30,588.8800048828125
2023-10-31,598.8099975585938
2023-11-01,608.27001953125
2023-11-02,631.3900146484375
2023-11-03,642.4099731445312
2023-11-06,637.4400024414062
2023-11-07,636.3099975585938
2023-11-08,639.2899780273438
2023-11-09,634.260009765625
2023-11-10,661.280029296875
2023-11-13,654.5999755859375
2023-11-14,675.4099731445312
2023-11-15,678.0
2023-11-16,680.8699951171875
2023-11-17,686.0900268554688
2023-11-20,694.3099975585938
2023-11-21,684.4199829101562
2023-11-22,684.7999877929688
2023-11-24,691.1799926757812
2023-11-27,688.3800048828125
2023-11-28,675.989990234375
2023-11-29,687.6099853515625
2023-11-30,683.760009765625
2023-12-01,692.2000122070312
2023-12-04,690.3200073242188
2023-12-05,694.530029296875
2023-12-06,692.0800170898438
2023-12-07,699.6500244140625
2023-12-08,696.4299926757812
2023-12-11,710.239990234375
2023-12-12,720.5599975585938
2023-12-13,735.2899780273438
2023-12-14,753.7100219726562
2023-12-15,752.9600219726562
2023-12-18,742.0599975585938
2023-12-19,744.719970703125
2023-12-20,729.6099853515625
2023-12-21,755.27001953125
2023-12-22,752.530029296875
2023-12-26,762.6799926757812
2023-12-27,764.030029296875
2023-12-28,757.8499755859375
2023-12-29,756.9199829101562
2024-01-02,716.9199829101562
2024-01-03,703.3699951171875
2024-01-04,700.2899780273438
2024-01-05,703.3400268554688
2024-01-08,720.8400268554688
2024-01-09,715.9500122070312
2024-01-10,717.7899780273438
2024-01-11,718.530029296875
2024-01-12,713.219970703125
2024-01-16,706.5
2024-01-17,712.27001953125
2024-01-18,744.530029296875
2024-01-19,757.8300170898438
2024-01-22,766.6799926757812
2024-01-23,778.3900146484375
2024-01-24,847.3099975585938
2024-01-25,869.0800170898438
2024-01-26,867.75
2024-01-29,882.6199951171875
2024-01-30,868.030029296875
2024-01-31,869.8200073242188
2024-02-01,890.5399780273438
2024-02-02,890.6599731445312
2024-02-05,898.5399780273438
2024-02-06,904.8900146484375
2024-02-07,922.22998046875
2024-02-08,922.9400024414062
2024-02-09,949.5999755859375
2024-02-12,929.2100219726562
2024-02-13,903.3200073242188
2024-02-14,924.4400024414062
2024-02-15,929.8400268554688
2024-02-16,928.9400024414062
2024-02-20,909.5700073242188
2024-02-21,908.2100219726562
2024-02-22,951.8499755859375
2024-02-23,933.25
2024-02-26,947.5900268554688
2024-02-27,941.3699951171875
2024-02-28,939.5
2024-02-29,951.6799926757812
2024-03-01,990.9400024414062
2024-03-04,998.0399780273438
2024-03-05,968.8400268554688
2024-03-06,1003.9299926757812
2024-03-07,1047.3900146484375
2024-03-08,994.3300170898438
2024-03-11,962.6699829101562
2024-03-12,984.2899780273438
2024-03-13,968.780029296875
2024-03-14,959.780029296875
2024-03-15,940.2100219726562
2024-03-18,941.3400268554688
2024-03-19,951.9099731445312
2024-03-20,970.9199829101562
2024-03-21,990.7899780273438
2024-03-22,979.9600219726562
2024-03-25,978.9299926757812
2024-03-26,971.2999877929688
2024-03-27,974.010009765625
2024-03-28,970.469970703125
2024-04-01,992.9500122070312
2024-04-02,966.7100219726562
2024-04-03,980.27001953125
2024-04-04,953.4099731445312
2024-04-05,979.5499877929688
2024-04-08,982.7100219726562
2024-04-09,989.8300170898438
2024-04-10,974.6099853515625
2024-04-11,992.1799926757812
2024-04-12,961.8400268554688
2024-04-15,954.8200073242188
2024-04-16,976.9199829101562
2024-04-17,907.6099853515625
2024-04-18,889.030029296875
2024-04-19,859.5399780273438
2024-04-22,872.0499877929688
2024-04-23,901.5700073242188
2024-04-24,892.3200073242188
2024-04-25,902.510009765625
2024-04-26,918.969970703125
2024-04-29,909.77001953125
2024-04-30,872.469970703125
2024-05-01,852.8400268554688
2024-05-02,870.280029296875
2024-05-03,901.6300048828125
2024-05-06,916.9199829101562
2024-05-07,908.219970703125
2024-05-08,911.469970703125
2024-05-09,913.5399780273438
2024-05-10,930.2899780273438
2024-05-13,917.239990234375
2024-05-14,915.030029296875
2024-05-15,937.4199829101562
2024-05-16,919.5399780273438
2024-05-17,924.969970703125
2024-05-20,939.4400024414062
2024-05-21,925.27001953125
2024-05-22,922.3300170898438
2024-05-23,934.25
2024-05-24,956.219970703125
2024-05-28,991.8499755859375
2024-05-29,957.8800048828125
2024-05-30,966.1199951171875
2024-05-31,960.3499755859375
2024-06-03,965.47998046875
2024-06-04,950.8099975585938
2024-06-05,1041.3399658203125
2024-06-06,1052.6099853515625
2024-06-07,1028.4200439453125
2024-06-10,1041.7099609375
2024-06-11,1036.010009765625
2024-06-12,1068.8599853515625
2024-06-13,1052.7099609375
2024-06-14,1027.9000244140625
2024-06-17,1052.469970703125
2024-06-18,1061.3800048828125
2024-06-20,1050.739990234375
2024-06-21,1036.5999755859375
2024-06-24,1002.010009765625
2024-06-25,1023.3400268554688
2024-06-26,1016.5999755859375
2024-06-27,1028.010009765625
2024-06-28,1022.72998046875
2024-07-01,1033.489990234375
2024-07-02,1047.8900146484375
2024-07-03,1071.4100341796875
2024-07-05,1074.47998046875
2024-07-08,1077.3900146484375
2024-07-09,1059.969970703125
2024-07-10,1098.949951171875
2024-07-11,1062.5
2024-07-12,1085.260009765625
2024-07-15,1063.6300048828125
2024-07-16,1068.18994140625
2024-07-17,932.0599975585938
2024-07-18,924.1500244140625
2024-07-19,895.3699951171875
2024-07-22,941.260009765625
2024-07-23,932.8099975585938
2024-07-24,872.75
2024-07-25,862.6300048828125
2024-07-26,888.3900146484375
2024-07-29,870.5499877929688
2024-07-30,860.239990234375
2024-07-31,936.7000122070312
2024-08-01,883.7100219726562
2024-08-02,809.3499755859375
2024-08-05,820.3499755859375
2024-08-06,843.010009765625
2024-08-07,836.3499755859375
2024-08-08,876.6500244140625
2024-08-09,860.5499877929688
2024-08-12,852.8599853515625
2024-08-13,869.489990234375
2024-08-14,879.5800170898438
2024-08-15,928.25
2024-08-16,918.6599731445312
2024-08-19,933.1500244140625
2024-08-20,926.1799926757812
2024-08-21,943.6099853515625
2024-08-22,907.7100219726562
2024-08-23,907.260009765625
2024-08-26,883.3099975585938
2024-08-27,889.8800048828125
2024-08-28,888.1300048828125
2024-08-29,887.7100219726562
2024-08-30,903.8699951171875
2024-09-03,845.3900146484375
2024-09-04,811.47998046875
2024-09-05,795.5999755859375
2024-09-06,752.7899780273438
2024-09-09,749.8200073242188
2024-09-10,751.3800048828125
2024-09-11,800.1400146484375
2024-09-12,800.1699829101562
2024-09-13,816.3599853515625
2024-09-16,803.0399780273438
2024-09-17,805.6900024414062
2024-09-18,787.8400268554688
2024-09-19,828.1599731445312
2024-09-20,795.280029296875
2024-09-23,803.5
2024-09-24,814.0
2024-09-25,818.1799926757812
2024-09-26,852.4400024414062
2024-09-27,841.5399780273438
2024-09-30,833.25
2024-10-01,822.3499755859375
2024-10-02,832.1900024414062
2024-10-03,832.4099731445312
2024-10-04,833.0
2024-10-07,817.25
2024-10-08,824.260009765625
2024-10-09,845.9000244140625
2024-10-10,833.969970703125
2024-10-11,840.6900024414062
2024-10-14,872.27001953125
2024-10-15,730.4299926757812
2024-10-16,683.52001953125
2024-10-17,700.5999755859375
2024-10-18,723.260009765625
2024-10-21,714.0999755859375
2024-10-22,720.9099731445312
2024-10-23,708.6199951171875
2024-10-24,710.8099975585938
2024-10-25,711.7000122070312
2024-10-28,708.6500244140625
2024-10-29,715.1400146484375
2024-10-30,683.8300170898438
2024-10-31,672.5499877929688
2024-11-01,674.72998046875
2024-11-04,671.1599731445312
2024-11-05,676.4600219726562
2024-11-06,661.4299926757812
2024-11-07,677.2100219726562
2024-11-08,669.469970703125
2024-11-11,671.3099975585938
2024-11-12,669.1799926757812
2024-11-13,673.4099731445312
2024-11-14,692.9600219726562
2024-11-15,658.6300048828125
2024-11-18,665.22998046875
2024-11-19,662.1599731445312
2024-11-20,658.4299926757812
2024-11-21,672.1599731445312
