Date,WFRD
2022-02-28,28.399999618530273
2022-03-01,28.09000015258789
2022-03-02,28.8700008392334
2022-03-03,30.649999618530273
2022-03-04,31.969999313354492
2022-03-07,33.130001068115234
2022-03-08,33.439998626708984
2022-03-09,33.779998779296875
2022-03-10,35.810001373291016
2022-03-11,35.66999816894531
2022-03-14,33.439998626708984
2022-03-15,31.829999923706055
2022-03-16,30.809999465942383
2022-03-17,30.5
2022-03-18,31.219999313354492
2022-03-21,32.599998474121094
2022-03-22,31.43000030517578
2022-03-23,31.489999771118164
2022-03-24,32.380001068115234
2022-03-25,33.310001373291016
2022-03-28,32.369998931884766
2022-03-29,32.58000183105469
2022-03-30,32.150001525878906
2022-03-31,33.29999923706055
2022-04-01,34.38999938964844
2022-04-04,35.04999923706055
2022-04-05,33.61000061035156
2022-04-06,34.34000015258789
2022-04-07,34.11000061035156
2022-04-08,34.63999938964844
2022-04-11,34.33000183105469
2022-04-12,36.91999816894531
2022-04-13,36.90999984741211
2022-04-14,38.400001525878906
2022-04-18,38.97999954223633
2022-04-19,38.77000045776367
2022-04-20,38.13999938964844
2022-04-21,36.7400016784668
2022-04-22,36.130001068115234
2022-04-25,35.119998931884766
2022-04-26,33.619998931884766
2022-04-27,33.2400016784668
2022-04-28,34.88999938964844
2022-04-29,32.279998779296875
2022-05-02,31.969999313354492
2022-05-03,33.119998931884766
2022-05-04,33.0
2022-05-05,32.790000915527344
2022-05-06,33.560001373291016
2022-05-09,27.6200008392334
2022-05-10,27.5
2022-05-11,28.93000030517578
2022-05-12,29.219999313354492
2022-05-13,30.139999389648438
2022-05-16,31.110000610351562
2022-05-17,31.459999084472656
2022-05-18,29.760000228881836
2022-05-19,29.790000915527344
2022-05-20,29.760000228881836
2022-05-23,30.889999389648438
2022-05-24,31.559999465942383
2022-05-25,32.2400016784668
2022-05-26,33.540000915527344
2022-05-27,34.88999938964844
2022-05-31,33.84000015258789
2022-06-01,34.20000076293945
2022-06-02,33.52000045776367
2022-06-03,33.599998474121094
2022-06-06,32.81999969482422
2022-06-07,34.18000030517578
2022-06-08,36.5
2022-06-09,35.41999816894531
2022-06-10,34.22999954223633
2022-06-13,30.489999771118164
2022-06-14,30.149999618530273
2022-06-15,29.639999389648438
2022-06-16,27.81999969482422
2022-06-17,27.950000762939453
2022-06-21,26.559999465942383
2022-06-22,23.829999923706055
2022-06-23,22.360000610351562
2022-06-24,22.350000381469727
2022-06-27,23.280000686645508
2022-06-28,23.450000762939453
2022-06-29,23.09000015258789
2022-06-30,21.170000076293945
2022-07-01,21.450000762939453
2022-07-05,19.06999969482422
2022-07-06,18.360000610351562
2022-07-07,19.579999923706055
2022-07-08,19.739999771118164
2022-07-11,18.940000534057617
2022-07-12,18.59000015258789
2022-07-13,18.139999389648438
2022-07-14,17.450000762939453
2022-07-15,17.920000076293945
2022-07-18,18.420000076293945
2022-07-19,19.350000381469727
2022-07-20,19.239999771118164
2022-07-21,18.225000381469727
2022-07-22,17.780000686645508
2022-07-25,18.8700008392334
2022-07-26,18.90999984741211
2022-07-27,20.200000762939453
2022-07-28,21.75
2022-07-29,23.1299991607666
2022-08-01,23.25
2022-08-02,23.559999465942383
2022-08-03,23.020000457763672
2022-08-04,21.84000015258789
2022-08-05,22.0
2022-08-08,21.8799991607666
2022-08-09,22.219999313354492
2022-08-10,22.520000457763672
2022-08-11,23.540000915527344
2022-08-12,24.68000030517578
2022-08-15,23.06999969482422
2022-08-16,23.34000015258789
2022-08-17,24.200000762939453
2022-08-18,26.170000076293945
2022-08-19,25.059999465942383
2022-08-22,25.1200008392334
2022-08-23,26.559999465942383
2022-08-24,27.290000915527344
2022-08-25,27.479999542236328
2022-08-26,27.600000381469727
2022-08-29,28.690000534057617
2022-08-30,27.579999923706055
2022-08-31,28.139999389648438
2022-09-01,27.329999923706055
2022-09-02,29.5
2022-09-06,28.34000015258789
2022-09-07,28.40999984741211
2022-09-08,29.59000015258789
2022-09-09,31.040000915527344
2022-09-12,31.950000762939453
2022-09-13,32.56999969482422
2022-09-14,33.029998779296875
2022-09-15,33.7400016784668
2022-09-16,32.22999954223633
2022-09-19,32.02000045776367
2022-09-20,31.610000610351562
2022-09-21,30.149999618530273
2022-09-22,31.3799991607666
2022-09-23,28.850000381469727
2022-09-26,28.40999984741211
2022-09-27,29.510000228881836
2022-09-28,30.93000030517578
2022-09-29,31.90999984741211
2022-09-30,32.290000915527344
