Date,MMSI
2022-02-28,65.02999877929688
2022-03-01,65.11000061035156
2022-03-02,65.13999938964844
2022-03-03,64.54000091552734
2022-03-04,64.5199966430664
2022-03-07,64.27999877929688
2022-03-08,61.18000030517578
2022-03-09,65.0
2022-03-10,63.869998931884766
2022-03-11,62.59000015258789
2022-03-14,61.529998779296875
2022-03-15,62.88999938964844
2022-03-16,62.95000076293945
2022-03-17,63.84000015258789
2022-03-18,64.63999938964844
2022-03-21,64.33999633789062
2022-03-22,64.22000122070312
2022-03-23,62.27000045776367
2022-03-24,62.31999969482422
2022-03-25,62.52000045776367
2022-03-28,63.2599983215332
2022-03-29,65.41999816894531
2022-03-30,66.45999908447266
2022-03-31,66.5199966430664
2022-04-01,68.04000091552734
2022-04-04,64.4800033569336
2022-04-05,65.51000213623047
2022-04-06,65.37999725341797
2022-04-07,66.62000274658203
2022-04-08,68.01000213623047
2022-04-11,66.02999877929688
2022-04-12,67.98999786376953
2022-04-13,68.27999877929688
2022-04-14,68.83999633789062
2022-04-18,68.33999633789062
2022-04-19,69.51000213623047
2022-04-20,70.48999786376953
2022-04-21,68.75
2022-04-22,66.25
2022-04-25,66.80000305175781
2022-04-26,65.97000122070312
2022-04-27,65.0999984741211
2022-04-28,63.54999923706055
2022-04-29,62.0099983215332
2022-05-02,62.869998931884766
2022-05-03,64.01000213623047
2022-05-04,65.62000274658203
2022-05-05,63.040000915527344
2022-05-06,62.209999084472656
2022-05-09,58.56999969482422
2022-05-10,57.709999084472656
2022-05-11,56.119998931884766
2022-05-12,57.029998779296875
2022-05-13,58.849998474121094
2022-05-16,60.40999984741211
2022-05-17,62.2400016784668
2022-05-18,60.689998626708984
2022-05-19,59.939998626708984
2022-05-20,58.869998931884766
2022-05-23,60.560001373291016
2022-05-24,59.02000045776367
2022-05-25,59.09000015258789
2022-05-26,60.790000915527344
2022-05-27,62.5099983215332
2022-05-31,61.38999938964844
2022-06-01,61.18000030517578
2022-06-02,62.099998474121094
2022-06-03,61.939998626708984
2022-06-06,61.5
2022-06-07,61.20000076293945
2022-06-08,59.599998474121094
2022-06-09,58.43000030517578
2022-06-10,57.93000030517578
2022-06-13,54.54999923706055
2022-06-14,51.75
2022-06-15,53.40999984741211
2022-06-16,51.77000045776367
2022-06-17,51.9900016784668
2022-06-21,52.08000183105469
2022-06-22,51.970001220703125
2022-06-23,53.47999954223633
2022-06-24,52.939998626708984
2022-06-27,54.880001068115234
2022-06-28,53.77000045776367
2022-06-29,54.58000183105469
2022-06-30,54.27000045776367
2022-07-01,54.959999084472656
2022-07-05,54.459999084472656
2022-07-06,53.36000061035156
2022-07-07,54.22999954223633
2022-07-08,53.880001068115234
2022-07-11,52.5099983215332
2022-07-12,51.68000030517578
2022-07-13,52.15999984741211
2022-07-14,51.689998626708984
2022-07-15,53.27000045776367
2022-07-18,52.2599983215332
2022-07-19,53.810001373291016
2022-07-20,54.02000045776367
2022-07-21,55.130001068115234
2022-07-22,54.650001525878906
2022-07-25,54.220001220703125
2022-07-26,54.2599983215332
2022-07-27,56.61000061035156
2022-07-28,57.4900016784668
2022-07-29,57.47999954223633
2022-08-01,60.0
2022-08-02,59.290000915527344
2022-08-03,59.209999084472656
2022-08-04,59.369998931884766
2022-08-05,59.939998626708984
2022-08-08,60.68000030517578
2022-08-09,60.52000045776367
2022-08-10,62.15999984741211
2022-08-11,62.0
2022-08-12,62.97999954223633
2022-08-15,63.58000183105469
2022-08-16,63.31999969482422
2022-08-17,62.0099983215332
2022-08-18,61.04999923706055
2022-08-19,59.63999938964844
2022-08-22,58.540000915527344
2022-08-23,58.380001068115234
2022-08-24,59.90999984741211
2022-08-25,61.689998626708984
2022-08-26,59.689998626708984
2022-08-29,59.40999984741211
2022-08-30,58.7599983215332
2022-08-31,59.22999954223633
2022-09-01,58.599998474121094
2022-09-02,57.599998474121094
2022-09-06,57.66999816894531
2022-09-07,59.810001373291016
2022-09-08,61.040000915527344
2022-09-09,61.45000076293945
2022-09-12,61.790000915527344
2022-09-13,60.0099983215332
2022-09-14,60.310001373291016
2022-09-15,59.36000061035156
2022-09-16,57.970001220703125
2022-09-19,57.22999954223633
2022-09-20,56.150001525878906
2022-09-21,55.150001525878906
2022-09-22,54.04999923706055
2022-09-23,54.0
2022-09-26,54.29999923706055
2022-09-27,55.04999923706055
2022-09-28,57.529998779296875
2022-09-29,57.06999969482422
2022-09-30,56.5099983215332
2022-10-03,57.93000030517578
2022-10-04,59.939998626708984
2022-10-05,60.04999923706055
2022-10-06,58.79999923706055
2022-10-07,57.290000915527344
2022-10-10,56.45000076293945
2022-10-11,56.36000061035156
2022-10-12,56.15999984741211
2022-10-13,57.040000915527344
2022-10-14,54.720001220703125
2022-10-17,57.27000045776367
2022-10-18,58.720001220703125
2022-10-19,58.029998779296875
2022-10-20,57.2599983215332
2022-10-21,57.939998626708984
2022-10-24,58.0
2022-10-25,60.0
2022-10-26,60.81999969482422
2022-10-27,64.19999694824219
2022-10-28,67.61000061035156
2022-10-31,68.7699966430664
2022-11-01,69.02999877929688
2022-11-02,66.41000366210938
2022-11-03,66.58000183105469
2022-11-04,68.52999877929688
2022-11-07,68.69999694824219
2022-11-08,67.7300033569336
2022-11-09,66.9000015258789
2022-11-10,70.25
2022-11-11,69.68000030517578
2022-11-14,69.4000015258789
2022-11-15,69.87999725341797
2022-11-16,70.37000274658203
2022-11-17,69.87000274658203
2022-11-18,70.0
2022-11-21,70.68000030517578
2022-11-22,71.80000305175781
2022-11-23,71.4800033569336
2022-11-25,71.75
2022-11-28,70.16000366210938
2022-11-29,70.12999725341797
2022-11-30,72.0
2022-12-01,72.5199966430664
2022-12-02,73.04000091552734
2022-12-05,71.11000061035156
2022-12-06,70.66999816894531
2022-12-07,70.97000122070312
2022-12-08,73.01000213623047
2022-12-09,72.44999694824219
2022-12-12,73.70999908447266
2022-12-13,74.43000030517578
2022-12-14,72.93000030517578
2022-12-15,71.2300033569336
2022-12-16,71.26000213623047
2022-12-19,70.44999694824219
2022-12-20,69.31999969482422
2022-12-21,70.51000213623047
2022-12-22,70.86000061035156
2022-12-23,70.8499984741211
2022-12-27,70.16999816894531
2022-12-28,69.43000030517578
2022-12-29,70.86000061035156
2022-12-30,70.62000274658203
2023-01-03,69.5999984741211
2023-01-04,70.04000091552734
2023-01-05,70.41999816894531
2023-01-06,71.18000030517578
2023-01-09,69.54000091552734
2023-01-10,69.30999755859375
2023-01-11,68.16000366210938
2023-01-12,68.5999984741211
2023-01-13,70.3499984741211
2023-01-17,69.97000122070312
2023-01-18,69.83999633789062
2023-01-19,69.4800033569336
2023-01-20,70.2300033569336
2023-01-23,70.66999816894531
2023-01-24,69.73999786376953
2023-01-25,69.47000122070312
2023-01-26,69.5199966430664
2023-01-27,69.94000244140625
2023-01-30,70.33000183105469
2023-01-31,71.3499984741211
2023-02-01,71.91999816894531
2023-02-02,73.41999816894531
2023-02-03,73.33000183105469
2023-02-06,71.31999969482422
2023-02-07,71.61000061035156
2023-02-08,71.47000122070312
2023-02-09,70.37000274658203
2023-02-10,70.11000061035156
2023-02-13,70.86000061035156
2023-02-14,69.91000366210938
2023-02-15,70.12000274658203
2023-02-16,69.73999786376953
2023-02-17,69.97000122070312
2023-02-21,69.51000213623047
2023-02-22,68.8499984741211
2023-02-23,71.43000030517578
2023-02-24,70.66000366210938
2023-02-27,70.37999725341797
2023-02-28,70.58000183105469
2023-03-01,69.12999725341797
2023-03-02,69.87000274658203
2023-03-03,70.06999969482422
2023-03-06,66.94999694824219
2023-03-07,66.12999725341797
2023-03-08,66.7300033569336
2023-03-09,66.5
2023-03-10,67.06999969482422
2023-03-13,67.08000183105469
2023-03-14,68.94999694824219
2023-03-15,68.02999877929688
2023-03-16,70.95999908447266
2023-03-17,69.55999755859375
2023-03-20,71.06999969482422
2023-03-21,70.80999755859375
2023-03-22,70.5199966430664
2023-03-23,70.91999816894531
2023-03-24,72.08000183105469
2023-03-27,72.62999725341797
2023-03-28,72.2300033569336
2023-03-29,72.41999816894531
2023-03-30,72.97000122070312
2023-03-31,73.94999694824219
2023-04-03,74.02999877929688
2023-04-04,74.76000213623047
2023-04-05,75.0999984741211
2023-04-06,74.91999816894531
2023-04-10,75.58000183105469
2023-04-11,76.66000366210938
2023-04-12,75.98999786376953
2023-04-13,77.23999786376953
2023-04-14,77.47000122070312
2023-04-17,76.08000183105469
2023-04-18,76.05999755859375
2023-04-19,77.61000061035156
2023-04-20,77.43000030517578
2023-04-21,78.25
2023-04-24,79.0
2023-04-25,78.11000061035156
2023-04-26,77.66999816894531
2023-04-27,81.76000213623047
2023-04-28,81.29000091552734
2023-05-01,82.12000274658203
2023-05-02,81.7699966430664
2023-05-03,83.38999938964844
2023-05-04,83.33999633789062
2023-05-05,84.81999969482422
2023-05-08,84.83999633789062
2023-05-09,84.5999984741211
2023-05-10,84.52999877929688
2023-05-11,83.9800033569336
2023-05-12,84.05000305175781
2023-05-15,84.13999938964844
2023-05-16,84.05000305175781
2023-05-17,83.94000244140625
2023-05-18,83.98999786376953
2023-05-19,84.58999633789062
2023-05-22,84.44000244140625
2023-05-23,80.66000366210938
2023-05-24,80.51000213623047
2023-05-25,80.94999694824219
2023-05-26,81.44000244140625
2023-05-30,81.44000244140625
2023-05-31,82.4000015258789
2023-06-01,82.88999938964844
2023-06-02,84.3499984741211
2023-06-05,83.94999694824219
2023-06-06,84.41999816894531
2023-06-07,85.23999786376953
2023-06-08,84.26000213623047
2023-06-09,83.69000244140625
2023-06-12,83.0999984741211
2023-06-13,82.31999969482422
2023-06-14,82.94000244140625
2023-06-15,82.19000244140625
2023-06-16,83.27999877929688
2023-06-20,82.91000366210938
2023-06-21,82.63999938964844
2023-06-22,83.66999816894531
2023-06-23,82.16999816894531
2023-06-26,82.30000305175781
2023-06-27,82.47000122070312
2023-06-28,82.33999633789062
2023-06-29,83.41999816894531
2023-06-30,83.63999938964844
2023-07-03,82.51000213623047
2023-07-05,80.91999816894531
2023-07-06,79.4000015258789
2023-07-07,79.61000061035156
2023-07-10,81.48999786376953
2023-07-11,82.26000213623047
2023-07-12,84.11000061035156
2023-07-13,84.26000213623047
2023-07-14,84.7300033569336
2023-07-17,84.16999816894531
2023-07-18,83.68000030517578
2023-07-19,82.38999938964844
2023-07-20,81.95999908447266
2023-07-21,82.0
2023-07-24,80.19000244140625
2023-07-25,81.52999877929688
2023-07-26,72.5
2023-07-27,72.37999725341797
2023-07-28,73.5
2023-07-31,74.66999816894531
2023-08-01,74.06999969482422
2023-08-02,73.6500015258789
2023-08-03,72.19999694824219
2023-08-04,71.9000015258789
2023-08-07,71.30999755859375
2023-08-08,69.88999938964844
2023-08-09,69.41000366210938
2023-08-10,68.93000030517578
2023-08-11,68.70999908447266
2023-08-14,68.29000091552734
2023-08-15,68.38999938964844
2023-08-16,67.29000091552734
2023-08-17,67.6500015258789
2023-08-18,67.97000122070312
2023-08-21,67.80000305175781
2023-08-22,68.80000305175781
2023-08-23,69.11000061035156
2023-08-24,67.06999969482422
2023-08-25,67.19000244140625
2023-08-28,65.91000366210938
2023-08-29,66.63999938964844
2023-08-30,66.16999816894531
2023-08-31,65.27999877929688
2023-09-01,65.30000305175781
2023-09-05,63.900001525878906
2023-09-06,64.7699966430664
2023-09-07,63.36000061035156
2023-09-08,63.619998931884766
2023-09-11,65.97000122070312
2023-09-12,66.12999725341797
2023-09-13,67.76000213623047
2023-09-14,68.31999969482422
2023-09-15,68.16000366210938
2023-09-18,68.62000274658203
2023-09-19,69.18000030517578
2023-09-20,68.5
2023-09-21,67.98999786376953
2023-09-22,68.12000274658203
2023-09-25,68.37999725341797
2023-09-26,67.33000183105469
2023-09-27,67.97000122070312
2023-09-28,69.41999816894531
2023-09-29,69.0199966430664
2023-10-02,67.2300033569336
2023-10-03,67.2699966430664
2023-10-04,66.8499984741211
2023-10-05,66.70999908447266
