Date,HLNE
2022-02-28,78.0999984741211
2022-03-01,75.91000366210938
2022-03-02,79.48999786376953
2022-03-03,78.51000213623047
2022-03-04,77.91000366210938
2022-03-07,72.86000061035156
2022-03-08,73.68000030517578
2022-03-09,77.06999969482422
2022-03-10,76.0
2022-03-11,75.77999877929688
2022-03-14,73.4000015258789
2022-03-15,74.33000183105469
2022-03-16,78.44999694824219
2022-03-17,79.44000244140625
2022-03-18,79.88999938964844
2022-03-21,77.83999633789062
2022-03-22,79.30999755859375
2022-03-23,77.25
2022-03-24,77.79000091552734
2022-03-25,76.43000030517578
2022-03-28,75.62999725341797
2022-03-29,79.16000366210938
2022-03-30,77.83999633789062
2022-03-31,77.29000091552734
2022-04-01,78.19999694824219
2022-04-04,77.63999938964844
2022-04-05,76.0999984741211
2022-04-06,73.55999755859375
2022-04-07,73.4000015258789
2022-04-08,72.37000274658203
2022-04-11,71.80000305175781
2022-04-12,72.51000213623047
2022-04-13,73.58000183105469
2022-04-14,73.4800033569336
2022-04-18,71.19999694824219
2022-04-19,74.19999694824219
2022-04-20,74.68000030517578
2022-04-21,71.13999938964844
2022-04-22,70.37000274658203
2022-04-25,72.47000122070312
2022-04-26,69.6500015258789
2022-04-27,70.26000213623047
2022-04-28,71.11000061035156
2022-04-29,68.58000183105469
2022-05-02,70.94000244140625
2022-05-03,70.47000122070312
2022-05-04,72.73999786376953
2022-05-05,69.58000183105469
2022-05-06,67.4000015258789
2022-05-09,64.9800033569336
2022-05-10,65.01000213623047
2022-05-11,63.25
2022-05-12,63.59000015258789
2022-05-13,65.1500015258789
2022-05-16,64.12999725341797
2022-05-17,66.31999969482422
2022-05-18,64.04000091552734
2022-05-19,64.3499984741211
2022-05-20,64.5
2022-05-23,64.94000244140625
2022-05-24,64.97000122070312
2022-05-25,66.87000274658203
2022-05-26,69.19999694824219
2022-05-27,70.25
2022-05-31,69.55000305175781
2022-06-01,68.05999755859375
2022-06-02,69.86000061035156
2022-06-03,68.79000091552734
2022-06-06,70.38999938964844
2022-06-07,69.95999908447266
2022-06-08,69.4000015258789
2022-06-09,68.94999694824219
2022-06-10,66.91999816894531
2022-06-13,64.0999984741211
2022-06-14,62.0
2022-06-15,64.3499984741211
2022-06-16,63.04999923706055
2022-06-17,63.95000076293945
2022-06-21,65.66000366210938
2022-06-22,65.75
2022-06-23,68.2699966430664
2022-06-24,70.69000244140625
2022-06-27,70.0
2022-06-28,69.02999877929688
2022-06-29,67.08000183105469
2022-06-30,67.18000030517578
2022-07-01,68.05999755859375
2022-07-05,70.26000213623047
2022-07-06,69.38999938964844
2022-07-07,70.97000122070312
2022-07-08,70.1500015258789
2022-07-11,67.56999969482422
2022-07-12,66.95999908447266
2022-07-13,65.18000030517578
2022-07-14,64.5999984741211
2022-07-15,66.0999984741211
2022-07-18,66.45999908447266
2022-07-19,68.48999786376953
2022-07-20,69.69000244140625
2022-07-21,71.88999938964844
2022-07-22,71.83000183105469
2022-07-25,72.5199966430664
2022-07-26,70.83000183105469
2022-07-27,72.54000091552734
2022-07-28,75.37000274658203
2022-07-29,75.56999969482422
2022-08-01,75.5199966430664
2022-08-02,72.5199966430664
2022-08-03,73.62999725341797
2022-08-04,74.51000213623047
2022-08-05,73.3499984741211
2022-08-08,73.45999908447266
2022-08-09,71.95999908447266
2022-08-10,74.6500015258789
2022-08-11,75.76000213623047
2022-08-12,77.62999725341797
2022-08-15,79.01000213623047
2022-08-16,78.22000122070312
2022-08-17,77.81999969482422
2022-08-18,77.5199966430664
2022-08-19,75.73999786376953
2022-08-22,74.08000183105469
2022-08-23,73.7300033569336
2022-08-24,73.72000122070312
2022-08-25,74.94000244140625
2022-08-26,70.19000244140625
2022-08-29,69.05000305175781
2022-08-30,69.54000091552734
2022-08-31,69.58000183105469
2022-09-01,68.31999969482422
2022-09-02,67.08000183105469
2022-09-06,69.41000366210938
2022-09-07,69.80999755859375
2022-09-08,71.06999969482422
2022-09-09,72.61000061035156
2022-09-12,73.87000274658203
2022-09-13,70.63999938964844
2022-09-14,70.76000213623047
2022-09-15,69.66999816894531
2022-09-16,69.63999938964844
2022-09-19,71.26000213623047
2022-09-20,69.61000061035156
2022-09-21,68.72000122070312
2022-09-22,65.69999694824219
2022-09-23,64.4800033569336
2022-09-26,63.47999954223633
2022-09-27,62.2400016784668
2022-09-28,62.439998626708984
2022-09-29,61.59000015258789
2022-09-30,59.61000061035156
2022-10-03,62.439998626708984
2022-10-04,65.51000213623047
2022-10-05,64.91999816894531
2022-10-06,63.86000061035156
2022-10-07,60.369998931884766
2022-10-10,59.86000061035156
2022-10-11,58.66999816894531
2022-10-12,58.47999954223633
2022-10-13,60.119998931884766
2022-10-14,57.869998931884766
2022-10-17,60.439998626708984
2022-10-18,61.209999084472656
2022-10-19,59.189998626708984
2022-10-20,57.33000183105469
2022-10-21,59.09000015258789
2022-10-24,58.27000045776367
2022-10-25,59.83000183105469
2022-10-26,58.810001373291016
2022-10-27,59.0
2022-10-28,61.0
2022-10-31,59.81999969482422
2022-11-01,62.0
2022-11-02,63.90999984741211
2022-11-03,63.189998626708984
2022-11-04,65.29000091552734
2022-11-07,66.9000015258789
2022-11-08,67.72000122070312
2022-11-09,66.29000091552734
2022-11-10,72.69999694824219
2022-11-11,76.12000274658203
2022-11-14,72.56999969482422
2022-11-15,73.9000015258789
2022-11-16,74.31999969482422
2022-11-17,73.0199966430664
2022-11-18,73.6500015258789
2022-11-21,73.69000244140625
2022-11-22,74.7699966430664
2022-11-23,74.30999755859375
2022-11-25,74.41999816894531
2022-11-28,73.25
2022-11-29,72.70999908447266
2022-11-30,73.87999725341797
2022-12-01,72.87000274658203
2022-12-02,72.83000183105469
2022-12-05,70.62999725341797
2022-12-06,69.37000274658203
2022-12-07,68.94999694824219
2022-12-08,70.05999755859375
2022-12-09,69.9000015258789
2022-12-12,71.26000213623047
2022-12-13,72.81999969482422
2022-12-14,71.80000305175781
2022-12-15,69.83000183105469
2022-12-16,67.30999755859375
2022-12-19,65.66000366210938
2022-12-20,66.63999938964844
2022-12-21,67.58999633789062
2022-12-22,65.7699966430664
2022-12-23,65.54000091552734
2022-12-27,64.94999694824219
2022-12-28,63.619998931884766
2022-12-29,64.31999969482422
2022-12-30,63.880001068115234
2023-01-03,64.94000244140625
2023-01-04,65.68000030517578
2023-01-05,64.25
2023-01-06,65.5999984741211
2023-01-09,66.88999938964844
2023-01-10,68.5199966430664
2023-01-11,70.69000244140625
2023-01-12,72.37999725341797
2023-01-13,73.36000061035156
2023-01-17,73.12999725341797
2023-01-18,72.41999816894531
2023-01-19,71.79000091552734
2023-01-20,73.58000183105469
2023-01-23,75.0
2023-01-24,75.06999969482422
2023-01-25,74.86000061035156
2023-01-26,75.94999694824219
2023-01-27,77.19000244140625
2023-01-30,76.9000015258789
2023-01-31,77.86000061035156
2023-02-01,78.62000274658203
2023-02-02,79.55000305175781
2023-02-03,79.87000274658203
2023-02-06,78.61000061035156
2023-02-07,77.45999908447266
2023-02-08,78.12000274658203
2023-02-09,75.91000366210938
2023-02-10,77.20999908447266
2023-02-13,79.16999816894531
2023-02-14,79.77999877929688
2023-02-15,80.75
2023-02-16,80.5199966430664
2023-02-17,80.94999694824219
2023-02-21,78.94999694824219
2023-02-22,77.58999633789062
2023-02-23,78.13999938964844
2023-02-24,77.48999786376953
2023-02-27,78.0
2023-02-28,77.80000305175781
2023-03-01,77.63999938964844
2023-03-02,77.29000091552734
2023-03-03,77.54000091552734
2023-03-06,77.94000244140625
2023-03-07,75.95999908447266
2023-03-08,77.5
2023-03-09,73.29000091552734
2023-03-10,65.44000244140625
2023-03-13,64.76000213623047
2023-03-14,65.62999725341797
2023-03-15,66.75
2023-03-16,68.80999755859375
2023-03-17,68.86000061035156
2023-03-20,69.12999725341797
2023-03-21,71.2699966430664
2023-03-22,69.87000274658203
2023-03-23,71.16999816894531
2023-03-24,71.13999938964844
2023-03-27,71.79000091552734
2023-03-28,71.69000244140625
2023-03-29,71.52999877929688
2023-03-30,71.3499984741211
2023-03-31,73.9800033569336
2023-04-03,72.27999877929688
2023-04-04,70.6500015258789
2023-04-05,70.7300033569336
2023-04-06,70.87000274658203
2023-04-10,70.58000183105469
2023-04-11,71.66000366210938
2023-04-12,71.76000213623047
2023-04-13,72.48999786376953
2023-04-14,71.94999694824219
2023-04-17,72.18000030517578
2023-04-18,73.93000030517578
2023-04-19,74.44000244140625
2023-04-20,73.12000274658203
2023-04-21,73.8499984741211
2023-04-24,73.83000183105469
2023-04-25,73.08000183105469
2023-04-26,71.91999816894531
2023-04-27,72.7699966430664
2023-04-28,73.68000030517578
2023-05-01,72.5
2023-05-02,71.18000030517578
2023-05-03,70.0199966430664
2023-05-04,66.5
2023-05-05,67.30000305175781
2023-05-08,66.5999984741211
2023-05-09,66.70999908447266
2023-05-10,66.4000015258789
2023-05-11,64.5999984741211
2023-05-12,64.19000244140625
2023-05-15,65.80999755859375
2023-05-16,64.4800033569336
2023-05-17,66.41000366210938
2023-05-18,67.41999816894531
2023-05-19,67.30999755859375
2023-05-22,68.97000122070312
2023-05-23,67.8499984741211
2023-05-24,66.61000061035156
2023-05-25,65.87000274658203
2023-05-26,66.1500015258789
2023-05-30,67.08999633789062
2023-05-31,67.91000366210938
2023-06-01,69.9000015258789
2023-06-02,71.76000213623047
2023-06-05,71.1500015258789
2023-06-06,74.51000213623047
2023-06-07,76.30999755859375
2023-06-08,76.44999694824219
2023-06-09,75.44999694824219
2023-06-12,75.36000061035156
2023-06-13,76.36000061035156
2023-06-14,76.8499984741211
2023-06-15,78.7699966430664
2023-06-16,77.87000274658203
2023-06-20,77.52999877929688
2023-06-21,77.79000091552734
2023-06-22,77.19999694824219
2023-06-23,75.61000061035156
2023-06-26,76.06999969482422
2023-06-27,77.5
2023-06-28,77.75
2023-06-29,79.66999816894531
2023-06-30,79.9800033569336
2023-07-03,79.80999755859375
2023-07-05,78.83000183105469
2023-07-06,78.05000305175781
2023-07-07,78.22000122070312
2023-07-10,78.55999755859375
2023-07-11,80.8499984741211
2023-07-12,82.30000305175781
2023-07-13,84.69000244140625
2023-07-14,84.1500015258789
2023-07-17,85.94000244140625
2023-07-18,86.11000061035156
2023-07-19,87.0199966430664
2023-07-20,86.94999694824219
2023-07-21,86.44000244140625
2023-07-24,87.27999877929688
2023-07-25,88.0
2023-07-26,88.62999725341797
2023-07-27,87.36000061035156
2023-07-28,86.70999908447266
2023-07-31,88.43000030517578
2023-08-01,88.20999908447266
2023-08-02,90.55999755859375
2023-08-03,91.77999877929688
2023-08-04,91.5199966430664
2023-08-07,92.9800033569336
2023-08-08,91.94000244140625
2023-08-09,91.47000122070312
2023-08-10,93.05000305175781
2023-08-11,92.83999633789062
2023-08-14,93.19999694824219
2023-08-15,91.86000061035156
2023-08-16,92.1500015258789
2023-08-17,90.62999725341797
2023-08-18,91.69000244140625
2023-08-21,91.44000244140625
2023-08-22,90.36000061035156
2023-08-23,91.30000305175781
2023-08-24,89.81999969482422
2023-08-25,89.88999938964844
