Date,PNFP
2022-02-28,101.08000183105469
2022-03-01,95.0
2022-03-02,99.88999938964844
2022-03-03,99.05000305175781
2022-03-04,94.52999877929688
2022-03-07,90.45999908447266
2022-03-08,91.77999877929688
2022-03-09,95.36000061035156
2022-03-10,94.51000213623047
2022-03-11,94.79000091552734
2022-03-14,94.13999938964844
2022-03-15,94.87000274658203
2022-03-16,97.7300033569336
2022-03-17,97.04000091552734
2022-03-18,97.75
2022-03-21,97.05999755859375
2022-03-22,98.26000213623047
2022-03-23,93.30999755859375
2022-03-24,94.97000122070312
2022-03-25,95.62999725341797
2022-03-28,94.98999786376953
2022-03-29,96.45999908447266
2022-03-30,94.11000061035156
2022-03-31,92.08000183105469
2022-04-01,91.0999984741211
2022-04-04,91.41999816894531
2022-04-05,91.1500015258789
2022-04-06,90.43000030517578
2022-04-07,86.38999938964844
2022-04-08,85.54000091552734
2022-04-11,85.70999908447266
2022-04-12,84.19000244140625
2022-04-13,85.88999938964844
2022-04-14,84.93000030517578
2022-04-18,85.12999725341797
2022-04-19,86.91000366210938
2022-04-20,86.02999877929688
2022-04-21,82.54000091552734
2022-04-22,82.04000091552734
2022-04-25,81.30999755859375
2022-04-26,78.19000244140625
2022-04-27,78.83999633789062
2022-04-28,79.5
2022-04-29,77.55000305175781
2022-05-02,78.33000183105469
2022-05-03,79.16000366210938
2022-05-04,81.55999755859375
2022-05-05,79.08000183105469
2022-05-06,77.36000061035156
2022-05-09,76.7300033569336
2022-05-10,76.36000061035156
2022-05-11,75.5
2022-05-12,75.13999938964844
2022-05-13,75.93000030517578
2022-05-16,74.51000213623047
2022-05-17,77.83999633789062
2022-05-18,75.75
2022-05-19,75.83999633789062
2022-05-20,76.33999633789062
2022-05-23,77.68000030517578
2022-05-24,77.70999908447266
2022-05-25,79.11000061035156
2022-05-26,80.33999633789062
2022-05-27,81.4000015258789
2022-05-31,81.41999816894531
2022-06-01,80.05999755859375
2022-06-02,81.48999786376953
2022-06-03,80.41000366210938
2022-06-06,80.01000213623047
2022-06-07,80.69000244140625
2022-06-08,79.68000030517578
2022-06-09,76.69000244140625
2022-06-10,73.76000213623047
2022-06-13,71.91000366210938
2022-06-14,72.83000183105469
2022-06-15,73.1500015258789
2022-06-16,69.72000122070312
2022-06-17,70.91999816894531
2022-06-21,71.19000244140625
2022-06-22,70.9000015258789
2022-06-23,68.55999755859375
2022-06-24,72.80000305175781
2022-06-27,72.45999908447266
2022-06-28,72.37999725341797
2022-06-29,72.79000091552734
2022-06-30,72.30999755859375
2022-07-01,73.87000274658203
2022-07-05,73.80999755859375
2022-07-06,72.45999908447266
2022-07-07,74.12999725341797
2022-07-08,74.26000213623047
2022-07-11,71.66999816894531
2022-07-12,71.8499984741211
2022-07-13,70.63999938964844
2022-07-14,68.68000030517578
2022-07-15,71.5999984741211
2022-07-18,72.25
2022-07-19,74.87999725341797
2022-07-20,78.44999694824219
2022-07-21,78.51000213623047
2022-07-22,76.87000274658203
2022-07-25,77.80000305175781
2022-07-26,77.30000305175781
2022-07-27,78.22000122070312
2022-07-28,78.58999633789062
2022-07-29,79.0999984741211
2022-08-01,79.70999908447266
2022-08-02,79.08000183105469
2022-08-03,80.0199966430664
2022-08-04,79.05000305175781
2022-08-05,80.81999969482422
2022-08-08,80.44999694824219
2022-08-09,80.69999694824219
2022-08-10,83.11000061035156
2022-08-11,84.25
2022-08-12,85.41999816894531
2022-08-15,86.22000122070312
2022-08-16,87.66000366210938
2022-08-17,86.80000305175781
2022-08-18,86.81999969482422
2022-08-19,85.37000274658203
2022-08-22,83.19000244140625
2022-08-23,82.93000030517578
2022-08-24,82.54000091552734
2022-08-25,84.3499984741211
2022-08-26,82.04000091552734
2022-08-29,81.26000213623047
2022-08-30,81.18000030517578
2022-08-31,80.70999908447266
2022-09-01,79.66000366210938
2022-09-02,78.69999694824219
2022-09-06,77.16000366210938
2022-09-07,78.81999969482422
2022-09-08,81.18000030517578
2022-09-09,82.91999816894531
2022-09-12,83.16000366210938
2022-09-13,80.98999786376953
2022-09-14,82.2300033569336
2022-09-15,83.86000061035156
2022-09-16,82.12999725341797
2022-09-19,84.66999816894531
2022-09-20,84.72000122070312
2022-09-21,83.62000274658203
2022-09-22,82.79000091552734
2022-09-23,81.23999786376953
2022-09-26,81.70999908447266
2022-09-27,80.9000015258789
2022-09-28,82.61000061035156
2022-09-29,81.08000183105469
2022-09-30,81.0999984741211
2022-10-03,83.52999877929688
2022-10-04,87.80999755859375
2022-10-05,86.79000091552734
2022-10-06,85.41000366210938
2022-10-07,82.54000091552734
2022-10-10,82.62999725341797
2022-10-11,82.66999816894531
2022-10-12,82.94999694824219
2022-10-13,87.22000122070312
2022-10-14,85.43000030517578
2022-10-17,87.38999938964844
2022-10-18,87.52999877929688
2022-10-19,82.30000305175781
2022-10-20,79.33999633789062
2022-10-21,79.81999969482422
2022-10-24,79.26000213623047
2022-10-25,80.9800033569336
2022-10-26,80.9000015258789
2022-10-27,80.44999694824219
2022-10-28,82.54000091552734
2022-10-31,82.98999786376953
2022-11-01,83.30999755859375
2022-11-02,80.7300033569336
2022-11-03,80.75
2022-11-04,82.70999908447266
2022-11-07,83.23999786376953
2022-11-08,83.80999755859375
2022-11-09,81.2699966430664
2022-11-10,86.76000213623047
2022-11-11,85.76000213623047
2022-11-14,84.45999908447266
2022-11-15,85.79000091552734
2022-11-16,82.61000061035156
2022-11-17,79.97000122070312
2022-11-18,81.43000030517578
2022-11-21,82.80000305175781
2022-11-22,83.87000274658203
2022-11-23,83.33000183105469
2022-11-25,84.0999984741211
2022-11-28,80.83000183105469
2022-11-29,81.31999969482422
2022-11-30,83.88999938964844
2022-12-01,83.75
2022-12-02,82.88999938964844
2022-12-05,76.98999786376953
2022-12-06,74.51000213623047
2022-12-07,75.30999755859375
2022-12-08,76.05000305175781
2022-12-09,75.06999969482422
2022-12-12,75.45999908447266
2022-12-13,74.23999786376953
2022-12-14,72.69999694824219
2022-12-15,71.16999816894531
2022-12-16,70.73999786376953
2022-12-19,71.11000061035156
2022-12-20,71.45999908447266
2022-12-21,73.5199966430664
2022-12-22,72.91000366210938
2022-12-23,73.5999984741211
2022-12-27,73.66999816894531
2022-12-28,72.62999725341797
2022-12-29,73.38999938964844
2022-12-30,73.4000015258789
2023-01-03,71.30999755859375
2023-01-04,72.83000183105469
2023-01-05,71.5199966430664
2023-01-06,73.73999786376953
2023-01-09,73.72000122070312
2023-01-10,74.19999694824219
2023-01-11,73.51000213623047
2023-01-12,74.73999786376953
2023-01-13,75.04000091552734
2023-01-17,75.70999908447266
2023-01-18,69.08000183105469
2023-01-19,70.25
2023-01-20,72.52999877929688
2023-01-23,75.05999755859375
2023-01-24,74.37999725341797
2023-01-25,74.69999694824219
2023-01-26,75.87999725341797
2023-01-27,76.5199966430664
2023-01-30,75.98999786376953
2023-01-31,78.7300033569336
2023-02-01,78.63999938964844
2023-02-02,82.01000213623047
2023-02-03,81.91000366210938
2023-02-06,81.3499984741211
2023-02-07,82.79000091552734
2023-02-08,81.97000122070312
2023-02-09,80.20999908447266
2023-02-10,79.80999755859375
2023-02-13,80.19999694824219
2023-02-14,79.76000213623047
2023-02-15,80.0
2023-02-16,78.6500015258789
2023-02-17,78.30000305175781
2023-02-21,74.54000091552734
2023-02-22,74.25
2023-02-23,74.7699966430664
2023-02-24,74.55999755859375
2023-02-27,74.93000030517578
2023-02-28,74.08999633789062
2023-03-01,73.8499984741211
2023-03-02,72.37000274658203
2023-03-03,73.12000274658203
2023-03-06,71.6500015258789
2023-03-07,68.16000366210938
2023-03-08,67.31999969482422
2023-03-09,62.20000076293945
2023-03-10,59.88999938964844
2023-03-13,57.029998779296875
2023-03-14,55.18000030517578
2023-03-15,56.20000076293945
2023-03-16,57.189998626708984
2023-03-17,54.81999969482422
2023-03-20,54.13999938964844
2023-03-21,58.29999923706055
2023-03-22,54.189998626708984
2023-03-23,52.5099983215332
2023-03-24,54.25
2023-03-27,54.779998779296875
2023-03-28,54.790000915527344
2023-03-29,55.81999969482422
2023-03-30,54.93000030517578
2023-03-31,55.15999984741211
2023-04-03,54.0099983215332
2023-04-04,52.61000061035156
2023-04-05,52.41999816894531
2023-04-06,53.2400016784668
2023-04-10,53.869998931884766
2023-04-11,53.61000061035156
2023-04-12,52.22999954223633
2023-04-13,53.880001068115234
2023-04-14,52.880001068115234
2023-04-17,54.83000183105469
2023-04-18,53.279998779296875
2023-04-19,56.25
2023-04-20,54.95000076293945
2023-04-21,54.77000045776367
2023-04-24,54.38999938964844
2023-04-25,51.540000915527344
2023-04-26,52.540000915527344
2023-04-27,53.36000061035156
2023-04-28,54.22999954223633
2023-05-01,53.02000045776367
2023-05-02,49.720001220703125
2023-05-03,47.900001525878906
2023-05-04,46.16999816894531
2023-05-05,49.56999969482422
2023-05-08,48.09000015258789
2023-05-09,48.04999923706055
2023-05-10,48.099998474121094
2023-05-11,46.470001220703125
2023-05-12,46.97999954223633
2023-05-15,48.91999816894531
2023-05-16,47.65999984741211
2023-05-17,50.13999938964844
2023-05-18,50.38999938964844
2023-05-19,49.290000915527344
2023-05-22,50.68000030517578
2023-05-23,52.22999954223633
2023-05-24,50.79999923706055
2023-05-25,49.75
2023-05-26,50.119998931884766
2023-05-30,50.400001525878906
