Date,EWBC
2022-02-28,87.55999755859375
2022-03-01,81.95999908447266
2022-03-02,85.06999969482422
2022-03-03,83.05999755859375
2022-03-04,77.27999877929688
2022-03-07,71.3499984741211
2022-03-08,72.5199966430664
2022-03-09,77.31999969482422
2022-03-10,77.72000122070312
2022-03-11,76.63999938964844
2022-03-14,75.66999816894531
2022-03-15,76.52999877929688
2022-03-16,81.02999877929688
2022-03-17,80.61000061035156
2022-03-18,81.63999938964844
2022-03-21,81.41999816894531
2022-03-22,83.68000030517578
2022-03-23,80.55999755859375
2022-03-24,81.11000061035156
2022-03-25,82.83000183105469
2022-03-28,82.4000015258789
2022-03-29,84.16000366210938
2022-03-30,81.55999755859375
2022-03-31,79.0199966430664
2022-04-01,78.33999633789062
2022-04-04,78.41000366210938
2022-04-05,77.87000274658203
2022-04-06,76.55999755859375
2022-04-07,75.91000366210938
2022-04-08,76.16999816894531
2022-04-11,76.13999938964844
2022-04-12,74.80000305175781
2022-04-13,76.25
2022-04-14,74.95999908447266
2022-04-18,75.04000091552734
2022-04-19,79.06999969482422
2022-04-20,80.55999755859375
2022-04-21,79.73999786376953
2022-04-22,77.63999938964844
2022-04-25,75.70999908447266
2022-04-26,71.19000244140625
2022-04-27,71.9000015258789
2022-04-28,74.33999633789062
2022-04-29,71.30000305175781
2022-05-02,73.33000183105469
2022-05-03,74.41999816894531
2022-05-04,77.0
2022-05-05,74.31999969482422
2022-05-06,73.16000366210938
2022-05-09,71.48999786376953
2022-05-10,71.48999786376953
2022-05-11,69.79000091552734
2022-05-12,70.06999969482422
2022-05-13,71.13999938964844
2022-05-16,71.23999786376953
2022-05-17,73.9000015258789
2022-05-18,69.87999725341797
2022-05-19,68.36000061035156
2022-05-20,68.9000015258789
2022-05-23,70.81999969482422
2022-05-24,69.08000183105469
2022-05-25,70.61000061035156
2022-05-26,72.44999694824219
2022-05-27,73.44000244140625
2022-05-31,73.54000091552734
2022-06-01,71.5199966430664
2022-06-02,74.30000305175781
2022-06-03,72.94000244140625
2022-06-06,73.47000122070312
2022-06-07,74.41999816894531
2022-06-08,72.83000183105469
2022-06-09,70.9800033569336
2022-06-10,66.16000366210938
2022-06-13,64.52999877929688
2022-06-14,64.79000091552734
2022-06-15,65.06999969482422
2022-06-16,61.88999938964844
2022-06-17,62.779998779296875
2022-06-21,64.05000305175781
2022-06-22,64.76000213623047
2022-06-23,64.0
2022-06-24,67.08000183105469
2022-06-27,66.88999938964844
2022-06-28,67.0199966430664
2022-06-29,66.43000030517578
2022-06-30,64.80000305175781
2022-07-01,65.69999694824219
2022-07-05,66.41999816894531
2022-07-06,66.08999633789062
2022-07-07,67.26000213623047
2022-07-08,67.27999877929688
2022-07-11,65.63999938964844
2022-07-12,66.05000305175781
2022-07-13,65.16000366210938
2022-07-14,63.86000061035156
2022-07-15,66.4000015258789
2022-07-18,67.37999725341797
2022-07-19,69.79000091552734
2022-07-20,71.16000366210938
2022-07-21,71.58999633789062
2022-07-22,69.8499984741211
2022-07-25,72.08999633789062
2022-07-26,69.38999938964844
2022-07-27,70.79000091552734
2022-07-28,70.45999908447266
2022-07-29,71.77999877929688
2022-08-01,71.44000244140625
2022-08-02,70.19000244140625
2022-08-03,70.69999694824219
2022-08-04,69.12000274658203
2022-08-05,70.2300033569336
2022-08-08,70.1500015258789
2022-08-09,70.08999633789062
2022-08-10,73.9000015258789
2022-08-11,74.66000366210938
2022-08-12,75.98999786376953
2022-08-15,76.54000091552734
2022-08-16,77.56999969482422
2022-08-17,76.47000122070312
2022-08-18,77.20999908447266
2022-08-19,76.33999633789062
2022-08-22,74.43000030517578
2022-08-23,74.36000061035156
2022-08-24,74.41999816894531
2022-08-25,76.16999816894531
2022-08-26,73.94000244140625
2022-08-29,73.20999908447266
2022-08-30,72.77999877929688
2022-08-31,72.16999816894531
2022-09-01,71.7300033569336
2022-09-02,70.5
2022-09-06,69.62000274658203
2022-09-07,71.79000091552734
2022-09-08,73.61000061035156
2022-09-09,75.25
2022-09-12,76.27999877929688
2022-09-13,73.05999755859375
2022-09-14,73.38999938964844
2022-09-15,74.19999694824219
2022-09-16,72.66999816894531
2022-09-19,74.19000244140625
2022-09-20,73.58999633789062
2022-09-21,72.47000122070312
2022-09-22,69.7300033569336
2022-09-23,67.62000274658203
2022-09-26,67.05999755859375
2022-09-27,66.83999633789062
2022-09-28,68.33999633789062
2022-09-29,67.61000061035156
2022-09-30,67.13999938964844
2022-10-03,69.2699966430664
2022-10-04,73.86000061035156
2022-10-05,73.55000305175781
2022-10-06,73.05000305175781
2022-10-07,71.05999755859375
2022-10-10,70.70999908447266
2022-10-11,69.86000061035156
2022-10-12,68.93000030517578
2022-10-13,71.41999816894531
2022-10-14,69.16000366210938
2022-10-17,72.5
2022-10-18,73.02999877929688
2022-10-19,70.98999786376953
2022-10-20,64.38999938964844
2022-10-21,66.69999694824219
2022-10-24,67.36000061035156
2022-10-25,68.45999908447266
2022-10-26,69.86000061035156
2022-10-27,69.88999938964844
2022-10-28,71.63999938964844
2022-10-31,71.56999969482422
2022-11-01,72.0199966430664
2022-11-02,68.0
2022-11-03,68.0
2022-11-04,70.0199966430664
2022-11-07,69.75
2022-11-08,70.1500015258789
2022-11-09,68.94000244140625
2022-11-10,73.91999816894531
2022-11-11,74.06999969482422
2022-11-14,71.80000305175781
2022-11-15,71.66000366210938
2022-11-16,68.76000213623047
2022-11-17,67.33999633789062
2022-11-18,67.2300033569336
2022-11-21,68.0
2022-11-22,69.55000305175781
2022-11-23,69.16000366210938
2022-11-25,69.7300033569336
2022-11-28,67.31999969482422
2022-11-29,68.13999938964844
2022-11-30,70.20999908447266
2022-12-01,69.22000122070312
2022-12-02,68.81999969482422
2022-12-05,63.959999084472656
2022-12-06,64.97000122070312
2022-12-07,65.77999877929688
2022-12-08,65.7300033569336
2022-12-09,65.66999816894531
2022-12-12,67.26000213623047
2022-12-13,66.12000274658203
2022-12-14,64.37999725341797
2022-12-15,63.279998779296875
2022-12-16,62.97999954223633
2022-12-19,63.56999969482422
2022-12-20,64.30000305175781
2022-12-21,65.36000061035156
2022-12-22,64.55999755859375
2022-12-23,64.86000061035156
2022-12-27,64.81999969482422
2022-12-28,64.4800033569336
2022-12-29,66.06999969482422
2022-12-30,65.9000015258789
2023-01-03,66.01000213623047
2023-01-04,66.55000305175781
2023-01-05,66.58999633789062
2023-01-06,68.3499984741211
2023-01-09,67.33999633789062
2023-01-10,67.52999877929688
2023-01-11,67.87000274658203
2023-01-12,69.01000213623047
2023-01-13,69.19999694824219
2023-01-17,68.47000122070312
2023-01-18,65.87999725341797
2023-01-19,66.08000183105469
2023-01-20,68.08999633789062
2023-01-23,69.76000213623047
2023-01-24,68.36000061035156
2023-01-25,68.9000015258789
2023-01-26,74.62000274658203
2023-01-27,75.94000244140625
2023-01-30,75.1500015258789
2023-01-31,78.5199966430664
2023-02-01,79.91000366210938
2023-02-02,78.9000015258789
2023-02-03,78.47000122070312
2023-02-06,78.29000091552734
2023-02-07,79.95999908447266
2023-02-08,78.87999725341797
2023-02-09,77.91999816894531
2023-02-10,77.62000274658203
2023-02-13,78.08999633789062
2023-02-14,77.81999969482422
2023-02-15,78.4800033569336
2023-02-16,77.79000091552734
2023-02-17,78.16000366210938
2023-02-21,76.3499984741211
2023-02-22,75.77999877929688
2023-02-23,76.31999969482422
2023-02-24,76.83000183105469
2023-02-27,76.88999938964844
2023-02-28,76.20999908447266
2023-03-01,75.83000183105469
2023-03-02,74.38999938964844
2023-03-03,75.25
2023-03-06,74.55000305175781
2023-03-07,72.80999755859375
2023-03-08,72.87999725341797
2023-03-09,66.79000091552734
2023-03-10,62.709999084472656
2023-03-13,51.81999969482422
2023-03-14,57.380001068115234
2023-03-15,56.720001220703125
2023-03-16,58.38999938964844
2023-03-17,54.619998931884766
2023-03-20,54.81999969482422
2023-03-21,60.29999923706055
2023-03-22,55.130001068115234
2023-03-23,53.630001068115234
2023-03-24,54.72999954223633
2023-03-27,55.7400016784668
2023-03-28,56.369998931884766
2023-03-29,56.959999084472656
2023-03-30,55.15999984741211
2023-03-31,55.5
2023-04-03,54.58000183105469
2023-04-04,53.25
2023-04-05,51.060001373291016
2023-04-06,53.02000045776367
2023-04-10,53.36000061035156
2023-04-11,53.369998931884766
2023-04-12,53.2400016784668
2023-04-13,53.97999954223633
2023-04-14,52.4900016784668
2023-04-17,53.72999954223633
2023-04-18,53.0099983215332
2023-04-19,55.689998626708984
2023-04-20,55.63999938964844
2023-04-21,54.810001373291016
2023-04-24,53.72999954223633
2023-04-25,51.209999084472656
2023-04-26,51.0
2023-04-27,50.93000030517578
2023-04-28,51.689998626708984
2023-05-01,50.560001373291016
2023-05-02,46.099998474121094
2023-05-03,45.08000183105469
2023-05-04,41.38999938964844
2023-05-05,44.209999084472656
2023-05-08,44.93000030517578
2023-05-09,44.880001068115234
2023-05-10,44.369998931884766
2023-05-11,43.81999969482422
2023-05-12,44.7400016784668
2023-05-15,46.90999984741211
2023-05-16,46.31999969482422
2023-05-17,48.849998474121094
2023-05-18,49.4900016784668
2023-05-19,48.5
2023-05-22,49.90999984741211
2023-05-23,50.720001220703125
2023-05-24,49.93000030517578
2023-05-25,49.939998626708984
2023-05-26,50.290000915527344
2023-05-30,49.7599983215332
2023-05-31,47.849998474121094
2023-06-01,49.09000015258789
2023-06-02,52.08000183105469
2023-06-05,51.02000045776367
2023-06-06,53.869998931884766
2023-06-07,54.54999923706055
2023-06-08,53.7400016784668
2023-06-09,52.77000045776367
2023-06-12,53.16999816894531
2023-06-13,54.630001068115234
2023-06-14,53.27000045776367
2023-06-15,54.52000045776367
2023-06-16,53.43000030517578
2023-06-20,53.04999923706055
2023-06-21,51.689998626708984
2023-06-22,49.70000076293945
2023-06-23,49.380001068115234
2023-06-26,50.34000015258789
2023-06-27,51.63999938964844
2023-06-28,51.56999969482422
2023-06-29,51.790000915527344
2023-06-30,52.790000915527344
2023-07-03,53.40999984741211
2023-07-05,52.79999923706055
2023-07-06,52.689998626708984
2023-07-07,54.47999954223633
2023-07-10,55.20000076293945
2023-07-11,55.83000183105469
2023-07-12,57.130001068115234
2023-07-13,58.619998931884766
2023-07-14,56.91999816894531
2023-07-17,57.7400016784668
2023-07-18,60.58000183105469
2023-07-19,61.619998931884766
2023-07-20,60.61000061035156
2023-07-21,58.86000061035156
2023-07-24,58.790000915527344
2023-07-25,58.47999954223633
2023-07-26,62.79999923706055
2023-07-27,61.2599983215332
2023-07-28,62.689998626708984
2023-07-31,62.209999084472656
2023-08-01,60.470001220703125
2023-08-02,59.90999984741211
2023-08-03,60.75
2023-08-04,61.209999084472656
2023-08-07,61.119998931884766
2023-08-08,59.779998779296875
2023-08-09,58.2599983215332
2023-08-10,58.470001220703125
2023-08-11,58.459999084472656
2023-08-14,56.9900016784668
2023-08-15,54.25
2023-08-16,54.45000076293945
2023-08-17,54.97999954223633
2023-08-18,54.790000915527344
2023-08-21,54.77000045776367
2023-08-22,53.0099983215332
2023-08-23,54.0099983215332
2023-08-24,54.369998931884766
2023-08-25,54.36000061035156
2023-08-28,55.130001068115234
2023-08-29,56.029998779296875
2023-08-30,55.41999816894531
2023-08-31,55.34000015258789
2023-09-01,56.0099983215332
2023-09-05,55.13999938964844
2023-09-06,53.2599983215332
2023-09-07,52.66999816894531
2023-09-08,53.47999954223633
2023-09-11,53.43000030517578
2023-09-12,54.150001525878906
2023-09-13,53.90999984741211
2023-09-14,54.88999938964844
2023-09-15,54.86000061035156
2023-09-18,54.11000061035156
2023-09-19,53.970001220703125
2023-09-20,53.540000915527344
2023-09-21,53.2599983215332
2023-09-22,53.380001068115234
2023-09-25,53.7599983215332
2023-09-26,52.220001220703125
2023-09-27,51.61000061035156
2023-09-28,52.380001068115234
2023-09-29,52.709999084472656
2023-10-02,51.119998931884766
2023-10-03,50.09000015258789
2023-10-04,50.439998626708984
2023-10-05,51.150001525878906
2023-10-06,51.75
2023-10-09,51.31999969482422
2023-10-10,51.84000015258789
2023-10-11,51.70000076293945
2023-10-12,51.27000045776367
2023-10-13,50.52000045776367
2023-10-16,51.61000061035156
2023-10-17,53.34000015258789
2023-10-18,51.47999954223633
2023-10-19,52.97999954223633
2023-10-20,51.47999954223633
2023-10-23,52.52000045776367
2023-10-24,52.43000030517578
2023-10-25,52.689998626708984
2023-10-26,53.65999984741211
2023-10-27,52.63999938964844
2023-10-30,53.939998626708984
2023-10-31,53.619998931884766
2023-11-01,53.939998626708984
2023-11-02,56.88999938964844
2023-11-03,59.11000061035156
2023-11-06,58.20000076293945
2023-11-07,57.349998474121094
2023-11-08,56.61000061035156
2023-11-09,55.68000030517578
2023-11-10,56.5099983215332
2023-11-13,57.11000061035156
2023-11-14,60.2400016784668
2023-11-15,61.900001525878906
2023-11-16,61.65999984741211
