Date,PEP
2022-09-01,172.85000610351562
2022-09-02,170.66000366210938
2022-09-06,169.50999450683594
2022-09-07,173.25
2022-09-08,172.6699981689453
2022-09-09,173.22000122070312
2022-09-12,173.89999389648438
2022-09-13,167.41000366210938
2022-09-14,168.67999267578125
2022-09-15,165.8800048828125
2022-09-16,166.97000122070312
2022-09-19,168.72999572753906
2022-09-20,168.9199981689453
2022-09-21,168.44000244140625
2022-09-22,168.60000610351562
2022-09-23,168.52000427246094
2022-09-26,168.4499969482422
2022-09-27,166.00999450683594
2022-09-28,168.6699981689453
2022-09-29,166.61000061035156
2022-09-30,163.25999450683594
2022-10-03,165.25
2022-10-04,167.11000061035156
2022-10-05,166.0
2022-10-06,162.8000030517578
2022-10-07,161.61000061035156
2022-10-10,161.82000732421875
2022-10-11,162.58999633789062
2022-10-12,169.38999938964844
2022-10-13,174.61000061035156
2022-10-14,170.19000244140625
2022-10-17,172.72999572753906
2022-10-18,175.05999755859375
2022-10-19,173.36000061035156
2022-10-20,171.4600067138672
2022-10-21,173.05999755859375
2022-10-24,177.67999267578125
2022-10-25,178.27000427246094
2022-10-26,179.07000732421875
2022-10-27,178.8800048828125
2022-10-28,182.22999572753906
2022-10-31,181.5800018310547
2022-11-01,180.75999450683594
2022-11-02,178.24000549316406
2022-11-03,177.77999877929688
2022-11-04,178.77999877929688
2022-11-07,180.2100067138672
2022-11-08,180.7100067138672
2022-11-09,178.5500030517578
2022-11-10,181.6999969482422
2022-11-11,178.0500030517578
2022-11-14,176.72999572753906
2022-11-15,177.19000244140625
2022-11-16,178.3300018310547
2022-11-17,180.02999877929688
2022-11-18,181.3300018310547
2022-11-21,184.82000732421875
2022-11-22,184.83999633789062
2022-11-23,185.0800018310547
2022-11-25,184.11000061035156
2022-11-28,183.88999938964844
2022-11-29,182.58999633789062
2022-11-30,185.50999450683594
2022-12-01,185.89999389648438
2022-12-02,185.69000244140625
2022-12-05,183.1199951171875
2022-12-06,181.6300048828125
2022-12-07,182.17999267578125
2022-12-08,183.77999877929688
2022-12-09,183.10000610351562
2022-12-12,183.97000122070312
2022-12-13,183.8699951171875
2022-12-14,183.36000061035156
2022-12-15,180.25
2022-12-16,180.33999633789062
2022-12-19,181.33999633789062
2022-12-20,181.22999572753906
2022-12-21,182.5
2022-12-22,181.08999633789062
2022-12-23,182.25999450683594
2022-12-27,183.07000732421875
2022-12-28,181.75
2022-12-29,181.97999572753906
2022-12-30,180.66000366210938
2023-01-03,179.41000366210938
2023-01-04,178.97000122070312
2023-01-05,177.10000610351562
2023-01-06,181.10000610351562
2023-01-09,179.3300018310547
2023-01-10,177.85000610351562
2023-01-11,178.0500030517578
2023-01-12,175.77999877929688
2023-01-13,175.24000549316406
2023-01-17,176.05999755859375
2023-01-18,171.6199951171875
2023-01-19,169.6300048828125
2023-01-20,169.8800048828125
2023-01-23,169.1199951171875
2023-01-24,170.69000244140625
2023-01-25,171.92999267578125
2023-01-26,170.22000122070312
2023-01-27,169.6199951171875
2023-01-30,169.47999572753906
2023-01-31,171.02000427246094
2023-02-01,171.55999755859375
2023-02-02,169.97000122070312
2023-02-03,169.1199951171875
2023-02-06,171.82000732421875
2023-02-07,171.55999755859375
2023-02-08,171.16000366210938
2023-02-09,172.77999877929688
2023-02-10,176.1999969482422
2023-02-13,177.77000427246094
2023-02-14,175.77000427246094
2023-02-15,176.00999450683594
2023-02-16,175.50999450683594
2023-02-17,176.27999877929688
2023-02-21,176.17999267578125
2023-02-22,176.1199951171875
2023-02-23,176.30999755859375
2023-02-24,175.9600067138672
2023-02-27,175.91000366210938
2023-02-28,173.52999877929688
2023-03-01,171.3300018310547
2023-03-02,173.32000732421875
2023-03-03,173.14999389648438
2023-03-06,173.5
2023-03-07,172.63999938964844
2023-03-08,173.11000061035156
2023-03-09,171.8000030517578
2023-03-10,172.02999877929688
2023-03-13,173.7100067138672
2023-03-14,173.52999877929688
2023-03-15,176.6300048828125
2023-03-16,176.50999450683594
2023-03-17,175.1300048828125
2023-03-20,177.58999633789062
2023-03-21,178.00999450683594
2023-03-22,176.50999450683594
2023-03-23,175.64999389648438
2023-03-24,179.08999633789062
2023-03-27,179.49000549316406
2023-03-28,179.42999267578125
2023-03-29,180.6699981689453
2023-03-30,180.8300018310547
2023-03-31,182.3000030517578
2023-04-03,182.5
2023-04-04,181.85000610351562
2023-04-05,183.63999938964844
2023-04-06,184.36000061035156
2023-04-10,183.1999969482422
2023-04-11,182.9199981689453
2023-04-12,182.55999755859375
2023-04-13,184.3800048828125
2023-04-14,183.50999450683594
2023-04-17,184.4499969482422
2023-04-18,184.8300018310547
2023-04-19,184.72000122070312
2023-04-20,185.3300018310547
2023-04-21,185.41000366210938
2023-04-24,185.5
2023-04-25,189.7100067138672
2023-04-26,188.5399932861328
2023-04-27,189.69000244140625
2023-04-28,190.88999938964844
2023-05-01,191.67999267578125
2023-05-02,192.25
2023-05-03,192.17999267578125
2023-05-04,193.3800048828125
2023-05-05,194.27000427246094
2023-05-08,193.35000610351562
2023-05-09,194.13999938964844
2023-05-10,194.27000427246094
2023-05-11,195.33999633789062
2023-05-12,196.1199951171875
2023-05-15,194.27000427246094
2023-05-16,193.42999267578125
2023-05-17,192.05999755859375
2023-05-18,191.55999755859375
2023-05-19,191.83999633789062
2023-05-22,186.63999938964844
2023-05-23,186.07000732421875
2023-05-24,184.88999938964844
2023-05-25,183.8000030517578
2023-05-26,183.5800018310547
2023-05-30,181.61000061035156
2023-05-31,182.35000610351562
2023-06-01,182.19000244140625
2023-06-02,184.05999755859375
2023-06-05,184.19000244140625
2023-06-06,181.55999755859375
2023-06-07,180.11000061035156
2023-06-08,182.10000610351562
2023-06-09,182.35000610351562
2023-06-12,181.89999389648438
2023-06-13,181.5399932861328
2023-06-14,183.1699981689453
2023-06-15,185.7100067138672
2023-06-16,186.0399932861328
2023-06-20,185.30999755859375
2023-06-21,185.42999267578125
2023-06-22,187.35000610351562
2023-06-23,186.07000732421875
2023-06-26,184.88999938964844
2023-06-27,186.22000122070312
2023-06-28,183.6999969482422
2023-06-29,183.8800048828125
2023-06-30,185.22000122070312
2023-07-03,185.60000610351562
2023-07-05,186.5800018310547
2023-07-06,186.60000610351562
2023-07-07,183.0800018310547
2023-07-10,184.3000030517578
2023-07-11,183.97999572753906
2023-07-12,183.1699981689453
2023-07-13,187.52999877929688
2023-07-14,188.2100067138672
2023-07-17,185.6300048828125
2023-07-18,184.4499969482422
2023-07-19,186.25999450683594
2023-07-20,189.3000030517578
2023-07-21,190.16000366210938
2023-07-24,190.9199981689453
2023-07-25,191.36000061035156
2023-07-26,191.60000610351562
2023-07-27,188.52999877929688
2023-07-28,190.30999755859375
2023-07-31,187.4600067138672
2023-08-01,186.82000732421875
2023-08-02,188.30999755859375
2023-08-03,187.1199951171875
2023-08-04,184.60000610351562
2023-08-07,186.88999938964844
2023-08-08,184.44000244140625
2023-08-09,183.97999572753906
2023-08-10,183.75
2023-08-11,184.0399932861328
2023-08-14,183.6199951171875
2023-08-15,181.35000610351562
2023-08-16,181.2100067138672
2023-08-17,178.4499969482422
2023-08-18,178.17999267578125
2023-08-21,177.0500030517578
2023-08-22,175.6999969482422
2023-08-23,178.1199951171875
2023-08-24,177.17999267578125
2023-08-25,179.4199981689453
2023-08-28,180.25
2023-08-29,180.92999267578125
2023-08-30,181.0800018310547
2023-08-31,177.9199981689453
2023-09-01,175.32000732421875
2023-09-05,174.16000366210938
2023-09-06,174.72999572753906
2023-09-07,176.39999389648438
2023-09-08,176.27000427246094
2023-09-11,178.92999267578125
2023-09-12,178.27000427246094
2023-09-13,179.67999267578125
2023-09-14,181.22999572753906
2023-09-15,179.83999633789062
2023-09-18,179.3800048828125
2023-09-19,178.32000732421875
2023-09-20,178.3800048828125
2023-09-21,175.3800048828125
2023-09-22,175.27000427246094
2023-09-25,174.3300018310547
2023-09-26,172.52000427246094
2023-09-27,169.57000732421875
2023-09-28,169.5
2023-09-29,169.44000244140625
2023-10-02,169.1699981689453
2023-10-03,167.6999969482422
2023-10-04,168.91000366210938
2023-10-05,160.10000610351562
2023-10-06,160.2899932861328
2023-10-09,161.36000061035156
2023-10-10,164.39999389648438
2023-10-11,162.6199951171875
2023-10-12,158.0800018310547
2023-10-13,160.0
2023-10-16,161.0800018310547
2023-10-17,160.3699951171875
2023-10-18,162.02999877929688
2023-10-19,160.55999755859375
2023-10-20,160.0
2023-10-23,160.0800018310547
2023-10-24,162.19000244140625
2023-10-25,162.35000610351562
2023-10-26,161.41000366210938
2023-10-27,159.6199951171875
2023-10-30,162.27999877929688
2023-10-31,163.27999877929688
2023-11-01,164.8699951171875
2023-11-02,166.8300018310547
2023-11-03,166.7899932861328
2023-11-06,166.6999969482422
2023-11-07,167.17999267578125
2023-11-08,167.38999938964844
2023-11-09,166.16000366210938
2023-11-10,166.9199981689453
2023-11-13,167.77000427246094
2023-11-14,168.11000061035156
2023-11-15,167.25
2023-11-16,167.7100067138672
2023-11-17,166.75999450683594
2023-11-20,166.52000427246094
2023-11-21,167.8000030517578
2023-11-22,169.22000122070312
2023-11-24,169.3699951171875
2023-11-27,168.32000732421875
2023-11-28,168.86000061035156
2023-11-29,167.16000366210938
2023-11-30,168.2899932861328
2023-12-01,168.69000244140625
2023-12-04,169.13999938964844
2023-12-05,167.94000244140625
2023-12-06,167.50999450683594
2023-12-07,167.4600067138672
2023-12-08,165.67999267578125
2023-12-11,167.82000732421875
2023-12-12,168.47000122070312
2023-12-13,172.00999450683594
2023-12-14,168.25
2023-12-15,167.0
2023-12-18,168.91000366210938
2023-12-19,167.9499969482422
2023-12-20,165.69000244140625
2023-12-21,166.97000122070312
2023-12-22,167.67999267578125
2023-12-26,168.86000061035156
2023-12-27,169.39999389648438
2023-12-28,169.38999938964844
2023-12-29,169.83999633789062
2024-01-02,172.91000366210938
2024-01-03,172.9499969482422
2024-01-04,171.47000122070312
2024-01-05,168.94000244140625
2024-01-08,169.11000061035156
2024-01-09,167.1699981689453
2024-01-10,166.9199981689453
2024-01-11,166.1300048828125
2024-01-12,167.27000427246094
2024-01-16,166.1699981689453
2024-01-17,166.44000244140625
2024-01-18,167.1699981689453
2024-01-19,165.77999877929688
2024-01-22,165.11000061035156
2024-01-23,167.63999938964844
2024-01-24,165.60000610351562
2024-01-25,166.55999755859375
2024-01-26,167.86000061035156
2024-01-29,168.14999389648438
2024-01-30,169.6199951171875
2024-01-31,168.52999877929688
2024-02-01,171.6999969482422
2024-02-02,170.97000122070312
2024-02-05,170.9199981689453
2024-02-06,171.4199981689453
2024-02-07,171.47000122070312
2024-02-08,173.85000610351562
2024-02-09,167.6699981689453
2024-02-12,170.61000061035156
2024-02-13,168.8800048828125
2024-02-14,167.52000427246094
2024-02-15,167.86000061035156
2024-02-16,166.32000732421875
2024-02-20,168.64999389648438
2024-02-21,168.8300018310547
2024-02-22,168.25
2024-02-23,169.60000610351562
2024-02-26,168.25999450683594
2024-02-27,168.16000366210938
2024-02-28,167.02999877929688
2024-02-29,165.33999633789062
2024-03-01,164.58999633789062
2024-03-04,165.3699951171875
2024-03-05,162.0399932861328
2024-03-06,163.0
2024-03-07,163.11000061035156
2024-03-08,163.0500030517578
2024-03-11,164.72999572753906
2024-03-12,164.5399932861328
2024-03-13,165.3000030517578
2024-03-14,164.77999877929688
2024-03-15,164.66000366210938
2024-03-18,171.25999450683594
2024-03-19,171.8000030517578
2024-03-20,171.86000061035156
2024-03-21,172.4499969482422
2024-03-22,172.02000427246094
2024-03-25,172.60000610351562
2024-03-26,172.72999572753906
2024-03-27,173.57000732421875
2024-03-28,175.00999450683594
2024-04-01,172.97999572753906
2024-04-02,171.44000244140625
2024-04-03,169.67999267578125
2024-04-04,169.64999389648438
2024-04-05,169.13999938964844
2024-04-08,169.5800018310547
2024-04-09,170.61000061035156
2024-04-10,168.9499969482422
2024-04-11,168.36000061035156
2024-04-12,168.10000610351562
2024-04-15,166.9499969482422
2024-04-16,167.5
2024-04-17,169.47999572753906
2024-04-18,172.27000427246094
2024-04-19,174.1300048828125
2024-04-22,176.4600067138672
2024-04-23,171.22000122070312
2024-04-24,177.41000366210938
2024-04-25,176.67999267578125
2024-04-26,175.5800018310547
2024-04-29,176.13999938964844
2024-04-30,175.91000366210938
2024-05-01,175.14999389648438
2024-05-02,175.4499969482422
2024-05-03,176.14999389648438
2024-05-06,175.82000732421875
2024-05-07,178.02000427246094
2024-05-08,177.41000366210938
2024-05-09,178.05999755859375
2024-05-10,179.7899932861328
2024-05-13,180.89999389648438
2024-05-14,179.8699951171875
2024-05-15,179.4600067138672
2024-05-16,183.11000061035156
2024-05-17,182.19000244140625
2024-05-20,180.30999755859375
2024-05-21,181.0800018310547
2024-05-22,182.08999633789062
2024-05-23,179.27000427246094
2024-05-24,177.99000549316406
2024-05-28,173.3800048828125
2024-05-29,171.14999389648438
2024-05-30,170.47999572753906
2024-05-31,172.89999389648438
2024-06-03,171.22999572753906
2024-06-04,173.88999938964844
2024-06-05,173.49000549316406
2024-06-06,173.1999969482422
2024-06-07,171.0399932861328
2024-06-10,165.89999389648438
2024-06-11,165.07000732421875
2024-06-12,163.8300018310547
2024-06-13,163.3300018310547
2024-06-14,163.80999755859375
2024-06-17,166.13999938964844
2024-06-18,166.47999572753906
2024-06-20,166.67999267578125
2024-06-21,167.27999877929688
2024-06-24,168.0800018310547
2024-06-25,167.35000610351562
2024-06-26,166.74000549316406
2024-06-27,166.25999450683594
2024-06-28,164.92999267578125
2024-07-01,162.88999938964844
2024-07-02,163.5800018310547
2024-07-03,162.60000610351562
2024-07-05,164.38999938964844
2024-07-08,162.1199951171875
2024-07-09,161.89999389648438
2024-07-10,163.58999633789062
2024-07-11,163.9499969482422
2024-07-12,166.3800048828125
2024-07-15,163.86000061035156
2024-07-16,164.75999450683594
2024-07-17,169.88999938964844
2024-07-18,170.3699951171875
2024-07-19,169.36000061035156
2024-07-22,167.66000366210938
2024-07-23,166.27999877929688
2024-07-24,168.1699981689453
2024-07-25,171.02000427246094
2024-07-26,172.75
2024-07-29,173.2100067138672
2024-07-30,173.17999267578125
2024-07-31,172.6699981689453
2024-08-01,174.9600067138672
2024-08-02,178.0399932861328
2024-08-05,174.0399932861328
2024-08-06,172.49000549316406
2024-08-07,171.7899932861328
2024-08-08,172.3699951171875
2024-08-09,172.38999938964844
2024-08-12,171.4199981689453
2024-08-13,172.3699951171875
2024-08-14,173.7100067138672
2024-08-15,172.52000427246094
2024-08-16,172.6199951171875
2024-08-19,173.82000732421875
2024-08-20,175.85000610351562
2024-08-21,175.2100067138672
2024-08-22,175.74000549316406
2024-08-23,175.8699951171875
2024-08-26,175.97000122070312
2024-08-27,175.3000030517578
2024-08-28,173.9199981689453
2024-08-29,172.08999633789062
2024-08-30,172.8800048828125
2024-09-03,177.5399932861328
2024-09-04,178.52000427246094
2024-09-05,179.3000030517578
2024-09-06,177.33999633789062
2024-09-09,178.19000244140625
2024-09-10,177.80999755859375
2024-09-11,175.77999877929688
2024-09-12,177.25
2024-09-13,177.36000061035156
2024-09-16,177.2100067138672
2024-09-17,176.8699951171875
2024-09-18,175.2100067138672
2024-09-19,174.66000366210938
2024-09-20,171.17999267578125
2024-09-23,172.11000061035156
2024-09-24,169.9199981689453
2024-09-25,169.39999389648438
2024-09-26,169.69000244140625
2024-09-27,170.0
2024-09-30,170.0500030517578
2024-10-01,171.3800048828125
2024-10-02,169.5500030517578
2024-10-03,168.52999877929688
2024-10-04,167.97000122070312
2024-10-07,167.2100067138672
2024-10-08,170.4199981689453
2024-10-09,172.5399932861328
2024-10-10,172.99000549316406
2024-10-11,174.80999755859375
2024-10-14,176.10000610351562
2024-10-15,175.89999389648438
2024-10-16,174.47999572753906
2024-10-17,174.6699981689453
2024-10-18,175.05999755859375
2024-10-21,175.00999450683594
2024-10-22,174.3699951171875
2024-10-23,172.9499969482422
2024-10-24,172.16000366210938
2024-10-25,171.7899932861328
2024-10-28,169.83999633789062
2024-10-29,167.5
2024-10-30,166.2100067138672
2024-10-31,166.0800018310547
2024-11-01,165.58999633789062
2024-11-04,166.33999633789062
2024-11-05,167.85000610351562
2024-11-06,164.7100067138672
2024-11-07,164.0
2024-11-08,165.11000061035156
2024-11-11,164.25999450683594
2024-11-12,164.33999633789062
2024-11-13,164.74000549316406
2024-11-14,165.14999389648438
2024-11-15,158.6199951171875
2024-11-18,158.3300018310547
2024-11-19,156.72000122070312
2024-11-20,158.74000549316406
2024-11-21,160.33999633789062
