Date,ROAD
2022-02-28,26.760000228881836
2022-03-01,25.25
2022-03-02,25.6299991607666
2022-03-03,26.65999984741211
2022-03-04,25.899999618530273
2022-03-07,25.829999923706055
2022-03-08,26.280000686645508
2022-03-09,26.3799991607666
2022-03-10,26.90999984741211
2022-03-11,26.739999771118164
2022-03-14,25.59000015258789
2022-03-15,26.469999313354492
2022-03-16,26.6200008392334
2022-03-17,26.889999389648438
2022-03-18,25.559999465942383
2022-03-21,25.799999237060547
2022-03-22,25.139999389648438
2022-03-23,24.260000228881836
2022-03-24,25.270000457763672
2022-03-25,25.1200008392334
2022-03-28,25.68000030517578
2022-03-29,26.280000686645508
2022-03-30,26.399999618530273
2022-03-31,26.18000030517578
2022-04-01,27.190000534057617
2022-04-04,26.899999618530273
2022-04-05,26.549999237060547
2022-04-06,26.18000030517578
2022-04-07,26.110000610351562
2022-04-08,25.899999618530273
2022-04-11,26.030000686645508
2022-04-12,26.729999542236328
2022-04-13,26.954999923706055
2022-04-14,27.84000015258789
2022-04-18,27.579999923706055
2022-04-19,27.6200008392334
2022-04-20,27.610000610351562
2022-04-21,26.6299991607666
2022-04-22,26.420000076293945
2022-04-25,26.450000762939453
2022-04-26,26.15999984741211
2022-04-27,25.700000762939453
2022-04-28,26.219999313354492
2022-04-29,25.809999465942383
2022-05-02,25.8700008392334
2022-05-03,26.139999389648438
2022-05-04,27.520000457763672
2022-05-05,26.200000762939453
2022-05-06,24.1299991607666
2022-05-09,20.729999542236328
2022-05-10,19.8700008392334
2022-05-11,20.8700008392334
2022-05-12,21.059999465942383
2022-05-13,21.700000762939453
2022-05-16,22.540000915527344
2022-05-17,22.5
2022-05-18,22.489999771118164
2022-05-19,22.639999389648438
2022-05-20,21.75
2022-05-23,21.850000381469727
2022-05-24,21.540000915527344
2022-05-25,22.0
2022-05-26,22.770000457763672
2022-05-27,23.450000762939453
2022-05-31,22.989999771118164
2022-06-01,22.700000762939453
2022-06-02,23.18000030517578
2022-06-03,22.899999618530273
2022-06-06,23.239999771118164
2022-06-07,24.329999923706055
2022-06-08,23.579999923706055
2022-06-09,23.280000686645508
2022-06-10,22.6299991607666
2022-06-13,21.360000610351562
2022-06-14,21.100000381469727
2022-06-15,21.510000228881836
2022-06-16,19.5
2022-06-17,19.540000915527344
2022-06-21,19.6200008392334
2022-06-22,19.15999984741211
2022-06-23,19.5
2022-06-24,20.75
2022-06-27,21.030000686645508
2022-06-28,20.420000076293945
2022-06-29,20.34000015258789
2022-06-30,20.940000534057617
2022-07-01,20.579999923706055
2022-07-05,20.489999771118164
2022-07-06,20.3700008392334
2022-07-07,20.770000457763672
2022-07-08,20.600000381469727
2022-07-11,19.979999542236328
2022-07-12,19.68000030517578
2022-07-13,19.469999313354492
2022-07-14,19.899999618530273
2022-07-15,20.780000686645508
2022-07-18,21.190000534057617
2022-07-19,22.1299991607666
2022-07-20,22.510000228881836
2022-07-21,22.860000610351562
2022-07-22,22.200000762939453
2022-07-25,22.18000030517578
2022-07-26,22.100000381469727
2022-07-27,22.360000610351562
2022-07-28,23.350000381469727
2022-07-29,23.780000686645508
2022-08-01,23.56999969482422
2022-08-02,23.389999389648438
2022-08-03,23.450000762939453
2022-08-04,23.6299991607666
2022-08-05,26.959999084472656
2022-08-08,29.5
2022-08-09,28.959999084472656
2022-08-10,29.700000762939453
2022-08-11,29.209999084472656
2022-08-12,28.790000915527344
2022-08-15,30.469999313354492
2022-08-16,30.700000762939453
2022-08-17,29.700000762939453
2022-08-18,29.899999618530273
2022-08-19,30.209999084472656
2022-08-22,29.440000534057617
2022-08-23,29.959999084472656
2022-08-24,30.469999313354492
2022-08-25,30.610000610351562
2022-08-26,30.3799991607666
2022-08-29,30.329999923706055
2022-08-30,28.729999542236328
2022-08-31,29.260000228881836
2022-09-01,29.18000030517578
2022-09-02,29.149999618530273
2022-09-06,29.59000015258789
2022-09-07,30.209999084472656
2022-09-08,31.459999084472656
2022-09-09,30.350000381469727
2022-09-12,28.670000076293945
2022-09-13,29.299999237060547
2022-09-14,28.889999389648438
2022-09-15,28.540000915527344
2022-09-16,28.65999984741211
2022-09-19,28.729999542236328
2022-09-20,28.299999237060547
2022-09-21,28.3799991607666
2022-09-22,27.420000076293945
2022-09-23,26.1200008392334
2022-09-26,25.75
2022-09-27,25.8700008392334
2022-09-28,26.75
2022-09-29,25.850000381469727
2022-09-30,26.229999542236328
2022-10-03,27.110000610351562
2022-10-04,28.540000915527344
2022-10-05,28.5
2022-10-06,28.18000030517578
2022-10-07,27.350000381469727
2022-10-10,26.8700008392334
2022-10-11,27.40999984741211
2022-10-12,27.040000915527344
2022-10-13,27.90999984741211
2022-10-14,27.100000381469727
2022-10-17,28.6299991607666
2022-10-18,29.479999542236328
2022-10-19,29.06999969482422
2022-10-20,28.639999389648438
2022-10-21,29.520000457763672
2022-10-24,29.770000457763672
2022-10-25,30.93000030517578
2022-10-26,32.16999816894531
2022-10-27,31.790000915527344
2022-10-28,31.34000015258789
2022-10-31,31.139999389648438
2022-11-01,31.540000915527344
2022-11-02,29.790000915527344
2022-11-03,30.489999771118164
2022-11-04,30.25
2022-11-07,29.459999084472656
2022-11-08,29.149999618530273
2022-11-09,28.239999771118164
2022-11-10,30.940000534057617
2022-11-11,30.8799991607666
2022-11-14,30.56999969482422
2022-11-15,31.549999237060547
2022-11-16,31.329999923706055
2022-11-17,31.709999084472656
2022-11-18,32.0
2022-11-21,32.52000045776367
2022-11-22,27.290000915527344
2022-11-23,27.56999969482422
2022-11-25,29.280000686645508
2022-11-28,27.5
2022-11-29,27.510000228881836
2022-11-30,28.600000381469727
2022-12-01,28.579999923706055
2022-12-02,29.579999923706055
2022-12-05,28.3700008392334
2022-12-06,27.84000015258789
2022-12-07,27.270000457763672
2022-12-08,26.700000762939453
2022-12-09,25.170000076293945
2022-12-12,26.260000228881836
2022-12-13,27.1299991607666
2022-12-14,27.959999084472656
2022-12-15,26.549999237060547
2022-12-16,26.6200008392334
2022-12-19,26.469999313354492
2022-12-20,26.459999084472656
2022-12-21,26.59000015258789
2022-12-22,26.93000030517578
2022-12-23,26.8700008392334
2022-12-27,26.739999771118164
2022-12-28,26.950000762939453
2022-12-29,26.940000534057617
2022-12-30,26.690000534057617
2023-01-03,26.100000381469727
2023-01-04,25.989999771118164
2023-01-05,26.110000610351562
2023-01-06,26.670000076293945
2023-01-09,26.729999542236328
2023-01-10,27.479999542236328
2023-01-11,28.15999984741211
2023-01-12,29.030000686645508
2023-01-13,27.639999389648438
2023-01-17,26.40999984741211
2023-01-18,26.739999771118164
2023-01-19,25.709999084472656
2023-01-20,26.139999389648438
2023-01-23,26.260000228881836
2023-01-24,26.309999465942383
2023-01-25,27.31999969482422
2023-01-26,27.190000534057617
2023-01-27,27.920000076293945
2023-01-30,27.600000381469727
2023-01-31,28.290000915527344
2023-02-01,28.31999969482422
2023-02-02,28.979999542236328
2023-02-03,28.709999084472656
2023-02-06,28.149999618530273
2023-02-07,28.170000076293945
2023-02-08,27.709999084472656
2023-02-09,27.15999984741211
2023-02-10,26.59000015258789
2023-02-13,27.1299991607666
2023-02-14,28.360000610351562
2023-02-15,30.1299991607666
2023-02-16,29.540000915527344
2023-02-17,29.25
2023-02-21,27.3700008392334
2023-02-22,26.639999389648438
2023-02-23,27.06999969482422
2023-02-24,27.559999465942383
2023-02-27,27.329999923706055
2023-02-28,27.049999237060547
2023-03-01,27.389999389648438
2023-03-02,27.43000030517578
2023-03-03,28.100000381469727
