Date,STLD
2022-02-28,70.58000183105469
2022-03-01,72.16999816894531
2022-03-02,75.2300033569336
2022-03-03,77.08999633789062
2022-03-04,77.37999725341797
2022-03-07,72.37999725341797
2022-03-08,69.97000122070312
2022-03-09,71.94999694824219
2022-03-10,72.38999938964844
2022-03-11,72.12000274658203
2022-03-14,71.48999786376953
2022-03-15,73.11000061035156
2022-03-16,75.01000213623047
2022-03-17,81.05999755859375
2022-03-18,84.20999908447266
2022-03-21,85.18000030517578
2022-03-22,84.19999694824219
2022-03-23,85.45999908447266
2022-03-24,88.66000366210938
2022-03-25,89.48999786376953
2022-03-28,87.16999816894531
2022-03-29,84.16000366210938
2022-03-30,83.63999938964844
2022-03-31,83.43000030517578
2022-04-01,84.98999786376953
2022-04-04,83.5999984741211
2022-04-05,82.54000091552734
2022-04-06,82.16999816894531
2022-04-07,83.63999938964844
2022-04-08,83.19999694824219
2022-04-11,83.6500015258789
2022-04-12,84.63999938964844
2022-04-13,87.33999633789062
2022-04-14,88.31999969482422
2022-04-18,90.51000213623047
2022-04-19,91.9800033569336
2022-04-20,91.48999786376953
2022-04-21,93.23999786376953
2022-04-22,89.61000061035156
2022-04-25,89.33000183105469
2022-04-26,87.54000091552734
2022-04-27,88.12000274658203
2022-04-28,89.6500015258789
2022-04-29,85.75
2022-05-02,83.62999725341797
2022-05-03,86.36000061035156
2022-05-04,89.51000213623047
2022-05-05,81.41000366210938
2022-05-06,79.66000366210938
2022-05-09,77.22000122070312
2022-05-10,77.05000305175781
2022-05-11,75.37000274658203
2022-05-12,74.73999786376953
2022-05-13,74.12999725341797
2022-05-16,75.11000061035156
2022-05-17,78.44999694824219
2022-05-18,75.88999938964844
2022-05-19,75.75
2022-05-20,75.91000366210938
2022-05-23,78.12999725341797
2022-05-24,78.0999984741211
2022-05-25,80.63999938964844
2022-05-26,84.38999938964844
2022-05-27,87.79000091552734
2022-05-31,85.37999725341797
2022-06-01,83.97000122070312
2022-06-02,84.9800033569336
2022-06-03,82.94000244140625
2022-06-06,82.36000061035156
2022-06-07,85.81999969482422
2022-06-08,81.3499984741211
2022-06-09,76.79000091552734
2022-06-10,74.12999725341797
2022-06-13,70.58000183105469
2022-06-14,71.0199966430664
2022-06-15,72.05000305175781
2022-06-16,69.87000274658203
2022-06-17,71.86000061035156
2022-06-21,70.7300033569336
2022-06-22,67.4000015258789
2022-06-23,65.9800033569336
2022-06-24,68.88999938964844
2022-06-27,69.29000091552734
2022-06-28,67.36000061035156
2022-06-29,66.83000183105469
2022-06-30,66.1500015258789
