Date,CHDN
2022-02-28,120.43499755859375
2022-03-01,116.5
2022-03-02,121.9749984741211
2022-03-03,117.98500061035156
2022-03-04,113.50499725341797
2022-03-07,102.19999694824219
2022-03-08,104.19499969482422
2022-03-09,106.83999633789062
2022-03-10,107.58999633789062
2022-03-11,107.33999633789062
2022-03-14,104.94000244140625
2022-03-15,109.2699966430664
2022-03-16,112.8499984741211
2022-03-17,113.2300033569336
2022-03-18,117.02999877929688
2022-03-21,114.08999633789062
2022-03-22,115.5250015258789
2022-03-23,113.51000213623047
2022-03-24,114.00499725341797
2022-03-25,112.01000213623047
2022-03-28,111.51499938964844
2022-03-29,114.06999969482422
2022-03-30,113.5199966430664
2022-03-31,110.88999938964844
2022-04-01,111.43499755859375
2022-04-04,114.0
2022-04-05,110.81999969482422
2022-04-06,104.96499633789062
2022-04-07,103.19999694824219
2022-04-08,101.3949966430664
2022-04-11,101.01000213623047
2022-04-12,101.86499786376953
2022-04-13,105.00499725341797
2022-04-14,105.3499984741211
2022-04-18,104.86000061035156
2022-04-19,108.7249984741211
2022-04-20,108.30999755859375
2022-04-21,103.65499877929688
2022-04-22,101.65499877929688
2022-04-25,104.62000274658203
2022-04-26,100.99500274658203
2022-04-27,98.34500122070312
2022-04-28,104.94000244140625
2022-04-29,101.47000122070312
2022-05-02,106.67500305175781
2022-05-03,104.49500274658203
2022-05-04,103.90499877929688
2022-05-05,100.58999633789062
2022-05-06,100.5
2022-05-09,92.58000183105469
2022-05-10,94.80999755859375
2022-05-11,90.80500030517578
2022-05-12,92.56999969482422
2022-05-13,96.95999908447266
2022-05-16,96.43499755859375
2022-05-17,98.26499938964844
2022-05-18,93.05000305175781
2022-05-19,92.63999938964844
2022-05-20,92.81500244140625
2022-05-23,92.75499725341797
2022-05-24,89.76000213623047
2022-05-25,91.74500274658203
2022-05-26,99.09500122070312
2022-05-27,102.08999633789062
2022-05-31,101.21499633789062
2022-06-01,101.88999938964844
2022-06-02,105.73500061035156
2022-06-03,105.1500015258789
2022-06-06,105.625
2022-06-07,106.48500061035156
2022-06-08,105.1050033569336
2022-06-09,102.76499938964844
2022-06-10,96.47000122070312
2022-06-13,89.25
2022-06-14,91.36000061035156
2022-06-15,92.87000274658203
2022-06-16,86.86000061035156
2022-06-17,89.43499755859375
2022-06-21,89.16999816894531
2022-06-22,89.94999694824219
2022-06-23,90.0999984741211
2022-06-24,99.41500091552734
2022-06-27,97.8949966430664
2022-06-28,97.00499725341797
2022-06-29,95.94999694824219
2022-06-30,95.76499938964844
2022-07-01,98.68000030517578
2022-07-05,100.33000183105469
2022-07-06,98.0
2022-07-07,99.70500183105469
2022-07-08,99.56500244140625
2022-07-11,97.36000061035156
2022-07-12,99.11000061035156
2022-07-13,100.6050033569336
2022-07-14,100.31999969482422
2022-07-15,102.82499694824219
2022-07-18,102.71499633789062
2022-07-19,105.13999938964844
2022-07-20,107.1449966430664
2022-07-21,109.59500122070312
2022-07-22,108.43499755859375
2022-07-25,108.73500061035156
2022-07-26,107.44499969482422
2022-07-27,110.0
2022-07-28,108.45999908447266
2022-07-29,104.9000015258789
2022-08-01,104.7750015258789
2022-08-02,104.93499755859375
2022-08-03,105.97000122070312
2022-08-04,106.12999725341797
2022-08-05,105.08499908447266
2022-08-08,104.93499755859375
2022-08-09,102.58499908447266
2022-08-10,103.76000213623047
