Date,FOXA
2022-02-28,41.83000183105469
2022-03-01,41.2599983215332
2022-03-02,43.09000015258789
2022-03-03,43.15999984741211
2022-03-04,42.689998626708984
2022-03-07,41.599998474121094
2022-03-08,41.84000015258789
2022-03-09,40.869998931884766
2022-03-10,39.790000915527344
2022-03-11,39.33000183105469
2022-03-14,38.75
2022-03-15,39.779998779296875
2022-03-16,40.66999816894531
2022-03-17,40.279998779296875
2022-03-18,40.869998931884766
2022-03-21,40.849998474121094
2022-03-22,41.099998474121094
2022-03-23,40.560001373291016
2022-03-24,40.90999984741211
2022-03-25,41.220001220703125
2022-03-28,40.5
2022-03-29,40.79999923706055
2022-03-30,40.13999938964844
2022-03-31,39.45000076293945
2022-04-01,39.36000061035156
2022-04-04,39.54999923706055
2022-04-05,38.65999984741211
2022-04-06,38.7599983215332
2022-04-07,38.41999816894531
2022-04-08,38.970001220703125
2022-04-11,38.720001220703125
2022-04-12,38.84000015258789
2022-04-13,39.11000061035156
2022-04-14,39.119998931884766
2022-04-18,38.9900016784668
2022-04-19,39.18000030517578
2022-04-20,39.560001373291016
2022-04-21,38.93000030517578
2022-04-22,38.209999084472656
2022-04-25,37.9900016784668
2022-04-26,36.599998474121094
2022-04-27,36.2599983215332
2022-04-28,36.540000915527344
2022-04-29,35.84000015258789
2022-05-02,36.56999969482422
2022-05-03,36.2400016784668
2022-05-04,37.040000915527344
2022-05-05,36.540000915527344
2022-05-06,34.599998474121094
2022-05-09,33.209999084472656
2022-05-10,32.41999816894531
2022-05-11,33.209999084472656
2022-05-12,33.45000076293945
2022-05-13,33.79999923706055
2022-05-16,33.689998626708984
2022-05-17,34.7400016784668
2022-05-18,33.4900016784668
2022-05-19,33.33000183105469
2022-05-20,33.459999084472656
2022-05-23,34.189998626708984
2022-05-24,32.4900016784668
2022-05-25,33.29999923706055
2022-05-26,34.540000915527344
2022-05-27,35.459999084472656
2022-05-31,35.5099983215332
2022-06-01,34.86000061035156
2022-06-02,34.41999816894531
2022-06-03,34.130001068115234
2022-06-06,34.08000183105469
2022-06-07,34.599998474121094
2022-06-08,34.060001373291016
2022-06-09,33.47999954223633
2022-06-10,32.38999938964844
2022-06-13,31.520000457763672
2022-06-14,32.029998779296875
2022-06-15,32.83000183105469
2022-06-16,32.279998779296875
2022-06-17,32.06999969482422
2022-06-21,32.560001373291016
2022-06-22,32.060001373291016
2022-06-23,32.06999969482422
2022-06-24,32.79999923706055
2022-06-27,33.040000915527344
2022-06-28,32.709999084472656
2022-06-29,32.63999938964844
2022-06-30,32.15999984741211
2022-07-01,33.06999969482422
2022-07-05,33.16999816894531
2022-07-06,33.15999984741211
2022-07-07,33.5
2022-07-08,33.2400016784668
2022-07-11,32.900001525878906
2022-07-12,33.220001220703125
2022-07-13,32.84000015258789
2022-07-14,32.5099983215332
2022-07-15,33.68000030517578
2022-07-18,33.22999954223633
2022-07-19,34.25
2022-07-20,34.7400016784668
2022-07-21,34.95000076293945
2022-07-22,35.15999984741211
2022-07-25,35.279998779296875
2022-07-26,34.099998474121094
2022-07-27,34.66999816894531
2022-07-28,34.880001068115234
2022-07-29,33.11000061035156
2022-08-01,33.439998626708984
2022-08-02,33.20000076293945
2022-08-03,33.56999969482422
2022-08-04,33.529998779296875
2022-08-05,33.33000183105469
2022-08-08,33.470001220703125
2022-08-09,33.7400016784668
2022-08-10,34.880001068115234
2022-08-11,36.43000030517578
2022-08-12,36.5
2022-08-15,36.380001068115234
2022-08-16,36.5
2022-08-17,36.16999816894531
2022-08-18,36.02000045776367
2022-08-19,35.68000030517578
2022-08-22,34.70000076293945
