Date,FFIN
2022-02-28,47.91999816894531
2022-03-01,45.68000030517578
2022-03-02,47.779998779296875
2022-03-03,47.540000915527344
2022-03-04,46.18000030517578
2022-03-07,44.849998474121094
2022-03-08,44.68000030517578
2022-03-09,46.0099983215332
2022-03-10,45.959999084472656
2022-03-11,46.119998931884766
2022-03-14,45.90999984741211
2022-03-15,45.369998931884766
2022-03-16,46.52000045776367
2022-03-17,46.099998474121094
2022-03-18,46.130001068115234
2022-03-21,45.400001525878906
2022-03-22,45.7400016784668
2022-03-23,44.369998931884766
2022-03-24,44.59000015258789
2022-03-25,45.36000061035156
2022-03-28,45.220001220703125
2022-03-29,46.209999084472656
2022-03-30,44.560001373291016
2022-03-31,44.119998931884766
2022-04-01,44.5
2022-04-04,44.369998931884766
2022-04-05,43.77000045776367
2022-04-06,43.529998779296875
2022-04-07,42.970001220703125
2022-04-08,42.58000183105469
2022-04-11,42.560001373291016
2022-04-12,42.130001068115234
2022-04-13,42.68000030517578
2022-04-14,41.79999923706055
2022-04-18,41.88999938964844
2022-04-19,43.130001068115234
2022-04-20,42.97999954223633
2022-04-21,42.060001373291016
2022-04-22,41.599998474121094
2022-04-25,41.33000183105469
2022-04-26,40.529998779296875
2022-04-27,40.41999816894531
2022-04-28,40.709999084472656
2022-04-29,39.97999954223633
2022-05-02,40.7599983215332
2022-05-03,41.099998474121094
2022-05-04,42.54999923706055
2022-05-05,41.560001373291016
2022-05-06,41.369998931884766
2022-05-09,41.27000045776367
2022-05-10,40.650001525878906
2022-05-11,40.150001525878906
2022-05-12,40.810001373291016
2022-05-13,40.88999938964844
2022-05-16,40.369998931884766
2022-05-17,41.560001373291016
2022-05-18,40.68000030517578
2022-05-19,39.9900016784668
2022-05-20,39.810001373291016
2022-05-23,40.650001525878906
2022-05-24,40.16999816894531
2022-05-25,40.56999969482422
2022-05-26,41.209999084472656
2022-05-27,41.61000061035156
2022-05-31,41.2400016784668
2022-06-01,40.959999084472656
2022-06-02,41.970001220703125
2022-06-03,41.29999923706055
2022-06-06,41.27000045776367
2022-06-07,41.43000030517578
2022-06-08,41.0
2022-06-09,39.72999954223633
2022-06-10,38.72999954223633
2022-06-13,38.709999084472656
2022-06-14,38.689998626708984
2022-06-15,38.619998931884766
2022-06-16,37.689998626708984
2022-06-17,38.2599983215332
2022-06-21,38.619998931884766
2022-06-22,38.7599983215332
2022-06-23,38.56999969482422
2022-06-24,40.04999923706055
2022-06-27,40.04999923706055
2022-06-28,39.790000915527344
2022-06-29,39.38999938964844
2022-06-30,39.27000045776367
2022-07-01,39.93000030517578
2022-07-05,40.41999816894531
2022-07-06,40.5099983215332
2022-07-07,40.93000030517578
2022-07-08,40.79999923706055
2022-07-11,40.439998626708984
2022-07-12,40.310001373291016
2022-07-13,39.43000030517578
2022-07-14,39.20000076293945
2022-07-15,40.25
2022-07-18,40.029998779296875
2022-07-19,41.029998779296875
2022-07-20,41.310001373291016
2022-07-21,41.630001068115234
2022-07-22,42.599998474121094
2022-07-25,43.18000030517578
2022-07-26,43.16999816894531
2022-07-27,43.33000183105469
2022-07-28,43.61000061035156
2022-07-29,44.18000030517578
2022-08-01,44.529998779296875
2022-08-02,44.06999969482422
2022-08-03,44.66999816894531
2022-08-04,44.27000045776367
2022-08-05,44.650001525878906
2022-08-08,44.47999954223633
2022-08-09,44.540000915527344
2022-08-10,45.02000045776367
2022-08-11,45.310001373291016
2022-08-12,45.959999084472656
2022-08-15,46.56999969482422
