Date,ENTG
2022-02-28,130.47999572753906
2022-03-01,123.04000091552734
2022-03-02,126.0
2022-03-03,122.77999877929688
2022-03-04,116.30999755859375
2022-03-07,114.98999786376953
2022-03-08,119.69000244140625
2022-03-09,125.33000183105469
2022-03-10,123.7300033569336
2022-03-11,120.7699966430664
2022-03-14,119.75
2022-03-15,124.16999816894531
2022-03-16,133.85000610351562
2022-03-17,134.85000610351562
2022-03-18,134.83999633789062
2022-03-21,135.0
2022-03-22,134.75999450683594
2022-03-23,132.30999755859375
2022-03-24,136.27000427246094
2022-03-25,136.88999938964844
2022-03-28,137.52000427246094
2022-03-29,140.8300018310547
2022-03-30,135.44000244140625
2022-03-31,131.25999450683594
2022-04-01,125.12999725341797
2022-04-04,124.5
2022-04-05,117.3499984741211
2022-04-06,112.9800033569336
2022-04-07,114.73999786376953
2022-04-08,109.31999969482422
2022-04-11,107.9000015258789
2022-04-12,110.30999755859375
2022-04-13,113.69999694824219
2022-04-14,110.11000061035156
2022-04-18,112.66000366210938
2022-04-19,116.5999984741211
2022-04-20,118.68000030517578
2022-04-21,115.5999984741211
2022-04-22,112.66999816894531
2022-04-25,114.58999633789062
2022-04-26,109.77999877929688
2022-04-27,108.22000122070312
2022-04-28,114.94999694824219
2022-04-29,111.38999938964844
2022-05-02,115.80000305175781
2022-05-03,116.51000213623047
2022-05-04,120.54000091552734
2022-05-05,114.5999984741211
2022-05-06,115.05999755859375
2022-05-09,105.5
2022-05-10,105.97000122070312
2022-05-11,101.51000213623047
2022-05-12,103.30000305175781
2022-05-13,109.23999786376953
2022-05-16,107.01000213623047
2022-05-17,112.30000305175781
2022-05-18,105.30000305175781
2022-05-19,105.5199966430664
2022-05-20,106.12000274658203
2022-05-23,106.63999938964844
2022-05-24,101.27999877929688
2022-05-25,102.4000015258789
2022-05-26,108.08000183105469
2022-05-27,112.86000061035156
2022-05-31,110.95999908447266
2022-06-01,109.83000183105469
2022-06-02,115.43000030517578
2022-06-03,111.68000030517578
2022-06-06,111.41999816894531
2022-06-07,112.68000030517578
2022-06-08,111.55000305175781
2022-06-09,107.86000061035156
2022-06-10,103.9000015258789
2022-06-13,97.98999786376953
2022-06-14,98.76000213623047
2022-06-15,101.75
2022-06-16,92.7300033569336
2022-06-17,92.0
2022-06-21,95.7699966430664
2022-06-22,95.6500015258789
2022-06-23,93.72000122070312
2022-06-24,103.9000015258789
2022-06-27,104.62000274658203
2022-06-28,103.44999694824219
2022-06-29,93.88999938964844
2022-06-30,92.12999725341797
2022-07-01,88.37999725341797
2022-07-05,90.75
2022-07-06,92.22000122070312
2022-07-07,92.77999877929688
2022-07-08,91.48999786376953
2022-07-11,91.01000213623047
2022-07-12,92.30000305175781
2022-07-13,92.88999938964844
2022-07-14,94.5
2022-07-15,96.30999755859375
2022-07-18,95.18000030517578
2022-07-19,99.3499984741211
2022-07-20,102.7699966430664
2022-07-21,105.20999908447266
2022-07-22,102.2699966430664
2022-07-25,101.19000244140625
2022-07-26,100.31999969482422
2022-07-27,105.72000122070312
2022-07-28,107.12999725341797
2022-07-29,109.9000015258789
2022-08-01,110.27999877929688
2022-08-02,104.80000305175781
2022-08-03,104.73999786376953
2022-08-04,106.12999725341797
2022-08-05,105.73999786376953
2022-08-08,103.45999908447266
2022-08-09,96.79000091552734
2022-08-10,103.30000305175781
2022-08-11,101.72000122070312
2022-08-12,104.52999877929688
2022-08-15,105.38999938964844
2022-08-16,105.06999969482422
2022-08-17,103.41000366210938
2022-08-18,105.47000122070312
2022-08-19,102.9000015258789
2022-08-22,99.0199966430664
2022-08-23,101.08999633789062
2022-08-24,100.93000030517578
2022-08-25,106.69999694824219
2022-08-26,100.11000061035156
2022-08-29,96.30999755859375
2022-08-30,95.86000061035156
2022-08-31,94.87999725341797
2022-09-01,92.66000366210938
2022-09-02,92.08000183105469
2022-09-06,93.08000183105469
2022-09-07,96.91000366210938
2022-09-08,100.61000061035156
2022-09-09,103.30999755859375
2022-09-12,102.83000183105469
2022-09-13,95.38999938964844
2022-09-14,95.1500015258789
2022-09-15,93.16999816894531
2022-09-16,92.80000305175781
2022-09-19,94.33000183105469
2022-09-20,92.12999725341797
2022-09-21,91.44000244140625
2022-09-22,87.08999633789062
2022-09-23,87.2300033569336
2022-09-26,84.1500015258789
2022-09-27,84.83000183105469
2022-09-28,89.13999938964844
2022-09-29,87.8499984741211
2022-09-30,83.0199966430664
2022-10-03,86.5
2022-10-04,89.69999694824219
2022-10-05,90.31999969482422
2022-10-06,88.19000244140625
2022-10-07,82.13999938964844
2022-10-10,80.38999938964844
2022-10-11,77.7300033569336
2022-10-12,76.19999694824219
2022-10-13,78.47000122070312
2022-10-14,73.79000091552734
2022-10-17,75.47000122070312
2022-10-18,76.62999725341797
2022-10-19,76.5
2022-10-20,75.91000366210938
2022-10-21,77.27999877929688
2022-10-24,77.25
2022-10-25,79.73999786376953
2022-10-26,80.2699966430664
2022-10-27,78.80000305175781
2022-10-28,80.88999938964844
2022-10-31,79.33999633789062
2022-11-01,80.36000061035156
2022-11-02,63.5099983215332
2022-11-03,63.470001220703125
2022-11-04,63.939998626708984
2022-11-07,66.19999694824219
2022-11-08,68.25
2022-11-09,64.83999633789062
2022-11-10,74.72000122070312
2022-11-11,76.55000305175781
2022-11-14,75.26000213623047
2022-11-15,80.29000091552734
2022-11-16,72.83000183105469
2022-11-17,71.63999938964844
2022-11-18,73.33999633789062
2022-11-21,71.0199966430664
2022-11-22,73.33999633789062
2022-11-23,75.20999908447266
2022-11-25,75.79000091552734
2022-11-28,72.25
2022-11-29,72.38999938964844
2022-11-30,77.29000091552734
2022-12-01,76.45999908447266
2022-12-02,75.80999755859375
2022-12-05,74.87000274658203
2022-12-06,69.5999984741211
2022-12-07,69.37999725341797
2022-12-08,71.72000122070312
2022-12-09,69.83000183105469
2022-12-12,72.69000244140625
2022-12-13,74.11000061035156
2022-12-14,73.08999633789062
2022-12-15,67.83999633789062
2022-12-16,66.31999969482422
2022-12-19,64.41000366210938
2022-12-20,64.62000274658203
2022-12-21,66.77999877929688
2022-12-22,64.5
2022-12-23,65.48999786376953
2022-12-27,64.33999633789062
2022-12-28,62.709999084472656
2022-12-29,65.44000244140625
2022-12-30,65.58999633789062
2023-01-03,64.12999725341797
2023-01-04,67.27999877929688
2023-01-05,66.70999908447266
2023-01-06,70.33000183105469
2023-01-09,74.12999725341797
2023-01-10,76.44000244140625
2023-01-11,79.0999984741211
2023-01-12,79.30999755859375
2023-01-13,79.5999984741211
2023-01-17,79.66999816894531
2023-01-18,79.47000122070312
2023-01-19,75.54000091552734
2023-01-20,78.5
2023-01-23,84.33000183105469
2023-01-24,79.33999633789062
2023-01-25,79.36000061035156
2023-01-26,81.7300033569336
2023-01-27,80.81999969482422
2023-01-30,77.30999755859375
2023-01-31,80.70999908447266
2023-02-01,85.06999969482422
2023-02-02,87.93000030517578
2023-02-03,84.58000183105469
2023-02-06,82.13999938964844
