Date,ADBE
2022-02-28,467.67999267578125
2022-03-01,466.67999267578125
2022-03-02,471.17999267578125
2022-03-03,459.0799865722656
2022-03-04,452.1300048828125
2022-03-07,437.9700012207031
2022-03-08,431.5299987792969
2022-03-09,450.8699951171875
2022-03-10,438.95001220703125
2022-03-11,416.3800048828125
2022-03-14,411.5
2022-03-15,421.6600036621094
2022-03-16,442.3599853515625
2022-03-17,444.3599853515625
2022-03-18,453.3299865722656
2022-03-21,453.5899963378906
2022-03-22,466.45001220703125
2022-03-23,422.8999938964844
2022-03-24,432.1400146484375
2022-03-25,431.6199951171875
2022-03-28,450.010009765625
2022-03-29,466.3299865722656
2022-03-30,460.05999755859375
2022-03-31,455.6199951171875
2022-04-01,458.19000244140625
2022-04-04,468.80999755859375
2022-04-05,458.5799865722656
2022-04-06,444.3299865722656
2022-04-07,452.7200012207031
2022-04-08,445.3399963378906
2022-04-11,434.44000244140625
2022-04-12,426.7699890136719
2022-04-13,431.6700134277344
2022-04-14,420.44000244140625
2022-04-18,425.4700012207031
2022-04-19,436.3999938964844
2022-04-20,428.1099853515625
2022-04-21,417.4800109863281
2022-04-22,408.6700134277344
2022-04-25,413.95001220703125
2022-04-26,399.1199951171875
2022-04-27,397.8999938964844
2022-04-28,410.5299987792969
2022-04-29,395.95001220703125
2022-05-02,407.2900085449219
2022-05-03,407.5799865722656
2022-05-04,423.3500061035156
2022-05-05,400.510009765625
2022-05-06,391.010009765625
2022-05-09,376.9100036621094
2022-05-10,393.0299987792969
2022-05-11,379.3299865722656
2022-05-12,388.489990234375
2022-05-13,405.45001220703125
2022-05-16,402.8599853515625
2022-05-17,409.6499938964844
2022-05-18,397.8800048828125
2022-05-19,394.3800048828125
2022-05-20,399.0899963378906
2022-05-23,406.760009765625
2022-05-24,398.4100036621094
2022-05-25,402.5
2022-05-26,408.6000061035156
2022-05-27,428.2200012207031
2022-05-31,416.4800109863281
2022-06-01,418.1600036621094
2022-06-02,441.2799987792969
2022-06-03,429.760009765625
2022-06-06,429.4599914550781
2022-06-07,433.4200134277344
2022-06-08,428.8399963378906
2022-06-09,426.4200134277344
2022-06-10,393.8399963378906
2022-06-13,371.6499938964844
2022-06-14,370.82000732421875
2022-06-15,376.9200134277344
2022-06-16,365.0799865722656
2022-06-17,360.7900085449219
2022-06-21,362.989990234375
2022-06-22,365.3299865722656
2022-06-23,376.6400146484375
2022-06-24,387.7200012207031
2022-06-27,381.07000732421875
2022-06-28,365.6300048828125
2022-06-29,368.5
2022-06-30,366.05999755859375
2022-07-01,368.4800109863281
2022-07-05,376.489990234375
2022-07-06,382.8299865722656
2022-07-07,390.8900146484375
2022-07-08,389.44000244140625
2022-07-11,384.1600036621094
2022-07-12,375.5400085449219
2022-07-13,371.94000244140625
2022-07-14,372.9599914550781
2022-07-15,379.8599853515625
2022-07-18,375.2300109863281
2022-07-19,387.8299865722656
2022-07-20,401.489990234375
2022-07-21,408.9100036621094
2022-07-22,401.8999938964844
2022-07-25,391.9599914550781
2022-07-26,379.260009765625
2022-07-27,392.7799987792969
2022-07-28,403.5
2022-07-29,410.1199951171875
2022-08-01,411.0899963378906
2022-08-02,409.9599914550781
2022-08-03,424.5400085449219
2022-08-04,430.5899963378906
2022-08-05,433.42999267578125
2022-08-08,434.3399963378906
2022-08-09,426.57000732421875
2022-08-10,438.3999938964844
2022-08-11,434.8900146484375
2022-08-12,445.6700134277344
2022-08-15,451.0199890136719
2022-08-16,447.55999755859375
2022-08-17,437.82000732421875
2022-08-18,439.0299987792969
2022-08-19,425.05999755859375
2022-08-22,411.3500061035156
2022-08-23,410.4100036621094
2022-08-24,405.6499938964844
2022-08-25,403.92999267578125
2022-08-26,381.0199890136719
2022-08-29,375.260009765625
2022-08-30,375.07000732421875
2022-08-31,373.44000244140625
2022-09-01,370.5299987792969
2022-09-02,368.1400146484375
2022-09-06,368.29998779296875
2022-09-07,379.7200012207031
2022-09-08,383.6300048828125
2022-09-09,394.7799987792969
2022-09-12,396.3599853515625
2022-09-13,368.3900146484375
2022-09-14,371.5199890136719
2022-09-15,309.1300048828125
2022-09-16,299.5
2022-09-19,296.05999755859375
2022-09-20,291.05999755859375
2022-09-21,286.29998779296875
2022-09-22,287.05999755859375
2022-09-23,284.55999755859375
2022-09-26,276.9599914550781
2022-09-27,277.57000732421875
2022-09-28,281.3999938964844
2022-09-29,278.25
2022-09-30,275.20001220703125
2022-10-03,285.239990234375
2022-10-04,294.9700012207031
2022-10-05,297.3800048828125
2022-10-06,298.4100036621094
2022-10-07,288.7699890136719
2022-10-10,285.7200012207031
2022-10-11,284.8299865722656
2022-10-12,286.1499938964844
2022-10-13,294.739990234375
2022-10-14,287.94000244140625
2022-10-17,293.5
2022-10-18,292.9800109863281
2022-10-19,299.8299865722656
2022-10-20,302.3800048828125
2022-10-21,306.3699951171875
2022-10-24,316.2200012207031
2022-10-25,323.7900085449219
2022-10-26,320.4800109863281
2022-10-27,318.6499938964844
2022-10-28,325.67999267578125
2022-10-31,318.5
2022-11-01,316.0199890136719
2022-11-02,301.2200012207031
2022-11-03,285.92999267578125
2022-11-04,285.75
2022-11-07,299.5400085449219
2022-11-08,302.1700134277344
2022-11-09,298.8699951171875
2022-11-10,329.95001220703125
2022-11-11,341.1499938964844
2022-11-14,340.3699951171875
2022-11-15,345.9599914550781
2022-11-16,338.4100036621094
2022-11-17,337.8299865722656
2022-11-18,330.8599853515625
2022-11-21,321.489990234375
2022-11-22,330.8800048828125
2022-11-23,335.7799987792969
2022-11-25,334.29998779296875
2022-11-28,328.9700012207031
2022-11-29,326.7799987792969
2022-11-30,344.92999267578125
2022-12-01,344.1099853515625
2022-12-02,341.5299987792969
2022-12-05,334.0899963378906
2022-12-06,331.1499938964844
2022-12-07,326.67999267578125
2022-12-08,332.5799865722656
2022-12-09,330.6400146484375
2022-12-12,338.1700134277344
2022-12-13,342.4599914550781
2022-12-14,339.9200134277344
2022-12-15,328.7099914550781
2022-12-16,338.5400085449219
2022-12-19,328.760009765625
2022-12-20,338.2200012207031
2022-12-21,341.3800048828125
2022-12-22,336.5199890136719
2022-12-23,338.45001220703125
2022-12-27,335.0899963378906
2022-12-28,328.3299865722656
2022-12-29,337.5799865722656
2022-12-30,336.5299987792969
2023-01-03,336.9200134277344
2023-01-04,341.4100036621094
2023-01-05,328.44000244140625
2023-01-06,332.75
2023-01-09,341.9800109863281
2023-01-10,338.70001220703125
2023-01-11,342.92999267578125
2023-01-12,344.5400085449219
2023-01-13,344.3800048828125
2023-01-17,344.3800048828125
2023-01-18,341.30999755859375
2023-01-19,342.5299987792969
2023-01-20,356.3800048828125
2023-01-23,364.9800109863281
2023-01-24,361.32000732421875
2023-01-25,358.1700134277344
2023-01-26,365.82000732421875
2023-01-27,370.7099914550781
2023-01-30,363.4200134277344
2023-01-31,370.3399963378906
2023-02-01,383.9200134277344
2023-02-02,392.2300109863281
2023-02-03,379.3299865722656
2023-02-06,375.2300109863281
2023-02-07,383.82000732421875
2023-02-08,378.3599853515625
2023-02-09,375.80999755859375
2023-02-10,370.989990234375
2023-02-13,375.0
2023-02-14,377.8999938964844
2023-02-15,375.94000244140625
2023-02-16,365.1600036621094
