Date,RNA
2022-02-28,16.959999084472656
2022-03-01,16.350000381469727
2022-03-02,17.110000610351562
2022-03-03,16.100000381469727
2022-03-04,15.869999885559082
2022-03-07,16.6200008392334
2022-03-08,16.56999969482422
2022-03-09,18.100000381469727
2022-03-10,17.850000381469727
2022-03-11,17.530000686645508
2022-03-14,16.030000686645508
2022-03-15,16.020000457763672
2022-03-16,16.8799991607666
2022-03-17,17.56999969482422
2022-03-18,18.479999542236328
2022-03-21,17.579999923706055
2022-03-22,18.1299991607666
2022-03-23,17.639999389648438
2022-03-24,18.1299991607666
2022-03-25,17.309999465942383
2022-03-28,17.329999923706055
2022-03-29,18.559999465942383
2022-03-30,18.049999237060547
2022-03-31,18.469999313354492
2022-04-01,20.010000228881836
2022-04-04,20.5
2022-04-05,19.889999389648438
2022-04-06,20.0
2022-04-07,19.93000030517578
2022-04-08,19.739999771118164
2022-04-11,18.709999084472656
2022-04-12,18.6200008392334
2022-04-13,19.190000534057617
2022-04-14,18.219999313354492
2022-04-18,17.68000030517578
2022-04-19,18.280000686645508
2022-04-20,18.010000228881836
2022-04-21,17.049999237060547
2022-04-22,16.670000076293945
2022-04-25,17.59000015258789
2022-04-26,15.869999885559082
2022-04-27,14.579999923706055
2022-04-28,14.420000076293945
2022-04-29,14.300000190734863
2022-05-02,15.100000381469727
2022-05-03,15.029999732971191
2022-05-04,15.4399995803833
2022-05-05,14.289999961853027
2022-05-06,13.579999923706055
2022-05-09,12.34000015258789
2022-05-10,12.199999809265137
2022-05-11,11.180000305175781
2022-05-12,12.300000190734863
2022-05-13,12.949999809265137
2022-05-16,13.600000381469727
2022-05-17,14.9399995803833
2022-05-18,12.869999885559082
2022-05-19,12.649999618530273
2022-05-20,12.949999809265137
2022-05-23,13.239999771118164
2022-05-24,12.630000114440918
2022-05-25,12.75
2022-05-26,13.40999984741211
2022-05-27,14.630000114440918
2022-05-31,13.930000305175781
2022-06-01,12.520000457763672
2022-06-02,12.770000457763672
2022-06-03,13.109999656677246
2022-06-06,12.649999618530273
2022-06-07,13.609999656677246
2022-06-08,13.65999984741211
2022-06-09,13.6899995803833
2022-06-10,12.6899995803833
2022-06-13,12.050000190734863
2022-06-14,11.8100004196167
2022-06-15,12.029999732971191
2022-06-16,11.90999984741211
2022-06-17,12.84000015258789
2022-06-21,13.6899995803833
2022-06-22,15.15999984741211
2022-06-23,15.270000457763672
2022-06-24,14.220000267028809
2022-06-27,14.550000190734863
2022-06-28,14.149999618530273
2022-06-29,14.300000190734863
2022-06-30,14.529999732971191
2022-07-01,15.460000038146973
2022-07-05,17.09000015258789
2022-07-06,16.850000381469727
2022-07-07,17.440000534057617
2022-07-08,17.06999969482422
2022-07-11,16.329999923706055
2022-07-12,17.579999923706055
2022-07-13,18.09000015258789
2022-07-14,17.1299991607666
2022-07-15,17.530000686645508
2022-07-18,16.649999618530273
2022-07-19,17.760000228881836
2022-07-20,18.649999618530273
2022-07-21,18.209999084472656
2022-07-22,16.559999465942383
2022-07-25,16.790000915527344
2022-07-26,17.049999237060547
2022-07-27,16.90999984741211
2022-07-28,16.579999923706055
2022-07-29,16.290000915527344
2022-08-01,15.619999885559082
2022-08-02,16.549999237060547
2022-08-03,17.450000762939453
2022-08-04,18.3799991607666
2022-08-05,18.989999771118164
2022-08-08,19.540000915527344
2022-08-09,19.31999969482422
2022-08-10,19.56999969482422
2022-08-11,19.020000457763672
2022-08-12,21.950000762939453
2022-08-15,22.209999084472656
2022-08-16,21.889999389648438
2022-08-17,21.049999237060547
2022-08-18,21.40999984741211
2022-08-19,20.940000534057617
2022-08-22,20.6299991607666
2022-08-23,21.979999542236328
2022-08-24,23.020000457763672
2022-08-25,23.43000030517578
2022-08-26,21.940000534057617
2022-08-29,21.75
2022-08-30,19.1299991607666
2022-08-31,19.6200008392334
2022-09-01,21.18000030517578
2022-09-02,21.260000228881836
2022-09-06,20.389999389648438
2022-09-07,22.43000030517578
2022-09-08,22.600000381469727
2022-09-09,20.8700008392334
2022-09-12,21.239999771118164
2022-09-13,19.809999465942383
2022-09-14,19.770000457763672
2022-09-15,21.200000762939453
2022-09-16,20.829999923706055
2022-09-19,20.65999984741211
2022-09-20,21.209999084472656
2022-09-21,20.34000015258789
2022-09-22,20.030000686645508
2022-09-23,18.540000915527344
2022-09-26,18.75
2022-09-27,16.700000762939453
2022-09-28,16.110000610351562
2022-09-29,16.719999313354492
2022-09-30,16.329999923706055
2022-10-03,15.609999656677246
2022-10-04,16.329999923706055
2022-10-05,15.930000305175781
2022-10-06,16.459999084472656
2022-10-07,16.3799991607666
2022-10-10,16.040000915527344
2022-10-11,16.149999618530273
2022-10-12,16.43000030517578
2022-10-13,16.530000686645508
2022-10-14,16.40999984741211
2022-10-17,16.719999313354492
2022-10-18,15.989999771118164
2022-10-19,15.210000038146973
2022-10-20,14.449999809265137
2022-10-21,14.229999542236328
2022-10-24,14.039999961853027
2022-10-25,14.09000015258789
2022-10-26,14.520000457763672
2022-10-27,14.149999618530273
2022-10-28,14.539999961853027
2022-10-31,14.279999732971191
2022-11-01,14.170000076293945
2022-11-02,14.180000305175781
2022-11-03,14.0
2022-11-04,13.5600004196167
2022-11-07,13.25
2022-11-08,13.600000381469727
2022-11-09,14.0
2022-11-10,14.3100004196167
2022-11-11,14.84000015258789
2022-11-14,14.8100004196167
2022-11-15,14.300000190734863
2022-11-16,12.680000305175781
2022-11-17,12.149999618530273
2022-11-18,12.130000114440918
2022-11-21,12.489999771118164
2022-11-22,11.960000038146973
2022-11-23,12.140000343322754
2022-11-25,12.529999732971191
2022-11-28,12.100000381469727
2022-11-29,11.550000190734863
2022-11-30,11.640000343322754
2022-12-01,11.109999656677246
2022-12-02,11.630000114440918
2022-12-05,11.180000305175781
2022-12-06,10.0600004196167
2022-12-07,10.4399995803833
2022-12-08,11.34000015258789
2022-12-09,10.90999984741211
2022-12-12,11.5
2022-12-13,10.979999542236328
2022-12-14,17.049999237060547
2022-12-15,18.149999618530273
2022-12-16,18.420000076293945
2022-12-19,18.270000457763672
2022-12-20,19.350000381469727
2022-12-21,20.34000015258789
2022-12-22,21.43000030517578
2022-12-23,20.899999618530273
2022-12-27,20.530000686645508
2022-12-28,20.010000228881836
2022-12-29,22.65999984741211
2022-12-30,22.190000534057617
2023-01-03,20.25
2023-01-04,19.700000762939453
2023-01-05,19.399999618530273
2023-01-06,19.829999923706055
2023-01-09,18.6299991607666
2023-01-10,18.780000686645508
2023-01-11,20.110000610351562
2023-01-12,22.020000457763672
2023-01-13,22.649999618530273
2023-01-17,22.0
2023-01-18,21.729999542236328
2023-01-19,21.420000076293945
2023-01-20,22.469999313354492
2023-01-23,22.1200008392334
2023-01-24,23.290000915527344
2023-01-25,22.84000015258789
2023-01-26,22.459999084472656
2023-01-27,23.469999313354492
2023-01-30,22.770000457763672
2023-01-31,23.700000762939453
2023-02-01,23.93000030517578
2023-02-02,24.239999771118164
2023-02-03,24.170000076293945
2023-02-06,24.299999237060547
2023-02-07,25.5
2023-02-08,24.649999618530273
