Date,CORZ
2024-01-24,3.440000057220459
2024-01-25,3.2100000381469727
2024-01-26,3.4600000381469727
2024-01-29,3.450000047683716
2024-01-30,3.1500000953674316
2024-01-31,2.940000057220459
2024-02-01,2.6700000762939453
2024-02-02,2.9800000190734863
2024-02-05,3.140000104904175
2024-02-06,3.2699999809265137
2024-02-07,3.430000066757202
2024-02-08,3.5999999046325684
2024-02-09,3.75
2024-02-12,4.039999961853027
2024-02-13,3.6700000762939453
2024-02-14,3.799999952316284
2024-02-15,3.619999885559082
2024-02-16,3.7300000190734863
2024-02-20,3.5450000762939453
2024-02-21,3.240000009536743
2024-02-22,3.234999895095825
2024-02-23,3.140000104904175
2024-02-26,3.3399999141693115
2024-02-27,3.690000057220459
2024-02-28,3.8299999237060547
2024-02-29,3.759999990463257
2024-03-01,3.75
2024-03-04,4.0
2024-03-05,3.640000104904175
2024-03-06,3.8399999141693115
2024-03-07,4.039999961853027
2024-03-08,4.03000020980835
2024-03-11,3.7100000381469727
2024-03-12,3.5399999618530273
2024-03-13,3.319999933242798
2024-03-14,3.049999952316284
2024-03-15,3.4200000762939453
2024-03-18,3.2200000286102295
2024-03-19,3.0799999237060547
2024-03-20,3.3399999141693115
2024-03-21,3.4700000286102295
2024-03-22,3.390000104904175
2024-03-25,3.380000114440918
2024-03-26,3.240000009536743
2024-03-27,3.369999885559082
2024-03-28,3.5399999618530273
2024-04-01,3.5299999713897705
2024-04-02,3.369999885559082
2024-04-03,3.4600000381469727
2024-04-04,3.490000009536743
2024-04-05,3.450000047683716
2024-04-08,3.380000114440918
2024-04-09,3.1700000762939453
2024-04-10,3.130000114440918
2024-04-11,3.0
2024-04-12,3.009999990463257
2024-04-15,2.8299999237060547
2024-04-16,2.7200000286102295
2024-04-17,2.700000047683716
2024-04-18,2.880000114440918
2024-04-19,3.0999999046325684
2024-04-22,3.2699999809265137
2024-04-23,3.5
2024-04-24,3.4200000762939453
2024-04-25,3.4600000381469727
2024-04-26,3.4800000190734863
2024-04-29,3.1700000762939453
2024-04-30,2.930000066757202
2024-05-01,3.0
2024-05-02,3.200000047683716
2024-05-03,3.3499999046325684
2024-05-06,3.430000066757202
2024-05-07,3.380000114440918
2024-05-08,3.4800000190734863
2024-05-09,3.9000000953674316
2024-05-10,3.640000104904175
2024-05-13,3.634999990463257
2024-05-14,3.5799999237060547
2024-05-15,3.8299999237060547
2024-05-16,3.700000047683716
2024-05-17,3.694999933242798
2024-05-20,3.9200000762939453
2024-05-21,4.039999961853027
2024-05-22,4.150000095367432
2024-05-23,4.170000076293945
2024-05-24,4.820000171661377
2024-05-28,4.960000038146973
2024-05-29,5.230000019073486
2024-05-30,4.889999866485596
2024-05-31,4.75
2024-06-03,4.869999885559082
2024-06-04,6.829999923706055
2024-06-05,7.150000095367432
2024-06-06,7.849999904632568
2024-06-07,7.78000020980835
2024-06-10,8.210000038146973
2024-06-11,8.710000038146973
2024-06-12,9.569999694824219
2024-06-13,9.850000381469727
2024-06-14,10.329999923706055
2024-06-17,9.6899995803833
2024-06-18,8.90999984741211
2024-06-20,9.09000015258789
2024-06-21,8.970000267028809
2024-06-24,8.729999542236328
2024-06-25,9.270000457763672
2024-06-26,9.949999809265137
2024-06-27,9.550000190734863
2024-06-28,9.300000190734863
2024-07-01,9.850000381469727
2024-07-02,10.260000228881836
2024-07-03,10.119999885559082
2024-07-05,10.289999961853027
2024-07-08,10.359999656677246
2024-07-09,9.5600004196167
2024-07-10,9.770000457763672
2024-07-11,9.710000038146973
2024-07-12,10.100000381469727
2024-07-15,11.010000228881836
2024-07-16,11.699999809265137
2024-07-17,11.21500015258789
2024-07-18,10.15999984741211
2024-07-19,10.390000343322754
2024-07-22,11.050000190734863
2024-07-23,10.920000076293945
2024-07-24,10.109999656677246
2024-07-25,9.40999984741211
2024-07-26,10.210000038146973
2024-07-29,9.5600004196167
2024-07-30,9.220000267028809
2024-07-31,9.75
2024-08-01,9.460000038146973
2024-08-02,8.890000343322754
2024-08-05,8.220000267028809
2024-08-06,9.710000038146973
2024-08-07,9.819999694824219
2024-08-08,10.140000343322754
2024-08-09,9.699999809265137
2024-08-12,9.470000267028809
2024-08-13,8.460000038146973
2024-08-14,8.800000190734863
2024-08-15,9.260000228881836
2024-08-16,10.09000015258789
2024-08-19,10.390000343322754
2024-08-20,10.140000343322754
2024-08-21,10.539999961853027
2024-08-22,9.880000114440918
2024-08-23,10.760000228881836
2024-08-26,10.850000381469727
2024-08-27,10.420000076293945
2024-08-28,10.130000114440918
2024-08-29,10.229999542236328
2024-08-30,10.319999694824219
2024-09-03,9.399999618530273
2024-09-04,9.869999885559082
2024-09-05,10.239999771118164
2024-09-06,9.319999694824219
2024-09-09,10.0
2024-09-10,10.010000228881836
2024-09-11,9.970000267028809
2024-09-12,10.390000343322754
2024-09-13,11.180000305175781
2024-09-16,11.180000305175781
2024-09-17,11.479999542236328
2024-09-18,12.029999732971191
2024-09-19,11.609999656677246
2024-09-20,11.979999542236328
2024-09-23,12.489999771118164
2024-09-24,12.890000343322754
2024-09-25,12.350000381469727
2024-09-26,12.380000114440918
2024-09-27,12.15999984741211
2024-09-30,11.859999656677246
2024-10-01,11.760000228881836
2024-10-02,12.0
2024-10-03,12.020000457763672
2024-10-04,12.1899995803833
2024-10-07,12.369999885559082
2024-10-08,12.210000038146973
2024-10-09,12.010000228881836
2024-10-10,11.970000267028809
2024-10-11,13.220000267028809
2024-10-14,12.970000267028809
2024-10-15,12.970000267028809
2024-10-16,13.25
2024-10-17,13.010000228881836
2024-10-18,12.8100004196167
2024-10-21,12.829999923706055
2024-10-22,13.720000267028809
2024-10-23,13.520000457763672
2024-10-24,13.680000305175781
2024-10-25,13.369999885559082
2024-10-28,14.199999809265137
2024-10-29,14.300000190734863
2024-10-30,13.779999732971191
2024-10-31,13.289999961853027
2024-11-01,13.029999732971191
2024-11-04,12.600000381469727
2024-11-05,13.020000457763672
2024-11-06,14.329999923706055
2024-11-07,16.459999084472656
2024-11-08,16.959999084472656
2024-11-11,17.469999313354492
2024-11-12,17.059999465942383
2024-11-13,16.1299991607666
2024-11-14,15.4399995803833
2024-11-15,15.829999923706055
2024-11-18,15.600000381469727
2024-11-19,16.469999313354492
2024-11-20,17.260000228881836
2024-11-21,17.549999237060547
