Date,CLBT
2022-02-28,7.099999904632568
2022-03-01,7.420000076293945
2022-03-02,7.599999904632568
2022-03-03,7.53000020980835
2022-03-04,6.789999961853027
2022-03-07,6.289999961853027
2022-03-08,6.480000019073486
2022-03-09,6.460000038146973
2022-03-10,6.239999771118164
2022-03-11,5.980000019073486
2022-03-14,6.010000228881836
2022-03-15,6.230000019073486
2022-03-16,6.300000190734863
2022-03-17,6.46999979019165
2022-03-18,6.5
2022-03-21,7.210000038146973
2022-03-22,7.300000190734863
2022-03-23,7.320000171661377
2022-03-24,7.179999828338623
2022-03-25,6.659999847412109
2022-03-28,6.309999942779541
2022-03-29,6.320000171661377
2022-03-30,6.460000038146973
2022-03-31,6.400000095367432
2022-04-01,6.550000190734863
2022-04-04,7.190000057220459
2022-04-05,7.099999904632568
2022-04-06,6.110000133514404
2022-04-07,5.78000020980835
2022-04-08,5.900000095367432
2022-04-11,5.889999866485596
2022-04-12,5.739999771118164
2022-04-13,5.920000076293945
2022-04-14,5.690000057220459
2022-04-18,5.5
2022-04-19,5.480000019073486
2022-04-20,5.340000152587891
2022-04-21,5.599999904632568
2022-04-22,5.119999885559082
2022-04-25,5.21999979019165
2022-04-26,5.059999942779541
2022-04-27,4.980000019073486
2022-04-28,5.170000076293945
2022-04-29,5.349999904632568
2022-05-02,5.400000095367432
2022-05-03,5.190000057220459
2022-05-04,5.449999809265137
2022-05-05,5.25
2022-05-06,5.059999942779541
2022-05-09,4.989999771118164
2022-05-10,4.809999942779541
2022-05-11,4.730000019073486
2022-05-12,4.650000095367432
2022-05-13,5.159999847412109
2022-05-16,4.619999885559082
2022-05-17,4.71999979019165
2022-05-18,4.690000057220459
2022-05-19,4.699999809265137
2022-05-20,4.539999961853027
2022-05-23,4.489999771118164
2022-05-24,4.619999885559082
2022-05-25,4.559999942779541
2022-05-26,4.789999961853027
2022-05-27,4.989999771118164
2022-05-31,4.820000171661377
2022-06-01,4.840000152587891
2022-06-02,5.110000133514404
2022-06-03,5.010000228881836
2022-06-06,5.179999828338623
2022-06-07,5.090000152587891
2022-06-08,5.090000152587891
2022-06-09,4.75
2022-06-10,4.690000057220459
2022-06-13,4.639999866485596
2022-06-14,4.460000038146973
2022-06-15,5.019999980926514
2022-06-16,4.980000019073486
2022-06-17,5.21999979019165
2022-06-21,5.199999809265137
2022-06-22,5.21999979019165
2022-06-23,5.559999942779541
2022-06-24,5.269999980926514
2022-06-27,5.079999923706055
2022-06-28,5.019999980926514
2022-06-29,5.070000171661377
2022-06-30,5.099999904632568
2022-07-01,5.25
2022-07-05,5.559999942779541
2022-07-06,5.699999809265137
2022-07-07,5.690000057220459
2022-07-08,5.949999809265137
2022-07-11,5.679999828338623
2022-07-12,5.559999942779541
2022-07-13,5.619999885559082
2022-07-14,5.25
2022-07-15,5.239999771118164
2022-07-18,5.199999809265137
2022-07-19,5.409999847412109
2022-07-20,5.75
2022-07-21,5.829999923706055
2022-07-22,5.53000020980835
2022-07-25,5.389999866485596
2022-07-26,5.429999828338623
2022-07-27,5.400000095367432
2022-07-28,5.190000057220459
2022-07-29,5.050000190734863
2022-08-01,5.119999885559082
2022-08-02,5.329999923706055
2022-08-03,5.630000114440918
2022-08-04,5.610000133514404
2022-08-05,5.699999809265137
2022-08-08,5.599999904632568
2022-08-09,5.429999828338623
2022-08-10,5.670000076293945
2022-08-11,5.28000020980835
2022-08-12,5.340000152587891
2022-08-15,5.289999961853027
2022-08-16,5.320000171661377
2022-08-17,5.199999809265137
2022-08-18,4.920000076293945
2022-08-19,4.889999866485596
2022-08-22,4.760000228881836
2022-08-23,4.900000095367432
2022-08-24,4.849999904632568
2022-08-25,4.800000190734863
2022-08-26,4.800000190734863
2022-08-29,4.940000057220459
2022-08-30,4.829999923706055
2022-08-31,4.849999904632568
2022-09-01,4.869999885559082
2022-09-02,4.760000228881836
2022-09-06,4.829999923706055
2022-09-07,4.75
2022-09-08,4.579999923706055
2022-09-09,4.570000171661377
2022-09-12,4.599999904632568
2022-09-13,4.5
2022-09-14,4.409999847412109
2022-09-15,4.460000038146973
2022-09-16,4.369999885559082
2022-09-19,4.284999847412109
2022-09-20,4.210000038146973
2022-09-21,4.28000020980835
2022-09-22,4.130000114440918
2022-09-23,4.300000190734863
2022-09-26,4.085000038146973
2022-09-27,4.050000190734863
2022-09-28,4.130000114440918
2022-09-29,4.0
2022-09-30,3.9200000762939453
2022-10-03,3.990000009536743
2022-10-04,4.210000038146973
2022-10-05,4.320000171661377
2022-10-06,4.5
2022-10-07,4.320000171661377
2022-10-10,4.059999942779541
2022-10-11,4.010000228881836
2022-10-12,4.110000133514404
2022-10-13,4.239999771118164
2022-10-14,4.269999980926514
2022-10-17,4.400000095367432
2022-10-18,4.46999979019165
2022-10-19,4.409999847412109
2022-10-20,4.590000152587891
2022-10-21,4.760000228881836
2022-10-24,4.769999980926514
2022-10-25,4.769999980926514
2022-10-26,4.679999828338623
2022-10-27,4.78000020980835
2022-10-28,4.849999904632568
2022-10-31,4.829999923706055
2022-11-01,4.739999771118164
2022-11-02,4.53000020980835
2022-11-03,4.590000152587891
2022-11-04,4.789999961853027
2022-11-07,4.760000228881836
2022-11-08,4.659999847412109
2022-11-09,4.539999961853027
2022-11-10,4.679999828338623
2022-11-11,4.869999885559082
2022-11-14,4.849999904632568
2022-11-15,4.949999809265137
2022-11-16,4.909999847412109
2022-11-17,4.849999904632568
2022-11-18,4.619999885559082
2022-11-21,4.5
2022-11-22,4.489999771118164
2022-11-23,4.639999866485596
2022-11-25,4.635000228881836
2022-11-28,4.539999961853027
2022-11-29,4.460000038146973
2022-11-30,4.519999980926514
2022-12-01,4.690000057220459
2022-12-02,4.46999979019165
2022-12-05,4.5
2022-12-06,4.349999904632568
2022-12-07,4.130000114440918
2022-12-08,4.110000133514404
2022-12-09,4.289999961853027
2022-12-12,4.349999904632568
2022-12-13,4.28000020980835
2022-12-14,4.190000057220459
2022-12-15,4.28000020980835
2022-12-16,4.340000152587891
2022-12-19,4.110000133514404
2022-12-20,4.150000095367432
