Date,SLM
2022-02-28,19.700000762939453
2022-03-01,18.989999771118164
2022-03-02,19.399999618530273
2022-03-03,18.549999237060547
2022-03-04,17.5
2022-03-07,17.15999984741211
2022-03-08,16.889999389648438
2022-03-09,17.68000030517578
2022-03-10,17.399999618530273
2022-03-11,17.18000030517578
2022-03-14,17.399999618530273
2022-03-15,17.540000915527344
2022-03-16,18.270000457763672
2022-03-17,18.299999237060547
2022-03-18,18.6299991607666
2022-03-21,18.260000228881836
2022-03-22,18.389999389648438
2022-03-23,17.8700008392334
2022-03-24,18.170000076293945
2022-03-25,18.25
2022-03-28,18.1200008392334
2022-03-29,18.649999618530273
2022-03-30,18.040000915527344
2022-03-31,18.360000610351562
2022-04-01,18.25
2022-04-04,17.90999984741211
2022-04-05,18.1299991607666
2022-04-06,17.399999618530273
2022-04-07,17.09000015258789
2022-04-08,17.31999969482422
2022-04-11,16.65999984741211
2022-04-12,16.719999313354492
2022-04-13,16.950000762939453
2022-04-14,16.809999465942383
2022-04-18,16.75
2022-04-19,17.299999237060547
2022-04-20,17.469999313354492
2022-04-21,17.200000762939453
2022-04-22,16.729999542236328
2022-04-25,17.110000610351562
2022-04-26,16.65999984741211
2022-04-27,16.34000015258789
2022-04-28,16.899999618530273
2022-04-29,16.729999542236328
2022-05-02,16.93000030517578
2022-05-03,17.270000457763672
2022-05-04,18.149999618530273
2022-05-05,17.309999465942383
2022-05-06,17.0
2022-05-09,16.530000686645508
2022-05-10,15.970000267028809
2022-05-11,15.8100004196167
2022-05-12,15.960000038146973
2022-05-13,16.6200008392334
2022-05-16,16.969999313354492
2022-05-17,17.719999313354492
2022-05-18,16.979999542236328
2022-05-19,17.219999313354492
2022-05-20,17.549999237060547
2022-05-23,18.06999969482422
2022-05-24,18.049999237060547
2022-05-25,18.3799991607666
2022-05-26,19.049999237060547
2022-05-27,19.489999771118164
2022-05-31,19.59000015258789
2022-06-01,19.040000915527344
2022-06-02,19.559999465942383
2022-06-03,19.350000381469727
2022-06-06,19.530000686645508
2022-06-07,20.139999389648438
2022-06-08,19.649999618530273
2022-06-09,19.290000915527344
2022-06-10,18.25
2022-06-13,17.0
2022-06-14,16.989999771118164
2022-06-15,17.149999618530273
2022-06-16,14.960000038146973
2022-06-17,15.600000381469727
2022-06-21,15.680000305175781
2022-06-22,15.529999732971191
2022-06-23,15.670000076293945
2022-06-24,16.260000228881836
2022-06-27,16.280000686645508
2022-06-28,16.100000381469727
2022-06-29,16.030000686645508
2022-06-30,15.9399995803833
2022-07-01,16.540000915527344
2022-07-05,16.200000762939453
2022-07-06,16.030000686645508
2022-07-07,16.420000076293945
2022-07-08,16.270000457763672
2022-07-11,15.989999771118164
2022-07-12,15.649999618530273
2022-07-13,15.729999542236328
2022-07-14,15.470000267028809
2022-07-15,15.75
2022-07-18,15.859999656677246
2022-07-19,16.670000076293945
2022-07-20,16.65999984741211
2022-07-21,16.90999984741211
2022-07-22,16.809999465942383
2022-07-25,16.65999984741211
2022-07-26,16.350000381469727
2022-07-27,17.25
2022-07-28,15.510000228881836
2022-07-29,15.600000381469727
2022-08-01,15.850000381469727
2022-08-02,15.369999885559082
2022-08-03,15.529999732971191
2022-08-04,15.369999885559082
2022-08-05,15.329999923706055
2022-08-08,15.550000190734863
2022-08-09,15.029999732971191
2022-08-10,15.800000190734863
2022-08-11,15.949999809265137
2022-08-12,16.170000076293945
2022-08-15,15.899999618530273
2022-08-16,16.1299991607666
2022-08-17,15.9399995803833
2022-08-18,15.949999809265137
2022-08-19,15.5600004196167
2022-08-22,14.960000038146973
2022-08-23,14.970000267028809
2022-08-24,14.869999885559082
2022-08-25,15.289999961853027
2022-08-26,14.84000015258789
2022-08-29,14.859999656677246
2022-08-30,14.960000038146973
2022-08-31,15.279999732971191
2022-09-01,14.779999732971191
2022-09-02,14.680000305175781
2022-09-06,14.569999694824219
2022-09-07,15.140000343322754
2022-09-08,15.470000267028809
2022-09-09,15.800000190734863
2022-09-12,15.829999923706055
2022-09-13,15.050000190734863
2022-09-14,15.079999923706055
2022-09-15,15.489999771118164
2022-09-16,15.289999961853027
2022-09-19,15.4399995803833
2022-09-20,15.270000457763672
2022-09-21,15.100000381469727
2022-09-22,14.710000038146973
2022-09-23,14.199999809265137
2022-09-26,13.90999984741211
2022-09-27,13.890000343322754
2022-09-28,14.239999771118164
2022-09-29,14.100000381469727
2022-09-30,13.989999771118164
2022-10-03,14.640000343322754
2022-10-04,15.609999656677246
2022-10-05,15.479999542236328
2022-10-06,15.880000114440918
2022-10-07,15.489999771118164
2022-10-10,15.420000076293945
2022-10-11,15.489999771118164
2022-10-12,15.489999771118164
2022-10-13,15.680000305175781
2022-10-14,15.119999885559082
2022-10-17,15.569999694824219
2022-10-18,15.720000267028809
2022-10-19,15.34000015258789
2022-10-20,15.210000038146973
2022-10-21,15.430000305175781
2022-10-24,15.59000015258789
2022-10-25,16.399999618530273
2022-10-26,15.960000038146973
2022-10-27,16.110000610351562
2022-10-28,16.780000686645508
2022-10-31,16.59000015258789
2022-11-01,16.809999465942383
2022-11-02,16.239999771118164
2022-11-03,16.06999969482422
2022-11-04,16.350000381469727
2022-11-07,16.670000076293945
2022-11-08,16.799999237060547
2022-11-09,16.459999084472656
2022-11-10,17.489999771118164
2022-11-11,17.690000534057617
2022-11-14,17.139999389648438
2022-11-15,17.299999237060547
2022-11-16,17.06999969482422
2022-11-17,16.790000915527344
2022-11-18,16.489999771118164
2022-11-21,16.65999984741211
2022-11-22,16.959999084472656
2022-11-23,17.15999984741211
2022-11-25,17.09000015258789
2022-11-28,16.760000228881836
2022-11-29,17.100000381469727
2022-11-30,17.459999084472656
2022-12-01,17.309999465942383
2022-12-02,17.200000762939453
2022-12-05,16.729999542236328
2022-12-06,16.799999237060547
2022-12-07,16.690000534057617
2022-12-08,16.649999618530273
2022-12-09,16.579999923706055
2022-12-12,16.850000381469727
2022-12-13,16.84000015258789
2022-12-14,16.700000762939453
2022-12-15,16.450000762939453
2022-12-16,16.040000915527344
2022-12-19,16.079999923706055
2022-12-20,16.329999923706055
2022-12-21,16.6299991607666
2022-12-22,16.40999984741211
2022-12-23,16.530000686645508
2022-12-27,16.540000915527344
2022-12-28,16.260000228881836
2022-12-29,16.670000076293945
2022-12-30,16.600000381469727
2023-01-03,16.530000686645508
2023-01-04,16.610000610351562
2023-01-05,16.139999389648438
2023-01-06,16.65999984741211
2023-01-09,16.8799991607666
2023-01-10,16.889999389648438
2023-01-11,17.170000076293945
2023-01-12,17.190000534057617
2023-01-13,17.280000686645508
2023-01-17,16.860000610351562
2023-01-18,16.780000686645508
2023-01-19,16.049999237060547
2023-01-20,16.579999923706055
2023-01-23,16.989999771118164
2023-01-24,16.850000381469727
2023-01-25,17.200000762939453
2023-01-26,17.31999969482422
2023-01-27,17.600000381469727
2023-01-30,16.969999313354492
2023-01-31,17.56999969482422
2023-02-01,17.790000915527344
2023-02-02,14.800000190734863
2023-02-03,15.140000343322754
2023-02-06,15.369999885559082
2023-02-07,15.920000076293945
2023-02-08,15.319999694824219
2023-02-09,15.170000076293945
2023-02-10,15.25
2023-02-13,15.1899995803833
2023-02-14,15.239999771118164
2023-02-15,15.1899995803833
2023-02-16,14.84000015258789
2023-02-17,14.569999694824219
2023-02-21,14.380000114440918
2023-02-22,14.369999885559082
2023-02-23,14.460000038146973
2023-02-24,14.350000381469727
2023-02-27,14.390000343322754
2023-02-28,14.380000114440918
2023-03-01,14.130000114440918
2023-03-02,14.010000228881836
2023-03-03,14.25
2023-03-06,14.119999885559082
2023-03-07,13.890000343322754
2023-03-08,13.90999984741211
2023-03-09,13.649999618530273
2023-03-10,12.84000015258789
2023-03-13,12.25
2023-03-14,12.489999771118164
2023-03-15,12.359999656677246
2023-03-16,12.619999885559082
2023-03-17,11.989999771118164
2023-03-20,11.979999542236328
2023-03-21,12.479999542236328
2023-03-22,12.0
2023-03-23,11.430000305175781
2023-03-24,11.270000457763672
2023-03-27,11.460000038146973
2023-03-28,11.529999732971191
2023-03-29,11.90999984741211
2023-03-30,12.210000038146973
2023-03-31,12.390000343322754
2023-04-03,12.460000038146973
2023-04-04,12.399999618530273
2023-04-05,13.0600004196167
2023-04-06,12.90999984741211
2023-04-10,13.029999732971191
2023-04-11,13.449999809265137
2023-04-12,13.4399995803833
2023-04-13,13.75
2023-04-14,14.319999694824219
2023-04-17,14.449999809265137
2023-04-18,14.5
2023-04-19,14.720000267028809
2023-04-20,14.59000015258789
2023-04-21,14.670000076293945
2023-04-24,14.600000381469727
2023-04-25,14.40999984741211
2023-04-26,14.65999984741211
2023-04-27,15.270000457763672
2023-04-28,15.020000457763672
2023-05-01,14.920000076293945
2023-05-02,14.25
2023-05-03,13.890000343322754
2023-05-04,13.9399995803833
2023-05-05,14.300000190734863
2023-05-08,14.75
2023-05-09,15.039999961853027
2023-05-10,14.90999984741211
2023-05-11,15.039999961853027
2023-05-12,15.0600004196167
2023-05-15,15.279999732971191
2023-05-16,15.170000076293945
2023-05-17,15.390000343322754
2023-05-18,15.6899995803833
2023-05-19,15.300000190734863
2023-05-22,15.350000381469727
2023-05-23,15.359999656677246
2023-05-24,15.319999694824219
2023-05-25,15.539999961853027
2023-05-26,16.010000228881836
2023-05-30,15.6899995803833
2023-05-31,15.260000228881836
2023-06-01,15.390000343322754
2023-06-02,16.25
2023-06-05,16.489999771118164
2023-06-06,16.920000076293945
2023-06-07,17.329999923706055
2023-06-08,17.350000381469727
2023-06-09,16.90999984741211
2023-06-12,16.709999084472656
2023-06-13,16.90999984741211
2023-06-14,16.780000686645508
2023-06-15,16.770000457763672
2023-06-16,16.520000457763672
2023-06-20,16.450000762939453
2023-06-21,16.469999313354492
2023-06-22,16.219999313354492
2023-06-23,15.899999618530273
2023-06-26,15.989999771118164
2023-06-27,16.1200008392334
2023-06-28,16.209999084472656
2023-06-29,16.469999313354492
2023-06-30,16.31999969482422
2023-07-03,16.479999542236328
2023-07-05,16.0
2023-07-06,15.760000228881836
2023-07-07,16.010000228881836
2023-07-10,16.209999084472656
2023-07-11,16.489999771118164
2023-07-12,16.639999389648438
2023-07-13,16.6299991607666
2023-07-14,16.40999984741211
2023-07-17,16.5
2023-07-18,16.780000686645508
2023-07-19,16.760000228881836
2023-07-20,16.530000686645508
2023-07-21,16.5
2023-07-24,16.65999984741211
2023-07-25,16.469999313354492
2023-07-26,16.260000228881836
2023-07-27,15.729999542236328
2023-07-28,15.770000457763672
2023-07-31,16.18000030517578
2023-08-01,16.149999618530273
2023-08-02,15.779999732971191
2023-08-03,15.75
2023-08-04,15.59000015258789
2023-08-07,15.770000457763672
2023-08-08,15.5
2023-08-09,15.380000114440918
2023-08-10,14.960000038146973
2023-08-11,15.119999885559082
2023-08-14,14.8100004196167
2023-08-15,14.470000267028809
2023-08-16,14.319999694824219
2023-08-17,14.300000190734863
2023-08-18,14.390000343322754
2023-08-21,14.3100004196167
2023-08-22,14.039999961853027
2023-08-23,14.3100004196167
2023-08-24,14.350000381469727
2023-08-25,14.289999961853027
2023-08-28,14.350000381469727
2023-08-29,14.479999542236328
2023-08-30,14.289999961853027
2023-08-31,14.239999771118164
2023-09-01,14.640000343322754
2023-09-05,14.489999771118164
2023-09-06,14.300000190734863
2023-09-07,13.970000267028809
2023-09-08,14.229999542236328
2023-09-11,14.260000228881836
2023-09-12,14.15999984741211
2023-09-13,13.979999542236328
2023-09-14,14.25
2023-09-15,14.260000228881836
2023-09-18,14.069999694824219
2023-09-19,14.130000114440918
2023-09-20,14.130000114440918
2023-09-21,13.680000305175781
2023-09-22,13.640000343322754
2023-09-25,13.75
2023-09-26,13.569999694824219
2023-09-27,13.4399995803833
2023-09-28,13.520000457763672
2023-09-29,13.619999885559082
2023-10-02,13.520000457763672
2023-10-03,13.270000457763672
2023-10-04,13.140000343322754
2023-10-05,13.300000190734863
2023-10-06,13.199999809265137
2023-10-09,13.210000038146973
2023-10-10,13.329999923706055
2023-10-11,13.329999923706055
2023-10-12,13.520000457763672
2023-10-13,13.09000015258789
2023-10-16,13.220000267028809
2023-10-17,13.600000381469727
2023-10-18,13.449999809265137
2023-10-19,13.289999961853027
2023-10-20,13.140000343322754
2023-10-23,13.050000190734863
2023-10-24,13.0
2023-10-25,12.989999771118164
2023-10-26,13.15999984741211
2023-10-27,12.8100004196167
2023-10-30,13.15999984741211
2023-10-31,13.0
2023-11-01,13.449999809265137
2023-11-02,14.289999961853027
2023-11-03,14.789999961853027
2023-11-06,14.829999923706055
2023-11-07,14.960000038146973
2023-11-08,14.720000267028809
2023-11-09,14.699999809265137
2023-11-10,14.869999885559082
2023-11-13,14.880000114440918
2023-11-14,15.010000228881836
2023-11-15,15.039999961853027
2023-11-16,14.399999618530273
2023-11-17,14.460000038146973
2023-11-20,14.420000076293945
2023-11-21,13.949999809265137
2023-11-22,14.359999656677246
2023-11-24,14.380000114440918
2023-11-27,14.119999885559082
2023-11-28,14.430000305175781
2023-11-29,14.430000305175781
2023-11-30,15.029999732971191
2023-12-01,15.729999542236328
2023-12-04,15.84000015258789
2023-12-05,15.9399995803833
2023-12-06,15.890000343322754
2023-12-07,16.260000228881836
2023-12-08,16.860000610351562
2023-12-11,17.020000457763672
2023-12-12,16.860000610351562
2023-12-13,17.860000610351562
2023-12-14,18.3799991607666
2023-12-15,18.25
2023-12-18,18.190000534057617
2023-12-19,18.670000076293945
2023-12-20,18.600000381469727
2023-12-21,18.8700008392334
2023-12-22,18.860000610351562
2023-12-26,19.110000610351562
2023-12-27,19.290000915527344
2023-12-28,19.280000686645508
2023-12-29,19.1200008392334
2024-01-02,19.229999542236328
2024-01-03,18.530000686645508
2024-01-04,18.530000686645508
2024-01-05,18.639999389648438
2024-01-08,18.540000915527344
2024-01-09,18.1200008392334
2024-01-10,18.5
2024-01-11,18.6299991607666
2024-01-12,18.540000915527344
2024-01-16,18.729999542236328
2024-01-17,18.690000534057617
2024-01-18,18.540000915527344
2024-01-19,18.989999771118164
2024-01-22,19.329999923706055
2024-01-23,19.190000534057617
2024-01-24,19.200000762939453
2024-01-25,19.860000610351562
2024-01-26,19.860000610351562
2024-01-29,20.170000076293945
2024-01-30,20.559999465942383
2024-01-31,19.8799991607666
