Date,BKNG
2023-10-25,2812.919921875
2023-10-26,2742.68994140625
2023-10-27,2746.159912109375
2023-10-30,2788.25
2023-10-31,2789.56005859375
2023-11-01,2766.22998046875
2023-11-02,2838.6201171875
2023-11-03,2858.75
2023-11-06,2971.429931640625
2023-11-07,3011.89990234375
2023-11-08,3020.340087890625
2023-11-09,3010.260009765625
2023-11-10,3074.22998046875
2023-11-13,3119.2099609375
2023-11-14,3173.5
2023-11-15,3120.820068359375
2023-11-16,3128.85009765625
2023-11-17,3135.25
2023-11-20,3157.93994140625
2023-11-21,3145.050048828125
2023-11-22,3130.0
2023-11-24,3115.590087890625
2023-11-27,3130.800048828125
2023-11-28,3141.909912109375
2023-11-29,3126.2900390625
2023-11-30,3125.699951171875
2023-12-01,3159.56005859375
2023-12-04,3134.47998046875
2023-12-05,3148.010009765625
2023-12-06,3150.0
2023-12-07,3238.27001953125
2023-12-08,3275.0
2023-12-11,3346.7099609375
2023-12-12,3402.5
2023-12-13,3424.219970703125
2023-12-14,3440.300048828125
2023-12-15,3479.1201171875
2023-12-18,3470.530029296875
2023-12-19,3515.2900390625
2023-12-20,3469.2099609375
2023-12-21,3519.550048828125
2023-12-22,3535.699951171875
2023-12-26,3566.64990234375
2023-12-27,3534.639892578125
2023-12-28,3550.469970703125
2023-12-29,3547.219970703125
2024-01-02,3480.56005859375
2024-01-03,3409.27001953125
2024-01-04,3419.93994140625
2024-01-05,3408.139892578125
2024-01-08,3462.840087890625
2024-01-09,3489.22998046875
2024-01-10,3521.14990234375
2024-01-11,3552.280029296875
2024-01-12,3502.39990234375
2024-01-16,3503.699951171875
2024-01-17,3489.89990234375
2024-01-18,3528.81005859375
2024-01-19,3616.510009765625
2024-01-22,3506.02001953125
2024-01-23,3490.6201171875
2024-01-24,3496.75
2024-01-25,3503.25
2024-01-26,3519.60009765625
2024-01-29,3553.8798828125
2024-01-30,3555.14990234375
2024-01-31,3507.469970703125
2024-02-01,3558.449951171875
2024-02-02,3561.389892578125
2024-02-05,3625.0
2024-02-06,3644.93994140625
2024-02-07,3708.919921875
2024-02-08,3840.219970703125
2024-02-09,3758.179931640625
2024-02-12,3790.22998046875
2024-02-13,3747.610107421875
2024-02-14,3738.31005859375
2024-02-15,3750.659912109375
2024-02-16,3716.840087890625
2024-02-20,3700.860107421875
2024-02-21,3741.1298828125
2024-02-22,3901.989990234375
2024-02-23,3505.9599609375
2024-02-26,3499.75
2024-02-27,3478.1201171875
2024-02-28,3495.6298828125
2024-02-29,3468.830078125
2024-03-01,3499.72998046875
2024-03-04,3461.39990234375
2024-03-05,3430.25
2024-03-06,3428.030029296875
2024-03-07,3477.760009765625
2024-03-08,3485.699951171875
2024-03-11,3502.739990234375
2024-03-12,3500.0
2024-03-13,3500.0
2024-03-14,3511.56005859375
2024-03-15,3413.97998046875
2024-03-18,3450.929931640625
2024-03-19,3505.97998046875
2024-03-20,3578.489990234375
2024-03-21,3647.81005859375
2024-03-22,3624.72998046875
2024-03-25,3626.93994140625
2024-03-26,3661.080078125
2024-03-27,3673.5
2024-03-28,3627.8798828125
2024-04-01,3568.8701171875
2024-04-02,3566.090087890625
2024-04-03,3632.3798828125
2024-04-04,3521.929931640625
2024-04-05,3601.89990234375
2024-04-08,3601.169921875
2024-04-09,3581.47998046875
2024-04-10,3586.1298828125
2024-04-11,3637.8701171875
2024-04-12,3531.800048828125
2024-04-15,3485.6298828125
2024-04-16,3467.77001953125
2024-04-17,3443.909912109375
2024-04-18,3430.139892578125
2024-04-19,3414.820068359375
2024-04-22,3463.0
2024-04-23,3533.989990234375
2024-04-24,3517.52001953125
2024-04-25,3502.47998046875
2024-04-26,3521.080078125
2024-04-29,3514.800048828125
2024-04-30,3452.030029296875
2024-05-01,3415.639892578125
2024-05-02,3472.909912109375
2024-05-03,3577.3798828125
2024-05-06,3598.409912109375
2024-05-07,3605.409912109375
2024-05-08,3660.0
2024-05-09,3780.030029296875
2024-05-10,3805.75
2024-05-13,3745.0
2024-05-14,3772.85009765625
2024-05-15,3792.530029296875
2024-05-16,3735.010009765625
2024-05-17,3708.35009765625
2024-05-20,3768.6201171875
2024-05-21,3822.340087890625
2024-05-22,3825.10009765625
2024-05-23,3752.679931640625
2024-05-24,3795.35009765625
2024-05-28,3790.1201171875
2024-05-29,3734.2900390625
2024-05-30,3754.6201171875
2024-05-31,3776.35009765625
2024-06-03,3763.639892578125
2024-06-04,3801.360107421875
2024-06-05,3831.0400390625
2024-06-06,3810.06005859375
2024-06-07,3813.090087890625
2024-06-10,3788.719970703125
2024-06-11,3788.699951171875
2024-06-12,3876.409912109375
2024-06-13,3856.139892578125
2024-06-14,3859.10009765625
2024-06-17,3953.070068359375
2024-06-18,3973.179931640625
2024-06-20,3972.080078125
2024-06-21,3989.10009765625
2024-06-24,3981.199951171875
2024-06-25,4014.3798828125
2024-06-26,3982.3798828125
2024-06-27,4009.39990234375
2024-06-28,3961.5
2024-07-01,3884.8798828125
2024-07-02,3916.2099609375
2024-07-03,3916.889892578125
2024-07-05,3930.14990234375
2024-07-08,3984.6298828125
2024-07-09,3977.47998046875
2024-07-10,3990.050048828125
2024-07-11,3936.409912109375
2024-07-12,4026.429931640625
2024-07-15,4088.0
2024-07-16,4119.08984375
2024-07-17,3989.639892578125
2024-07-18,3930.56005859375
2024-07-19,3967.25
2024-07-22,3909.39990234375
2024-07-23,3919.199951171875
2024-07-24,3805.780029296875
2024-07-25,3659.8798828125
2024-07-26,3700.989990234375
2024-07-29,3755.1298828125
2024-07-30,3720.989990234375
2024-07-31,3715.010009765625
2024-08-01,3664.179931640625
2024-08-02,3328.1298828125
2024-08-05,3383.429931640625
2024-08-06,3417.080078125
2024-08-07,3305.6201171875
2024-08-08,3394.85009765625
2024-08-09,3443.050048828125
2024-08-12,3439.179931640625
2024-08-13,3567.760009765625
2024-08-14,3572.580078125
2024-08-15,3634.669921875
2024-08-16,3618.860107421875
2024-08-19,3702.010009765625
2024-08-20,3702.5
2024-08-21,3738.0
2024-08-22,3768.090087890625
2024-08-23,3830.580078125
2024-08-26,3797.889892578125
2024-08-27,3881.449951171875
2024-08-28,3898.239990234375
2024-08-29,3890.81005859375
2024-08-30,3909.22998046875
2024-09-03,3813.780029296875
2024-09-04,3799.2099609375
2024-09-05,3781.8798828125
2024-09-06,3731.35009765625
2024-09-09,3802.889892578125
2024-09-10,3834.820068359375
2024-09-11,3827.469970703125
2024-09-12,3870.699951171875
2024-09-13,3932.590087890625
2024-09-16,3979.0
2024-09-17,4042.429931640625
2024-09-18,4028.300048828125
2024-09-19,4017.510009765625
2024-09-20,4064.010009765625
2024-09-23,4097.080078125
2024-09-24,4177.56005859375
2024-09-25,4175.7001953125
2024-09-26,4268.93994140625
2024-09-27,4248.10009765625
2024-09-30,4212.1201171875
2024-10-01,4100.990234375
2024-10-02,4125.009765625
2024-10-03,4104.1201171875
2024-10-04,4187.7001953125
2024-10-07,4169.81982421875
2024-10-08,4233.18017578125
2024-10-09,4292.0
2024-10-10,4288.22021484375
2024-10-11,4284.72998046875
2024-10-14,4297.72021484375
2024-10-15,4307.77001953125
2024-10-16,4337.27001953125
2024-10-17,4370.77001953125
2024-10-18,4350.81982421875
2024-10-21,4363.72021484375
2024-10-22,4377.77978515625
2024-10-23,4313.009765625
2024-10-24,4338.72998046875
2024-10-25,4347.81982421875
2024-10-28,4347.58984375
2024-10-29,4427.5400390625
2024-10-30,4463.93017578125
2024-10-31,4676.25
2024-11-01,4749.10986328125
2024-11-04,4776.4599609375
2024-11-05,4914.97998046875
2024-11-06,5001.18994140625
2024-11-07,4920.8701171875
2024-11-08,4943.27001953125
2024-11-11,5065.39990234375
2024-11-12,5022.919921875
2024-11-13,4987.43994140625
2024-11-14,4970.97998046875
2024-11-15,4975.18994140625
2024-11-18,5017.77978515625
2024-11-19,4976.990234375
2024-11-20,5016.43017578125
2024-11-21,5210.919921875
