Date,CROX
2022-02-28,83.7300033569336
2022-03-01,79.77999877929688
2022-03-02,82.66999816894531
2022-03-03,77.02999877929688
2022-03-04,71.7300033569336
2022-03-07,67.44000244140625
2022-03-08,69.02999877929688
2022-03-09,73.16999816894531
2022-03-10,73.1500015258789
2022-03-11,70.13999938964844
2022-03-14,67.56999969482422
2022-03-15,72.30000305175781
2022-03-16,77.44000244140625
2022-03-17,79.54000091552734
2022-03-18,83.12000274658203
2022-03-21,81.44999694824219
2022-03-22,83.3499984741211
2022-03-23,79.16000366210938
2022-03-24,79.19999694824219
2022-03-25,78.04000091552734
2022-03-28,79.18000030517578
2022-03-29,83.37999725341797
2022-03-30,79.55999755859375
2022-03-31,76.4000015258789
2022-04-01,75.7300033569336
2022-04-04,75.56999969482422
2022-04-05,73.23999786376953
2022-04-06,70.1500015258789
2022-04-07,72.18000030517578
2022-04-08,71.87999725341797
2022-04-11,71.56999969482422
2022-04-12,71.97000122070312
2022-04-13,73.97000122070312
2022-04-14,72.31999969482422
2022-04-18,73.0
2022-04-19,77.69999694824219
2022-04-20,76.31999969482422
2022-04-21,74.16000366210938
2022-04-22,71.18000030517578
2022-04-25,69.4000015258789
2022-04-26,65.0199966430664
2022-04-27,66.58000183105469
2022-04-28,67.81999969482422
2022-04-29,66.43000030517578
2022-05-02,70.95999908447266
2022-05-03,70.44000244140625
2022-05-04,72.20999908447266
2022-05-05,65.62999725341797
2022-05-06,60.869998931884766
2022-05-09,54.220001220703125
2022-05-10,54.20000076293945
2022-05-11,52.349998474121094
2022-05-12,56.04999923706055
2022-05-13,58.34000015258789
2022-05-16,56.47999954223633
2022-05-17,57.220001220703125
2022-05-18,55.2400016784668
2022-05-19,54.279998779296875
2022-05-20,54.0099983215332
2022-05-23,53.5
2022-05-24,48.72999954223633
2022-05-25,50.7599983215332
2022-05-26,53.279998779296875
2022-05-27,56.13999938964844
2022-05-31,55.7599983215332
2022-06-01,55.939998626708984
2022-06-02,61.33000183105469
2022-06-03,60.84000015258789
2022-06-06,60.599998474121094
2022-06-07,60.63999938964844
2022-06-08,58.66999816894531
2022-06-09,57.560001373291016
2022-06-10,53.81999969482422
2022-06-13,49.93000030517578
2022-06-14,51.099998474121094
2022-06-15,52.25
2022-06-16,47.220001220703125
2022-06-17,47.209999084472656
2022-06-21,48.459999084472656
2022-06-22,47.72999954223633
2022-06-23,49.40999984741211
2022-06-24,53.4900016784668
2022-06-27,52.880001068115234
2022-06-28,50.470001220703125
2022-06-29,48.529998779296875
2022-06-30,48.66999816894531
2022-07-01,47.95000076293945
2022-07-05,53.810001373291016
2022-07-06,52.33000183105469
2022-07-07,58.11000061035156
2022-07-08,58.08000183105469
2022-07-11,54.540000915527344
2022-07-12,53.65999984741211
2022-07-13,54.41999816894531
2022-07-14,52.849998474121094
2022-07-15,54.13999938964844
2022-07-18,54.9900016784668
2022-07-19,58.02000045776367
2022-07-20,62.61000061035156
2022-07-21,63.88999938964844
2022-07-22,62.84000015258789
2022-07-25,60.880001068115234
2022-07-26,58.349998474121094
2022-07-27,61.31999969482422
2022-07-28,66.55999755859375
2022-07-29,71.63999938964844
2022-08-01,72.66000366210938
2022-08-02,72.73999786376953
2022-08-03,77.37999725341797
2022-08-04,69.08000183105469
2022-08-05,73.61000061035156
2022-08-08,74.13999938964844
2022-08-09,70.97000122070312
2022-08-10,75.56999969482422
2022-08-11,76.80000305175781
2022-08-12,77.94000244140625
2022-08-15,78.83000183105469
2022-08-16,79.16000366210938
2022-08-17,76.75
2022-08-18,76.91999816894531
2022-08-19,72.8499984741211
2022-08-22,72.43000030517578
2022-08-23,73.93000030517578
2022-08-24,76.69000244140625
2022-08-25,81.01000213623047
2022-08-26,77.11000061035156
2022-08-29,74.86000061035156
2022-08-30,73.77999877929688
2022-08-31,73.69999694824219
2022-09-01,73.0199966430664
2022-09-02,71.0
2022-09-06,71.94000244140625
2022-09-07,76.33000183105469
2022-09-08,78.55000305175781
2022-09-09,80.62000274658203
2022-09-12,83.58999633789062
2022-09-13,75.38999938964844
2022-09-14,76.41999816894531
2022-09-15,77.41000366210938
2022-09-16,76.1500015258789
2022-09-19,78.41000366210938
2022-09-20,77.29000091552734
2022-09-21,74.77999877929688
2022-09-22,68.77999877929688
2022-09-23,66.70999908447266
2022-09-26,65.5999984741211
2022-09-27,68.94999694824219
2022-09-28,72.23999786376953
2022-09-29,71.5999984741211
2022-09-30,68.66000366210938
2022-10-03,72.36000061035156
2022-10-04,77.4800033569336
2022-10-05,79.2300033569336
2022-10-06,78.5999984741211
2022-10-07,76.63999938964844
2022-10-10,73.66999816894531
2022-10-11,76.26000213623047
2022-10-12,76.0999984741211
2022-10-13,78.05000305175781
2022-10-14,77.51000213623047
2022-10-17,78.02999877929688
2022-10-18,79.93000030517578
2022-10-19,77.0999984741211
2022-10-20,73.30000305175781
2022-10-21,77.70999908447266
2022-10-24,76.41999816894531
2022-10-25,79.5199966430664
2022-10-26,76.70999908447266
2022-10-27,73.38999938964844
2022-10-28,71.80999755859375
2022-10-31,70.75
2022-11-01,71.68000030517578
2022-11-02,67.05000305175781
2022-11-03,76.5999984741211
2022-11-04,85.37999725341797
2022-11-07,80.4000015258789
2022-11-08,82.93000030517578
2022-11-09,81.12999725341797
2022-11-10,92.36000061035156
2022-11-11,93.23999786376953
2022-11-14,90.88999938964844
2022-11-15,96.66000366210938
2022-11-16,97.27999877929688
2022-11-17,98.30999755859375
2022-11-18,101.41999816894531
2022-11-21,92.56999969482422
2022-11-22,96.12999725341797
2022-11-23,96.62999725341797
2022-11-25,94.91000366210938
2022-11-28,93.83999633789062
2022-11-29,97.68000030517578
2022-11-30,101.0
2022-12-01,99.69000244140625
2022-12-02,103.98999786376953
2022-12-05,98.08999633789062
2022-12-06,94.43000030517578
2022-12-07,96.93000030517578
2022-12-08,96.52999877929688
2022-12-09,94.7699966430664
2022-12-12,93.62999725341797
2022-12-13,95.47000122070312
2022-12-14,96.76000213623047
2022-12-15,92.41000366210938
2022-12-16,95.01000213623047
2022-12-19,93.8499984741211
2022-12-20,94.5
2022-12-21,102.5
2022-12-22,102.44999694824219
2022-12-23,103.0
2022-12-27,107.97000122070312
2022-12-28,105.16999816894531
2022-12-29,107.69000244140625
2022-12-30,108.43000030517578
2023-01-03,106.80999755859375
2023-01-04,108.52999877929688
2023-01-05,109.94999694824219
2023-01-06,111.11000061035156
2023-01-09,113.43000030517578
2023-01-10,115.2699966430664
2023-01-11,122.44999694824219
2023-01-12,127.11000061035156
2023-01-13,125.81999969482422
2023-01-17,128.0500030517578
2023-01-18,127.47000122070312
2023-01-19,121.43000030517578
2023-01-20,122.4000015258789
2023-01-23,125.58999633789062
2023-01-24,123.23999786376953
2023-01-25,123.33999633789062
2023-01-26,121.05000305175781
2023-01-27,121.31999969482422
2023-01-30,118.08000183105469
2023-01-31,121.7699966430664
2023-02-01,125.23999786376953
2023-02-02,125.41999816894531
2023-02-03,121.9800033569336
2023-02-06,118.7300033569336
2023-02-07,120.55999755859375
2023-02-08,116.62000274658203
2023-02-09,114.77999877929688
2023-02-10,115.30000305175781
2023-02-13,118.6500015258789
2023-02-14,122.43000030517578
2023-02-15,125.66999816894531
2023-02-16,131.1999969482422
2023-02-17,131.47000122070312
2023-02-21,118.72000122070312
2023-02-22,125.18000030517578
2023-02-23,125.47000122070312
2023-02-24,122.36000061035156
2023-02-27,123.58000183105469
2023-02-28,121.70999908447266
2023-03-01,124.44999694824219
2023-03-02,125.3499984741211
2023-03-03,125.54000091552734
2023-03-06,125.05999755859375
2023-03-07,124.47000122070312
2023-03-08,123.80000305175781
2023-03-09,119.62999725341797
2023-03-10,115.31999969482422
2023-03-13,111.30999755859375
2023-03-14,116.23999786376953
2023-03-15,117.43000030517578
2023-03-16,121.26000213623047
2023-03-17,119.91999816894531
2023-03-20,118.58999633789062
2023-03-21,122.0199966430664
2023-03-22,115.9000015258789
2023-03-23,120.87999725341797
2023-03-24,118.3499984741211
2023-03-27,117.33999633789062
2023-03-28,117.98999786376953
2023-03-29,119.26000213623047
2023-03-30,125.05999755859375
2023-03-31,126.44000244140625
2023-04-03,128.6699981689453
2023-04-04,127.0199966430664
2023-04-05,123.58000183105469
2023-04-06,121.86000061035156
2023-04-10,127.97000122070312
2023-04-11,128.07000732421875
2023-04-12,126.19000244140625
2023-04-13,130.77999877929688
2023-04-14,134.3000030517578
2023-04-17,139.0399932861328
2023-04-18,143.75
2023-04-19,144.3699951171875
2023-04-20,145.72999572753906
2023-04-21,147.17999267578125
2023-04-24,151.1300048828125
2023-04-25,145.3300018310547
2023-04-26,147.77999877929688
2023-04-27,124.31999969482422
2023-04-28,123.66999816894531
2023-05-01,120.9800033569336
2023-05-02,120.16000366210938
2023-05-03,120.12999725341797
2023-05-04,109.8499984741211
2023-05-05,114.4800033569336
2023-05-08,116.75
2023-05-09,116.91000366210938
2023-05-10,116.45999908447266
2023-05-11,116.80000305175781
2023-05-12,115.4000015258789
2023-05-15,118.38999938964844
2023-05-16,113.44999694824219
2023-05-17,116.66999816894531
2023-05-18,115.37000274658203
2023-05-19,109.0
2023-05-22,107.11000061035156
2023-05-23,106.13999938964844
2023-05-24,104.08999633789062
2023-05-25,104.31999969482422
2023-05-26,106.73999786376953
2023-05-30,114.33000183105469
2023-05-31,112.27999877929688
2023-06-01,105.16000366210938
2023-06-02,110.04000091552734
2023-06-05,109.66000366210938
2023-06-06,115.95999908447266
2023-06-07,121.08999633789062
2023-06-08,116.56999969482422
2023-06-09,116.19000244140625
2023-06-12,115.61000061035156
2023-06-13,114.80000305175781
2023-06-14,114.72000122070312
2023-06-15,115.08999633789062
