Date,WSC
2022-02-28,35.529998779296875
2022-03-01,34.41999816894531
2022-03-02,37.380001068115234
2022-03-03,36.70000076293945
2022-03-04,36.630001068115234
2022-03-07,34.290000915527344
2022-03-08,34.790000915527344
2022-03-09,35.709999084472656
2022-03-10,35.95000076293945
2022-03-11,35.86000061035156
2022-03-14,35.040000915527344
2022-03-15,35.93000030517578
2022-03-16,37.189998626708984
2022-03-17,37.86000061035156
2022-03-18,38.7400016784668
2022-03-21,38.33000183105469
2022-03-22,38.68000030517578
2022-03-23,38.47999954223633
2022-03-24,39.459999084472656
2022-03-25,39.66999816894531
2022-03-28,39.66999816894531
2022-03-29,40.25
2022-03-30,39.9900016784668
2022-03-31,39.130001068115234
2022-04-01,39.5099983215332
2022-04-04,39.52000045776367
2022-04-05,37.70000076293945
2022-04-06,37.06999969482422
2022-04-07,36.689998626708984
2022-04-08,35.97999954223633
2022-04-11,37.04999923706055
2022-04-12,37.560001373291016
2022-04-13,37.70000076293945
2022-04-14,37.40999984741211
2022-04-18,37.310001373291016
2022-04-19,39.0
2022-04-20,39.20000076293945
2022-04-21,37.349998474121094
2022-04-22,36.880001068115234
2022-04-25,36.97999954223633
2022-04-26,34.95000076293945
2022-04-27,34.52000045776367
2022-04-28,35.709999084472656
2022-04-29,35.099998474121094
2022-05-02,34.84000015258789
2022-05-03,35.90999984741211
2022-05-04,36.630001068115234
2022-05-05,34.65999984741211
2022-05-06,34.2599983215332
2022-05-09,32.20000076293945
2022-05-10,33.93000030517578
2022-05-11,33.4900016784668
2022-05-12,33.369998931884766
2022-05-13,35.61000061035156
2022-05-16,34.59000015258789
2022-05-17,35.97999954223633
2022-05-18,33.70000076293945
2022-05-19,33.400001525878906
2022-05-20,33.93000030517578
2022-05-23,34.900001525878906
2022-05-24,34.54999923706055
2022-05-25,34.939998626708984
2022-05-26,35.5
2022-05-27,36.310001373291016
2022-05-31,35.72999954223633
2022-06-01,36.310001373291016
2022-06-02,37.22999954223633
2022-06-03,36.97999954223633
2022-06-06,37.15999984741211
2022-06-07,37.970001220703125
2022-06-08,36.599998474121094
2022-06-09,36.689998626708984
2022-06-10,35.529998779296875
2022-06-13,33.7400016784668
2022-06-14,34.0
2022-06-15,33.970001220703125
2022-06-16,31.1299991607666
2022-06-17,31.18000030517578
2022-06-21,32.18000030517578
2022-06-22,32.34000015258789
2022-06-23,32.7599983215332
2022-06-24,34.5
2022-06-27,34.41999816894531
2022-06-28,33.43000030517578
2022-06-29,32.40999984741211
2022-06-30,32.41999816894531
2022-07-01,32.90999984741211
2022-07-05,31.709999084472656
2022-07-06,31.530000686645508
2022-07-07,32.59000015258789
2022-07-08,32.439998626708984
2022-07-11,32.70000076293945
2022-07-12,31.770000457763672
2022-07-13,32.349998474121094
2022-07-14,32.20000076293945
2022-07-15,32.779998779296875
2022-07-18,33.060001373291016
2022-07-19,34.650001525878906
2022-07-20,35.650001525878906
2022-07-21,35.939998626708984
2022-07-22,35.70000076293945
2022-07-25,35.849998474121094
2022-07-26,35.70000076293945
2022-07-27,36.20000076293945
2022-07-28,37.56999969482422
2022-07-29,38.61000061035156
2022-08-01,38.65999984741211
2022-08-02,38.4900016784668
2022-08-03,39.119998931884766
2022-08-04,40.779998779296875
2022-08-05,41.29999923706055
2022-08-08,41.20000076293945
2022-08-09,41.040000915527344
2022-08-10,41.91999816894531
2022-08-11,42.459999084472656
2022-08-12,43.15999984741211
2022-08-15,43.540000915527344
2022-08-16,43.25
2022-08-17,42.56999969482422
2022-08-18,42.459999084472656
2022-08-19,41.439998626708984
2022-08-22,40.9900016784668
2022-08-23,40.849998474121094
2022-08-24,41.619998931884766
2022-08-25,42.560001373291016
2022-08-26,41.06999969482422
2022-08-29,40.939998626708984
2022-08-30,40.2599983215332
2022-08-31,40.13999938964844
2022-09-01,39.95000076293945
2022-09-02,39.95000076293945
2022-09-06,40.09000015258789
2022-09-07,41.15999984741211
2022-09-08,42.0
2022-09-09,42.560001373291016
2022-09-12,43.0
2022-09-13,42.290000915527344
2022-09-14,42.150001525878906
2022-09-15,42.279998779296875
2022-09-16,41.72999954223633
2022-09-19,42.68000030517578
2022-09-20,42.290000915527344
2022-09-21,42.099998474121094
2022-09-22,41.5099983215332
2022-09-23,39.880001068115234
2022-09-26,39.0099983215332
2022-09-27,39.06999969482422
2022-09-28,40.70000076293945
2022-09-29,39.83000183105469
2022-09-30,40.33000183105469
2022-10-03,42.060001373291016
2022-10-04,43.36000061035156
2022-10-05,43.349998474121094
2022-10-06,43.95000076293945
2022-10-07,42.650001525878906
2022-10-10,41.810001373291016
2022-10-11,41.220001220703125
2022-10-12,40.22999954223633
2022-10-13,41.790000915527344
2022-10-14,40.810001373291016
2022-10-17,42.31999969482422
2022-10-18,43.0099983215332
2022-10-19,41.279998779296875
2022-10-20,40.130001068115234
2022-10-21,39.75
2022-10-24,40.869998931884766
2022-10-25,40.79999923706055
2022-10-26,41.59000015258789
2022-10-27,42.119998931884766
2022-10-28,42.779998779296875
2022-10-31,42.529998779296875
2022-11-01,43.02000045776367
2022-11-02,41.459999084472656
2022-11-03,45.27000045776367
2022-11-04,45.77000045776367
2022-11-07,46.0
2022-11-08,47.43000030517578
2022-11-09,46.7599983215332
2022-11-10,47.77000045776367
2022-11-11,46.45000076293945
2022-11-14,46.33000183105469
2022-11-15,46.36000061035156
2022-11-16,46.689998626708984
2022-11-17,46.91999816894531
2022-11-18,47.27000045776367
2022-11-21,47.16999816894531
2022-11-22,47.88999938964844
2022-11-23,47.65999984741211
2022-11-25,48.02000045776367
2022-11-28,47.279998779296875
2022-11-29,47.08000183105469
2022-11-30,48.209999084472656
2022-12-01,48.4900016784668
2022-12-02,48.439998626708984
2022-12-05,47.380001068115234
2022-12-06,46.9900016784668
2022-12-07,46.97999954223633
2022-12-08,46.70000076293945
2022-12-09,46.25
2022-12-12,46.61000061035156
2022-12-13,46.63999938964844
2022-12-14,46.43000030517578
2022-12-15,46.04999923706055
2022-12-16,45.599998474121094
2022-12-19,45.459999084472656
2022-12-20,45.52000045776367
2022-12-21,45.939998626708984
2022-12-22,45.16999816894531
2022-12-23,45.66999816894531
2022-12-27,45.540000915527344
2022-12-28,44.790000915527344
2022-12-29,45.06999969482422
2022-12-30,45.16999816894531
2023-01-03,44.83000183105469
2023-01-04,44.529998779296875
2023-01-05,43.709999084472656
2023-01-06,44.88999938964844
2023-01-09,45.119998931884766
2023-01-10,45.2599983215332
2023-01-11,45.2400016784668
2023-01-12,45.970001220703125
2023-01-13,46.16999816894531
2023-01-17,46.2599983215332
2023-01-18,45.869998931884766
2023-01-19,45.18000030517578
2023-01-20,46.029998779296875
2023-01-23,46.150001525878906
2023-01-24,46.91999816894531
2023-01-25,47.119998931884766
2023-01-26,47.5
2023-01-27,47.869998931884766
2023-01-30,47.560001373291016
2023-01-31,48.459999084472656
2023-02-01,48.2599983215332
2023-02-02,47.31999969482422
