Date,MSTR
2022-02-28,44.29999923706055
2022-03-01,46.472999572753906
2022-03-02,45.92900085449219
2022-03-03,42.869998931884766
2022-03-04,41.0359992980957
2022-03-07,38.89099884033203
2022-03-08,41.0359992980957
2022-03-09,43.67499923706055
2022-03-10,42.112998962402344
2022-03-11,39.082000732421875
2022-03-14,36.99300003051758
2022-03-15,39.61399841308594
2022-03-16,42.87799835205078
2022-03-17,43.409000396728516
2022-03-18,45.428001403808594
2022-03-21,43.64799880981445
2022-03-22,45.994998931884766
2022-03-23,45.069000244140625
2022-03-24,48.391998291015625
2022-03-25,47.242000579833984
2022-03-28,51.0
2022-03-29,52.0
2022-03-30,50.069000244140625
2022-03-31,48.63199996948242
2022-04-01,49.097999572753906
2022-04-04,50.125999450683594
2022-04-05,48.72800064086914
2022-04-06,45.51100158691406
2022-04-07,46.361000061035156
2022-04-08,45.32400131225586
2022-04-11,43.638999938964844
2022-04-12,44.345001220703125
2022-04-13,46.358001708984375
2022-04-14,44.91899871826172
2022-04-18,44.5890007019043
2022-04-19,47.11399841308594
2022-04-20,44.90299987792969
2022-04-21,42.7859992980957
2022-04-22,40.90800094604492
2022-04-25,42.79999923706055
2022-04-26,39.10100173950195
2022-04-27,38.577999114990234
2022-04-28,40.04899978637695
2022-04-29,35.41699981689453
2022-05-02,36.590999603271484
2022-05-03,34.34000015258789
2022-05-04,36.64400100708008
2022-05-05,31.45199966430664
2022-05-06,29.423999786376953
2022-05-09,21.905000686645508
2022-05-10,22.552000045776367
2022-05-11,16.81999969482422
2022-05-12,17.118000030517578
2022-05-13,20.457000732421875
2022-05-16,20.150999069213867
2022-05-17,22.48699951171875
2022-05-18,19.743999481201172
2022-05-19,21.07699966430664
2022-05-20,20.274999618530273
2022-05-23,20.437000274658203
2022-05-24,19.301000595092773
2022-05-25,19.812000274658203
2022-05-26,21.610000610351562
2022-05-27,21.93899917602539
2022-05-31,26.4689998626709
2022-06-01,23.81399917602539
2022-06-02,24.445999145507812
2022-06-03,22.722000122070312
2022-06-06,23.54400062561035
2022-06-07,24.0
2022-06-08,23.288999557495117
2022-06-09,21.775999069213867
2022-06-10,20.336000442504883
2022-06-13,15.21500015258789
2022-06-14,15.687000274658203
2022-06-15,17.134000778198242
2022-06-16,16.134000778198242
2022-06-17,16.760000228881836
2022-06-21,17.895999908447266
2022-06-22,17.090999603271484
2022-06-23,18.83099937438965
2022-06-24,20.54400062561035
2022-06-27,19.67300033569336
2022-06-28,18.61199951171875
2022-06-29,17.9689998626709
2022-06-30,16.43000030517578
2022-07-01,16.677000045776367
2022-07-05,18.76799964904785
2022-07-06,18.829999923706055
2022-07-07,21.951000213623047
2022-07-08,22.128000259399414
2022-07-11,20.09000015258789
2022-07-12,19.25200080871582
2022-07-13,19.55500030517578
2022-07-14,20.458999633789062
2022-07-15,21.398000717163086
2022-07-18,22.562999725341797
2022-07-19,26.716999053955078
2022-07-20,28.87700080871582
2022-07-21,28.97100067138672
2022-07-22,28.191999435424805
2022-07-25,26.586000442504883
2022-07-26,23.763999938964844
2022-07-27,26.239999771118164
2022-07-28,27.57200050354004
2022-07-29,28.606000900268555
2022-08-01,27.573999404907227
2022-08-02,27.826000213623047
2022-08-03,31.368000030517578
2022-08-04,30.930999755859375
2022-08-05,31.915000915527344
2022-08-08,33.000999450683594
2022-08-09,31.937999725341797
2022-08-10,33.58000183105469
2022-08-11,33.69900131225586
2022-08-12,35.284000396728516
2022-08-15,34.90800094604492
2022-08-16,34.263999938964844
2022-08-17,32.52000045776367
2022-08-18,32.4379997253418
2022-08-19,28.299999237060547
2022-08-22,26.80900001525879
2022-08-23,26.579999923706055
2022-08-24,27.44099998474121
2022-08-25,27.2810001373291
2022-08-26,24.920000076293945
2022-08-29,24.496000289916992
2022-08-30,24.023000717163086
2022-08-31,23.1560001373291
2022-09-01,22.091999053955078
2022-09-02,21.805999755859375
2022-09-06,20.424999237060547
2022-09-07,21.861000061035156
2022-09-08,23.450000762939453
2022-09-09,26.19700050354004
2022-09-12,26.29800033569336
2022-09-13,23.125
2022-09-14,22.599000930786133
2022-09-15,21.694000244140625
2022-09-16,20.634000778198242
2022-09-19,20.6200008392334
2022-09-20,19.65999984741211
2022-09-21,19.591999053955078
2022-09-22,19.23200035095215
2022-09-23,19.145000457763672
2022-09-26,20.01799964904785
2022-09-27,20.60700035095215
2022-09-28,22.047000885009766
2022-09-29,21.18199920654297
2022-09-30,21.22599983215332
2022-10-03,22.45199966430664
2022-10-04,24.874000549316406
2022-10-05,24.2189998626709
2022-10-06,24.16699981689453
2022-10-07,22.030000686645508
2022-10-10,22.065000534057617
2022-10-11,21.636999130249023
2022-10-12,21.83799934387207
2022-10-13,22.054000854492188
2022-10-14,20.930999755859375
2022-10-17,22.113000869750977
2022-10-18,23.5
2022-10-19,22.607999801635742
2022-10-20,22.10099983215332
2022-10-21,23.261999130249023
2022-10-24,23.760000228881836
2022-10-25,26.868999481201172
2022-10-26,27.27199935913086
2022-10-27,27.055999755859375
2022-10-28,27.999000549316406
2022-10-31,26.750999450683594
2022-11-01,25.719999313354492
2022-11-02,24.822999954223633
2022-11-03,24.8439998626709
2022-11-04,27.709999084472656
2022-11-07,26.663999557495117
2022-11-08,21.18400001525879
2022-11-09,17.035999298095703
2022-11-10,17.5
2022-11-11,17.51799964904785
2022-11-14,16.59000015258789
2022-11-15,17.152999877929688
2022-11-16,16.944000244140625
2022-11-17,17.38800048828125
2022-11-18,17.011999130249023
2022-11-21,15.722000122070312
2022-11-22,16.70800018310547
2022-11-23,17.638999938964844
2022-11-25,18.299999237060547
2022-11-28,17.66699981689453
2022-11-29,18.200000762939453
2022-11-30,19.80900001525879
2022-12-01,19.898000717163086
2022-12-02,20.694000244140625
2022-12-05,19.566999435424805
2022-12-06,19.552000045776367
2022-12-07,19.349000930786133
2022-12-08,20.256999969482422
2022-12-09,20.325000762939453
2022-12-12,19.615999221801758
2022-12-13,20.180999755859375
2022-12-14,20.273000717163086
2022-12-15,18.799999237060547
2022-12-16,17.375
2022-12-19,17.020999908447266
2022-12-20,16.885000228881836
2022-12-21,16.881999969482422
2022-12-22,16.62299919128418
2022-12-23,16.267000198364258
2022-12-27,14.77400016784668
2022-12-28,13.809000015258789
2022-12-29,13.663000106811523
2022-12-30,14.156999588012695
2023-01-03,14.501999855041504
2023-01-04,16.506000518798828
2023-01-05,15.656000137329102
2023-01-06,16.045000076293945
2023-01-09,17.500999450683594
2023-01-10,19.0
2023-01-11,19.47599983215332
2023-01-12,21.017000198364258
2023-01-13,21.69700050354004
2023-01-17,23.591999053955078
2023-01-18,22.118999481201172
2023-01-19,22.145000457763672
2023-01-20,24.003000259399414
2023-01-23,25.02199935913086
2023-01-24,24.75
2023-01-25,24.583999633789062
2023-01-26,24.531999588012695
2023-01-27,25.836000442504883
2023-01-30,24.569000244140625
2023-01-31,25.17300033569336
2023-02-01,26.79199981689453
2023-02-02,29.21299934387207
2023-02-03,28.47599983215332
2023-02-06,28.204999923706055
2023-02-07,28.386999130249023
2023-02-08,27.59600067138672
2023-02-09,24.90399932861328
2023-02-10,24.336999893188477
2023-02-13,24.924999237060547
2023-02-14,27.11400032043457
2023-02-15,29.84000015258789
2023-02-16,28.402999877929688
2023-02-17,29.405000686645508
2023-02-21,26.992000579833984
2023-02-22,26.857999801635742
2023-02-23,26.575000762939453
2023-02-24,25.579999923706055
2023-02-27,25.864999771118164
2023-02-28,26.226999282836914
2023-03-01,25.791000366210938
2023-03-02,25.288999557495117
2023-03-03,24.69099998474121
2023-03-06,23.7450008392334
2023-03-07,23.143999099731445
2023-03-08,23.27199935913086
2023-03-09,21.082000732421875
2023-03-10,19.201000213623047
2023-03-13,22.31599998474121
2023-03-14,22.94700050354004
2023-03-15,22.7549991607666
2023-03-16,24.107999801635742
2023-03-17,26.766000747680664
2023-03-20,26.395999908447266
2023-03-21,27.33799934387207
2023-03-22,24.68600082397461
2023-03-23,26.33300018310547
2023-03-24,25.66699981689453
2023-03-27,23.895999908447266
2023-03-28,24.826000213623047
2023-03-29,28.402999877929688
2023-03-30,27.92300033569336
2023-03-31,29.23200035095215
2023-04-03,29.73900032043457
2023-04-04,29.898000717163086
2023-04-05,29.083999633789062
2023-04-06,29.010000228881836
2023-04-10,31.277999877929688
2023-04-11,33.23500061035156
2023-04-12,32.28300094604492
2023-04-13,34.071998596191406
2023-04-14,33.375
2023-04-17,31.30299949645996
2023-04-18,32.98500061035156
2023-04-19,31.472000122070312
2023-04-20,29.47100067138672
2023-04-21,29.101999282836914
2023-04-24,28.533000946044922
2023-04-25,29.090999603271484
2023-04-26,29.945999145507812
2023-04-27,31.86400032043457
2023-04-28,32.8380012512207
2023-05-01,30.746999740600586
2023-05-02,32.80099868774414
2023-05-03,30.424999237060547
2023-05-04,31.224000930786133
2023-05-05,32.672000885009766
2023-05-08,29.466999053955078
2023-05-09,30.343000411987305
2023-05-10,31.51099967956543
2023-05-11,28.73699951171875
2023-05-12,27.100000381469727
2023-05-15,28.25
2023-05-16,27.3439998626709
2023-05-17,29.05699920654297
2023-05-18,28.757999420166016
2023-05-19,28.827999114990234
2023-05-22,29.41200065612793
2023-05-23,28.933000564575195
2023-05-24,28.44300079345703
2023-05-25,28.099000930786133
2023-05-26,28.510000228881836
2023-05-30,29.927000045776367
2023-05-31,30.163000106811523
2023-06-01,29.993999481201172
2023-06-02,30.21299934387207
2023-06-05,27.63599967956543
2023-06-06,29.881999969482422
2023-06-07,29.08099937438965
2023-06-08,29.093000411987305
2023-06-09,28.232999801635742
2023-06-12,27.770000457763672
2023-06-13,28.381999969482422
2023-06-14,28.288000106811523
2023-06-15,27.79199981689453
2023-06-16,29.339000701904297
2023-06-20,31.34000015258789
2023-06-21,33.13100051879883
2023-06-22,32.722999572753906
2023-06-23,32.9109992980957
2023-06-26,30.573999404907227
2023-06-27,32.487998962402344
2023-06-28,32.56100082397461
2023-06-29,34.0260009765625
2023-06-30,34.242000579833984
2023-07-03,37.784000396728516
2023-07-05,37.81100082397461
2023-07-06,37.654998779296875
2023-07-07,38.07400131225586
2023-07-10,40.770999908447266
2023-07-11,41.22999954223633
2023-07-12,41.3489990234375
2023-07-13,46.18299865722656
2023-07-14,45.88600158691406
2023-07-17,44.987998962402344
2023-07-18,44.58000183105469
2023-07-19,45.310001373291016
2023-07-20,44.08300018310547
2023-07-21,43.665000915527344
2023-07-24,43.09400177001953
2023-07-25,43.68199920654297
2023-07-26,44.34600067138672
2023-07-27,42.6150016784668
2023-07-28,43.46099853515625
2023-07-31,43.78799819946289
2023-08-01,43.49800109863281
2023-08-02,40.733001708984375
2023-08-03,38.99100112915039
2023-08-04,37.696998596191406
2023-08-07,37.082000732421875
2023-08-08,38.948001861572266
2023-08-09,37.784000396728516
2023-08-10,37.80099868774414
2023-08-11,38.430999755859375
2023-08-14,38.882999420166016
2023-08-15,37.6150016784668
2023-08-16,36.96699905395508
2023-08-17,34.67900085449219
2023-08-18,32.86199951171875
2023-08-21,33.525001525878906
2023-08-22,32.95100021362305
2023-08-23,34.63999938964844
2023-08-24,33.65599822998047
2023-08-25,33.60499954223633
2023-08-28,34.4370002746582
2023-08-29,38.152000427246094
2023-08-30,37.167999267578125
2023-08-31,35.75299835205078
