Date,RPRX
2022-02-28,39.2599983215332
2022-03-01,38.790000915527344
2022-03-02,39.189998626708984
2022-03-03,38.5
2022-03-04,38.41999816894531
2022-03-07,37.9900016784668
2022-03-08,37.66999816894531
2022-03-09,38.380001068115234
2022-03-10,38.5099983215332
2022-03-11,38.27000045776367
2022-03-14,37.97999954223633
2022-03-15,38.27000045776367
2022-03-16,39.0
2022-03-17,39.779998779296875
2022-03-18,39.31999969482422
2022-03-21,38.959999084472656
2022-03-22,38.810001373291016
2022-03-23,38.529998779296875
2022-03-24,38.52000045776367
2022-03-25,38.369998931884766
2022-03-28,37.9900016784668
2022-03-29,38.7400016784668
2022-03-30,39.0
2022-03-31,38.959999084472656
2022-04-01,39.36000061035156
2022-04-04,39.7400016784668
2022-04-05,39.84000015258789
2022-04-06,40.380001068115234
2022-04-07,40.83000183105469
2022-04-08,41.41999816894531
2022-04-11,41.5
2022-04-12,41.810001373291016
2022-04-13,42.439998626708984
2022-04-14,44.099998474121094
2022-04-18,44.095001220703125
2022-04-19,44.20000076293945
2022-04-20,44.220001220703125
2022-04-21,43.59000015258789
2022-04-22,42.68000030517578
2022-04-25,42.310001373291016
2022-04-26,41.83000183105469
2022-04-27,42.9900016784668
2022-04-28,43.54999923706055
2022-04-29,42.58000183105469
2022-05-02,42.349998474121094
2022-05-03,42.70000076293945
2022-05-04,43.20000076293945
2022-05-05,40.77000045776367
2022-05-06,39.720001220703125
2022-05-09,37.529998779296875
2022-05-10,37.689998626708984
2022-05-11,38.310001373291016
2022-05-12,38.95000076293945
2022-05-13,39.939998626708984
2022-05-16,40.2599983215332
2022-05-17,41.36000061035156
2022-05-18,40.5099983215332
2022-05-19,39.779998779296875
2022-05-20,39.52000045776367
2022-05-23,40.04999923706055
2022-05-24,39.7400016784668
2022-05-25,40.209999084472656
2022-05-26,40.0099983215332
2022-05-27,41.27000045776367
2022-05-31,41.13999938964844
2022-06-01,40.689998626708984
2022-06-02,40.560001373291016
2022-06-03,40.52000045776367
2022-06-06,40.40999984741211
2022-06-07,41.31999969482422
2022-06-08,41.4900016784668
2022-06-09,41.08000183105469
2022-06-10,40.47999954223633
2022-06-13,38.459999084472656
2022-06-14,38.20000076293945
2022-06-15,38.529998779296875
2022-06-16,38.31999969482422
2022-06-17,39.349998474121094
2022-06-21,40.11000061035156
2022-06-22,39.84000015258789
2022-06-23,41.08000183105469
2022-06-24,43.20000076293945
2022-06-27,42.83000183105469
2022-06-28,42.560001373291016
2022-06-29,42.09000015258789
2022-06-30,42.040000915527344
2022-07-01,42.7400016784668
2022-07-05,43.150001525878906
2022-07-06,43.09000015258789
2022-07-07,43.040000915527344
2022-07-08,42.959999084472656
2022-07-11,42.7599983215332
2022-07-12,42.560001373291016
2022-07-13,42.38999938964844
2022-07-14,43.18000030517578
2022-07-15,43.93000030517578
2022-07-18,43.709999084472656
2022-07-19,43.66999816894531
2022-07-20,43.0099983215332
2022-07-21,42.7400016784668
2022-07-22,43.22999954223633
2022-07-25,42.959999084472656
2022-07-26,43.0
2022-07-27,43.650001525878906
2022-07-28,43.599998474121094
2022-07-29,43.4900016784668
2022-08-01,42.77000045776367
2022-08-02,42.470001220703125
2022-08-03,42.849998474121094
2022-08-04,42.5099983215332
2022-08-05,42.45000076293945
2022-08-08,43.130001068115234
2022-08-09,43.66999816894531
2022-08-10,43.91999816894531
2022-08-11,43.70000076293945
2022-08-12,44.20000076293945
2022-08-15,43.93000030517578
2022-08-16,44.349998474121094
2022-08-17,44.650001525878906
2022-08-18,44.16999816894531
2022-08-19,44.099998474121094
2022-08-22,43.61000061035156
2022-08-23,43.45000076293945
2022-08-24,43.45000076293945
2022-08-25,43.65999984741211
2022-08-26,43.04999923706055
2022-08-29,42.31999969482422
2022-08-30,41.849998474121094
2022-08-31,41.810001373291016
2022-09-01,41.970001220703125
2022-09-02,42.06999969482422
2022-09-06,41.900001525878906
2022-09-07,42.709999084472656
2022-09-08,42.9900016784668
2022-09-09,43.630001068115234
2022-09-12,43.63999938964844
2022-09-13,42.61000061035156
2022-09-14,42.439998626708984
2022-09-15,42.16999816894531
2022-09-16,41.95000076293945
2022-09-19,41.650001525878906
2022-09-20,41.02000045776367
2022-09-21,40.70000076293945
2022-09-22,41.060001373291016
2022-09-23,40.33000183105469
2022-09-26,39.880001068115234
2022-09-27,40.22999954223633
2022-09-28,41.2599983215332
2022-09-29,40.33000183105469
2022-09-30,40.18000030517578
2022-10-03,40.189998626708984
2022-10-04,41.66999816894531
2022-10-05,41.72999954223633
2022-10-06,41.060001373291016
2022-10-07,40.86000061035156
2022-10-10,40.400001525878906
2022-10-11,41.27000045776367
2022-10-12,41.09000015258789
2022-10-13,41.650001525878906
2022-10-14,41.40999984741211
2022-10-17,41.779998779296875
2022-10-18,42.02000045776367
2022-10-19,41.040000915527344
2022-10-20,40.86000061035156
2022-10-21,41.02000045776367
2022-10-24,41.27000045776367
2022-10-25,41.41999816894531
2022-10-26,42.02000045776367
2022-10-27,42.040000915527344
2022-10-28,42.7599983215332
2022-10-31,42.31999969482422
2022-11-01,42.220001220703125
2022-11-02,42.27000045776367
2022-11-03,42.29999923706055
2022-11-04,41.939998626708984
2022-11-07,42.369998931884766
2022-11-08,42.689998626708984
2022-11-09,43.029998779296875
2022-11-10,43.9900016784668
2022-11-11,43.91999816894531
2022-11-14,42.5
2022-11-15,42.08000183105469
2022-11-16,42.54999923706055
2022-11-17,42.33000183105469
2022-11-18,42.869998931884766
2022-11-21,42.91999816894531
2022-11-22,43.369998931884766
2022-11-23,42.93000030517578
2022-11-25,42.97999954223633
2022-11-28,42.869998931884766
2022-11-29,43.06999969482422
2022-11-30,43.970001220703125
2022-12-01,44.040000915527344
2022-12-02,43.849998474121094
2022-12-05,43.0099983215332
2022-12-06,41.93000030517578
2022-12-07,42.130001068115234
2022-12-08,42.33000183105469
2022-12-09,41.75
2022-12-12,42.18000030517578
2022-12-13,41.81999969482422
2022-12-14,41.459999084472656
2022-12-15,40.790000915527344
2022-12-16,40.209999084472656
2022-12-19,39.56999969482422
2022-12-20,39.689998626708984
2022-12-21,39.599998474121094
2022-12-22,39.189998626708984
2022-12-23,39.439998626708984
2022-12-27,39.2400016784668
2022-12-28,39.16999816894531
2022-12-29,39.540000915527344
2022-12-30,39.52000045776367
2023-01-03,39.400001525878906
2023-01-04,39.150001525878906
2023-01-05,38.63999938964844
2023-01-06,38.09000015258789
2023-01-09,39.20000076293945
2023-01-10,39.2599983215332
2023-01-11,39.31999969482422
2023-01-12,39.209999084472656
2023-01-13,39.369998931884766
2023-01-17,38.91999816894531
2023-01-18,38.5
2023-01-19,38.18000030517578
2023-01-20,38.33000183105469
2023-01-23,38.349998474121094
2023-01-24,38.2599983215332
2023-01-25,38.720001220703125
2023-01-26,38.709999084472656
2023-01-27,38.900001525878906
2023-01-30,38.63999938964844
2023-01-31,39.189998626708984
2023-02-01,38.900001525878906
2023-02-02,38.900001525878906
2023-02-03,38.959999084472656
2023-02-06,38.27000045776367
2023-02-07,38.68000030517578
2023-02-08,38.040000915527344
2023-02-09,37.939998626708984
2023-02-10,38.099998474121094
2023-02-13,38.0
2023-02-14,38.0
2023-02-15,37.689998626708984
2023-02-16,37.2400016784668
2023-02-17,37.84000015258789
2023-02-21,37.290000915527344
2023-02-22,37.13999938964844
2023-02-23,37.13999938964844
2023-02-24,36.380001068115234
2023-02-27,36.099998474121094
2023-02-28,35.849998474121094
2023-03-01,35.619998931884766
2023-03-02,35.310001373291016
2023-03-03,35.63999938964844
2023-03-06,35.150001525878906
2023-03-07,34.38999938964844
2023-03-08,34.36000061035156
2023-03-09,33.52000045776367
2023-03-10,33.099998474121094
2023-03-13,32.77000045776367
2023-03-14,33.209999084472656
2023-03-15,34.5
2023-03-16,34.810001373291016
2023-03-17,34.63999938964844
2023-03-20,35.380001068115234
2023-03-21,35.189998626708984
2023-03-22,34.86000061035156
2023-03-23,34.79999923706055
2023-03-24,35.43000030517578
2023-03-27,37.38999938964844
2023-03-28,37.06999969482422
2023-03-29,36.54999923706055
2023-03-30,36.29999923706055
2023-03-31,36.029998779296875
2023-04-03,35.880001068115234
2023-04-04,35.63999938964844
2023-04-05,36.27000045776367
2023-04-06,36.380001068115234
2023-04-10,36.310001373291016
2023-04-11,36.529998779296875
2023-04-12,36.11000061035156
2023-04-13,36.529998779296875
2023-04-14,36.2599983215332
2023-04-17,36.560001373291016
2023-04-18,35.88999938964844
2023-04-19,36.2400016784668
2023-04-20,36.11000061035156
2023-04-21,36.099998474121094
2023-04-24,35.83000183105469
2023-04-25,35.599998474121094
2023-04-26,35.09000015258789
2023-04-27,35.34000015258789
2023-04-28,35.150001525878906
2023-05-01,35.33000183105469
2023-05-02,35.060001373291016
2023-05-03,35.34000015258789
2023-05-04,34.88999938964844
2023-05-05,35.099998474121094
2023-05-08,35.52000045776367
2023-05-09,33.9900016784668
2023-05-10,33.86000061035156
2023-05-11,34.5
2023-05-12,34.54999923706055
2023-05-15,34.33000183105469
2023-05-16,33.22999954223633
2023-05-17,32.95000076293945
2023-05-18,33.630001068115234
2023-05-19,33.709999084472656
2023-05-22,33.380001068115234
2023-05-23,33.06999969482422
2023-05-24,32.220001220703125
2023-05-25,32.2400016784668
2023-05-26,32.380001068115234
2023-05-30,32.5099983215332
2023-05-31,32.7400016784668
2023-06-01,33.16999816894531
2023-06-02,33.41999816894531
2023-06-05,33.310001373291016
2023-06-06,33.84000015258789
2023-06-07,33.790000915527344
2023-06-08,34.529998779296875
2023-06-09,32.90999984741211
2023-06-12,32.810001373291016
2023-06-13,32.38999938964844
2023-06-14,32.150001525878906
2023-06-15,32.20000076293945
2023-06-16,31.899999618530273
2023-06-20,31.40999984741211
2023-06-21,30.979999542236328
2023-06-22,31.010000228881836
2023-06-23,30.950000762939453
2023-06-26,30.040000915527344
2023-06-27,29.84000015258789
2023-06-28,29.600000381469727
2023-06-29,30.579999923706055
2023-06-30,30.739999771118164
2023-07-03,30.709999084472656
2023-07-05,30.3799991607666
2023-07-06,30.489999771118164
2023-07-07,30.010000228881836
2023-07-10,30.049999237060547
2023-07-11,30.709999084472656
2023-07-12,31.280000686645508
2023-07-13,30.709999084472656
2023-07-14,30.729999542236328
2023-07-17,30.649999618530273
2023-07-18,30.920000076293945
2023-07-19,31.059999465942383
2023-07-20,31.170000076293945
2023-07-21,31.190000534057617
2023-07-24,31.0
2023-07-25,31.200000762939453
2023-07-26,31.219999313354492
2023-07-27,31.0
2023-07-28,31.229999542236328
2023-07-31,31.3799991607666
2023-08-01,30.899999618530273
2023-08-02,30.649999618530273
2023-08-03,30.59000015258789
2023-08-04,30.600000381469727
2023-08-07,30.81999969482422
2023-08-08,30.549999237060547
2023-08-09,30.549999237060547
2023-08-10,30.56999969482422
2023-08-11,30.469999313354492
2023-08-14,30.110000610351562
2023-08-15,29.799999237060547
2023-08-16,29.690000534057617
2023-08-17,29.270000457763672
2023-08-18,29.34000015258789
2023-08-21,29.639999389648438
2023-08-22,29.6200008392334
2023-08-23,29.68000030517578
2023-08-24,29.559999465942383
2023-08-25,30.209999084472656
2023-08-28,30.389999389648438
2023-08-29,30.729999542236328
2023-08-30,30.3700008392334
2023-08-31,29.81999969482422
2023-09-01,30.270000457763672
2023-09-05,29.5
2023-09-06,29.06999969482422
2023-09-07,28.860000610351562
2023-09-08,29.190000534057617
2023-09-11,29.020000457763672
2023-09-12,29.149999618530273
2023-09-13,28.770000457763672
2023-09-14,28.760000228881836
2023-09-15,28.1299991607666
2023-09-18,27.979999542236328
2023-09-19,27.420000076293945
2023-09-20,27.450000762939453
2023-09-21,26.260000228881836
2023-09-22,26.329999923706055
2023-09-25,26.610000610351562
2023-09-26,26.739999771118164
2023-09-27,26.700000762939453
2023-09-28,26.780000686645508
2023-09-29,27.139999389648438
2023-10-02,26.809999465942383
2023-10-03,27.0
2023-10-04,26.649999618530273
2023-10-05,26.59000015258789
2023-10-06,27.0
2023-10-09,26.770000457763672
2023-10-10,26.93000030517578
2023-10-11,27.139999389648438
2023-10-12,27.100000381469727
2023-10-13,27.84000015258789
2023-10-16,27.959999084472656
2023-10-17,28.479999542236328
2023-10-18,27.459999084472656
2023-10-19,28.110000610351562
2023-10-20,27.639999389648438
2023-10-23,27.3799991607666
2023-10-24,27.639999389648438
2023-10-25,27.299999237060547
2023-10-26,27.25
2023-10-27,26.209999084472656
2023-10-30,26.700000762939453
2023-10-31,26.8700008392334
2023-11-01,27.229999542236328
2023-11-02,27.479999542236328
2023-11-03,27.950000762939453
2023-11-06,27.780000686645508
2023-11-07,27.549999237060547
2023-11-08,27.6200008392334
2023-11-09,27.40999984741211
2023-11-10,27.219999313354492
2023-11-13,27.110000610351562
2023-11-14,27.520000457763672
2023-11-15,27.020000457763672
2023-11-16,26.530000686645508
2023-11-17,26.600000381469727
2023-11-20,26.93000030517578
2023-11-21,27.0
2023-11-22,27.18000030517578
2023-11-24,27.059999465942383
2023-11-27,27.139999389648438
2023-11-28,27.09000015258789
2023-11-29,26.899999618530273
2023-11-30,27.06999969482422
2023-12-01,27.350000381469727
2023-12-04,28.31999969482422
2023-12-05,28.450000762939453
2023-12-06,28.760000228881836
2023-12-07,28.770000457763672
2023-12-08,28.56999969482422
2023-12-11,28.690000534057617
2023-12-12,28.510000228881836
2023-12-13,29.219999313354492
2023-12-14,28.6299991607666
2023-12-15,27.3700008392334
2023-12-18,27.350000381469727
2023-12-19,27.780000686645508
2023-12-20,27.06999969482422
2023-12-21,27.3799991607666
2023-12-22,27.549999237060547
2023-12-26,27.239999771118164
2023-12-27,28.010000228881836
2023-12-28,27.959999084472656
2023-12-29,28.09000015258789
2024-01-02,28.270000457763672
2024-01-03,27.739999771118164
2024-01-04,27.799999237060547
2024-01-05,27.459999084472656
2024-01-08,27.959999084472656
2024-01-09,28.329999923706055
2024-01-10,28.780000686645508
2024-01-11,28.610000610351562
2024-01-12,28.3799991607666
2024-01-16,28.40999984741211
2024-01-17,28.329999923706055
