Date,NTRA
2022-02-28,65.75
2022-03-01,64.36000061035156
2022-03-02,63.13999938964844
2022-03-03,60.04999923706055
2022-03-04,56.47999954223633
2022-03-07,52.529998779296875
2022-03-08,54.75
2022-03-09,36.79999923706055
2022-03-10,42.61000061035156
2022-03-11,38.97999954223633
2022-03-14,35.88999938964844
2022-03-15,30.31999969482422
2022-03-16,35.02000045776367
2022-03-17,37.5099983215332
2022-03-18,39.630001068115234
2022-03-21,39.25
2022-03-22,41.59000015258789
2022-03-23,38.849998474121094
2022-03-24,40.650001525878906
2022-03-25,39.70000076293945
2022-03-28,40.25
2022-03-29,42.43000030517578
2022-03-30,41.45000076293945
2022-03-31,40.68000030517578
2022-04-01,42.900001525878906
2022-04-04,44.540000915527344
2022-04-05,42.79999923706055
2022-04-06,42.290000915527344
2022-04-07,42.36000061035156
2022-04-08,42.86000061035156
2022-04-11,40.779998779296875
2022-04-12,40.02000045776367
2022-04-13,41.650001525878906
2022-04-14,39.52000045776367
2022-04-18,37.939998626708984
2022-04-19,37.40999984741211
2022-04-20,38.099998474121094
2022-04-21,36.650001525878906
2022-04-22,36.290000915527344
2022-04-25,39.66999816894531
2022-04-26,37.40999984741211
2022-04-27,36.220001220703125
2022-04-28,36.34000015258789
2022-04-29,35.119998931884766
2022-05-02,37.560001373291016
2022-05-03,35.95000076293945
2022-05-04,36.810001373291016
2022-05-05,34.099998474121094
2022-05-06,36.08000183105469
2022-05-09,29.790000915527344
2022-05-10,30.010000228881836
2022-05-11,28.1299991607666
2022-05-12,28.90999984741211
2022-05-13,34.20000076293945
2022-05-16,33.91999816894531
2022-05-17,36.66999816894531
2022-05-18,35.93000030517578
2022-05-19,38.970001220703125
2022-05-20,39.959999084472656
2022-05-23,39.04999923706055
2022-05-24,37.34000015258789
2022-05-25,37.529998779296875
2022-05-26,39.119998931884766
2022-05-27,41.189998626708984
2022-05-31,36.689998626708984
2022-06-01,35.459999084472656
2022-06-02,38.939998626708984
2022-06-03,36.97999954223633
2022-06-06,35.77000045776367
2022-06-07,37.150001525878906
2022-06-08,38.869998931884766
2022-06-09,35.7400016784668
2022-06-10,34.20000076293945
2022-06-13,31.690000534057617
2022-06-14,32.45000076293945
2022-06-15,33.93000030517578
2022-06-16,32.959999084472656
2022-06-17,33.529998779296875
2022-06-21,33.630001068115234
2022-06-22,35.5
2022-06-23,38.849998474121094
2022-06-24,41.380001068115234
2022-06-27,39.709999084472656
2022-06-28,37.720001220703125
2022-06-29,36.869998931884766
2022-06-30,35.439998626708984
2022-07-01,36.93000030517578
2022-07-05,38.790000915527344
2022-07-06,37.709999084472656
2022-07-07,40.33000183105469
2022-07-08,40.47999954223633
2022-07-11,37.59000015258789
2022-07-12,38.45000076293945
2022-07-13,40.369998931884766
2022-07-14,43.56999969482422
2022-07-15,45.81999969482422
2022-07-18,43.58000183105469
2022-07-19,45.11000061035156
2022-07-20,46.130001068115234
2022-07-21,46.5
2022-07-22,44.79999923706055
2022-07-25,45.2400016784668
2022-07-26,44.88999938964844
2022-07-27,47.029998779296875
2022-07-28,47.83000183105469
2022-07-29,47.0
2022-08-01,47.7599983215332
2022-08-02,49.59000015258789
2022-08-03,48.9900016784668
2022-08-04,50.9900016784668
2022-08-05,51.470001220703125
2022-08-08,52.15999984741211
2022-08-09,50.81999969482422
2022-08-10,55.290000915527344
2022-08-11,53.59000015258789
2022-08-12,55.16999816894531
2022-08-15,56.68000030517578
2022-08-16,55.119998931884766
2022-08-17,52.56999969482422
2022-08-18,52.029998779296875
2022-08-19,50.369998931884766
2022-08-22,49.060001373291016
2022-08-23,50.2400016784668
2022-08-24,52.060001373291016
2022-08-25,52.7599983215332
2022-08-26,48.540000915527344
2022-08-29,48.279998779296875
2022-08-30,47.52000045776367
2022-08-31,49.2599983215332
2022-09-01,49.04999923706055
2022-09-02,47.650001525878906
2022-09-06,47.7400016784668
2022-09-07,50.27000045776367
2022-09-08,51.77000045776367
2022-09-09,52.91999816894531
2022-09-12,53.310001373291016
2022-09-13,50.54999923706055
2022-09-14,49.380001068115234
2022-09-15,50.689998626708984
2022-09-16,48.54999923706055
2022-09-19,48.88999938964844
2022-09-20,48.93000030517578
2022-09-21,48.5099983215332
2022-09-22,46.16999816894531
2022-09-23,43.63999938964844
2022-09-26,42.54999923706055
2022-09-27,43.119998931884766
2022-09-28,46.04999923706055
2022-09-29,44.470001220703125
2022-09-30,43.81999969482422
2022-10-03,44.06999969482422
2022-10-04,47.90999984741211
2022-10-05,46.63999938964844
2022-10-06,47.029998779296875
2022-10-07,42.77000045776367
2022-10-10,40.279998779296875
2022-10-11,40.68000030517578
2022-10-12,42.209999084472656
2022-10-13,42.849998474121094
2022-10-14,41.5099983215332
2022-10-17,43.40999984741211
2022-10-18,43.91999816894531
2022-10-19,41.540000915527344
2022-10-20,42.79999923706055
2022-10-21,43.58000183105469
2022-10-24,42.66999816894531
2022-10-25,45.310001373291016
2022-10-26,46.32500076293945
2022-10-27,46.650001525878906
2022-10-28,47.65999984741211
2022-10-31,46.959999084472656
2022-11-01,46.66999816894531
2022-11-02,45.45000076293945
2022-11-03,45.040000915527344
2022-11-04,44.439998626708984
2022-11-07,42.689998626708984
2022-11-08,42.439998626708984
2022-11-09,37.06999969482422
2022-11-10,38.130001068115234
2022-11-11,40.439998626708984
2022-11-14,35.459999084472656
2022-11-15,34.16999816894531
2022-11-16,36.72999954223633
