Date,FER
2023-03-29,27.600000381469727
2023-03-30,27.600000381469727
2023-03-31,27.600000381469727
2023-04-03,27.600000381469727
2023-04-04,27.600000381469727
2023-04-05,27.600000381469727
2023-04-06,27.600000381469727
2023-04-10,27.600000381469727
2023-04-11,27.600000381469727
2023-04-12,27.600000381469727
2023-04-13,27.600000381469727
2023-04-14,27.600000381469727
2023-04-17,27.600000381469727
2023-04-18,27.600000381469727
2023-04-19,29.760000228881836
2023-04-20,29.760000228881836
2023-04-21,29.760000228881836
2023-04-24,29.760000228881836
2023-04-25,29.760000228881836
2023-04-26,29.760000228881836
2023-04-27,29.760000228881836
2023-04-28,29.760000228881836
2023-05-01,29.760000228881836
2023-05-02,29.760000228881836
2023-05-03,29.760000228881836
2023-05-04,29.760000228881836
2023-05-05,29.760000228881836
2023-05-08,29.760000228881836
2023-05-09,29.760000228881836
2023-05-10,29.760000228881836
2023-05-11,29.760000228881836
2023-05-12,29.760000228881836
2023-05-15,29.760000228881836
2023-05-16,29.760000228881836
2023-05-17,29.760000228881836
2023-05-18,29.760000228881836
2023-05-19,29.760000228881836
2023-05-22,29.760000228881836
2023-05-23,29.760000228881836
2023-05-24,31.219999313354492
2023-05-25,31.219999313354492
2023-05-26,31.219999313354492
2023-05-30,31.219999313354492
2023-05-31,31.219999313354492
2023-06-01,31.219999313354492
2023-06-02,31.219999313354492
2023-06-05,31.219999313354492
2023-06-06,31.219999313354492
2023-06-07,31.219999313354492
2023-06-08,31.219999313354492
2023-06-09,31.219999313354492
2023-06-12,31.219999313354492
2023-06-13,30.549999237060547
2023-06-14,30.549999237060547
2023-06-15,30.549999237060547
2023-06-16,30.549999237060547
2023-06-20,30.549999237060547
2023-06-21,32.5
2023-06-22,32.5
2023-06-23,30.549999237060547
2023-06-26,30.549999237060547
2023-06-27,30.549999237060547
2023-06-28,30.549999237060547
2023-06-29,30.549999237060547
2023-06-30,30.549999237060547
2023-07-03,30.549999237060547
2023-07-05,30.549999237060547
2023-07-06,30.549999237060547
2023-07-07,30.549999237060547
2023-07-10,30.549999237060547
2023-07-11,30.549999237060547
2023-07-12,30.549999237060547
2023-07-13,30.549999237060547
2023-07-14,30.549999237060547
2023-07-17,30.549999237060547
2023-07-18,3.055000066757202
2023-07-19,30.549999237060547
2023-07-20,30.549999237060547
2023-07-21,30.549999237060547
2023-07-24,30.549999237060547
2023-07-25,30.549999237060547
2023-07-26,30.549999237060547
2023-07-27,30.549999237060547
2023-07-28,30.549999237060547
2023-07-31,30.549999237060547
2023-08-01,33.400001525878906
2023-08-02,33.400001525878906
2023-08-03,33.400001525878906
2023-08-04,33.099998474121094
2023-08-07,33.099998474121094
2023-08-08,33.099998474121094
2023-08-09,33.099998474121094
2023-08-10,33.099998474121094
2023-08-11,33.099998474121094
2023-08-14,33.099998474121094
2023-08-15,33.099998474121094
2023-08-16,33.099998474121094
2023-08-17,33.099998474121094
2023-08-18,33.099998474121094
2023-08-21,34.0
2023-08-22,30.0
2023-08-23,30.0
2023-08-24,30.0
2023-08-25,30.0
2023-08-28,30.0
2023-08-29,30.0
2023-08-30,30.0
2023-08-31,30.0
2023-09-01,30.0
2023-09-05,30.0
2023-09-06,30.0
2023-09-07,31.59000015258789
2023-09-08,31.59000015258789
2023-09-11,31.59000015258789
2023-09-12,31.59000015258789
2023-09-13,31.59000015258789
2023-09-14,31.59000015258789
2023-09-15,31.59000015258789
2023-09-18,31.59000015258789
2023-09-19,31.59000015258789
2023-09-20,31.59000015258789
2023-09-21,31.59000015258789
2023-09-22,33.290000915527344
2023-09-25,33.290000915527344
2023-09-26,33.290000915527344
2023-09-27,33.290000915527344
2023-09-28,33.290000915527344
2023-09-29,30.350000381469727
2023-10-02,30.350000381469727
2023-10-03,30.0
2023-10-04,29.5
2023-10-05,29.5
2023-10-06,29.5
2023-10-09,29.5
2023-10-10,29.549999237060547
2023-10-11,29.549999237060547
2023-10-12,29.549999237060547
2023-10-13,32.790000915527344
2023-10-16,32.790000915527344
2023-10-17,32.5
2023-10-18,32.5
2023-10-19,32.5
2023-10-20,32.5
2023-10-23,32.5
2023-10-24,32.5
2023-10-25,32.5
2023-10-26,32.5
2023-10-27,32.5
2023-10-30,32.5
2023-10-31,32.5
2023-11-01,32.5
2023-11-02,32.5
2023-11-03,32.5
2023-11-06,32.5
2023-11-07,32.5
2023-11-08,32.5
2023-11-09,32.5
2023-11-10,32.5
2023-11-13,32.5
2023-11-14,32.5
2023-11-15,32.5
2023-11-16,32.5
2023-11-17,38.06999969482422
2023-11-20,32.86000061035156
2023-11-21,32.86000061035156
2023-11-22,32.86000061035156
2023-11-24,32.86000061035156
2023-11-27,32.86000061035156
2023-11-28,32.86000061035156
2023-11-29,32.86000061035156
2023-11-30,32.86000061035156
2023-12-01,32.86000061035156
2023-12-04,32.86000061035156
2023-12-05,32.86000061035156
2023-12-06,32.86000061035156
2023-12-07,32.86000061035156
2023-12-08,32.86000061035156
2023-12-11,32.86000061035156
2023-12-12,32.86000061035156
2023-12-13,32.86000061035156
2023-12-14,35.40999984741211
2023-12-15,35.40999984741211
2023-12-18,35.40999984741211
2023-12-19,35.40999984741211
2023-12-20,35.40999984741211
2023-12-21,35.40999984741211
2023-12-22,35.40999984741211
2023-12-26,35.40999984741211
2023-12-27,35.40999984741211
2023-12-28,35.40999984741211
2023-12-29,35.40999984741211
2024-01-02,35.40999984741211
2024-01-03,35.40999984741211
2024-01-04,35.40999984741211
2024-01-05,38.779998779296875
2024-01-08,38.779998779296875
2024-01-09,38.779998779296875
2024-01-10,38.779998779296875
2024-01-11,38.779998779296875
2024-01-12,38.779998779296875
2024-01-16,38.779998779296875
2024-01-17,38.779998779296875
2024-01-18,38.779998779296875
2024-01-19,38.0
2024-01-22,38.0
2024-01-23,38.0
2024-01-24,38.0
2024-01-25,38.0
2024-01-26,38.0
2024-01-29,38.0
2024-01-30,38.0
2024-01-31,38.0
2024-02-01,38.0
2024-02-02,38.0
2024-02-05,38.0
2024-02-06,38.0
2024-02-07,38.0
2024-02-08,38.45000076293945
2024-02-09,38.45000076293945
2024-02-12,38.45000076293945
2024-02-13,38.45000076293945
2024-02-14,37.540000915527344
2024-02-15,37.540000915527344
2024-02-16,37.540000915527344
2024-02-20,37.540000915527344
2024-02-21,37.540000915527344
2024-02-22,37.540000915527344
2024-02-23,37.540000915527344
2024-02-26,37.540000915527344
2024-02-27,37.540000915527344
2024-02-28,39.52989959716797
2024-02-29,39.52989959716797
2024-03-01,39.52989959716797
2024-03-04,39.52989959716797
2024-03-05,39.52989959716797
2024-03-06,37.070098876953125
2024-03-07,37.070098876953125
2024-03-08,37.070098876953125
2024-03-11,40.02000045776367
2024-03-12,40.02000045776367
2024-03-13,40.02000045776367
2024-03-14,40.02000045776367
2024-03-15,40.02000045776367
2024-03-18,40.02000045776367
2024-03-19,40.02000045776367
2024-03-20,40.02000045776367
2024-03-21,40.02000045776367
2024-03-22,40.02000045776367
2024-03-25,40.02000045776367
2024-03-26,40.02000045776367
2024-03-27,40.02000045776367
2024-03-28,40.02000045776367
2024-04-01,40.02000045776367
2024-04-02,40.02000045776367
2024-04-03,40.74300003051758
2024-04-04,40.74300003051758
2024-04-05,40.74300003051758
2024-04-08,37.619998931884766
2024-04-09,37.63999938964844
2024-04-10,37.63999938964844
2024-04-11,37.58000183105469
2024-04-12,37.58000183105469
2024-04-15,37.58000183105469
2024-04-16,36.11149978637695
2024-04-17,36.11149978637695
2024-04-18,36.11149978637695
2024-04-19,36.11149978637695
2024-04-22,36.11149978637695
2024-04-23,36.11149978637695
2024-04-24,36.11149978637695
2024-04-25,36.119998931884766
2024-04-26,36.119998931884766
2024-04-29,36.119998931884766
2024-04-30,36.119998931884766
2024-05-01,37.599998474121094
2024-05-02,37.599998474121094
2024-05-03,39.290000915527344
2024-05-06,40.0
2024-05-07,40.34000015258789
2024-05-08,40.7400016784668
2024-05-09,40.0
2024-05-10,37.5
2024-05-13,37.900001525878906
2024-05-14,40.400001525878906
2024-05-15,41.52000045776367
2024-05-16,40.4900016784668
2024-05-17,40.619998931884766
2024-05-20,40.0
2024-05-21,40.900001525878906
2024-05-22,40.119998931884766
2024-05-23,40.0
2024-05-24,40.209999084472656
2024-05-28,40.099998474121094
2024-05-29,39.599998474121094
2024-05-30,40.25
2024-05-31,40.494998931884766
2024-06-03,40.400001525878906
2024-06-04,39.90999984741211
2024-06-05,40.5
2024-06-06,39.869998931884766
2024-06-07,39.689998626708984
2024-06-10,39.400001525878906
2024-06-11,41.38999938964844
2024-06-12,39.900001525878906
2024-06-13,39.22999954223633
2024-06-14,39.35499954223633
2024-06-17,38.5099983215332
2024-06-18,39.02000045776367
2024-06-20,39.599998474121094
2024-06-21,37.91999816894531
2024-06-24,39.7599983215332
2024-06-25,39.79999923706055
2024-06-26,39.79999923706055
2024-06-27,39.29999923706055
2024-06-28,38.88999938964844
2024-07-01,39.0
2024-07-02,39.25
2024-07-03,40.18000030517578
2024-07-05,40.619998931884766
2024-07-08,40.650001525878906
2024-07-09,39.709999084472656
2024-07-10,40.310001373291016
2024-07-11,41.52000045776367
2024-07-12,42.310001373291016
2024-07-15,41.95000076293945
2024-07-16,42.0099983215332
2024-07-17,42.22999954223633
2024-07-18,41.90999984741211
2024-07-19,41.83000183105469
2024-07-22,42.560001373291016
2024-07-23,42.25
2024-07-24,41.7400016784668
2024-07-25,41.790000915527344
2024-07-26,41.720001220703125
2024-07-29,41.41999816894531
2024-07-30,42.540000915527344
2024-07-31,39.81999969482422
2024-08-01,38.79999923706055
2024-08-02,39.54999923706055
2024-08-05,38.529998779296875
2024-08-06,38.77000045776367
2024-08-07,39.29999923706055
2024-08-08,39.29999923706055
2024-08-09,39.34000015258789
2024-08-12,39.2400016784668
2024-08-13,39.93000030517578
2024-08-14,40.18000030517578
2024-08-15,40.220001220703125
2024-08-16,40.189998626708984
2024-08-19,40.709999084472656
2024-08-20,40.79999923706055
2024-08-21,40.77000045776367
2024-08-22,40.7599983215332
2024-08-23,41.75
2024-08-26,41.06999969482422
2024-08-27,41.08000183105469
2024-08-28,41.349998474121094
2024-08-29,41.279998779296875
2024-08-30,42.060001373291016
2024-09-03,41.15999984741211
2024-09-04,41.56999969482422
2024-09-05,41.790000915527344
2024-09-06,41.63999938964844
2024-09-09,42.119998931884766
2024-09-10,41.86000061035156
2024-09-11,41.189998626708984
2024-09-12,41.45000076293945
2024-09-13,41.959999084472656
2024-09-16,42.349998474121094
2024-09-17,42.81999969482422
2024-09-18,42.599998474121094
2024-09-19,42.689998626708984
2024-09-20,42.369998931884766
2024-09-23,42.86000061035156
2024-09-24,42.90999984741211
2024-09-25,42.790000915527344
2024-09-26,43.25
2024-09-27,43.310001373291016
2024-09-30,43.189998626708984
2024-10-01,42.93000030517578
2024-10-02,42.56999969482422
2024-10-03,42.13999938964844
2024-10-04,40.93000030517578
2024-10-07,40.59000015258789
2024-10-08,40.88999938964844
2024-10-09,40.68000030517578
2024-10-10,41.02000045776367
2024-10-11,40.9900016784668
2024-10-14,41.2400016784668
2024-10-15,41.65999984741211
2024-10-16,42.08000183105469
2024-10-17,41.97999954223633
2024-10-18,42.2400016784668
2024-10-21,41.34000015258789
2024-10-22,41.04999923706055
2024-10-23,41.17499923706055
2024-10-24,40.95000076293945
2024-10-25,40.33000183105469
2024-10-28,41.0
2024-10-29,40.88999938964844
2024-10-30,39.97999954223633
2024-10-31,40.209999084472656
2024-11-01,40.36000061035156
2024-11-04,39.119998931884766
2024-11-05,39.52000045776367
2024-11-06,38.560001373291016
2024-11-07,38.90999984741211
2024-11-08,38.709999084472656
2024-11-11,39.310001373291016
2024-11-12,38.63999938964844
2024-11-13,38.13999938964844
2024-11-14,38.58000183105469
2024-11-15,38.529998779296875
2024-11-18,38.709999084472656
2024-11-19,39.16999816894531
2024-11-20,38.790000915527344
2024-11-21,38.54999923706055
