Date,CSWI
2023-08-14,187.61000061035156
2023-08-15,187.85000610351562
2023-08-16,187.94000244140625
2023-08-17,184.2100067138672
2023-08-18,184.7100067138672
2023-08-21,181.55999755859375
2023-08-22,181.13999938964844
2023-08-23,184.5
2023-08-24,181.02000427246094
2023-08-25,181.88499450683594
2023-08-28,180.6999969482422
2023-08-29,181.47999572753906
2023-08-30,181.6699981689453
2023-08-31,179.6300048828125
2023-09-01,185.2100067138672
2023-09-05,176.3800048828125
2023-09-06,180.3699951171875
2023-09-07,178.8699951171875
2023-09-08,181.66000366210938
2023-09-11,178.58999633789062
2023-09-12,178.2100067138672
2023-09-13,177.35000610351562
2023-09-14,182.0
2023-09-15,178.3300018310547
2023-09-18,176.47999572753906
2023-09-19,177.30999755859375
2023-09-20,178.17999267578125
2023-09-21,179.16000366210938
2023-09-22,178.85000610351562
2023-09-25,179.44000244140625
2023-09-26,175.25
2023-09-27,178.3699951171875
2023-09-28,176.2100067138672
2023-09-29,175.24000549316406
2023-10-02,174.72000122070312
2023-10-03,172.1199951171875
2023-10-04,175.94000244140625
2023-10-05,176.75
2023-10-06,177.75
2023-10-09,178.86000061035156
2023-10-10,178.7899932861328
2023-10-11,181.36000061035156
2023-10-12,176.9600067138672
2023-10-13,176.27999877929688
2023-10-16,175.1999969482422
2023-10-17,175.0399932861328
2023-10-18,173.7899932861328
2023-10-19,172.88999938964844
2023-10-20,174.10000610351562
2023-10-23,173.6699981689453
2023-10-24,173.2100067138672
2023-10-25,173.6199951171875
2023-10-26,177.77000427246094
2023-10-27,177.0
2023-10-30,176.89999389648438
2023-10-31,177.25999450683594
2023-11-01,175.0
2023-11-02,171.6199951171875
2023-11-03,174.5
2023-11-06,169.60000610351562
2023-11-07,172.1999969482422
2023-11-08,169.41000366210938
2023-11-09,167.75
2023-11-10,169.16000366210938
2023-11-13,169.82000732421875
2023-11-14,179.72999572753906
2023-11-15,174.0
2023-11-16,172.97000122070312
2023-11-17,172.99000549316406
2023-11-20,169.0399932861328
2023-11-21,173.72999572753906
2023-11-22,175.5500030517578
2023-11-24,177.60000610351562
2023-11-27,175.80999755859375
2023-11-28,174.0
2023-11-29,177.0
2023-11-30,177.3300018310547
2023-12-01,181.41000366210938
2023-12-04,180.1999969482422
2023-12-05,179.75
2023-12-06,178.47000122070312
2023-12-07,181.11000061035156
2023-12-08,182.52999877929688
2023-12-11,187.82000732421875
2023-12-12,191.10000610351562
2023-12-13,195.8800048828125
2023-12-14,201.36000061035156
2023-12-15,203.5500030517578
2023-12-18,202.47000122070312
2023-12-19,203.86000061035156
2023-12-20,203.14999389648438
2023-12-21,203.33999633789062
2023-12-22,207.32000732421875
2023-12-26,208.9600067138672
2023-12-27,209.8699951171875
2023-12-28,209.3699951171875
2023-12-29,207.41000366210938
2024-01-02,208.1300048828125
2024-01-03,205.0
2024-01-04,203.8000030517578
2024-01-05,202.05999755859375
2024-01-08,205.3000030517578
2024-01-09,204.80999755859375
2024-01-10,206.91000366210938
2024-01-11,211.4949951171875
2024-01-12,213.92999267578125
2024-01-16,215.72999572753906
2024-01-17,213.0
2024-01-18,215.91000366210938
2024-01-19,215.4499969482422
2024-01-22,217.72000122070312
2024-01-23,212.36000061035156
2024-01-24,207.6199951171875
2024-01-25,208.82000732421875
2024-01-26,204.72999572753906
2024-01-29,210.1999969482422
2024-01-30,217.7899932861328
2024-01-31,211.57000732421875
2024-02-01,219.97999572753906
2024-02-02,220.44000244140625
2024-02-05,217.94000244140625
2024-02-06,220.77999877929688
2024-02-07,224.97999572753906
2024-02-08,226.77999877929688
2024-02-09,229.44000244140625
2024-02-12,228.3699951171875
2024-02-13,219.08999633789062
2024-02-14,222.17999267578125
2024-02-15,228.69000244140625
2024-02-16,232.0
2024-02-20,233.38999938964844
2024-02-21,227.0
2024-02-22,228.02000427246094
2024-02-23,230.47000122070312
2024-02-26,230.85000610351562
2024-02-27,229.39999389648438
2024-02-28,226.77000427246094
2024-02-29,230.38999938964844
2024-03-01,228.39999389648438
2024-03-04,234.35000610351562
2024-03-05,230.8000030517578
2024-03-06,234.74000549316406
2024-03-07,238.1300048828125
2024-03-08,233.72000122070312
2024-03-11,233.11000061035156
2024-03-12,231.47000122070312
2024-03-13,231.05999755859375
2024-03-14,231.0399932861328
2024-03-15,230.0800018310547
2024-03-18,230.44000244140625
2024-03-19,234.57000732421875
2024-03-20,236.99000549316406
2024-03-21,240.10000610351562
2024-03-22,232.6699981689453
2024-03-25,228.17999267578125
2024-03-26,228.6199951171875
2024-03-27,232.60000610351562
2024-03-28,234.60000610351562
2024-04-01,231.9199981689453
2024-04-02,228.5800018310547
2024-04-03,230.17999267578125
2024-04-04,231.0500030517578
2024-04-05,236.27000427246094
2024-04-08,236.9499969482422
2024-04-09,239.66000366210938
2024-04-10,235.10000610351562
2024-04-11,238.3300018310547
2024-04-12,236.02999877929688
2024-04-15,235.2899932861328
2024-04-16,234.66000366210938
2024-04-17,232.42999267578125
2024-04-18,233.97999572753906
2024-04-19,231.8800048828125
2024-04-22,234.35000610351562
2024-04-23,239.4600067138672
2024-04-24,238.0500030517578
2024-04-25,237.72000122070312
2024-04-26,239.0
2024-04-29,239.97999572753906
2024-04-30,237.6199951171875
2024-05-01,240.60000610351562
2024-05-02,241.8699951171875
2024-05-03,242.83999633789062
2024-05-06,248.0399932861328
2024-05-07,250.33999633789062
2024-05-08,247.8800048828125
2024-05-09,246.72000122070312
2024-05-10,247.6300048828125
2024-05-13,241.94000244140625
2024-05-14,245.27000427246094
2024-05-15,246.32000732421875
2024-05-16,242.7899932861328
2024-05-17,240.3699951171875
2024-05-20,249.25999450683594
2024-05-21,249.8300018310547
2024-05-22,247.52999877929688
2024-05-23,255.82000732421875
2024-05-24,261.69000244140625
2024-05-28,258.82000732421875
2024-05-29,256.2699890136719
2024-05-30,255.4600067138672
2024-05-31,254.25999450683594
2024-06-03,255.02999877929688
2024-06-04,252.3800048828125
2024-06-05,255.74000549316406
2024-06-06,257.4100036621094
2024-06-07,253.27999877929688
2024-06-10,253.63999938964844
2024-06-11,259.05999755859375
2024-06-12,269.0400085449219
2024-06-13,265.3399963378906
2024-06-14,263.3900146484375
2024-06-17,266.260009765625
2024-06-18,268.8599853515625
2024-06-20,262.7200012207031
2024-06-21,265.4599914550781
2024-06-24,268.45001220703125
2024-06-25,265.3699951171875
2024-06-26,265.0299987792969
2024-06-27,264.4599914550781
2024-06-28,265.30999755859375
2024-07-01,263.54998779296875
2024-07-02,267.3599853515625
2024-07-03,268.69000244140625
2024-07-05,271.92999267578125
2024-07-08,272.9800109863281
2024-07-09,270.9100036621094
2024-07-10,273.95001220703125
2024-07-11,278.0899963378906
2024-07-12,278.739990234375
2024-07-15,288.1000061035156
2024-07-16,301.2799987792969
2024-07-17,292.2799987792969
2024-07-18,287.510009765625
2024-07-19,284.3399963378906
2024-07-22,293.5
2024-07-23,298.80999755859375
2024-07-24,289.4599914550781
2024-07-25,291.7099914550781
2024-07-26,300.8699951171875
2024-07-29,299.739990234375
2024-07-30,299.6499938964844
2024-07-31,324.4200134277344
2024-08-01,315.07000732421875
2024-08-02,306.9100036621094
2024-08-05,298.7099914550781
2024-08-06,303.2200012207031
2024-08-07,300.760009765625
2024-08-08,310.489990234375
2024-08-09,304.4800109863281
2024-08-12,301.95001220703125
2024-08-13,304.8500061035156
2024-08-14,306.760009765625
2024-08-15,313.30999755859375
2024-08-16,309.75
2024-08-19,311.5299987792969
2024-08-20,308.44000244140625
2024-08-21,315.3399963378906
2024-08-22,313.239990234375
2024-08-23,325.17999267578125
2024-08-26,326.4599914550781
2024-08-27,327.2300109863281
2024-08-28,325.2200012207031
2024-08-29,328.6099853515625
2024-08-30,337.6300048828125
2024-09-03,315.4700012207031
2024-09-04,316.75
2024-09-05,292.010009765625
2024-09-06,285.0
2024-09-09,313.2900085449219
2024-09-10,317.6199951171875
2024-09-11,319.8500061035156
2024-09-12,328.1099853515625
2024-09-13,336.6700134277344
2024-09-16,340.2099914550781
2024-09-17,342.9599914550781
2024-09-18,352.44000244140625
2024-09-19,359.45001220703125
2024-09-20,358.55999755859375
2024-09-23,362.05999755859375
2024-09-24,366.9700012207031
2024-09-25,368.94000244140625
2024-09-26,370.6400146484375
2024-09-27,369.7200012207031
2024-09-30,366.3900146484375
2024-10-01,364.55999755859375
2024-10-02,365.95001220703125
2024-10-03,364.0799865722656
2024-10-04,374.8399963378906
2024-10-07,372.3699951171875
2024-10-08,370.6000061035156
2024-10-09,378.05999755859375
2024-10-10,374.3900146484375
2024-10-11,389.6499938964844
2024-10-14,394.0199890136719
2024-10-15,393.67999267578125
2024-10-16,392.44000244140625
2024-10-17,391.1600036621094
2024-10-18,391.6300048828125
2024-10-21,392.7900085449219
2024-10-22,389.8500061035156
2024-10-23,381.44000244140625
2024-10-24,365.0199890136719
2024-10-25,367.04998779296875
2024-10-28,365.94000244140625
2024-10-29,363.17999267578125
2024-10-30,360.0899963378906
2024-10-31,353.1000061035156
2024-11-01,358.45001220703125
2024-11-04,364.1499938964844
2024-11-05,378.75
2024-11-06,403.5400085449219
2024-11-07,415.3399963378906
2024-11-08,420.04998779296875
2024-11-11,423.0
2024-11-12,418.07000732421875
2024-11-13,414.54998779296875
2024-11-14,407.7900085449219
2024-11-15,403.9800109863281
2024-11-18,409.760009765625
2024-11-19,416.4800109863281
2024-11-20,412.0299987792969
2024-11-21,415.6600036621094
