Date,CSWI
2022-02-28,120.33000183105469
2022-03-01,119.33999633789062
2022-03-02,122.73999786376953
2022-03-03,118.87000274658203
2022-03-04,119.44999694824219
2022-03-07,123.05999755859375
2022-03-08,121.95999908447266
2022-03-09,123.33000183105469
2022-03-10,123.62999725341797
2022-03-11,121.5199966430664
2022-03-14,118.26000213623047
2022-03-15,117.75
2022-03-16,116.33999633789062
2022-03-17,117.33999633789062
2022-03-18,117.5
2022-03-21,118.97000122070312
2022-03-22,119.2300033569336
2022-03-23,117.26000213623047
2022-03-24,115.52999877929688
2022-03-25,115.76000213623047
2022-03-28,115.2699966430664
2022-03-29,117.80000305175781
2022-03-30,119.06999969482422
2022-03-31,117.58999633789062
2022-04-01,114.27999877929688
2022-04-04,114.55000305175781
2022-04-05,111.4000015258789
2022-04-06,111.02999877929688
2022-04-07,111.0
2022-04-08,108.77999877929688
2022-04-11,107.87000274658203
2022-04-12,108.33999633789062
2022-04-13,109.45999908447266
2022-04-14,109.70999908447266
2022-04-18,108.91000366210938
2022-04-19,111.3499984741211
2022-04-20,112.8499984741211
2022-04-21,113.30999755859375
2022-04-22,110.44999694824219
2022-04-25,110.62000274658203
2022-04-26,107.4000015258789
2022-04-27,105.97000122070312
2022-04-28,107.20999908447266
2022-04-29,105.51000213623047
2022-05-02,105.52999877929688
2022-05-03,106.13999938964844
2022-05-04,109.62999725341797
2022-05-05,105.97000122070312
2022-05-06,105.4000015258789
2022-05-09,106.0199966430664
2022-05-10,103.83000183105469
2022-05-11,102.8499984741211
2022-05-12,105.36000061035156
2022-05-13,106.11000061035156
2022-05-16,105.41999816894531
2022-05-17,107.72000122070312
2022-05-18,104.83000183105469
2022-05-19,104.19000244140625
2022-05-20,105.68000030517578
2022-05-23,105.26000213623047
2022-05-24,105.25
2022-05-25,105.11000061035156
2022-05-26,105.8499984741211
2022-05-27,107.87000274658203
2022-05-31,106.12000274658203
2022-06-01,107.83000183105469
2022-06-02,112.08000183105469
2022-06-03,109.88999938964844
2022-06-06,111.25
2022-06-07,111.73999786376953
2022-06-08,109.70999908447266
2022-06-09,110.18000030517578
2022-06-10,106.7300033569336
2022-06-13,104.4800033569336
2022-06-14,103.12000274658203
2022-06-15,103.3499984741211
2022-06-16,97.80999755859375
2022-06-17,97.18000030517578
2022-06-21,98.36000061035156
2022-06-22,97.51000213623047
2022-06-23,98.94000244140625
2022-06-24,101.37999725341797
2022-06-27,102.61000061035156
2022-06-28,101.13999938964844
2022-06-29,101.19999694824219
2022-06-30,103.02999877929688
2022-07-01,104.83999633789062
2022-07-05,105.68000030517578
2022-07-06,104.80000305175781
2022-07-07,106.2300033569336
2022-07-08,105.43000030517578
2022-07-11,106.3499984741211
2022-07-12,108.13999938964844
2022-07-13,104.83000183105469
2022-07-14,106.66000366210938
2022-07-15,107.08999633789062
2022-07-18,105.62999725341797
2022-07-19,109.27999877929688
2022-07-20,111.31999969482422
2022-07-21,112.69999694824219
2022-07-22,112.33000183105469
2022-07-25,112.6500015258789
2022-07-26,114.05999755859375
2022-07-27,115.47000122070312
2022-07-28,118.1500015258789
2022-07-29,119.47000122070312
2022-08-01,120.20999908447266
2022-08-02,118.11000061035156
2022-08-03,117.45999908447266
2022-08-04,118.54000091552734
2022-08-05,120.0
2022-08-08,125.51000213623047
2022-08-09,129.75999450683594
2022-08-10,134.2100067138672
2022-08-11,137.44000244140625
2022-08-12,142.44000244140625
2022-08-15,142.0800018310547
2022-08-16,139.58999633789062
2022-08-17,139.4199981689453
2022-08-18,141.08999633789062
2022-08-19,138.25999450683594
2022-08-22,134.1199951171875
2022-08-23,132.8300018310547
2022-08-24,133.9499969482422
2022-08-25,134.97000122070312
2022-08-26,131.4499969482422
2022-08-29,130.7100067138672
2022-08-30,127.8499984741211
2022-08-31,126.5999984741211
2022-09-01,125.70999908447266
2022-09-02,126.4800033569336
2022-09-06,126.83999633789062
2022-09-07,128.72999572753906
2022-09-08,127.66000366210938
2022-09-09,128.86000061035156
2022-09-12,130.42999267578125
2022-09-13,126.36000061035156
2022-09-14,126.80000305175781
2022-09-15,124.91999816894531
2022-09-16,123.58000183105469
2022-09-19,127.66999816894531
2022-09-20,126.12000274658203
2022-09-21,125.77999877929688
2022-09-22,122.62000274658203
2022-09-23,120.5
2022-09-26,119.5199966430664
2022-09-27,120.51000213623047
2022-09-28,123.19000244140625
2022-09-29,120.70999908447266
2022-09-30,119.80000305175781
2022-10-03,123.91000366210938
2022-10-04,126.22000122070312
2022-10-05,125.69999694824219
2022-10-06,123.63999938964844
2022-10-07,116.0199966430664
2022-10-10,117.5199966430664
2022-10-11,118.61000061035156
2022-10-12,117.4000015258789
2022-10-13,119.36000061035156
2022-10-14,117.73999786376953
2022-10-17,121.0999984741211
2022-10-18,122.0199966430664
2022-10-19,121.20999908447266
2022-10-20,115.12999725341797
2022-10-21,118.45999908447266
2022-10-24,120.56999969482422
2022-10-25,124.81999969482422
2022-10-26,125.62000274658203
2022-10-27,127.58000183105469
2022-10-28,130.02000427246094
2022-10-31,128.9199981689453
2022-11-01,128.39999389648438
2022-11-02,126.12000274658203
2022-11-03,124.27999877929688
2022-11-04,124.83000183105469
2022-11-07,122.66999816894531
2022-11-08,120.30999755859375
2022-11-09,116.2300033569336
2022-11-10,118.36000061035156
2022-11-11,115.16000366210938
2022-11-14,115.37000274658203
2022-11-15,117.58999633789062
2022-11-16,118.70999908447266
2022-11-17,120.06999969482422
2022-11-18,122.5999984741211
2022-11-21,118.38999938964844
2022-11-22,117.61000061035156
2022-11-23,118.30999755859375
2022-11-25,118.47000122070312
2022-11-28,118.1500015258789
2022-11-29,118.83000183105469
2022-11-30,120.94999694824219
2022-12-01,122.08999633789062
2022-12-02,122.04000091552734
2022-12-05,118.87999725341797
2022-12-06,113.7699966430664
2022-12-07,113.08999633789062
2022-12-08,115.16999816894531
2022-12-09,116.05000305175781
2022-12-12,115.91000366210938
2022-12-13,118.12999725341797
2022-12-14,116.05999755859375
2022-12-15,114.37000274658203
2022-12-16,116.41999816894531
2022-12-19,118.7300033569336
2022-12-20,118.5
2022-12-21,120.18000030517578
2022-12-22,114.9000015258789
2022-12-23,117.16999816894531
2022-12-27,115.94999694824219
2022-12-28,113.63999938964844
2022-12-29,117.0199966430664
2022-12-30,115.93000030517578
2023-01-03,116.94999694824219
2023-01-04,118.83999633789062
2023-01-05,116.87999725341797
2023-01-06,121.37000274658203
2023-01-09,122.22000122070312
2023-01-10,128.30999755859375
2023-01-11,126.69000244140625
2023-01-12,128.8800048828125
2023-01-13,131.0800018310547
2023-01-17,124.95999908447266
2023-01-18,120.22000122070312
2023-01-19,121.01000213623047
2023-01-20,122.36000061035156
2023-01-23,128.72999572753906
2023-01-24,130.10000610351562
2023-01-25,129.27000427246094
2023-01-26,132.57000732421875
2023-01-27,129.0800018310547
2023-01-30,129.60000610351562
2023-01-31,135.2100067138672
2023-02-01,136.75999450683594
2023-02-02,146.9600067138672
2023-02-03,141.27999877929688
2023-02-06,144.97999572753906
2023-02-07,142.4600067138672
2023-02-08,140.5
2023-02-09,138.47000122070312
2023-02-10,139.55999755859375
2023-02-13,140.36000061035156
2023-02-14,139.44000244140625
2023-02-15,142.16000366210938
2023-02-16,139.97999572753906
2023-02-17,141.1199951171875
2023-02-21,140.05999755859375
2023-02-22,141.02999877929688
2023-02-23,142.1999969482422
2023-02-24,143.3300018310547
2023-02-27,144.50999450683594
2023-02-28,141.55999755859375
2023-03-01,142.0500030517578
2023-03-02,142.08999633789062
2023-03-03,143.47999572753906
2023-03-06,141.6300048828125
2023-03-07,142.72000122070312
2023-03-08,143.0
2023-03-09,140.80999755859375
2023-03-10,136.6699981689453
2023-03-13,134.35000610351562
2023-03-14,136.27000427246094
2023-03-15,132.02999877929688
2023-03-16,135.19000244140625
2023-03-17,131.14999389648438
2023-03-20,134.97000122070312
2023-03-21,138.14999389648438
2023-03-22,136.38999938964844
2023-03-23,136.02999877929688
2023-03-24,136.22999572753906
2023-03-27,136.7899932861328
2023-03-28,136.6300048828125
2023-03-29,136.1199951171875
2023-03-30,136.44000244140625
2023-03-31,138.92999267578125
2023-04-03,139.52000427246094
2023-04-04,134.67999267578125
2023-04-05,132.60000610351562
2023-04-06,133.77999877929688
2023-04-10,135.02999877929688
2023-04-11,135.77000427246094
2023-04-12,136.6199951171875
2023-04-13,137.6199951171875
2023-04-14,140.19000244140625
2023-04-17,141.64999389648438
2023-04-18,137.49000549316406
2023-04-19,138.6300048828125
2023-04-20,139.14999389648438
2023-04-21,138.2100067138672
2023-04-24,139.17999267578125
2023-04-25,137.13999938964844
2023-04-26,133.17999267578125
2023-04-27,134.74000549316406
2023-04-28,134.6699981689453
2023-05-01,136.8800048828125
2023-05-02,134.2100067138672
2023-05-03,135.82000732421875
2023-05-04,133.0399932861328
2023-05-05,135.63999938964844
2023-05-08,134.80999755859375
2023-05-09,134.0800018310547
2023-05-10,136.1199951171875
2023-05-11,134.3000030517578
2023-05-12,135.25999450683594
2023-05-15,134.77000427246094
2023-05-16,133.5500030517578
2023-05-17,136.49000549316406
2023-05-18,137.6699981689453
2023-05-19,138.74000549316406
2023-05-22,139.2899932861328
2023-05-23,134.36000061035156
2023-05-24,133.50999450683594
2023-05-25,140.4499969482422
2023-05-26,144.11000061035156
2023-05-30,143.85000610351562
2023-05-31,141.72000122070312
2023-06-01,144.6300048828125
2023-06-02,153.52999877929688
2023-06-05,155.4600067138672
2023-06-06,156.58999633789062
2023-06-07,158.4600067138672
2023-06-08,157.33999633789062
2023-06-09,156.57000732421875
2023-06-12,157.13999938964844
2023-06-13,160.1999969482422
2023-06-14,159.13999938964844
2023-06-15,160.86000061035156
2023-06-16,160.89999389648438
2023-06-20,161.85000610351562
2023-06-21,162.35000610351562
2023-06-22,163.8300018310547
2023-06-23,159.74000549316406
2023-06-26,159.8800048828125
2023-06-27,163.08999633789062
2023-06-28,162.88999938964844
2023-06-29,163.80999755859375
2023-06-30,166.19000244140625
2023-07-03,164.64999389648438
2023-07-05,159.80999755859375
2023-07-06,157.39999389648438
2023-07-07,156.4600067138672
2023-07-10,158.49000549316406
2023-07-11,158.17999267578125
2023-07-12,159.6199951171875
2023-07-13,160.8699951171875
2023-07-14,161.36000061035156
2023-07-17,166.0500030517578
2023-07-18,169.8300018310547
2023-07-19,173.00999450683594
2023-07-20,173.19000244140625
2023-07-21,171.9199981689453
2023-07-24,173.22500610351562
2023-07-25,173.5
2023-07-26,175.42999267578125
2023-07-27,176.85000610351562
2023-07-28,179.8800048828125
2023-07-31,180.5500030517578
2023-08-01,180.64999389648438
2023-08-02,180.9199981689453
2023-08-03,184.72999572753906
2023-08-04,181.13999938964844
2023-08-07,185.6300048828125
2023-08-08,187.0
2023-08-09,185.5500030517578
2023-08-10,185.69000244140625
2023-08-11,187.4499969482422
