Date,MU
2022-02-28,88.86000061035156
2022-03-01,86.26000213623047
2022-03-02,93.30000305175781
2022-03-03,89.18000030517578
2022-03-04,81.91000366210938
2022-03-07,75.69999694824219
2022-03-08,77.16000366210938
2022-03-09,79.44000244140625
2022-03-10,75.72000122070312
2022-03-11,72.81999969482422
2022-03-14,69.4000015258789
2022-03-15,73.11000061035156
2022-03-16,79.66999816894531
2022-03-17,80.5199966430664
2022-03-18,79.41000366210938
2022-03-21,78.3499984741211
2022-03-22,79.12000274658203
2022-03-23,75.6500015258789
2022-03-24,78.20999908447266
2022-03-25,78.0999984741211
2022-03-28,79.86000061035156
2022-03-29,82.05000305175781
2022-03-30,79.16000366210938
2022-03-31,77.88999938964844
2022-04-01,76.18000030517578
2022-04-04,77.66999816894531
2022-04-05,74.61000061035156
2022-04-06,73.77999877929688
2022-04-07,73.27999877929688
2022-04-08,72.13999938964844
2022-04-11,72.02999877929688
2022-04-12,71.95999908447266
2022-04-13,72.37999725341797
2022-04-14,70.12999725341797
2022-04-18,71.1500015258789
2022-04-19,72.7300033569336
2022-04-20,73.19999694824219
2022-04-21,70.91999816894531
2022-04-22,69.41000366210938
2022-04-25,70.12000274658203
2022-04-26,67.08000183105469
2022-04-27,66.47000122070312
2022-04-28,70.18000030517578
2022-04-29,68.19000244140625
2022-05-02,70.5999984741211
2022-05-03,71.26000213623047
2022-05-04,73.62000274658203
2022-05-05,71.29000091552734
2022-05-06,70.3499984741211
2022-05-09,67.93000030517578
2022-05-10,68.91000366210938
2022-05-11,66.95999908447266
2022-05-12,67.70999908447266
2022-05-13,71.91999816894531
2022-05-16,70.47000122070312
2022-05-17,74.4800033569336
2022-05-18,71.05000305175781
2022-05-19,69.4000015258789
2022-05-20,68.9000015258789
2022-05-23,69.58999633789062
2022-05-24,66.62000274658203
2022-05-25,67.87000274658203
2022-05-26,70.5999984741211
2022-05-27,73.31999969482422
2022-05-31,73.83999633789062
2022-06-01,73.55000305175781
2022-06-02,75.37000274658203
2022-06-03,69.94000244140625
2022-06-06,70.44999694824219
2022-06-07,70.76000213623047
2022-06-08,68.5999984741211
2022-06-09,66.0199966430664
2022-06-10,62.619998931884766
2022-06-13,58.84000015258789
2022-06-14,58.70000076293945
2022-06-15,59.119998931884766
2022-06-16,55.0099983215332
2022-06-17,55.75
2022-06-21,56.79999923706055
2022-06-22,56.34000015258789
2022-06-23,56.220001220703125
2022-06-24,58.439998626708984
2022-06-27,58.779998779296875
2022-06-28,57.86000061035156
2022-06-29,56.02000045776367
2022-06-30,55.279998779296875
2022-07-01,53.650001525878906
2022-07-05,56.72999954223633
2022-07-06,57.369998931884766
2022-07-07,58.849998474121094
2022-07-08,59.13999938964844
2022-07-11,57.810001373291016
2022-07-12,59.18000030517578
2022-07-13,58.86000061035156
2022-07-14,59.349998474121094
2022-07-15,61.529998779296875
2022-07-18,60.45000076293945
2022-07-19,62.400001525878906
2022-07-20,63.29999923706055
2022-07-21,63.63999938964844
2022-07-22,61.290000915527344
2022-07-25,60.150001525878906
2022-07-26,59.65999984741211
2022-07-27,61.88999938964844
2022-07-28,62.06999969482422
2022-07-29,61.86000061035156
2022-08-01,62.540000915527344
2022-08-02,62.470001220703125
2022-08-03,64.25
2022-08-04,64.8499984741211
2022-08-05,62.459999084472656
2022-08-08,61.45000076293945
2022-08-09,59.150001525878906
2022-08-10,61.400001525878906
2022-08-11,62.31999969482422
2022-08-12,65.04000091552734
2022-08-15,64.69999694824219
2022-08-16,63.86000061035156
2022-08-17,61.619998931884766
2022-08-18,62.97999954223633
2022-08-19,60.5099983215332
2022-08-22,58.310001373291016
2022-08-23,57.86000061035156
2022-08-24,58.310001373291016
2022-08-25,61.20000076293945
2022-08-26,57.630001068115234
2022-08-29,57.0099983215332
2022-08-30,56.29999923706055
2022-08-31,56.529998779296875
2022-09-01,57.310001373291016
2022-09-02,56.33000183105469
2022-09-06,55.22999954223633
2022-09-07,55.0
2022-09-08,55.38999938964844
2022-09-09,57.439998626708984
2022-09-12,57.939998626708984
2022-09-13,53.619998931884766
2022-09-14,53.11000061035156
2022-09-15,52.689998626708984
2022-09-16,52.849998474121094
2022-09-19,52.099998474121094
2022-09-20,50.79999923706055
2022-09-21,50.099998474121094
2022-09-22,49.65999984741211
2022-09-23,50.099998474121094
2022-09-26,48.880001068115234
2022-09-27,50.58000183105469
2022-09-28,51.0
2022-09-29,50.0099983215332
2022-09-30,50.099998474121094
2022-10-03,51.720001220703125
2022-10-04,53.959999084472656
2022-10-05,54.72999954223633
2022-10-06,54.619998931884766
2022-10-07,52.90999984741211
2022-10-10,51.380001068115234
2022-10-11,53.709999084472656
2022-10-12,52.75
2022-10-13,54.86000061035156
2022-10-14,52.720001220703125
2022-10-17,53.5
2022-10-18,52.54999923706055
2022-10-19,53.029998779296875
2022-10-20,53.70000076293945
2022-10-21,56.04999923706055
2022-10-24,56.2400016784668
2022-10-25,55.869998931884766
2022-10-26,55.45000076293945
2022-10-27,52.209999084472656
2022-10-28,54.040000915527344
2022-10-31,54.099998474121094
2022-11-01,54.86000061035156
2022-11-02,53.45000076293945
2022-11-03,53.47999954223633
2022-11-04,56.15999984741211
2022-11-07,56.560001373291016
2022-11-08,57.4900016784668
2022-11-09,55.970001220703125
2022-11-10,60.27000045776367
2022-11-11,62.52000045776367
2022-11-14,61.779998779296875
2022-11-15,63.099998474121094
2022-11-16,58.869998931884766
2022-11-17,58.7400016784668
2022-11-18,58.58000183105469
2022-11-21,57.15999984741211
2022-11-22,58.619998931884766
2022-11-23,58.93000030517578
2022-11-25,58.40999984741211
2022-11-28,55.75
2022-11-29,55.119998931884766
2022-11-30,57.650001525878906
2022-12-01,55.4900016784668
2022-12-02,54.68000030517578
2022-12-05,54.040000915527344
2022-12-06,53.68000030517578
2022-12-07,53.81999969482422
2022-12-08,55.20000076293945
2022-12-09,54.869998931884766
2022-12-12,55.349998474121094
2022-12-13,55.2400016784668
2022-12-14,54.59000015258789
2022-12-15,52.040000915527344
2022-12-16,52.06999969482422
2022-12-19,51.720001220703125
2022-12-20,50.68000030517578
2022-12-21,51.189998626708984
2022-12-22,49.43000030517578
2022-12-23,50.20000076293945
2022-12-27,50.02000045776367
2022-12-28,49.119998931884766
2022-12-29,50.650001525878906
2022-12-30,49.97999954223633
2023-01-03,50.369998931884766
2023-01-04,54.20000076293945
2023-01-05,54.709999084472656
2023-01-06,56.77000045776367
2023-01-09,56.36000061035156
2023-01-10,57.209999084472656
2023-01-11,58.060001373291016
2023-01-12,57.27000045776367
2023-01-13,56.93000030517578
2023-01-17,56.849998474121094
2023-01-18,56.5099983215332
2023-01-19,56.36000061035156
2023-01-20,58.459999084472656
2023-01-23,61.81999969482422
2023-01-24,61.2599983215332
2023-01-25,61.540000915527344
2023-01-26,62.79999923706055
