Date,MU
2023-01-27,63.869998931884766
2023-01-30,61.709999084472656
2023-01-31,60.29999923706055
2023-02-01,62.599998474121094
2023-02-02,63.16999816894531
2023-02-03,62.40999984741211
2023-02-06,59.97999954223633
2023-02-07,62.130001068115234
2023-02-08,60.25
2023-02-09,60.18000030517578
2023-02-10,59.81999969482422
2023-02-13,60.119998931884766
2023-02-14,62.06999969482422
2023-02-15,61.84000015258789
2023-02-16,60.04999923706055
2023-02-17,59.0099983215332
2023-02-21,57.599998474121094
2023-02-22,56.97999954223633
2023-02-23,58.75
2023-02-24,58.18000030517578
2023-02-27,57.900001525878906
2023-02-28,57.81999969482422
2023-03-01,57.34000015258789
2023-03-02,56.43000030517578
2023-03-03,56.779998779296875
2023-03-06,56.83000183105469
2023-03-07,55.560001373291016
2023-03-08,56.88999938964844
2023-03-09,55.599998474121094
2023-03-10,54.93000030517578
2023-03-13,53.900001525878906
2023-03-14,54.27000045776367
2023-03-15,54.130001068115234
2023-03-16,56.56999969482422
2023-03-17,56.65999984741211
2023-03-20,57.63999938964844
2023-03-21,58.630001068115234
2023-03-22,58.16999816894531
2023-03-23,61.34000015258789
2023-03-24,61.15999984741211
2023-03-27,59.790000915527344
2023-03-28,59.279998779296875
2023-03-29,63.540000915527344
2023-03-30,63.09000015258789
2023-03-31,60.34000015258789
2023-04-03,59.61000061035156
2023-04-04,57.27000045776367
2023-04-05,57.02000045776367
2023-04-06,58.560001373291016
2023-04-10,63.27000045776367
2023-04-11,63.56999969482422
2023-04-12,61.959999084472656
2023-04-13,63.0
2023-04-14,62.630001068115234
2023-04-17,62.540000915527344
2023-04-18,61.93000030517578
2023-04-19,60.650001525878906
2023-04-20,61.459999084472656
2023-04-21,61.130001068115234
2023-04-24,59.5099983215332
2023-04-25,58.13999938964844
2023-04-26,61.02000045776367
2023-04-27,61.900001525878906
2023-04-28,64.36000061035156
2023-05-01,62.349998474121094
2023-05-02,61.900001525878906
2023-05-03,60.90999984741211
2023-05-04,60.5099983215332
2023-05-05,61.22999954223633
2023-05-08,60.869998931884766
2023-05-09,60.93000030517578
2023-05-10,59.9900016784668
2023-05-11,61.61000061035156
2023-05-12,60.91999816894531
2023-05-15,64.63999938964844
2023-05-16,63.72999954223633
2023-05-17,64.91999816894531
2023-05-18,67.56999969482422
2023-05-19,68.16999816894531
2023-05-22,66.2300033569336
2023-05-23,66.01000213623047
2023-05-24,66.52999877929688
2023-05-25,69.61000061035156
2023-05-26,73.93000030517578
2023-05-30,71.69000244140625
2023-05-31,68.19999694824219
2023-06-01,69.08999633789062
2023-06-02,69.16999816894531
2023-06-05,67.7699966430664
2023-06-06,67.54000091552734
2023-06-07,67.05999755859375
2023-06-08,65.31999969482422
2023-06-09,65.43000030517578
2023-06-12,67.44999694824219
2023-06-13,67.87000274658203
2023-06-14,69.12000274658203
2023-06-15,68.81999969482422
2023-06-16,67.66000366210938
2023-06-20,66.9000015258789
2023-06-21,65.80000305175781
2023-06-22,66.25
2023-06-23,65.27999877929688
2023-06-26,65.44999694824219
2023-06-27,66.79000091552734
2023-06-28,67.06999969482422
2023-06-29,64.33000183105469
2023-06-30,63.11000061035156
2023-07-03,63.900001525878906
2023-07-05,62.060001373291016
2023-07-06,61.22999954223633
2023-07-07,60.650001525878906
2023-07-10,62.47999954223633
2023-07-11,63.599998474121094
2023-07-12,63.790000915527344
2023-07-13,64.52999877929688
2023-07-14,64.08000183105469
2023-07-17,65.16000366210938
2023-07-18,64.94000244140625
2023-07-19,64.95999908447266
2023-07-20,64.69000244140625
2023-07-21,65.6500015258789
2023-07-24,65.4800033569336
2023-07-25,65.68000030517578
2023-07-26,67.37999725341797
2023-07-27,71.06999969482422
2023-07-28,71.19999694824219
2023-07-31,71.38999938964844
2023-08-01,70.76000213623047
2023-08-02,68.16999816894531
2023-08-03,69.18000030517578
2023-08-04,69.91000366210938
2023-08-07,69.37999725341797
2023-08-08,67.6500015258789
2023-08-09,66.69999694824219
2023-08-10,65.44000244140625
2023-08-11,64.37000274658203
2023-08-14,68.27999877929688
2023-08-15,65.33000183105469
2023-08-16,64.22000122070312
2023-08-17,63.560001373291016
2023-08-18,63.59000015258789
2023-08-21,63.959999084472656
2023-08-22,63.40999984741211
2023-08-23,65.19000244140625
2023-08-24,63.689998626708984
2023-08-25,63.720001220703125
2023-08-28,65.30999755859375
2023-08-29,66.68000030517578
2023-08-30,68.08999633789062
2023-08-31,69.94000244140625
2023-09-01,70.38999938964844
2023-09-05,70.29000091552734
2023-09-06,70.41000366210938
2023-09-07,69.87000274658203
2023-09-08,70.18000030517578
2023-09-11,70.02999877929688
2023-09-12,70.30999755859375
2023-09-13,70.8499984741211
2023-09-14,71.79000091552734
2023-09-15,69.87999725341797
2023-09-18,70.5
2023-09-19,70.70999908447266
2023-09-20,69.68000030517578
2023-09-21,67.9000015258789
2023-09-22,68.87999725341797
2023-09-25,68.58000183105469
2023-09-26,67.94000244140625
2023-09-27,68.20999908447266
2023-09-28,65.19999694824219
2023-09-29,68.02999877929688
2023-10-02,67.95999908447266
2023-10-03,67.83000183105469
2023-10-04,68.11000061035156
2023-10-05,69.05000305175781
2023-10-06,69.95999908447266
2023-10-09,69.4800033569336
2023-10-10,69.06999969482422
2023-10-11,70.20999908447266
2023-10-12,69.75
2023-10-13,69.20999908447266
2023-10-16,69.08000183105469
2023-10-17,69.0
2023-10-18,69.13999938964844
2023-10-19,67.52999877929688
2023-10-20,67.22000122070312
2023-10-23,66.87999725341797
2023-10-24,68.06999969482422
2023-10-25,66.5
2023-10-26,64.52999877929688
2023-10-27,65.6500015258789
2023-10-30,66.06999969482422
2023-10-31,66.87000274658203
2023-11-01,69.4000015258789
2023-11-02,70.44000244140625
2023-11-03,72.58000183105469
2023-11-06,72.91999816894531
2023-11-07,72.80000305175781
2023-11-08,72.27999877929688
2023-11-09,73.56999969482422
2023-11-10,75.36000061035156
2023-11-13,74.77999877929688
2023-11-14,77.16999816894531
2023-11-15,77.13999938964844
2023-11-16,76.66999816894531
2023-11-17,77.55999755859375
2023-11-20,78.62000274658203
2023-11-21,76.70999908447266
2023-11-22,77.0999984741211
2023-11-24,76.87000274658203
2023-11-27,77.51000213623047
2023-11-28,76.12000274658203
2023-11-29,76.69000244140625
2023-11-30,76.12000274658203
2023-12-01,75.93000030517578
2023-12-04,74.29000091552734
2023-12-05,73.69000244140625
2023-12-06,73.12999725341797
2023-12-07,73.6500015258789
2023-12-08,74.95999908447266
2023-12-11,77.79000091552734
2023-12-12,78.16000366210938
2023-12-13,79.79000091552734
2023-12-14,82.19000244140625
2023-12-15,81.41000366210938
2023-12-18,81.55999755859375
2023-12-19,82.16999816894531
2023-12-20,78.69000244140625
2023-12-21,85.4800033569336
2023-12-22,86.48999786376953
2023-12-26,87.05999755859375
2023-12-27,86.66000366210938
2023-12-28,86.0
2023-12-29,85.33999633789062
2024-01-02,82.33999633789062
2024-01-03,82.26000213623047
2024-01-04,82.70999908447266
2024-01-05,83.44999694824219
2024-01-08,84.94999694824219
2024-01-09,83.33000183105469
2024-01-10,82.37999725341797
2024-01-11,83.38999938964844
2024-01-12,82.38999938964844
2024-01-16,84.61000061035156
2024-01-17,83.27999877929688
2024-01-18,84.81999969482422
2024-01-19,87.51000213623047
2024-01-22,89.23999786376953
2024-01-23,87.52999877929688
2024-01-24,88.08000183105469
2024-01-25,89.19999694824219
2024-01-26,88.05000305175781
2024-01-29,89.06999969482422
2024-01-30,86.16000366210938
2024-01-31,85.75
2024-02-01,85.61000061035156
2024-02-02,86.4800033569336
2024-02-05,86.9800033569336
2024-02-06,84.5999984741211
2024-02-07,85.16999816894531
2024-02-08,84.87999725341797
2024-02-09,85.55999755859375
2024-02-12,85.69999694824219
2024-02-13,81.52999877929688
2024-02-14,81.83000183105469
2024-02-15,81.62999725341797
2024-02-16,79.5
2024-02-20,80.70999908447266
2024-02-21,81.48999786376953
2024-02-22,85.91000366210938
2024-02-23,86.0
2024-02-26,89.45999908447266
2024-02-27,91.8499984741211
2024-02-28,89.70999908447266
2024-02-29,90.61000061035156
2024-03-01,95.1500015258789
2024-03-04,95.7699966430664
2024-03-05,94.47000122070312
2024-03-06,95.55999755859375
2024-03-07,98.9800033569336
2024-03-08,97.62000274658203
2024-03-11,94.51000213623047
2024-03-12,97.41999816894531
2024-03-13,94.16000366210938
2024-03-14,91.43000030517578
2024-03-15,93.25
2024-03-18,93.77999877929688
2024-03-19,94.0
2024-03-20,96.25
2024-03-21,109.8499984741211
2024-03-22,110.20999908447266
2024-03-25,117.12999725341797
2024-03-26,118.80000305175781
2024-03-27,119.25
2024-03-28,117.88999938964844
2024-04-01,124.30000305175781
2024-04-02,122.75
2024-04-03,128.00999450683594
2024-04-04,124.08999633789062
2024-04-05,123.58000183105469
2024-04-08,122.94999694824219
2024-04-09,122.62999725341797
2024-04-10,122.19999694824219
2024-04-11,127.51000213623047
2024-04-12,122.5199966430664
2024-04-15,121.37000274658203
2024-04-16,121.7699966430664
2024-04-17,116.33000183105469
2024-04-18,111.93000030517578
2024-04-19,106.7699966430664
2024-04-22,109.12000274658203
2024-04-23,112.45999908447266
2024-04-24,111.77999877929688
2024-04-25,111.58000183105469
2024-04-26,114.83999633789062
2024-04-29,114.36000061035156
2024-04-30,112.95999908447266
2024-05-01,109.69999694824219
2024-05-02,112.33000183105469
2024-05-03,114.69999694824219
2024-05-06,120.12999725341797
2024-05-07,119.20999908447266
2024-05-08,119.31999969482422
2024-05-09,117.80999755859375
2024-05-10,121.23999786376953
2024-05-13,123.0
2024-05-14,124.80999755859375
2024-05-15,127.80999755859375
2024-05-16,127.88999938964844
2024-05-17,125.29000091552734
2024-05-20,129.0
2024-05-21,127.5
2024-05-22,126.27999877929688
2024-05-23,126.2699966430664
2024-05-24,129.49000549316406
2024-05-28,132.6699981689453
2024-05-29,131.5800018310547
2024-05-30,126.29000091552734
2024-05-31,125.0
2024-06-03,128.1699981689453
2024-06-04,126.63999938964844
2024-06-05,133.7100067138672
2024-06-06,130.07000732421875
2024-06-07,130.94000244140625
2024-06-10,134.82000732421875
2024-06-11,135.07000732421875
2024-06-12,140.75
2024-06-13,143.13999938964844
2024-06-14,141.36000061035156
2024-06-17,147.8300018310547
2024-06-18,153.4499969482422
2024-06-20,144.19000244140625
2024-06-21,139.5399932861328
2024-06-24,139.00999450683594
2024-06-25,141.1199951171875
2024-06-26,142.36000061035156
2024-06-27,132.22999572753906
2024-06-28,131.52999877929688
2024-07-01,131.52000427246094
2024-07-02,132.58999633789062
2024-07-03,136.82000732421875
2024-07-05,131.60000610351562
2024-07-08,130.69000244140625
2024-07-09,131.13999938964844
2024-07-10,136.38999938964844
2024-07-11,130.22999572753906
2024-07-12,133.5500030517578
2024-07-15,130.8699951171875
2024-07-16,127.48999786376953
2024-07-17,119.5
2024-07-18,117.44999694824219
2024-07-19,114.26000213623047
2024-07-22,115.27999877929688
2024-07-23,114.25
2024-07-24,110.27999877929688
2024-07-25,107.44999694824219
2024-07-26,109.41000366210938
2024-07-29,107.8499984741211
2024-07-30,102.55999755859375
2024-07-31,109.81999969482422
2024-08-01,101.51000213623047
2024-08-02,92.69999694824219
2024-08-05,90.41999816894531
2024-08-06,89.0
2024-08-07,86.80000305175781
2024-08-08,92.06999969482422
2024-08-09,93.08000183105469
2024-08-12,94.63999938964844
2024-08-13,97.44000244140625
2024-08-14,100.41000366210938
2024-08-15,106.94999694824219
2024-08-16,107.98999786376953
2024-08-19,108.62999725341797
2024-08-20,107.98999786376953
2024-08-21,108.33000183105469
2024-08-22,104.26000213623047
2024-08-23,102.8499984741211
2024-08-26,98.91000366210938
2024-08-27,97.86000061035156
2024-08-28,94.86000061035156
2024-08-29,95.56999969482422
2024-08-30,96.23999786376953
2024-09-03,88.58000183105469
2024-09-04,89.29000091552734
2024-09-05,89.38999938964844
2024-09-06,86.37999725341797
2024-09-09,86.2699966430664
2024-09-10,86.8499984741211
2024-09-11,90.6500015258789
2024-09-12,87.20999908447266
2024-09-13,91.22000122070312
2024-09-16,87.18000030517578
2024-09-17,88.7300033569336
2024-09-18,87.3499984741211
2024-09-19,89.25
2024-09-20,90.9000015258789
2024-09-23,93.56999969482422
2024-09-24,94.0
2024-09-25,95.7699966430664
2024-09-26,109.87999725341797
2024-09-27,107.5
2024-09-30,103.70999908447266
2024-10-01,100.30999755859375
2024-10-02,99.8499984741211
2024-10-03,101.81999969482422
2024-10-04,102.25
2024-10-07,102.91000366210938
2024-10-08,102.54000091552734
2024-10-09,101.69999694824219
2024-10-10,105.69000244140625
2024-10-11,106.91999816894531
2024-10-14,108.33999633789062
2024-10-15,104.31999969482422
2024-10-16,109.23999786376953
2024-10-17,112.05000305175781
2024-10-18,111.1500015258789
2024-10-21,109.08000183105469
2024-10-22,107.81999969482422
2024-10-23,105.05000305175781
2024-10-24,106.8499984741211
2024-10-25,107.91000366210938
2024-10-28,106.38999938964844
2024-10-29,108.18000030517578
2024-10-30,104.08000183105469
2024-10-31,99.6500015258789
2024-11-01,99.7300033569336
2024-11-04,101.7300033569336
2024-11-05,105.48999786376953
2024-11-06,111.83000183105469
2024-11-07,113.41000366210938
2024-11-08,111.9000015258789
2024-11-11,108.6500015258789
2024-11-12,104.0999984741211
2024-11-13,99.91999816894531
2024-11-14,99.18000030517578
2024-11-15,96.33999633789062
2024-11-18,97.51000213623047
2024-11-19,97.7300033569336
2024-11-20,98.37000274658203
2024-11-21,102.76000213623047
