Date,ALKS
2022-02-28,24.860000610351562
2022-03-01,23.93000030517578
2022-03-02,23.65999984741211
2022-03-03,23.489999771118164
2022-03-04,23.18000030517578
2022-03-07,23.559999465942383
2022-03-08,23.8799991607666
2022-03-09,24.709999084472656
2022-03-10,24.8799991607666
2022-03-11,24.3799991607666
2022-03-14,23.56999969482422
2022-03-15,24.8700008392334
2022-03-16,25.389999389648438
2022-03-17,25.889999389648438
2022-03-18,26.1200008392334
2022-03-21,25.889999389648438
2022-03-22,26.100000381469727
2022-03-23,26.09000015258789
2022-03-24,26.56999969482422
2022-03-25,27.43000030517578
2022-03-28,27.479999542236328
2022-03-29,27.989999771118164
2022-03-30,26.56999969482422
2022-03-31,26.309999465942383
2022-04-01,28.059999465942383
2022-04-04,28.709999084472656
2022-04-05,28.56999969482422
2022-04-06,29.530000686645508
2022-04-07,29.610000610351562
2022-04-08,29.6299991607666
2022-04-11,28.690000534057617
2022-04-12,28.719999313354492
2022-04-13,28.739999771118164
2022-04-14,29.360000610351562
2022-04-18,28.899999618530273
2022-04-19,28.479999542236328
2022-04-20,29.450000762939453
2022-04-21,29.260000228881836
2022-04-22,28.200000762939453
2022-04-25,28.469999313354492
2022-04-26,27.139999389648438
2022-04-27,30.3799991607666
2022-04-28,29.790000915527344
2022-04-29,28.850000381469727
2022-05-02,28.8799991607666
2022-05-03,29.0
2022-05-04,28.950000762939453
2022-05-05,27.899999618530273
2022-05-06,27.6299991607666
2022-05-09,26.600000381469727
2022-05-10,26.950000762939453
2022-05-11,26.399999618530273
2022-05-12,26.56999969482422
2022-05-13,26.8799991607666
2022-05-16,28.93000030517578
2022-05-17,29.690000534057617
2022-05-18,28.8700008392334
2022-05-19,29.479999542236328
2022-05-20,30.0
2022-05-23,29.299999237060547
2022-05-24,28.350000381469727
2022-05-25,28.850000381469727
2022-05-26,29.360000610351562
2022-05-27,30.540000915527344
2022-05-31,29.850000381469727
2022-06-01,29.969999313354492
2022-06-02,29.75
2022-06-03,29.309999465942383
2022-06-06,28.34000015258789
2022-06-07,28.950000762939453
2022-06-08,28.969999313354492
2022-06-09,28.1299991607666
2022-06-10,27.459999084472656
2022-06-13,27.34000015258789
2022-06-14,27.190000534057617
2022-06-15,27.6299991607666
2022-06-16,27.010000228881836
2022-06-17,28.030000686645508
2022-06-21,27.649999618530273
2022-06-22,28.06999969482422
2022-06-23,29.559999465942383
2022-06-24,29.709999084472656
2022-06-27,29.770000457763672
2022-06-28,30.389999389648438
2022-06-29,30.290000915527344
2022-06-30,29.790000915527344
2022-07-01,30.530000686645508
2022-07-05,31.43000030517578
2022-07-06,31.8700008392334
2022-07-07,31.479999542236328
2022-07-08,31.850000381469727
2022-07-11,30.899999618530273
2022-07-12,30.729999542236328
2022-07-13,30.549999237060547
2022-07-14,29.68000030517578
2022-07-15,29.93000030517578
2022-07-18,29.3799991607666
2022-07-19,29.760000228881836
2022-07-20,29.350000381469727
2022-07-21,29.049999237060547
2022-07-22,28.81999969482422
2022-07-25,29.040000915527344
2022-07-26,29.389999389648438
2022-07-27,27.829999923706055
2022-07-28,26.549999237060547
2022-07-29,25.600000381469727
2022-08-01,25.170000076293945
2022-08-02,25.6299991607666
2022-08-03,25.31999969482422
2022-08-04,25.899999618530273
2022-08-05,25.770000457763672
2022-08-08,25.75
2022-08-09,25.600000381469727
2022-08-10,25.649999618530273
2022-08-11,25.469999313354492
2022-08-12,26.149999618530273
2022-08-15,26.600000381469727
2022-08-16,26.450000762939453
2022-08-17,25.610000610351562
2022-08-18,25.239999771118164
2022-08-19,25.260000228881836
2022-08-22,24.989999771118164
2022-08-23,24.90999984741211
2022-08-24,25.209999084472656
2022-08-25,24.940000534057617
2022-08-26,24.540000915527344
2022-08-29,24.1200008392334
2022-08-30,24.25
2022-08-31,23.670000076293945
2022-09-01,24.360000610351562
2022-09-02,24.510000228881836
2022-09-06,23.950000762939453
2022-09-07,24.139999389648438
2022-09-08,24.059999465942383
2022-09-09,24.010000228881836
2022-09-12,24.219999313354492
2022-09-13,23.610000610351562
2022-09-14,23.760000228881836
2022-09-15,23.770000457763672
2022-09-16,23.3700008392334
2022-09-19,22.899999618530273
2022-09-20,23.260000228881836
2022-09-21,22.43000030517578
2022-09-22,22.469999313354492
2022-09-23,22.31999969482422
2022-09-26,22.0
2022-09-27,22.020000457763672
2022-09-28,22.93000030517578
2022-09-29,22.459999084472656
2022-09-30,22.329999923706055
2022-10-03,22.950000762939453
2022-10-04,23.010000228881836
2022-10-05,23.1299991607666
2022-10-06,22.809999465942383
2022-10-07,22.1299991607666
2022-10-10,21.940000534057617
2022-10-11,22.600000381469727
2022-10-12,22.18000030517578
2022-10-13,22.719999313354492
2022-10-14,22.6200008392334
2022-10-17,23.1200008392334
2022-10-18,22.8700008392334
2022-10-19,22.3799991607666
2022-10-20,21.989999771118164
2022-10-21,22.260000228881836
2022-10-24,22.270000457763672
2022-10-25,23.079999923706055
2022-10-26,22.65999984741211
2022-10-27,22.739999771118164
2022-10-28,23.329999923706055
2022-10-31,22.700000762939453
2022-11-01,23.25
2022-11-02,24.059999465942383
2022-11-03,24.139999389648438
2022-11-04,23.979999542236328
2022-11-07,23.31999969482422
2022-11-08,23.190000534057617
2022-11-09,23.68000030517578
2022-11-10,24.290000915527344
2022-11-11,23.59000015258789
2022-11-14,22.790000915527344
2022-11-15,22.579999923706055
2022-11-16,22.3799991607666
2022-11-17,22.56999969482422
2022-11-18,23.440000534057617
2022-11-21,23.739999771118164
2022-11-22,24.5
2022-11-23,24.270000457763672
2022-11-25,24.200000762939453
2022-11-28,23.969999313354492
2022-11-29,24.020000457763672
2022-11-30,24.780000686645508
2022-12-01,25.200000762939453
2022-12-02,26.09000015258789
2022-12-05,25.510000228881836
2022-12-06,25.0
2022-12-07,25.270000457763672
2022-12-08,25.479999542236328
2022-12-09,24.700000762939453
2022-12-12,25.280000686645508
2022-12-13,25.540000915527344
2022-12-14,25.6200008392334
2022-12-15,25.09000015258789
2022-12-16,25.520000457763672
2022-12-19,25.239999771118164
2022-12-20,25.719999313354492
2022-12-21,25.979999542236328
2022-12-22,25.610000610351562
2022-12-23,25.489999771118164
2022-12-27,25.190000534057617
2022-12-28,25.260000228881836
2022-12-29,26.239999771118164
2022-12-30,26.1299991607666
2023-01-03,25.8700008392334
2023-01-04,25.329999923706055
2023-01-05,25.309999465942383
2023-01-06,27.110000610351562
2023-01-09,26.139999389648438
2023-01-10,27.09000015258789
2023-01-11,26.84000015258789
2023-01-12,27.559999465942383
2023-01-13,27.309999465942383
2023-01-17,28.540000915527344
2023-01-18,27.65999984741211
2023-01-19,27.889999389648438
2023-01-20,27.719999313354492
2023-01-23,27.34000015258789
2023-01-24,27.979999542236328
2023-01-25,28.34000015258789
2023-01-26,28.5
2023-01-27,29.020000457763672
2023-01-30,28.790000915527344
2023-01-31,28.639999389648438
2023-02-01,28.690000534057617
2023-02-02,27.6200008392334
2023-02-03,27.350000381469727
2023-02-06,27.100000381469727
2023-02-07,27.18000030517578
2023-02-08,26.790000915527344
2023-02-09,27.100000381469727
2023-02-10,27.09000015258789
2023-02-13,27.690000534057617
2023-02-14,27.670000076293945
2023-02-15,26.989999771118164
2023-02-16,28.18000030517578
2023-02-17,28.06999969482422
2023-02-21,27.770000457763672
2023-02-22,27.770000457763672
2023-02-23,27.360000610351562
2023-02-24,27.18000030517578
2023-02-27,27.190000534057617
2023-02-28,26.739999771118164
2023-03-01,27.3799991607666
2023-03-02,27.190000534057617
2023-03-03,27.25
2023-03-06,27.219999313354492
2023-03-07,27.040000915527344
2023-03-08,26.860000610351562
2023-03-09,26.899999618530273
2023-03-10,26.610000610351562
2023-03-13,26.6200008392334
2023-03-14,26.81999969482422
2023-03-15,26.6200008392334
2023-03-16,26.68000030517578
2023-03-17,26.030000686645508
2023-03-20,26.6299991607666
2023-03-21,26.520000457763672
2023-03-22,25.829999923706055
2023-03-23,25.75
2023-03-24,26.489999771118164
2023-03-27,27.010000228881836
2023-03-28,27.290000915527344
2023-03-29,27.920000076293945
2023-03-30,27.81999969482422
2023-03-31,28.190000534057617
2023-04-03,28.670000076293945
2023-04-04,29.100000381469727
2023-04-05,29.3700008392334
2023-04-06,29.219999313354492
2023-04-10,28.920000076293945
2023-04-11,28.84000015258789
2023-04-12,28.969999313354492
2023-04-13,29.8799991607666
2023-04-14,29.350000381469727
2023-04-17,29.440000534057617
2023-04-18,29.25
2023-04-19,29.299999237060547
2023-04-20,29.0
2023-04-21,29.3799991607666
2023-04-24,29.18000030517578
2023-04-25,30.510000228881836
2023-04-26,28.3799991607666
2023-04-27,28.34000015258789
2023-04-28,28.549999237060547
2023-05-01,28.639999389648438
2023-05-02,28.510000228881836
2023-05-03,28.649999618530273
2023-05-04,28.709999084472656
2023-05-05,29.450000762939453
2023-05-08,30.90999984741211
2023-05-09,30.920000076293945
2023-05-10,31.3700008392334
2023-05-11,31.18000030517578
2023-05-12,31.15999984741211
2023-05-15,31.0
2023-05-16,31.020000457763672
2023-05-17,31.0
2023-05-18,30.18000030517578
2023-05-19,30.479999542236328
2023-05-22,30.229999542236328
2023-05-23,29.780000686645508
2023-05-24,29.350000381469727
2023-05-25,29.3799991607666
2023-05-26,29.31999969482422
2023-05-30,29.18000030517578
2023-05-31,28.93000030517578
2023-06-01,29.280000686645508
2023-06-02,29.510000228881836
2023-06-05,29.459999084472656
2023-06-06,30.399999618530273
2023-06-07,31.049999237060547
2023-06-08,31.540000915527344
2023-06-09,31.1299991607666
2023-06-12,31.219999313354492
2023-06-13,31.479999542236328
2023-06-14,31.760000228881836
2023-06-15,31.93000030517578
2023-06-16,32.189998626708984
2023-06-20,32.43000030517578
2023-06-21,32.93000030517578
2023-06-22,33.630001068115234
2023-06-23,33.34000015258789
2023-06-26,32.65999984741211
2023-06-27,33.0
2023-06-28,32.65999984741211
2023-06-29,31.329999923706055
2023-06-30,31.299999237060547
2023-07-03,30.489999771118164
2023-07-05,30.09000015258789
2023-07-06,30.049999237060547
2023-07-07,29.8799991607666
2023-07-10,29.639999389648438
2023-07-11,30.239999771118164
2023-07-12,29.959999084472656
2023-07-13,30.010000228881836
2023-07-14,30.440000534057617
2023-07-17,30.579999923706055
2023-07-18,31.479999542236328
2023-07-19,31.729999542236328
2023-07-20,31.969999313354492
2023-07-21,31.920000076293945
2023-07-24,31.790000915527344
2023-07-25,30.84000015258789
2023-07-26,30.049999237060547
2023-07-27,30.280000686645508
2023-07-28,28.760000228881836
2023-07-31,29.280000686645508
2023-08-01,28.540000915527344
2023-08-02,27.950000762939453
2023-08-03,27.6299991607666
2023-08-04,27.600000381469727
2023-08-07,28.06999969482422
2023-08-08,28.18000030517578
2023-08-09,28.049999237060547
2023-08-10,27.75
2023-08-11,28.030000686645508
2023-08-14,28.34000015258789
2023-08-15,28.860000610351562
2023-08-16,28.989999771118164
2023-08-17,28.719999313354492
2023-08-18,29.280000686645508
2023-08-21,29.639999389648438
2023-08-22,29.489999771118164
2023-08-23,27.90999984741211
2023-08-24,27.559999465942383
2023-08-25,27.170000076293945
2023-08-28,27.219999313354492
2023-08-29,27.18000030517578
2023-08-30,29.110000610351562
2023-08-31,29.190000534057617
2023-09-01,29.270000457763672
